ticker,SIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-08-17,-0.3162
2018-08-20,-0.8723
2018-08-21,-0.8
2018-08-22,-1.6129
2018-08-23,-1.5574
2018-08-24,3.2473
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,-0.4032
2018-08-30,-0.8097
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,-2.0408
2018-09-11,-3.9167
2018-09-12,0.6071
2018-09-13,0.0
2018-09-14,-2.5862
2018-09-17,-0.885
2018-09-18,-2.6786
2018-09-19,-0.9174
2018-09-20,0.0926
2018-09-21,-6.568
2018-09-24,-3.0693
2018-09-25,8.7845
2018-09-26,2.8169
2018-09-27,-1.8265
2018-09-28,-0.9302
2018-10-01,-1.4085
2018-10-02,-0.9524
2018-10-03,-0.4808
2018-10-04,0.0966
2018-10-05,-0.5792
2018-10-08,0.4854
2018-10-09,-0.8696
2018-10-10,-0.0975
2018-10-11,-0.4878
2018-10-12,4.3137
2018-10-15,-1.3158
2018-10-16,-5.7143
2018-10-17,1.1111
2018-10-22,1.0989
2018-10-25,-2.1739
2018-10-26,-1.0101
2018-10-29,-3.5714
2018-10-30,-0.4233
2018-10-31,-2.763
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,-2.1858
2018-11-06,-0.5587
2018-11-07,4.7472
2018-11-08,-7.7501
2018-11-09,0.5814
2018-11-12,-0.578
2018-11-13,-0.0581
2018-11-14,-1.687
2018-11-15,0.0
2018-11-16,-0.1183
2018-11-19,-2.6066000000000003
2018-11-20,-2.5547
2018-11-23,8.4894
2018-11-28,1.8412
2018-11-29,-0.8475
2018-11-30,2.5641
2018-12-03,-11.6667
2018-12-04,0.1258
2018-12-06,-1.5074999999999998
2018-12-07,-0.5102
2018-12-10,1.1218
2018-12-11,-0.4754
2018-12-12,2.4840999999999998
2018-12-13,-0.5594
2018-12-14,-0.5
2018-12-17,-3.8945
2018-12-18,-0.6536
2018-12-19,-7.1053
2018-12-20,-15.0142
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.6667
2018-12-27,-0.1656
2018-12-28,9.6186
2018-12-31,13.767
2019-01-02,5.3191
2019-01-03,-4.9242
2019-01-04,2.2576
2019-01-07,2.4675000000000002
2019-01-08,-3.9924
2019-01-09,-0.9901
2019-01-10,5.4667
2019-01-11,-7.7118
2019-01-14,6.1644
2019-01-15,1.9355
2019-01-16,-0.7595
2019-01-17,3.3163
