ticker,SIC US Equity
2019-01-18,-0.9877
2019-01-22,-0.8105
2019-01-23,-1.4456
2019-01-24,2.6786
2019-01-25,-3.4783
2019-01-28,1.0296
2019-01-29,-2.293
2019-01-30,-0.1304
2019-01-31,0.6201
2019-02-01,-0.746
2019-02-04,2.0915
2019-02-05,-4.4814
2019-02-06,-0.6032
2019-02-07,-0.2697
2019-02-08,-1.2833
2019-02-11,9.8615
2019-02-12,21.197
2019-02-13,2.4691
2019-02-14,10.4418
2019-02-15,-0.0909
2019-02-19,2.8207
2019-02-20,4.5133
2019-02-21,3.3023
2019-02-22,-0.4918
2019-02-25,6.8369
2019-02-26,1.8504
2019-02-27,-1.5897000000000001
2019-02-28,0.0
2019-03-01,0.7692
2019-03-04,-0.6107
2019-03-05,0.0
2019-03-06,-0.0768
2019-03-07,0.1537
2019-03-08,0.9977
2019-03-11,0.7599
2019-03-12,3.5445
2019-03-13,0.6555
2019-03-14,-2.8944
2019-03-15,0.149
2019-03-18,-0.5952
2019-03-19,-0.8234
2019-03-20,-2.1132
2019-03-21,-8.6353
2019-03-22,2.1097
2019-03-25,-3.2231
2019-03-26,7.0026
2019-03-27,-4.2298
2019-03-28,4.5833
2019-03-29,-0.7968
2019-04-01,-3.4538
2019-04-02,4.6589
2019-04-03,-1.9872999999999998
2019-04-04,-1.0543
2019-04-05,-1.3934
2019-04-08,6.1513
2019-04-09,0.0783
2019-04-10,-2.1127
2019-04-11,-3.0376
2019-04-12,-0.0824
2019-04-15,-0.8251
2019-04-16,0.4992
2019-04-17,2.5662000000000003
2019-04-18,-3.1477
2019-04-22,-0.9167
2019-04-23,0.0841
2019-04-24,2.0168
2019-04-25,-1.5651000000000002
2019-04-26,-0.5858
2019-04-29,2.2727
2019-04-30,1.9752999999999998
2019-05-01,0.4843
2019-05-02,3.3735
2019-05-03,1.7871000000000001
2019-05-06,-0.229
2019-05-07,-1.5302
2019-05-08,1.0101
2019-05-09,-3.0769
2019-05-10,3.3333
2019-05-13,4.4547
2019-05-14,0.0
2019-05-15,-0.1471
2019-05-16,1.62
2019-05-17,-6.3768
2019-05-20,0.4644
2019-05-21,-4.9307
2019-05-22,-1.4586999999999999
2019-05-23,-1.5625
2019-05-24,-1.5873
2019-05-28,-2.4618
2019-05-29,-4.1775
2019-05-30,1.7257
2019-05-31,-3.75
2019-06-03,-3.525
2019-06-04,2.9808
2019-06-05,-5.6956
2019-06-06,-0.5941
2019-06-07,9.8606
2019-06-10,-2.1759
2019-06-11,-0.278
2019-06-12,-2.4164
2019-06-13,-0.0952
2019-06-14,3.6225
2019-06-17,0.276
2019-06-18,2.3853
2019-06-19,0.1792
2019-06-20,-0.7156
2019-06-21,-3.1532
2019-06-24,-1.8605
2019-06-25,-1.327
2019-06-26,1.4409
2019-06-27,3.9773
2019-06-28,6.102
2019-07-01,2.8326000000000002
2019-07-02,-1.9199000000000002
2019-07-03,1.7872
2019-07-05,-0.4181
2019-07-08,0.2519
2019-07-09,-4.7739
2019-07-10,-1.2313
2019-07-11,-1.2467
2019-07-12,-0.541
2019-07-15,0.0
2019-07-16,-0.1813
2019-07-17,1.3624
2019-07-18,-0.5376
2019-07-19,-0.2703
2019-07-22,-0.6323
2019-07-23,0.1818
2019-07-24,-0.1815
2019-07-25,-0.0909
2019-07-26,-0.6369
2019-07-29,0.7326
2019-07-30,4.6364
2019-07-31,-0.5213
2019-08-01,2.8821
2019-08-02,-3.2258
2019-08-05,-2.807
2019-08-06,-0.4513
2019-08-07,-1.3599
2019-08-08,1.4706000000000001
2019-08-09,-0.1812
2019-08-12,-0.1815
2019-08-13,-0.0909
2019-08-14,0.273
2019-08-15,-3.2668
2019-08-16,3.0957
2019-08-19,2.4568
2019-08-20,-0.444
2019-08-21,1.1597
2019-08-22,-1.5873
2019-08-23,0.3584
2019-08-26,0.625
2019-08-27,0.7098
2019-08-28,0.2643
2019-08-29,7.4692
2019-08-30,1.4718
2019-09-03,-3.3038
2019-09-04,2.8333
2019-09-05,-0.5673
2019-09-06,4.3195
2019-09-09,0.8594
2019-09-10,0.5422
2019-09-11,-1.0786
2019-09-12,2.8816
2019-09-13,1.1355
2019-09-16,-0.2246
2019-09-17,0.3751
2019-09-18,0.5232
2019-09-19,-0.1487
2019-09-20,-0.6701
2019-09-23,-0.4498
2019-09-24,-0.3012
2019-09-25,0.5287
2019-09-26,-2.3291
2019-09-27,-0.5385
2019-09-30,0.3094
2019-10-01,-2.0046
2019-10-02,-3.6978999999999997
2019-10-03,0.4902
2019-10-04,2.8049
2019-10-07,-0.3559
2019-10-08,-0.754
2019-10-09,-0.4398
2019-10-10,-5.6225000000000005
2019-10-11,-3.0213
2019-10-14,-1.6235
2019-10-15,0.6244
2019-10-16,2.4823
2019-10-17,-1.0381
2019-10-18,-2.535
2019-10-21,2.87
2019-10-22,1.0462
2019-10-23,-0.2588
2019-10-24,-1.8166
2019-10-25,1.1454
2019-10-28,0.2613
2019-10-29,-0.5213
2019-10-30,-0.6987
2019-10-31,0.7916
2019-11-01,1.2216
2019-11-04,1.3793
2019-11-05,-11.3946
2019-11-06,2.6871
2019-11-07,-1.215
2019-11-08,-4.9196
2019-11-11,2.8856
2019-11-12,1.4506999999999999
2019-11-13,-1.2393
2019-11-14,0.6757
2019-11-15,-1.1505
2019-11-18,-0.9699
2019-11-19,0.7835
2019-11-20,-0.5345
2019-11-21,-1.8075
2019-11-22,2.1891
2019-11-25,1.4606
2019-11-26,0.3839
2019-11-27,-0.2868
2019-11-29,-1.2464
2019-12-02,0.4854
2019-12-03,-3.3816
2019-12-04,-3.1
2019-12-05,-0.2064
2019-12-06,2.4819
2019-12-09,-1.2109
2019-12-10,0.0
2019-12-11,0.1021
2019-12-12,-0.4082
2019-12-13,-0.3074
2019-12-16,0.1028
2019-12-17,-0.924
2019-12-18,-2.7979000000000003
2019-12-19,0.1066
2019-12-20,-0.9585
2019-12-23,3.0108
2019-12-24,-3.0271
2019-12-26,-0.2153
2019-12-27,-2.2654
2019-12-30,-1.5453000000000001
2019-12-31,0.7848
2020-01-02,0.2225
2020-01-03,-0.9989
2020-01-06,-1.1211
2020-01-07,1.0204
2020-01-08,-0.2245
2020-01-09,0.4499
2020-01-10,0.224
2020-01-13,-1.3408
2020-01-14,-0.3398
2020-01-15,-0.3409
2020-01-16,2.5086
2020-01-17,1.5573000000000001
2020-01-21,-6.2432
2020-01-22,0.0
2020-01-23,2.6869
2020-01-24,-3.0717
2020-01-27,-1.5258
2020-01-28,-0.4768
2020-01-29,-1.5569
2020-01-30,1.5207000000000002
2020-01-31,-1.0186
2020-02-03,1.0896
2020-02-04,-1.1976
2020-02-05,5.4545
2020-02-06,-2.9885
2020-02-07,-2.8436
2020-02-10,-1.2195
2020-02-11,1.358
2020-02-12,2.3143000000000002
2020-02-13,1.1905000000000001
2020-02-14,-0.8235
2020-02-18,-2.2539
2020-02-19,-1.0922
2020-02-20,0.1227
2020-02-21,0.2451
2020-02-24,-2.3227
2020-02-25,-1.627
2020-02-26,-0.6361
2020-02-27,-1.6644999999999999
2020-02-28,-2.7344
2020-03-02,-1.2048
2020-03-03,0.9485
2020-03-04,0.2685
2020-03-05,-1.2048
2020-03-06,-3.6585
2020-03-09,-12.5176
2020-03-10,-3.8585000000000003
2020-03-11,-18.7291
2020-03-12,-24.6914
2020-03-13,6.8306000000000004
2020-03-16,-46.2916
2020-03-17,-4.2857
2020-03-18,-36.8159
2020-03-19,138.5827
2020-03-20,-9.571
2020-03-23,-12.7737
2020-03-24,2.0921
2020-03-25,-1.6393
2020-03-26,8.3333
2020-03-27,-14.2308
2020-03-30,-6.7265
2020-03-31,-0.4808
2020-04-01,-2.8986
2020-04-02,-1.99
2020-04-03,-15.2284
2020-04-06,18.5629
2020-04-07,0.5051
2020-04-08,18.593
2020-04-09,8.0508
2020-04-13,-7.8431
2020-04-14,-1.7021
2020-04-15,-8.2251
2020-04-16,-6.6038
2020-04-17,5.0505
2020-04-20,1.4423
2020-04-21,-4.7393
2020-04-22,-2.9851
2020-04-23,6.6667
2020-04-24,3.3654
2020-04-27,19.0698
2020-04-28,29.2969
2020-04-29,5.136
2020-04-30,-8.046
2020-05-01,-15.3125
2020-05-04,0.738
2020-05-05,0.3663
2020-05-06,-8.7591
2020-05-07,2.4
2020-05-08,21.0938
2020-05-11,-1.2903
2020-05-12,-13.0719
2020-05-13,-12.782
2020-05-14,1.5086
2020-05-15,-2.3355
2020-05-18,12.6087
2020-05-19,-13.5135
2020-05-20,37.7232
2020-05-21,-10.859
2020-05-22,-5.0909
2020-05-26,8.8123
2020-05-27,8.4507
2020-05-28,5.1948
2020-05-29,-0.9259
2020-06-01,0.9346
2020-06-02,-1.5432000000000001
2020-06-03,4.3887
2020-06-04,2.7027
2020-06-05,4.9708
2020-06-08,21.727
2020-06-09,-2.9748
2020-06-10,5.4245
2020-06-11,-12.3043
2020-06-12,2.8061
2020-06-15,6.4516
2020-06-16,-2.0979
2020-06-17,-11.9048
2020-06-18,-0.5405
2020-06-19,0.5435
2020-06-22,-2.1622
2020-06-23,-0.8287
2020-06-24,-9.1922
2020-06-25,-0.3067
2020-06-26,-3.0769
2020-06-29,10.7937
2020-06-30,0.2865
2020-07-01,-4.0
2020-07-02,5.0595
2020-07-06,-1.6997
2020-07-07,0.5764
2020-07-08,0.0
2020-07-09,1.1461000000000001
2020-07-10,1.1331
2020-07-13,-1.6806999999999999
2020-07-14,-0.2849
2020-07-15,6.0
2020-07-16,-0.8086
2020-07-17,14.6739
2020-07-20,-2.8436
2020-07-21,0.4878
2020-07-22,7.767
2020-07-23,-4.5045
2020-07-24,-0.7075
2020-07-27,4.9881
2020-07-28,1.81
2020-07-29,5.1111
2020-07-30,-0.4228
2020-07-31,-0.6369
