ticker,RBAZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-13,1.1111
2013-09-11,-1.0989
2013-09-26,11.1111
2013-09-27,0.0
2013-09-30,1.0
2013-10-15,-0.9901
2013-10-16,1.0
2013-10-24,1.9802
2013-12-04,0.9709
2014-01-17,0.9615
2014-01-28,-4.7619
2014-04-17,-2.0
2014-04-23,2.0408
2014-07-01,0.0
2014-07-15,-9.0
2014-07-17,0.0
2014-08-13,-9.8901
2014-08-15,6.0976
2014-08-19,-8.046
2014-08-20,3.75
2014-08-28,2.1687
2014-10-02,-9.1981
2014-10-07,0.0
2014-10-28,-9.0909
2014-10-30,1.4285999999999999
2014-11-04,2.2535
2014-11-14,4.4077
2014-11-18,-7.6517
2014-12-04,0.0
2014-12-09,0.0
2014-12-19,1.4285999999999999
2015-01-05,-1.4085
2015-01-06,-1.4285999999999999
2015-01-15,8.6957
2015-01-20,13.3333
2015-01-22,-5.8824
2015-02-02,5.0
2015-02-05,-0.7143
2015-03-04,-0.4796
2015-03-16,14.4578
2015-03-18,0.0
2015-03-26,0.0
2015-03-31,-4.2105
2015-04-13,0.0
2015-04-14,8.7912
2015-04-15,1.0101
2015-04-16,6.8
2015-04-17,0.0
2015-04-27,-6.367
2015-05-05,11.8
2015-05-11,1.0733
2015-05-12,-11.5044
2015-05-15,-2.0
2015-05-18,3.0612
2015-05-20,-1.2871000000000001
2015-05-21,0.3009
2015-05-22,0.0
2015-05-26,2.0
2015-05-28,-5.8824
2015-05-29,3.5417
2015-06-01,0.6036
2015-06-03,-4.0
2015-06-08,1.0417
2015-06-22,-5.1546
2015-06-29,7.3913
2015-07-02,1.2146
2015-07-10,0.0
2015-07-15,-8.78
2015-07-17,-0.0219
2015-07-22,0.8772
2015-07-23,0.0
2015-07-29,-2.1739
2015-07-30,-3.1111
2015-08-03,5.0459
2015-08-05,-1.7467000000000001
2015-08-10,2.0
2015-08-24,-5.2288
2015-08-25,-4.5977
2015-08-26,2.4096
2015-08-31,-2.3529
2015-09-09,2.4096
2015-09-10,-2.3529
2015-09-15,-2.4096
2015-09-17,0.0
2015-09-18,-0.9877
2015-09-23,0.0
2015-09-29,3.4913
2015-10-01,0.0
2015-10-05,-1.2048
2015-10-08,-0.4878
2015-10-09,-0.2451
2015-10-12,3.1941
2015-10-13,-3.0952
2015-10-19,0.2457
2015-10-21,-0.2451
2015-11-03,1.9656
2015-11-11,1.2048
2015-12-02,0.0
2015-12-21,0.0
2015-12-24,0.0
2016-01-29,11.9048
