ticker,HYMC US Equity
2018-11-21,-0.2026
2018-11-26,-0.1015
2018-11-27,0.2033
2018-11-28,0.0
2018-11-29,-0.1014
2018-11-30,0.0
2018-12-03,0.1015
2018-12-04,0.4057
2018-12-06,-0.101
2018-12-07,-0.1011
2018-12-10,0.1012
2018-12-11,0.2022
2018-12-12,-0.2018
2018-12-13,0.0
2018-12-17,-0.2022
2018-12-18,0.0
2018-12-20,0.0
2018-12-28,0.1013
2019-01-08,-0.3036
2019-01-09,0.203
2019-01-15,-0.1013
2019-01-16,0.5071
2019-01-17,-0.1009
2019-01-22,0.202
2019-01-23,0.1008
2019-01-24,0.1702
2019-01-25,0.0312
2019-01-28,0.0
2019-01-29,0.5025
2019-01-30,-0.4
2019-01-31,-0.2008
2019-02-04,0.0272
2019-02-05,-0.1277
2019-02-06,0.2014
2019-02-07,0.402
2019-02-08,0.0
2019-02-11,0.1001
2019-02-12,-0.1
2019-02-13,0.0
2019-02-14,0.0
2019-02-19,-0.001
2019-02-20,-0.0991
2019-03-04,0.1002
2019-03-06,0.4004
2019-03-07,-0.0997
2019-03-08,0.5988
2019-03-11,-0.1984
2019-03-14,0.3976
2019-03-15,-0.495
2019-03-18,0.0
2019-03-19,0.2985
2019-03-20,-0.3968
2019-03-21,0.0
2019-03-22,0.0
2019-03-25,0.0996
2019-03-26,0.199
2019-03-29,0.0993
2019-04-01,0.0
2019-04-02,-0.0992
2019-04-03,0.1986
2019-04-04,-0.0991
2019-04-05,0.0
2019-04-08,0.1984
2019-04-09,-0.198
2019-04-10,0.0992
2019-04-11,-0.0991
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,0.1984
2019-04-17,-0.198
2019-04-22,0.5952
2019-04-23,0.0
2019-04-24,0.0986
2019-04-25,-0.3951
2019-04-26,0.3472
2019-05-01,0.0493
2019-05-06,0.0
2019-05-09,0.0
2019-05-10,-0.1084
2019-05-13,0.1085
2019-05-14,-0.2956
2019-05-15,-0.2964
2019-05-16,0.0991
2019-05-21,0.099
2019-05-22,0.0
2019-05-23,0.0643
2019-05-30,-0.0643
2019-06-03,0.0989
2019-06-04,0.0
2019-06-05,-0.0988
2019-06-06,0.1978
2019-06-07,0.1826
2019-06-11,-0.0838
2019-06-12,0.0
2019-06-13,0.1972
2019-06-14,0.0
2019-06-18,0.0984
2019-06-24,-0.0226
2019-06-25,-0.0266
2019-06-27,0.1476
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,0.0982
2019-07-08,0.0981
2019-07-09,0.0
2019-07-10,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.3922
2019-07-24,0.0
2019-07-26,0.0977
2019-07-29,0.0
2019-07-31,-0.2927
2019-08-01,0.2935
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,-0.1951
2019-08-07,0.0978
2019-08-08,0.0977
2019-08-13,-0.2927
2019-08-14,0.1957
2019-08-19,0.0977
2019-08-20,-0.0976
2019-08-21,-0.0967
2019-08-22,0.1183
2019-08-23,-0.1181
2019-08-26,0.0968
2019-08-27,0.0049
2019-09-04,-0.1025
2019-09-06,0.1955
2019-09-09,0.0976
2019-09-11,-0.2924
2019-09-16,0.0978
2019-09-20,0.0654
2019-09-24,0.1298
2019-09-25,0.2924
2019-09-26,-0.0855
2019-10-02,0.1829
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-16,-0.0971
2019-10-17,-0.0972
2019-10-18,0.0973
2019-10-21,0.2915
2019-10-24,-0.1938
2019-10-25,0.1942
2019-10-31,0.0
2019-11-01,-0.1938
2019-11-04,0.0
2019-11-05,-0.0971
2019-11-06,0.2915
2019-11-07,-0.0969
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.194
2019-11-14,-0.0968
2019-11-15,-0.0969
2019-11-20,-0.097
2019-11-21,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,-0.0485
2019-12-06,0.2428
2019-12-16,0.1938
2019-12-17,0.0967
2019-12-18,0.0
2019-12-27,-0.1691
2020-01-02,0.2662
2020-01-03,0.0
2020-01-07,-0.0965
2020-01-08,0.0966
2020-01-13,0.0965
2020-01-14,-0.0964
2020-01-15,0.0
2020-01-16,0.1931
2020-01-17,-0.0963
2020-01-21,-0.1929
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0966
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0965
2020-01-30,0.0
2020-01-31,-0.0964
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,-0.6757
2020-02-06,0.0
2020-02-11,0.2915
2020-02-12,0.1938
2020-02-13,-0.3868
2020-02-14,-0.0485
2020-02-19,0.1457
2020-02-20,0.0
2020-02-21,0.6111
2020-02-24,-0.5109
2020-02-25,-0.0969
2020-02-28,0.679
2020-03-03,0.0963
2020-03-05,-0.693
2020-03-10,-0.0775
2020-03-11,0.0
2020-03-12,0.9699
2020-03-17,-3.9385
2020-03-18,-0.3
2020-03-19,-1.2026
2020-03-20,1.5218
2020-03-23,-2.0
2020-03-25,4.7827
2020-03-26,0.3048
2020-03-27,-0.0971
2020-03-30,0.5831
2020-03-31,-0.0164
2020-04-02,0.0164
2020-04-03,0.0
2020-04-06,0.1932
2020-04-07,0.0
2020-04-08,-0.001
2020-04-13,-0.866
2020-04-14,0.8745
2020-04-20,-0.5786
2020-04-21,0.0
2020-04-22,0.582
2020-04-23,1.5255999999999998
2020-04-24,-0.9327
2020-04-27,0.6711
2020-04-28,-1.8094999999999999
2020-04-29,1.3578999999999999
2020-05-01,-0.4938
2020-05-04,0.4953
2020-05-05,-6.1235
2020-05-06,6.524
2020-05-07,-0.7656
2020-05-08,0.2912
2020-05-12,-0.9634
2020-05-13,1.2621
2020-05-14,-0.2876
2020-05-15,-0.1923
2020-05-18,0.0
2020-05-19,0.0963
2020-05-20,0.0962
2020-05-21,-0.4808
2020-05-22,-0.1449
2020-05-26,0.5322
2020-05-27,1.437
2020-05-28,4.8457
2020-05-29,14.4796
2020-06-01,-9.0909
2020-06-02,-3.4783
2020-06-03,-3.6936999999999998
2020-06-04,1.9645000000000001
2020-06-05,-9.2661
2020-06-08,-0.2022
2020-06-09,-2.8369
2020-06-10,0.1043
2020-06-11,1.5625
2020-06-12,-5.5385
2020-06-15,2.1716
2020-06-16,-6.4835
2020-06-17,-3.408
2020-06-18,4.5882
2020-06-19,-2.6997
2020-06-22,4.4509
2020-06-23,0.166
2020-06-24,-0.5525
2020-06-25,5.4111
2020-06-26,-0.8116
2020-06-29,-2.2317
2020-06-30,2.7174
2020-07-01,-0.7873
2020-07-02,-0.2688
2020-07-06,-2.1914
2020-07-07,2.6188000000000002
2020-07-08,7.6185
2020-07-09,2.9703
2020-07-10,5.4808
2020-07-13,1.0027
2020-07-14,-2.5271
2020-07-15,2.2685
2020-07-16,-3.3047
2020-07-17,0.3745
2020-07-20,2.5187
2020-07-21,0.0455
2020-07-22,3.0468
2020-07-23,-0.353
2020-07-24,-0.7972
2020-07-27,5.4018
2020-07-28,0.1271
2020-07-29,1.3536000000000001
2020-07-30,7.3456
2020-07-31,3.0715
