ticker,HYMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-13,0.0
2018-03-14,0.1043
2018-03-16,-0.5208
2018-03-19,0.733
2018-03-22,-0.4802
2018-03-26,0.1149
2018-03-28,0.168
2018-04-03,0.1989
2018-04-04,-0.104
2018-04-11,-0.1041
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-25,0.2083
2018-04-26,0.0
2018-04-30,0.5198
2018-05-03,-0.6205
2018-05-04,0.0
2018-05-10,0.6243
2018-05-14,-0.6205
2018-05-15,0.0
2018-05-16,0.2081
2018-05-18,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-31,-0.1038
2018-06-01,-0.104
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,-0.1041
2018-06-07,0.3125
2018-06-11,0.1038
2018-06-13,-0.4149
2018-06-14,0.3125
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-0.2077
2018-06-20,0.1041
2018-06-21,0.2079
2018-06-27,-0.1037
2018-06-28,0.1038
2018-07-02,0.0
2018-07-11,0.4689
2018-07-16,-0.2602
2018-07-17,0.0
2018-07-18,-0.1035
2018-07-23,0.3109
2018-07-25,0.6198
2018-07-26,-1.1294
2018-07-31,0.2451
2018-08-01,0.0663
2018-08-03,0.0
2018-08-07,0.0
2018-08-09,0.1035
2018-08-14,-0.1034
2018-08-16,-0.3106
2018-08-20,0.0
2018-08-21,0.3115
2018-08-22,0.207
2018-08-27,-0.3099
2018-08-28,0.1036
2018-08-29,0.207
2018-09-04,0.1033
2018-09-05,0.1032
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,-0.2062
2018-09-20,-0.1033
2018-09-25,0.1034
2018-09-26,0.0
2018-09-27,0.0
2018-10-01,0.8264
2018-10-02,-0.4098
2018-10-05,0.3086
2018-10-08,-0.4103
2018-10-10,0.0597
2018-10-11,-0.1626
2018-10-12,-0.1031
2018-10-15,0.8256
2018-10-16,-0.3071
2018-10-17,-0.308
2018-10-18,-0.309
2018-10-23,1.0331
2018-10-24,-0.1022
2018-10-25,0.0
2018-11-01,0.0
2018-11-02,-0.2047
2018-11-05,0.0
2018-11-07,0.9231
2018-11-08,0.1016
2018-11-09,-0.203
2018-11-12,0.1017
2018-11-13,0.5081
2018-11-14,0.3033
2018-11-15,-0.1008
2018-11-16,-0.1009
2018-11-19,-0.303
2018-11-20,0.0
