ticker,CLDT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-16,2.5
2010-04-19,-1.4634
2010-04-20,-0.9901
2010-04-21,-0.8
2010-04-22,0.7056
2010-04-23,-1.2513
2010-04-26,1.3178
2010-04-27,-0.2501
2010-04-28,0.0502
2010-04-29,0.3008
2010-04-30,-0.7996
2010-05-03,-0.7557
2010-05-04,0.9645
2010-05-05,0.4525
2010-05-06,-1.6517
2010-05-07,0.1527
2010-05-10,1.626
2010-05-11,-0.75
2010-05-12,0.7557
2010-05-13,0.3
2010-05-14,-0.7976
2010-05-17,-2.3116
2010-05-18,-2.6235
2010-05-19,-0.3698
2010-05-20,-3.5525
2010-05-21,-2.9687
2010-05-24,1.0765
2010-05-25,-1.2892000000000001
2010-05-26,2.6122
2010-05-27,-0.6087
2010-05-28,0.2227
2010-06-01,-0.2778
2010-06-02,0.7242
2010-06-03,-0.1659
2010-06-04,-0.554
2010-06-07,0.5571
2010-06-08,-1.6066
2010-06-09,-0.2252
2010-06-10,-0.395
2010-06-11,0.0567
2010-06-14,1.9253
2010-06-15,0.1111
2010-06-16,-0.333
2010-06-17,0.0
2010-06-18,-2.1158
2010-06-21,2.0478
2010-06-22,1.5608
2010-06-23,-1.0428
2010-06-24,-0.3882
2010-06-25,2.6169000000000002
2010-06-28,-2.93
2010-06-29,-2.0123
2010-06-30,1.9395
2010-07-01,-2.9099
2010-07-02,0.9222
2010-07-06,-5.0828
2010-07-07,0.6017
2010-07-08,0.8373
2010-07-09,-0.7117
2010-07-12,-1.7324000000000002
2010-07-13,1.7629000000000001
2010-07-14,-1.9713
2010-07-15,-2.2547
2010-07-16,-0.4988
2010-07-19,-0.5013
2010-07-20,-2.1411
2010-07-21,-3.7967
2010-07-22,1.0033
2010-07-23,3.0464
2010-07-26,-0.2571
2010-07-27,0.2577
2010-07-28,-2.0566
2010-07-29,-0.7218
2010-07-30,0.2644
2010-08-02,0.9888
2010-08-03,6.0705
2010-08-04,1.0462
2010-08-05,1.218
2010-08-06,-3.1288
2010-08-09,-0.3727
2010-08-10,-0.7481
2010-08-11,-2.0101
2010-08-12,-2.3077
2010-08-13,-0.7874
2010-08-16,3.2407
2010-08-17,-0.3844
2010-08-18,0.3859
2010-08-19,-1.6656
2010-08-20,1.1075
2010-08-23,-0.3866
2010-08-24,4.4631
2010-08-25,2.1672
2010-08-26,0.1212
2010-08-27,3.9346
2010-08-30,-5.6494
2010-08-31,0.4321
2010-09-01,4.0565
2010-09-02,-1.3585
