ticker,BTHR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-11,-89.9598
2011-08-12,396.0
2011-09-23,-63.7097
2011-09-26,-13.3333
2011-09-28,-61.5385
2011-09-29,66.6667
2011-09-30,64.0
2011-10-03,7.3171
2011-10-05,2.2727
2011-10-06,-44.4444
2011-10-26,40.0
2011-10-27,-8.5714
2011-11-11,21.875
2011-11-29,5.1282
2011-11-30,9.7561
2011-12-01,6.6667
2011-12-02,6.25
2011-12-05,-1.9607999999999999
2011-12-06,-40.0
2011-12-07,3.3333
2011-12-08,-41.9355
2011-12-09,38.8889
2011-12-12,-12.0
2011-12-13,-17.358
2011-12-14,-11.9972
2011-12-15,3.125
2011-12-16,3.0303
2011-12-19,58.8235
2011-12-20,-37.037
2011-12-21,-11.7647
2011-12-22,0.0833
2011-12-23,-6.7444
2011-12-27,35.7143
2011-12-28,-0.5263
2011-12-29,-37.3016
2011-12-30,5.4852
2012-01-03,4.0
2012-01-04,7.6923
2012-01-05,0.0
2012-01-06,-21.4286
2012-01-09,9.6591
2012-01-10,-17.0984
2012-01-11,-11.375
2012-01-12,11.354
2012-01-13,-8.803
2012-01-17,-11.1111
2012-01-18,-18.75
2012-01-19,-38.4615
2012-01-20,77.5
2012-01-23,-15.493
2012-01-24,-16.6667
2012-01-25,2.0
2012-01-26,0.0
2012-01-27,-1.9607999999999999
2012-01-30,-28.0
2012-01-31,-2.7778
2012-02-01,-5.7143
2012-02-02,81.8182
2012-02-03,16.6667
2012-02-06,42.8571
2012-02-07,80.0
2012-02-08,0.0
2012-02-09,-33.3333
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,-16.6667
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,60.0
2012-02-24,-65.625
2012-02-29,36.3636
2012-03-01,20.0
2012-03-05,-16.6667
2012-03-06,0.0
2012-03-08,6.6667
2012-03-09,12.5
2012-03-12,0.0
2012-03-13,0.0
2012-03-16,33.3333
2012-03-19,0.0
2012-03-23,-45.8333
2012-03-28,84.6154
2012-03-29,-17.5
2012-03-30,-34.3434
2012-04-02,1.5385
2012-04-04,-1.5152
2012-04-05,-23.0769
2012-04-10,0.0
2012-04-12,0.0
2012-04-18,80.0
2012-04-19,-16.6667
2012-04-24,6.6667
2012-04-25,37.5
2012-04-26,-36.3636
2012-04-27,0.0
2012-05-04,-26.9643
2012-05-08,0.0
2012-05-10,2.6895
2012-05-17,0.0
2012-05-18,0.0
