ticker,CNCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-16,1.1236
2007-05-17,2.2222
2007-05-18,1.6303999999999998
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,-0.5348
2007-05-24,0.5376
2007-05-25,3.2086
2007-05-29,9.3264
2007-05-30,12.7962
2007-05-31,11.512599999999999
2007-06-01,-30.8591
2007-06-04,8.9918
2007-06-05,10.0
2007-06-06,-6.1364
2007-06-07,-7.9902999999999995
2007-06-08,2.6316
2007-06-11,0.7692
2007-06-12,-2.0356
2007-06-13,-45.4545
2007-06-14,5.7143
2007-06-15,2.7027
2007-06-18,7.8947
2007-06-19,3.252
2007-06-20,0.0
2007-06-21,-11.811
2007-06-22,2.6786
2007-06-25,1.7391
2007-06-26,-4.2735
2007-06-27,-20.5357
2007-06-28,-23.0337
2007-06-29,13.8686
2007-07-02,8.9744
2007-07-03,3.5294
2007-07-05,7.9545
2007-07-06,16.8421
2007-07-09,11.7117
2007-07-10,-3.2258
2007-07-11,-7.5
2007-07-12,5.4054
2007-07-13,-2.5641
2007-07-16,0.8772
2007-07-17,-7.8261
2007-07-18,0.0
2007-07-19,0.0
2007-07-20,-2.8302
2007-07-23,1.9417
2007-07-24,0.0
2007-07-25,-3.8095
2007-07-26,-3.9604
2007-07-27,3.0928
2007-07-30,-1.0
2007-07-31,-1.0101
2007-08-01,-5.102
2007-08-02,-6.4516
2007-08-03,0.0
2007-08-06,-5.7471
2007-08-07,1.2195
2007-08-08,1.2048
2007-08-09,-2.3810000000000002
2007-08-10,6.0976
2007-08-13,3.4483
2007-08-14,0.0
2007-08-15,-7.7778
2007-08-16,-9.6386
2007-08-17,1.3333
2007-08-20,5.2632
2007-08-21,-3.75
2007-08-22,1.2987
2007-08-23,-3.8462
2007-08-24,5.3333
2007-08-27,5.0633
2007-08-28,0.0
2007-08-29,-3.6145
2007-08-30,0.0
2007-08-31,-2.5
2007-09-04,0.0
2007-09-05,-5.1282
2007-09-06,-1.3514
2007-09-07,0.0
2007-09-10,-1.3699
2007-09-11,0.0
2007-09-12,-8.3333
2007-09-13,3.0303
2007-09-14,4.4118
2007-09-17,0.0
2007-09-18,0.0
2007-09-19,-2.8169
2007-09-20,-1.4493
2007-09-21,-2.7941000000000003
2007-09-24,2.8744
2007-09-25,-2.9412000000000003
2007-09-26,0.7576
2007-09-27,17.2932
2007-09-28,21.7949
2007-10-01,-5.2632
2007-10-02,0.0
2007-10-03,-2.2222
2007-10-04,0.0
2007-10-05,13.6364
