ticker,GCHT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-28,0.5976
2009-05-29,-1.9802
2009-06-02,1.0101
2009-06-03,0.25
2009-06-04,4.7382
2009-06-05,3.8095
2009-06-08,0.4587
2009-06-09,-4.1096
2009-06-10,-13.8095
2009-06-11,10.4972
2009-06-12,3.0
2009-06-15,-2.9126
2009-06-16,1.0
2009-06-18,3.9604
2009-06-19,-4.7619
2009-06-22,-5.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,9.473700000000001
2009-06-29,0.9615
2009-06-30,-5.0
2009-07-01,5.2632
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-10,0.0
2009-07-13,-3.8095
2009-07-14,-0.9901
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,5.0
2009-07-20,-8.5714
2009-07-21,4.1667
2009-07-22,9.0
2009-07-23,1.8349
2009-07-24,-9.4595
2009-07-27,4.4776
2009-07-28,4.7619
2009-07-29,-8.1818
2009-07-30,2.9703
2009-07-31,7.6923
2009-08-03,8.9286
2009-08-04,2.459
2009-08-05,4.0
2009-08-06,7.6923
2009-08-07,1.4285999999999999
2009-08-10,2.8169
2009-08-11,-7.5342
2009-08-12,-1.4815
2009-08-13,-3.609
2009-08-14,5.3042
2009-08-17,2.2222
2009-08-18,0.0
2009-08-19,1.4493
2009-08-20,1.4285999999999999
2009-08-21,2.1127
2009-08-24,-2.069
2009-08-25,0.7042
2009-08-26,-5.5944
2009-08-27,3.7037
2009-08-28,0.0
2009-08-31,-1.4285999999999999
2009-09-01,-5.7971
2009-09-02,0.0
2009-09-03,7.6923
2009-09-04,3.5714
2009-09-08,-6.8966
2009-09-09,-3.7037
2009-09-10,3.8462
2009-09-11,-2.2222
2009-09-14,-8.7121
2009-09-15,-7.0539
2009-09-16,-0.8929
2009-09-17,8.1081
2009-09-18,4.1667
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,-4.0
2009-09-24,-4.1667
2009-09-25,-0.8696
2009-09-28,-0.8772
2009-09-29,0.0
2009-09-30,-2.6549
2009-10-01,13.6364
2009-10-02,0.0
2009-10-05,-1.6
2009-10-06,5.6911000000000005
2009-10-07,0.0
2009-10-08,-1.5385
2009-10-09,0.7813
2009-10-12,12.4031
2009-10-13,27.5862
2009-10-14,-4.3243
2009-10-15,0.0
2009-10-16,-0.565
2009-10-19,1.1364
2009-10-20,8.427
2009-10-21,8.8083
2009-10-22,2.3810000000000002
2009-10-23,11.6279
