ticker,GWHP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-13,96.0784
2015-04-14,0.0
2015-06-09,-59.0
2015-06-16,34.1463
2015-07-10,-9.0909
2015-08-27,0.0
2015-08-31,-30.0
2015-09-01,-57.1429
2015-09-16,-66.6667
2015-11-30,0.0
2015-12-17,40.0
2015-12-23,0.0
2015-12-31,-56.6964
2016-01-07,-34.0206
2016-01-08,0.0
2016-01-25,-25.0
2016-04-25,33.3333
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-05-02,0.0
2016-05-03,-15.0
2016-05-04,0.0
2016-05-10,135.2941
2016-05-12,-50.0
2016-05-13,-22.5
2016-05-31,29.0323
2016-06-01,-5.0
2016-06-24,0.0
2016-07-08,-5.2632
2016-07-12,-16.6667
2016-07-14,0.0
2016-08-03,-20.0
2016-08-15,-8.3333
2016-09-02,-9.0909
2016-09-16,0.0
2016-10-05,10.0
2016-10-10,36.3636
2016-10-11,33.3333
2016-10-26,-10.0
2016-11-21,38.8889
2016-11-25,0.0
2016-12-16,-28.0
2017-01-23,11.1111
2017-01-31,0.0
2017-03-21,0.0
2017-05-09,55.0
2017-05-10,0.0
2017-05-11,13.3065
2017-05-15,-14.5907
2017-05-17,0.0
2017-05-18,0.0
2017-05-22,-50.0
2017-05-31,400.0
2017-06-02,100.0
2017-06-05,-69.75
2017-06-06,10.1928
2017-06-08,-8.0
2017-06-09,-34.7826
2017-06-15,17.0
2017-06-23,68.0912
2017-06-26,0.0
2017-06-30,35.5932
2017-07-06,0.0
2017-07-11,-62.5
2017-07-12,-11.5
2017-07-14,0.0
2017-07-19,12.9944
2017-07-21,33.3333
2017-08-07,50.0
2017-09-05,15.0
2017-09-20,-42.029
2017-09-21,50.0
2017-10-09,-50.0
2017-10-24,0.0
2017-10-30,-33.3333
2017-10-31,200.0
2017-11-01,-50.0
2017-11-06,0.0
2017-11-08,-33.3333
2017-11-09,0.0
2017-11-17,0.0
2017-11-24,0.0
2017-12-12,150.0
2017-12-13,150.0
2017-12-14,-60.0
2017-12-15,0.0
2017-12-19,-20.0
2017-12-20,0.0
2017-12-26,-25.0
2017-12-28,7.6667
2018-01-10,-18.4427
2018-01-11,50.856
2018-01-16,-64.5194
2018-01-19,134.0426
2018-01-22,3.0303
2018-01-31,-11.7647
2018-02-08,0.0
2018-02-09,-16.6667
2018-02-27,60.0
2018-03-06,-32.5
2018-03-12,-25.9259
2018-03-19,-40.0
2018-03-27,37.5
2018-04-04,-39.3939
2018-04-09,0.0
2018-04-11,100.0
2018-04-19,-50.0
2018-04-26,0.0
2018-06-18,300.0
2018-06-19,-7.5
2018-08-06,-0.5405
2018-09-04,-18.4783
2018-09-05,-63.0
2018-09-11,0.0
2018-09-19,35.1351
2018-10-11,33.3333
2018-12-10,0.0
2018-12-14,0.0
2018-12-24,0.0
2018-12-31,-25.0
2019-01-04,-28.3333
2019-01-09,179.0698
2019-02-05,-26.6667
2019-02-13,36.3636
2019-02-19,0.0
2019-02-22,0.0
2019-02-26,50.0
2019-02-27,-33.3333
2019-03-06,56.6667
2019-03-14,6.383
2019-03-21,-26.0
2019-03-25,35.1351
2019-04-02,-40.0
2019-04-08,-10.0
2019-04-12,-3.7037
2019-04-17,0.0
2019-04-23,15.3846
2019-05-07,0.0
2019-05-10,-16.6667
2019-05-13,0.0
2019-05-15,-48.0
2019-05-16,76.9231
2019-05-17,91.3043
2019-07-02,-70.4545
2019-07-09,0.0
2019-07-10,0.0
2019-07-12,0.0
2019-07-16,23.0769
2019-07-24,-24.875
2019-08-23,49.7504
2019-09-03,87.3333
2019-09-05,-5.1008
2019-09-09,0.0
2019-09-13,-43.75
2019-10-18,-11.1111
2019-11-27,-12.0
2020-04-03,84.6591
2020-04-16,0.0
2020-04-17,7.3846
2020-04-22,0.2865
2020-05-04,-35.7143
2020-05-15,5.5556
2020-06-01,-23.6842
2020-06-10,-16.6897
2020-06-12,48.1788
2020-06-16,-5.0279
2020-06-17,0.0
2020-06-22,5.8824
2020-06-23,-5.5556
2020-06-24,4.7059
2020-06-25,-16.8539
2020-06-26,-12.1622
2020-06-29,15.3846
2020-06-30,-6.1333
2020-07-01,5.8239
2020-07-02,-12.7517
2020-07-06,3.8462
2020-07-07,-17.7778
2020-07-08,-11.7117
2020-07-09,-19.3878
2020-07-10,-12.6582
2020-07-13,-10.1449
2020-07-14,-19.3548
2020-07-15,10.0
2020-07-16,-9.0909
2020-07-17,-2.4
2020-07-20,-5.3279
2020-07-21,-18.6147
2020-07-22,-15.0798
2020-07-23,3.3511
2020-07-24,0.0
2020-07-27,-4.2424
2020-07-28,0.6266
2020-07-29,14.4726
2020-07-30,-17.5824
2020-07-31,66.6667
