ticker,PK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-14,6.8966
2016-12-15,-3.2580999999999998
2016-12-16,-2.5008
2016-12-19,-0.8208
2016-12-20,2.4138
2016-12-21,0.2357
2016-12-22,-1.9483000000000001
2016-12-23,-0.6509
2016-12-27,-0.6897
2016-12-28,0.3472
2016-12-29,2.9412000000000003
2016-12-30,0.5042
2017-01-03,2.0067
2017-01-04,-1.9672
2017-01-05,-5.0167
2017-01-06,1.6549
2017-01-09,1.5933000000000002
2017-01-10,-0.375
2017-01-11,1.6085
2017-01-12,-1.7178
2017-01-13,-0.3084
2017-01-17,0.1719
2017-01-18,-0.6072
2017-01-19,-0.6873
2017-01-20,0.1538
2017-01-23,-0.1919
2017-01-24,3.1923
2017-01-25,1.4909
2017-01-26,1.1017
2017-01-27,0.8718
2017-01-30,-2.5567
2017-01-31,0.2956
2017-02-01,-2.4318
2017-02-02,0.0378
2017-02-03,1.812
2017-02-06,-1.3719000000000001
2017-02-07,0.4511
2017-02-08,1.4969999999999999
2017-02-09,1.5118
2017-02-10,-0.6902
2017-02-13,1.1703999999999999
2017-02-14,-0.3977
2017-02-15,0.5808
2017-02-16,0.0722
2017-02-17,-2.5604
2017-02-21,-0.5181
2017-02-22,-0.558
2017-02-23,-1.908
2017-02-24,-1.1442
2017-02-27,0.3086
2017-02-28,-1.7692
2017-03-01,1.9186
2017-03-02,2.9581
2017-03-03,0.7836
2017-03-06,0.3332
2017-03-07,-2.6936999999999998
2017-03-08,-0.4171
2017-03-09,-0.9139
2017-03-10,-0.0769
2017-03-13,-0.9615
2017-03-14,0.1165
2017-03-15,2.6377
2017-03-16,0.4913
2017-03-17,0.1504
2017-03-20,-0.6759
2017-03-21,-1.0208
2017-03-22,-0.0382
2017-03-23,0.3057
2017-03-24,-0.1143
2017-03-27,-0.1907
2017-03-28,-0.1146
2017-03-29,-0.1148
2017-03-30,0.1168
2017-03-31,-0.1556
2017-04-03,0.4285
2017-04-04,1.3576
2017-04-05,-1.1481
2017-04-06,1.7809
2017-04-07,0.5325
2017-04-10,-0.1892
2017-04-11,0.2274
2017-04-12,-0.2648
2017-04-13,-0.6068
2017-04-17,0.4197
2017-04-18,0.266
2017-04-19,1.0989
2017-04-20,-0.6747
2017-04-21,-0.2642
2017-04-24,0.6054
2017-04-25,0.0752
2017-04-26,0.6764
2017-04-27,0.0
2017-04-28,-4.1807
2017-05-01,0.3116
2017-05-02,1.7864
2017-05-03,-0.3052
2017-05-04,-0.3444
