ticker,AVNW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-30,1.0
2007-01-31,8.8119
2007-02-01,0.546
2007-02-02,-2.2624
2007-02-05,-5.4167
2007-02-06,1.7621
2007-02-07,-0.2886
2007-02-08,-0.7236
2007-02-09,0.9718
2007-02-12,-1.6362
2007-02-13,0.636
2007-02-14,0.7292
2007-02-15,-0.1448
2007-02-16,0.145
2007-02-20,-0.0965
2007-02-21,1.3043
2007-02-22,0.8107
2007-02-23,-1.1826
2007-02-26,0.4308
2007-02-27,-2.8599
2007-02-28,0.0981
2007-03-01,-1.8627
2007-03-02,-3.1469
2007-03-05,-2.7849
2007-03-06,2.8117
2007-03-07,-1.8576000000000001
2007-03-08,0.6309
2007-03-09,0.4702
2007-03-12,-0.208
2007-03-13,-1.7718
2007-03-14,2.8117
2007-03-15,-1.1868
2007-03-16,-3.1332
2007-03-19,1.6173
2007-03-20,1.4324
2007-03-21,2.9289
2007-03-22,-0.5589
2007-03-23,-2.606
2007-03-26,1.8888
2007-03-27,1.0299
2007-03-28,-1.4271
2007-03-29,-1.6545999999999998
2007-03-30,0.8938
2007-04-02,-1.1985000000000001
2007-04-03,1.2658
2007-04-04,-0.3125
2007-04-05,-0.6792
2007-04-09,0.4734
2007-04-10,-0.3141
2007-04-11,-2.6786
2007-04-12,1.8349
2007-04-13,-0.053
2007-04-16,3.1813
2007-04-17,-0.3083
2007-04-18,0.0
2007-04-19,0.3093
2007-04-20,2.7749
2007-04-23,-0.25
2007-04-24,-1.1028
2007-04-25,-0.1521
2007-04-26,0.5076
2007-04-27,-0.8586
2007-04-30,1.5792000000000002
2007-05-01,-0.5015
2007-05-02,-20.6149
2007-05-03,-0.5714
2007-05-04,3.0013
2007-05-07,0.372
2007-05-08,0.1235
2007-05-09,0.0
2007-05-10,-2.0358
2007-05-11,2.204
2007-05-14,-0.1848
2007-05-15,0.0617
2007-05-16,-0.5552
2007-05-17,-0.6824
2007-05-18,-0.2498
2007-05-21,1.4402
2007-05-22,0.6173
2007-05-23,-2.1471999999999998
2007-05-24,-1.6301
2007-05-25,1.3384
2007-05-29,3.4591
2007-05-30,3.2827
2007-05-31,0.6474
2007-06-01,-2.1053
2007-06-04,-0.2389
2007-06-05,-0.9581
2007-06-06,-1.2092
2007-06-07,-1.1628
2007-06-08,1.4861
2007-06-11,-0.3051
2007-06-12,0.8568
2007-06-13,3.5801
2007-06-14,3.6321
2007-06-15,1.1871
2007-06-18,0.0
2007-06-19,-0.5587
