ticker,FBVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-19,1.1236
2000-01-20,0.0
2000-03-20,0.0
2000-05-25,0.6374
2000-10-03,1.2829
2000-10-11,0.0
2000-12-28,0.6937
2001-01-04,0.0
2001-02-12,0.0
2001-02-15,1.1111
2001-02-20,0.0
2001-02-22,0.0
2001-04-25,0.686
2001-05-01,0.0
2001-05-09,0.0
2001-05-10,0.0
2001-05-30,0.0
2001-10-11,3.6096
2002-07-23,6.0207
2002-12-16,2.2538
2004-12-01,27.2804
2004-12-22,0.7388
2004-12-31,0.0
2005-07-21,8.2544
2006-02-23,7.7655
2006-03-30,3.6176
2006-03-31,0.0
2006-04-03,0.0
2006-04-05,0.0
2006-04-07,0.0
2006-04-13,0.0
2006-04-20,0.0
2006-04-25,0.0
2006-05-11,0.0
2006-06-16,0.0
2006-07-13,0.6615
2006-08-29,-2.8571
2006-08-30,1.4706000000000001
2006-09-08,0.0
2006-09-13,0.0
2006-09-14,0.0
2006-09-19,0.0
2006-10-10,2.1301
2006-10-13,0.0
2006-10-26,0.0
2006-12-06,-1.4285999999999999
2006-12-15,-1.4493
2006-12-22,0.0
2006-12-29,0.0
2007-01-09,3.673
2007-01-11,0.0
2007-01-16,0.0
2007-01-29,0.0
2007-02-15,0.0
2007-02-26,0.0
2007-03-16,0.0
2007-04-19,0.6904
2007-04-30,-2.8571
2007-05-01,2.9412000000000003
2007-05-02,0.0
2007-05-08,-0.6857
2007-05-14,0.6904
2007-05-22,-1.4285999999999999
2007-05-23,1.4493
2007-06-05,0.0
2007-06-08,0.0
2007-06-18,0.0
2007-06-27,-2.1864
2007-06-28,2.9412000000000003
2007-07-05,-0.7143
2007-07-11,1.4388
2007-07-25,-1.4184
2007-07-26,-5.036
2007-07-30,3.0303
2007-08-03,-7.3529
2007-08-07,-7.9365
2007-08-15,3.4483
2007-08-17,-10.0
2007-08-22,-6.4815
2007-08-23,18.8119
2007-09-06,0.0
2007-09-19,-13.3333
2007-09-21,0.0
2007-10-08,16.459600000000002
2007-10-11,0.0
2007-10-23,-2.5
2007-12-06,0.8547
2008-01-07,-5.9829
2008-01-09,0.0
2008-01-28,1.8182
2008-02-05,-1.7856999999999998
2008-03-04,0.0
2008-03-24,-0.9174
2008-04-04,22.2222
2008-04-30,-18.1818
2008-05-02,0.0
2008-05-21,0.0
2008-06-02,0.0
2008-06-20,0.0
2008-07-14,-2.8037
2008-07-15,0.0
2008-07-22,0.0
2008-08-05,-3.8462
