ticker,FBVI US Equity
2008-08-14,1.0
2008-08-19,0.9901
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,-13.7255
2008-09-17,9.0909
2008-09-23,-8.3333
2008-10-03,14.9425
2008-10-13,-4.0
2008-10-16,-20.8333
2008-11-14,0.0
2008-11-17,5.2632
2008-11-18,0.0
2009-01-12,21.5805
2009-01-13,0.0
2009-02-05,-25.0
2009-02-11,11.1111
2009-03-03,10.0
2009-03-10,0.0
2009-03-25,5.7958
2009-03-31,0.0
2009-04-01,0.0
2009-04-03,0.0
2009-04-08,0.0
2009-04-13,0.0
2009-04-17,0.0
2009-06-05,0.0
2009-07-06,1.1434
2009-07-14,0.0
2009-08-04,0.0
2009-08-20,0.0
2009-08-27,0.0
2009-09-09,0.0
2009-09-15,0.0
2009-10-02,1.1434
2009-10-05,-8.6957
2009-10-06,-1.1905000000000001
2009-10-07,1.2048
2009-10-08,9.5238
2009-10-28,-8.6957
2009-11-05,9.5238
2009-11-19,-8.6957
2009-12-01,0.0
2010-01-06,1.2536
2010-01-11,9.5238
2010-01-12,0.0
2010-01-26,0.0
2010-02-25,-4.3478
2010-04-05,4.5455
2010-04-26,1.1434
2010-05-21,0.0
2010-06-02,0.0
2010-06-07,-4.3478
2010-07-06,1.196
2010-07-13,0.0
2010-07-19,0.0
2010-07-22,-4.5455
2010-07-26,0.0
2010-08-02,0.0
2010-08-09,0.0
2010-10-04,1.2536
2010-10-11,0.0
2010-10-18,0.0
2010-11-11,0.9524
2010-11-12,-0.9434
2010-11-22,0.0
2010-11-29,0.0
2010-12-01,0.0
2010-12-27,6.0752
2011-01-20,0.0
2011-02-23,2.2727
2011-02-28,0.0
2011-03-10,0.0
2011-03-15,0.0
2011-03-25,-1.0791
2011-04-05,2.2727
2011-04-11,-2.2222
2011-05-03,4.5455
2011-05-31,0.0
2011-06-15,0.0
2011-07-11,5.4348
2011-07-12,0.0
2011-08-05,0.0
2011-08-17,-1.0309
2011-08-19,1.0417
2011-09-02,0.0
2011-09-13,0.2062
2011-10-05,0.8735
2011-12-12,7.2165
2012-05-08,2.0408
2012-06-13,0.0
2012-07-13,15.3846
2012-10-18,-4.1695
2012-10-19,0.0
2013-01-16,1.7544
2013-03-20,3.4483
2013-03-21,-5.0
2013-03-25,5.2632
2013-06-25,-15.9381
2013-06-28,28.0
2013-07-26,-4.6875
2013-09-17,0.8197
2013-09-19,0.8527
2013-09-20,0.0
2013-09-23,0.0
2013-10-01,0.0
2013-10-07,0.0
2013-10-11,0.0
2014-01-24,0.0328
2014-01-27,1.6393
2014-01-28,0.0
2014-01-31,0.3226
2014-02-04,-3.537
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,-1.6667
2014-03-18,0.0
2014-03-19,-0.8475
2014-03-21,0.3419
2014-04-07,1.4094
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-15,0.0
2014-05-15,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-17,0.0
2014-06-19,0.0
2014-06-30,0.0342
2014-07-02,0.0
2014-07-11,0.8547
2014-07-24,-1.6949
2014-08-13,1.7241
2014-08-18,0.0
2014-08-27,-4.7458
2014-09-23,0.3951
2014-10-30,-3.3989
2014-11-24,0.0
2014-11-25,3.7037
2014-11-26,0.0
2014-12-11,0.0
2014-12-17,-4.2857
2015-01-07,4.7476
2015-01-12,2.518
2015-01-21,-6.1404
2015-01-22,-0.9346
2015-02-03,-0.9434
2015-02-27,6.6667
2015-04-27,0.9373
2015-05-26,1.7856999999999998
2015-06-17,-1.7544
2015-06-23,0.0
2015-07-02,-2.1269
2015-07-06,0.0
2015-07-16,-4.2357
2015-08-27,0.0
2015-09-14,13.461500000000001
2015-10-02,-5.9508
2016-01-05,-0.1468
2016-01-06,-0.7353
2016-02-09,9.2593
2016-03-11,-11.8644
2016-03-24,14.6522
2016-04-25,-8.4746
2016-06-22,4.7036999999999995
2016-07-22,-3.3929
2016-07-29,-3.7708
2016-08-02,3.7265
2016-08-03,6.4815
2016-08-18,-3.4783
2016-08-19,0.0
2016-12-14,0.9825
2016-12-19,6.3063
2017-02-22,-4.208
2017-03-14,0.0
2017-03-17,0.0
2017-04-13,3.7157
2017-04-21,-1.913
2017-05-05,1.9504000000000001
2017-07-05,-1.124
2017-07-10,-0.5329
2017-07-14,0.0
2017-07-20,-0.7143
2017-07-27,-0.2878
2017-08-04,1.0101
2017-08-10,0.5357
2017-08-17,0.8881
2017-08-18,0.1761
2017-08-21,0.1757
2017-08-25,1.7544
2017-09-27,0.6267
2017-09-29,-0.519
2017-10-03,-0.1739
2017-10-13,-2.439
2017-11-21,3.5714
2017-12-07,0.0
2017-12-11,0.3448
2017-12-19,1.3746
2018-01-22,-1.6085
2018-01-29,1.7391
2018-02-01,0.8205
2018-02-09,-2.4754
2018-02-12,0.8345
2018-03-02,0.8621
2018-03-06,0.8547
2018-03-14,0.8475
2018-04-11,0.9844
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,5.042
2018-05-07,-2.4
2018-06-21,1.6393
2018-08-07,0.9772
2018-08-08,0.0
2018-08-09,-0.8065
2018-08-17,-0.813
2018-08-31,0.0
2018-09-05,1.6393
2018-09-12,-3.0645
2018-09-13,3.1614
2018-10-25,4.2685
2018-11-06,12.5
2018-11-07,-11.0833
2018-12-20,-0.0312
2018-12-21,-6.2188
2018-12-24,1.2995999999999999
2018-12-26,1.0526
2018-12-27,0.3289
2018-12-28,0.0
2019-01-02,3.2787
2019-01-07,1.5873
2019-01-08,0.0
2019-02-04,6.25
2019-02-28,0.7353
2019-03-13,1.4599
2019-05-16,1.8303
2019-05-17,0.0285
2019-05-23,-0.0285
2019-05-29,0.0
2019-05-31,2.7104
2019-06-19,-2.3611
2019-08-30,6.2913
2019-09-12,0.0
2019-09-13,1.3514
2019-09-24,0.0
2019-09-26,2.2605
2019-10-01,2.6316
2019-10-04,0.0
2019-10-09,1.2821
2019-10-18,1.2658
2019-12-09,0.0
2019-12-20,0.5
2019-12-23,0.0
2020-01-13,0.6021
2020-01-29,0.3741
2020-01-31,0.0
2020-02-21,1.8634
2020-02-28,0.0
2020-03-02,0.0
2020-03-05,-0.7317
2020-03-09,-5.2826
2020-03-10,2.4643
2020-03-11,1.2658
2020-03-12,0.0
2020-03-16,-6.25
2020-04-01,1.3333
2020-04-16,0.239
2020-04-21,1.9868000000000001
2020-04-22,-2.5974
2020-05-18,2.6667
2020-06-15,10.3896
2020-06-16,0.0
2020-06-29,-1.1764999999999999
2020-07-07,82.4292
2020-07-08,5.2632
2020-07-10,-50.425
