ticker,OXBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-08,-0.1005
2003-12-09,1.1066
2003-12-11,-0.995
2003-12-12,1.005
2003-12-16,0.2587
2003-12-17,-0.258
2003-12-19,-0.995
2003-12-22,3.5176
2003-12-23,-0.9709
2003-12-30,0.9804
2004-01-05,0.9709
2004-01-07,-3.8462
2004-01-08,3.0
2004-01-09,-2.9126
2004-01-12,3.0
2004-01-15,0.0
2004-01-16,0.0
2004-01-20,2.9126
2004-01-21,0.9434
2004-01-22,0.9346
2004-01-26,-1.3889
2004-01-27,1.4085
2004-02-02,0.0
2004-02-04,0.0
2004-02-10,-0.9074
2004-02-12,1.0092
2004-02-13,-0.0925
2004-02-17,-0.463
2004-02-18,0.3721
2004-02-19,0.1854
2004-02-20,-0.2775
2004-03-01,1.6221999999999999
2004-03-03,0.9174
2004-03-04,-1.8182
2004-03-05,2.037
2004-03-09,1.1797
2004-03-10,-1.3274
2004-03-11,7.2532
2004-03-15,-0.9322
2004-03-16,-5.4748
2004-03-22,0.0362
2004-04-01,0.1628
2004-04-02,1.1561
2004-04-07,-0.8036
2004-04-12,0.8101
2004-04-13,-0.7857
2004-04-14,4.3916
2004-04-15,-0.0345
2004-04-16,-1.0003
2004-04-23,-2.8746
2004-04-27,0.1794
2004-05-03,0.2686
2004-05-20,-0.2679
2004-05-21,0.7162
2004-05-24,0.0
2004-05-25,3.1111
2004-05-27,2.6329000000000002
2004-06-01,-0.4219
2004-06-08,-4.2373
2004-06-21,5.3097
2004-06-25,-2.1849
2004-07-02,3.0928
2004-07-14,0.8333
2004-07-26,-2.4793
2004-07-27,-2.5423999999999998
2004-07-28,-1.7217
2004-07-29,2.6367000000000003
2004-08-02,-1.8103
2004-08-03,-0.7902
2004-08-04,0.0885
2004-08-06,0.3537
2004-08-16,2.1145
2004-08-19,0.0863
2004-08-20,0.8621
2004-08-31,-0.395
2004-09-01,-1.6379000000000001
2004-09-02,0.3506
2004-09-08,0.0
2004-09-09,0.0
2004-09-13,0.0
2004-09-15,0.262
2004-09-21,-0.2613
2004-09-22,0.0
2004-09-27,0.0
2004-09-28,0.0
2004-09-29,0.1747
2004-09-30,-0.1744
2004-10-01,0.0
2004-10-06,0.0
2004-10-07,0.1747
2004-10-08,-0.1744
2004-10-11,1.31
2004-10-12,-0.6466
2004-10-13,-0.6508
2004-10-14,0.0
2004-10-15,0.0
2004-10-19,0.0
2004-10-27,0.0
2004-10-28,0.0
2004-11-02,0.2096
