ticker,BSTG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-22,2.0
2013-10-23,2.1242
2013-10-24,-6.24
2013-10-25,-1.0239
2013-10-28,3.4483
2013-10-29,0.0
2013-10-30,0.0
2013-11-01,-10.3333
2013-11-04,-3.3457
2013-11-05,-5.9615
2013-11-06,-9.407
2013-11-07,-8.5779
2013-11-08,3.7037
2013-11-11,-3.3333
2013-11-12,-2.7094
2013-11-13,-10.3797
2013-11-14,0.2825
2013-11-15,16.9014
2013-11-18,19.2771
2013-11-19,0.6061
2013-11-20,-3.6145
2013-11-21,5.0
2013-11-22,-2.1825
2013-11-25,-3.6511
2013-11-26,3.3684
2013-11-27,1.833
2013-11-29,1.4
2013-12-02,-5.5227
2013-12-03,2.714
2013-12-04,-2.0325
2013-12-05,-1.0373
2013-12-06,2.7254
2013-12-09,1.0204
2013-12-10,-2.6263
2013-12-11,0.0
2013-12-12,0.2075
2013-12-13,1.4493
2013-12-16,1.0204
2013-12-17,-3.2323
2013-12-18,0.2088
2013-12-19,-8.75
2013-12-20,10.9589
2013-12-23,-2.2634
2013-12-24,-1.4737
2013-12-26,1.4957
2013-12-27,-0.2105
2013-12-30,-1.6878
2013-12-31,1.9313
2014-01-02,-2.9474
2014-01-03,3.6875999999999998
2014-01-06,0.2092
2014-01-07,2.5052
2014-01-08,-0.8147
2014-01-09,-0.616
2014-01-10,0.0
2014-01-13,-0.2066
2014-01-14,0.6211
2014-01-15,-0.823
2014-01-16,-1.6598000000000002
2014-01-17,2.3207
2014-01-21,-1.4433
2014-01-22,1.6736
2014-01-23,-2.0576
2014-01-24,-3.5714
2014-01-27,-6.7538
2014-01-28,-3.271
2014-01-29,4.8309
2014-01-30,3.2258
2014-01-31,-8.705400000000001
2014-02-03,-4.401
2014-02-04,-0.7673
2014-02-05,-3.0928
2014-02-06,0.5319
2014-02-07,3.1746
2014-02-10,5.8974
2014-02-11,-1.4527999999999999
2014-02-12,-2.9484
2014-02-13,-2.5316
2014-02-14,-1.039
2014-02-18,1.5748
2014-02-19,0.7752
2014-02-20,6.6667
2014-02-21,0.7212
2014-02-24,3.1026
2014-02-25,-0.6944
2014-02-26,6.0606
2014-02-27,9.4505
2014-02-28,1.6064
2014-03-03,0.5929
2014-03-04,21.611
2014-03-05,43.2956
2014-03-06,-1.9165999999999999
2014-03-07,-2.5286999999999997
2014-03-10,16.7453
2014-03-11,-7.4747
2014-03-12,3.8209999999999997
2014-03-13,-0.2103
2014-03-14,12.6449
