ticker,SRTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-27,-2.4839
2016-07-28,5.1744
2016-07-29,1.9
2016-08-01,3.86
2016-08-02,-3.0079
2016-08-05,3.1762
2016-08-08,0.716
2016-08-09,1.4043
2016-08-10,-0.4131
2016-08-11,1.3432
2016-08-12,-0.7634
2016-08-15,0.7692
2016-08-16,-2.1679
2016-08-17,-0.1248
2016-08-18,1.4062999999999999
2016-08-19,0.1541
2016-08-22,-3.3846
2016-08-23,1.4331
2016-08-24,-1.8838
2016-08-25,0.64
2016-08-26,-2.5169
2016-08-29,0.4617
2016-08-30,2.2727
2016-08-31,0.0
2016-09-02,0.002
2016-09-06,-2.3829000000000002
2016-09-07,2.2012
2016-09-12,-2.1538
2016-09-13,-0.3252
2016-09-16,2.7732
2016-09-19,-0.8175
2016-09-21,-0.7762
2016-09-22,0.0131
2016-09-23,1.4383
2016-09-27,-1.0334
2016-09-28,-1.0442
2016-09-29,-0.1623
2016-09-30,0.0
2016-10-03,1.1381999999999999
2016-10-04,1.1254
2016-10-05,0.159
2016-10-06,-2.5774
2016-10-10,0.6904
2016-10-11,1.9417
2016-10-12,0.7937
2016-10-13,-8.5906
2016-10-14,4.574
2016-10-19,-3.542
2016-10-20,4.1418
2016-10-21,4.141
2016-10-24,0.0
2016-10-26,-7.811
2016-10-27,7.6187000000000005
2016-10-28,0.0
2016-10-31,3.1032
2016-11-01,-7.1665
2016-11-04,4.4776
2016-11-07,-2.2778
2016-11-08,2.3309
2016-11-09,-2.5556
2016-11-11,-1.5964
2016-11-15,-3.1617
2016-11-16,-3.0769
2016-11-17,3.351
2016-11-18,-9.727
2016-11-21,0.0603
2016-11-22,-1.156
2016-11-23,-5.3899
2016-11-25,5.4545
2016-11-28,16.8582
2016-11-29,-5.6967
2016-11-30,4.3025
2016-12-01,-8.3354
2016-12-02,9.0934
2016-12-05,-8.25
2016-12-06,7.9814
2016-12-07,-5.9804
2016-12-08,2.883
2016-12-09,4.3478
2016-12-14,-5.1667
2016-12-16,-2.4605
2016-12-19,-0.8986
2016-12-20,-0.117
2016-12-22,-4.1479
2016-12-23,4.4449
2016-12-27,0.0023
2016-12-28,-4.5477
2016-12-29,-2.8548
2016-12-30,2.9412000000000003
2017-01-03,-0.1905
2017-01-04,-3.2443
2017-01-10,-0.3945
2017-01-11,0.396
2017-01-12,-0.3945
2017-01-18,-4.9505
2017-01-19,0.0026
2017-01-20,3.9934
2017-01-23,0.164
2017-01-27,0.0
