ticker,FCPB US Equity
2002-01-28,2.4096
2002-03-11,-1.7647
2002-03-14,-0.5988
2002-03-18,0.6024
2002-03-19,-1.1976
2002-03-21,0.0
2002-03-22,0.0
2002-03-25,0.0
2002-03-26,0.0
2002-04-18,-15.1515
2002-04-19,0.0
2002-04-29,2.1429
2002-04-30,-2.0979
2002-05-01,0.0
2002-06-11,-14.2857
2002-07-03,0.0
2002-07-10,1.6667
2002-07-12,0.0
2002-07-24,-9.8361
2002-08-27,0.0
2002-08-30,15.4545
2002-09-03,-12.5984
2002-09-09,0.0
2002-09-10,0.0
2002-09-11,0.0
2002-09-18,0.9009
2002-09-20,3.5714
2002-09-23,0.0
2002-09-25,3.1034
2002-09-26,2.8428
2002-09-30,-5.6911000000000005
2002-10-11,-3.4483
2002-10-22,1.9643000000000002
2002-10-28,0.0
2002-10-31,-0.1751
2002-11-04,0.0
2002-11-07,0.1754
2002-11-11,0.0
2002-11-12,5.0788
2002-11-13,0.0
2002-11-18,2.5
2002-11-19,-6.3415
2002-12-06,4.5139
2002-12-16,7.9734
2002-12-17,3.8462
2002-12-19,-11.1111
2002-12-31,0.0
2003-01-08,0.3333
2003-02-04,0.1661
2003-02-06,0.0
2003-03-13,-8.457699999999999
2003-03-18,13.7681
2003-05-23,-4.4586
2003-06-06,-4.1667
2003-07-07,0.8696
2003-07-29,3.4483
2003-07-30,87.5
2003-08-27,-37.7778
2003-09-29,7.1429
2003-10-03,-3.3333
2003-12-24,0.0
2003-12-26,-3.4483
2004-01-27,0.0
2004-02-02,0.0
2004-03-10,0.0
2004-03-11,0.0
2004-03-12,-3.5714
2004-04-01,-11.1111
2004-04-30,0.0
2004-06-23,0.1667
2004-07-01,2.3295
2004-07-02,21.9512
2004-08-27,-9.3333
2004-10-04,0.0
2004-10-06,-1.4706000000000001
2004-10-11,11.9403
2004-10-26,-2.0
2004-11-08,3.4013999999999998
2004-12-27,-1.3158
2004-12-30,1.3333
2005-01-20,-0.6579
2005-03-08,12.5828
2005-03-10,-3.5294
2005-05-17,-2.439
2005-05-19,5.0
2005-08-04,33.9286
2005-08-08,-2.2222
2005-08-18,-13.6364
2005-08-31,-5.2632
2005-09-20,5.5556
2005-09-23,5.2632
2005-09-26,-4.0
2005-09-28,4.1667
2005-10-05,-2.0
2005-12-14,-0.5102
2005-12-20,5.1282
2005-12-21,-4.878
2006-01-04,-2.5641
2006-01-13,0.5263
2006-03-30,0.5236
2006-04-04,0.5208
2006-04-05,-0.5181
2006-04-13,0.0
2006-04-17,1.0417
2006-04-24,3.6082
2006-05-01,39.3035
2006-05-02,-21.4286
2006-05-25,0.0
2006-06-27,-24.0909
2006-06-29,8.982
2006-09-05,-1.0989
2006-09-27,0.0
2006-10-04,4.4444
2006-12-14,-1.5957
2006-12-19,4.3243
2007-01-16,-4.5596
2007-02-13,2.6059
2007-03-28,6.8783
2007-06-06,8.9109
2007-06-11,0.9091
2007-06-28,1.8018
2007-07-18,-1.3274
2007-07-23,0.8969
2007-07-30,0.0
2007-08-06,0.0
2007-09-10,-6.2222
2007-09-27,-2.3697
2007-10-01,0.0
2007-10-02,26.2136
2007-11-14,-16.5385
2007-11-21,-5.53
2007-12-03,2.439
2007-12-04,0.0952
2007-12-17,-0.0951
2007-12-18,4.7619
2007-12-20,-4.5455
2007-12-24,0.0
2008-01-02,4.7619
2008-04-21,-4.0909
2008-06-24,-3.3175
2008-07-17,-6.8627
2008-08-05,-3.1579
2008-08-08,0.0
2008-10-17,-2.7174
2008-10-23,-20.6704
2008-11-06,19.7183
2008-11-07,0.0
2008-12-02,-16.4706
2008-12-05,0.0
2008-12-10,-1.4085
2008-12-17,-27.1429
2008-12-23,52.9412
2008-12-29,-32.6923
2009-01-12,5.7143
2009-01-14,0.9009
2009-02-11,25.0
2009-03-09,-20.0
2009-03-17,16.0714
2009-04-22,0.0
2009-11-18,-30.0
2009-12-10,-1.0989
2010-01-06,-33.3333
2010-02-05,66.6667
2010-03-09,-40.0
2010-03-12,0.0
2010-03-22,58.3333
2010-04-08,73.6842
2010-05-10,-75.7576
2010-05-17,287.5
2010-05-18,-38.7097
2010-07-01,-36.8421
2010-07-29,0.0
2010-08-06,50.0
2010-11-08,-32.8859
2010-11-09,58.3333
2010-11-15,-36.8421
2010-12-07,3.3333
2010-12-09,57.4194
2010-12-10,-7.7869
2011-01-14,-11.1111
2011-01-28,-12.5
2011-02-01,28.5714
2011-02-09,-5.5556
2011-02-25,-17.0616
2011-03-10,42.8571
2011-04-07,-20.6
2011-05-13,-22.5888
2011-05-23,0.0
2011-06-06,63.9344
2011-06-08,-39.0
2011-06-20,47.541
2012-01-17,-27.7405
2012-01-19,0.0
2012-02-01,-7.1207
2012-02-07,0.0
2012-02-10,0.0
2012-02-13,0.0
2012-02-17,8.3333
2012-03-22,0.0
2012-05-15,-35.3846
2012-07-23,2.3810000000000002
2012-11-15,2.7907
2012-11-26,0.0
2012-12-18,-2.7149
2012-12-19,0.0
2012-12-20,6.0465
2013-02-07,14.0351
2013-02-28,-3.8462
2013-03-18,0.0
2013-05-01,10.0
2013-11-25,0.3636
2013-12-23,0.0
2014-06-09,8.6957
2014-07-09,0.0
2014-07-17,100.0
2014-10-14,-8.3333
2014-10-21,-35.4545
2014-11-11,7.0423
2014-12-04,5.2632
2014-12-30,24.75
2014-12-31,0.2004
2015-01-06,0.4
2015-01-07,4.3825
2015-01-22,8.7786
2015-02-09,-7.8947
2015-08-26,5.7143
2015-08-31,0.9009
2015-09-01,0.7143
2015-09-09,6.383
2015-10-13,-2.5
2015-10-14,1.5385
2015-10-15,0.1684
2015-10-20,0.0
2015-10-21,0.0
2015-10-30,0.0
2015-11-06,16.8067
2015-12-04,0.0
2015-12-21,-14.6763
2016-06-03,3.3727
2016-06-17,0.0
2016-06-20,3.5888999999999998
2016-06-30,0.0
2016-07-05,-3.4646
2016-07-11,0.3263
2016-07-27,3.252
2016-08-03,0.0
2016-08-05,0.7874
2016-08-09,3.125
2016-08-11,0.7576
2016-08-18,-3.7594
2016-08-22,3.125
2016-09-13,0.7576
2016-10-06,1.5038
2016-10-07,0.7407
2016-10-19,2.9412000000000003
2016-10-31,0.0
2016-11-14,-2.7143
2016-12-14,10.1322
2016-12-21,0.0
2016-12-27,6.0
2017-01-04,13.2075
2017-01-09,11.1111
2017-01-13,-0.1
2017-01-17,0.0
2017-01-24,-4.4044
2017-01-26,-0.5236
2017-02-10,0.0
2017-02-13,0.0
2017-02-16,0.0
2017-02-27,3.1579
2017-03-06,0.0
2017-03-13,-4.4898
2017-03-14,0.0
2017-03-15,0.4274
2017-03-21,0.0
2017-03-22,0.0
2017-03-28,-0.5319
2017-03-29,0.5348
2017-03-30,6.2766
2017-03-31,0.0
2017-04-06,-5.4054
2017-04-17,5.8201
2017-05-10,-5.0
2017-05-12,0.0
2017-05-19,2.6316
2017-05-23,-2.5641
2017-06-15,15.7895
2017-06-26,0.4545
2017-06-30,4.0724
2017-07-13,0.0
2017-07-17,-1.7391
2017-08-08,-0.708
2017-08-29,-1.0695000000000001
2017-08-30,0.7207
2017-09-05,-0.2683
2017-09-06,-1.3453
2017-09-08,0.0
2017-10-10,-2.2727
2017-10-19,0.0
2017-11-02,4.6512
2017-11-07,2.1333
2017-11-08,8.7903
2017-11-27,8.0
2017-11-29,17.7778
2017-11-30,-18.5535
2017-12-04,22.7799
2017-12-11,27.1186
2017-12-12,-16.0
2017-12-14,3.1746
2017-12-15,-1.5385
2017-12-18,-3.9063
2017-12-21,1.626
2017-12-26,4.0
2017-12-27,-0.7692
2017-12-29,-6.2016
2018-01-02,-2.4463
2018-01-04,9.9627
2018-01-09,-3.698
2018-01-10,-0.8
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,-3.2258
2018-01-19,6.6667
2018-01-22,0.0
2018-01-29,-2.3891
2018-01-30,0.8468
2018-01-31,-1.5873
2018-02-02,3.2258
2018-02-05,0.0
2018-02-07,1.5625
2018-02-09,3.0769
2018-02-12,0.0
2018-02-13,-1.6418
2018-02-15,6.2215
2018-02-16,13.5714
2018-02-21,6.9182
2018-02-23,5.8824
2018-02-26,5.5556
2018-02-27,-10.526299999999999
2018-02-28,5.8824
2018-03-01,-3.3111
2018-03-06,-2.8959
2018-03-12,4.7337
2018-03-14,1.6949
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,-4.9778
2018-03-23,-6.4546
2018-03-26,0.0
2018-03-27,0.0
2018-03-29,0.0
2018-04-11,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-16,0.625
2018-05-17,-0.6211
2018-05-22,-1.25
2018-05-23,0.0
2018-05-24,1.2658
2018-05-29,-5.625
2018-05-30,1.3245
2018-05-31,0.0
2018-06-04,-1.3072
2018-06-05,-0.3974
2018-06-06,0.0
2018-06-08,-0.5053
2018-06-13,1.5771
2018-06-21,-1.5789
2018-06-25,0.0
2018-07-05,-0.3743
2018-07-30,1.986
2018-07-31,0.0
2018-08-08,-1.9737
2018-09-10,0.0
2018-09-11,0.0
2018-09-18,-0.9128
2018-09-26,-0.0271
2018-10-16,-3.794
2018-10-18,-6.338
2018-10-19,7.9699
2018-10-24,-1.1142
2018-11-09,1.6901000000000002
2018-12-12,0.0
2018-12-14,-5.8172
2018-12-19,8.8235
2018-12-26,0.0
2018-12-31,-8.7838
2019-01-04,9.6296
2019-01-08,-8.1081
2019-02-05,6.6176
2019-02-06,0.0
2019-02-08,0.0
2019-02-19,1.3793
2019-02-20,-6.9388
2019-02-21,2.3392
2019-02-26,0.0
2019-02-27,1.4285999999999999
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-07,-1.4085
2019-03-08,1.4285999999999999
2019-03-13,-1.2676
2019-03-15,-0.1427
2019-03-19,-1.4285999999999999
2019-03-27,-0.1449
2019-04-01,-0.5806
2019-04-02,0.0
2019-04-04,-1.4599
2019-04-08,0.0
2019-04-10,0.0
2019-04-11,-0.4444
2019-04-16,0.0
2019-04-17,0.0
2019-04-22,4.1667
2019-04-23,0.0
2019-04-24,-3.5714
2019-04-30,3.7037
2019-05-02,-1.4285999999999999
2019-05-20,-2.8986
2019-05-28,-0.2388
2019-05-29,-2.7528
2019-05-30,-2.3077
2019-05-31,2.3622
2019-06-04,-4.6154
2019-06-05,0.8065
2019-06-07,-2.7199999999999998
2019-06-10,4.9342
2019-06-14,-3.9185
2019-06-17,3.5888999999999998
2019-06-21,0.7874
2019-06-26,-4.0625
2019-06-27,2.6059
2019-06-28,-2.8571
2019-07-02,2.1242
2019-07-09,3.04
2019-07-15,0.0
2019-07-16,-2.6398
2019-07-17,-0.319
2019-07-19,2.4
2019-07-24,0.625
2019-08-01,-0.6211
2019-08-02,0.0
2019-08-05,4.5313
2019-08-16,-6.577
2019-08-19,8.0
2019-08-27,-5.7778
2019-09-04,-1.7296
2019-09-09,5.6
2019-09-10,-3.7879
2019-09-11,1.5748
2019-09-20,-1.3953
2019-10-04,6.1321
2019-10-07,-5.9259
2019-10-16,6.2992
2019-10-21,-5.1852
2019-10-22,-0.3125
2019-10-25,0.0
2019-10-31,5.7994
2019-11-05,1.4815
2019-11-06,-1.4599
2019-11-07,2.2222
2019-11-12,-2.1739
2019-11-15,0.0
2019-11-18,2.2222
2019-11-25,-1.087
2019-12-13,-1.0989
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,9.7778
2019-12-19,-5.5331
2019-12-20,0.0
2019-12-23,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-03,0.0
2020-01-07,-3.5714
2020-01-08,3.7037
2020-01-09,0.0
2020-01-17,1.1429
2020-01-22,-2.6836
2020-01-23,4.4993
2020-01-24,-2.7778
2020-01-27,0.0
2020-01-28,1.4285999999999999
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,1.4085
2020-02-05,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,1.3889
2020-02-18,2.0548
2020-02-19,-2.0134
2020-02-27,-4.1096
2020-03-02,3.5714
2020-03-05,-4.0
2020-03-06,0.5747
2020-03-09,-6.4286
2020-03-11,0.0
2020-03-12,-4.5802
2020-03-13,-2.4
2020-03-16,13.1148
2020-03-18,0.0
2020-03-24,-2.8986
2020-03-26,-7.4627
2020-03-27,6.4516
2020-04-02,-12.4242
2020-04-14,8.1315
2020-04-15,-4.0
2020-04-16,-4.1667
2020-04-20,17.3913
2020-04-27,-9.6296
2020-04-28,4.0984
2020-05-01,2.5197000000000003
2020-05-08,3.6866
2020-05-13,-9.6296
2020-05-14,-3.6066000000000003
2020-05-18,2.0408
2020-06-08,6.6667
2020-06-11,-4.6875
2020-06-18,0.0
2020-06-24,8.1967
2020-06-25,-6.0606
2020-06-26,-3.2258
2020-06-29,5.8333
2020-06-30,-10.7087
2020-07-02,4.0564
2020-07-13,1.6949
2020-07-14,0.0
2020-07-17,-1.6667
2020-07-22,-6.7797
2020-07-29,-0.9091
