ticker,MEIP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-18,0.0
2003-12-19,1.3333
2003-12-22,11.8421
2003-12-23,41.1765
2003-12-24,-13.925
2003-12-26,4.1727
2003-12-29,2.2305
2003-12-30,0.0909
2003-12-31,6.9028
2004-01-02,4.503
2004-01-05,-4.1463
2004-01-06,4.0712
2004-01-07,1.8745
2004-01-08,2.0
2004-01-09,-4.6274999999999995
2004-01-12,-1.3158
2004-01-13,-2.1583
2004-01-14,0.0767
2004-01-15,-0.5106
2004-01-16,3.5073
2004-01-20,-0.4132
2004-01-21,0.8299
2004-01-22,-2.4691
2004-01-23,-1.097
2004-01-26,0.3413
2004-01-27,0.5952
2004-01-28,-3.6348000000000003
2004-01-29,-5.7982
2004-01-30,6.062
2004-02-02,0.0878
2004-02-03,-2.8947000000000003
2004-02-04,3.8844
2004-02-05,-0.9565
2004-02-06,1.8437000000000001
2004-02-09,-1.6379000000000001
2004-02-10,1.1394
2004-02-11,10.6586
2004-02-12,-1.9577
2004-02-13,-7.4281
2004-02-17,-5.7808
2004-02-18,2.0147
2004-02-19,-3.5907
2004-02-20,-3.1657
2004-02-23,-11.538499999999999
2004-02-24,-10.9783
2004-02-25,21.8559
2004-02-26,6.1122
2004-02-27,3.966
2004-03-01,2.9973
2004-03-02,0.5291
2004-03-03,-7.1053
2004-03-04,-6.1379
2004-03-05,2.1127
2004-03-08,-7.3892
2004-03-09,6.383
2004-03-10,3.4
2004-03-11,-1.9342000000000001
2004-03-12,-8.4813
2004-03-15,5.6034
2004-03-16,2.8571
2004-03-17,-3.0754
2004-03-18,-0.7165
2004-03-19,2.5773
2004-03-22,0.5025
2004-03-23,5.8
2004-03-24,2.6465
2004-03-25,10.0368
2004-03-26,-4.2678
2004-03-29,1.3986
2004-03-30,1.7241
2004-03-31,1.6949
2004-04-01,0.0
2004-04-02,-2.1667
2004-04-05,-3.7479
2004-04-06,0.0
2004-04-07,-1.2389000000000001
2004-04-08,-3.2258
2004-04-12,-1.1111
2004-04-13,3.5581
2004-04-14,-1.4466999999999999
2004-04-15,-0.0917
2004-04-16,1.9284
2004-04-19,-0.0901
2004-04-20,-0.9017
2004-04-21,-0.455
2004-04-22,-1.7367
2004-04-23,2.0465
2004-04-26,-0.9116
2004-04-27,0.46
2004-04-28,-0.4579
2004-04-29,-0.184
2004-04-30,-6.5438
2004-05-03,8.3826
2004-05-04,0.0
2004-05-05,-0.9099
2004-05-06,-0.3673
2004-05-07,-6.9954
