ticker,ASNAQ US Equity
2000-05-22,2.7273
2000-05-23,2.9499
2000-05-24,3.1519
2000-05-25,2.2222
2000-05-26,0.5435
2000-05-30,-4.0541
2000-05-31,-3.662
2000-06-01,-1.462
2000-06-02,3.8576
2000-06-05,0.5714
2000-06-06,-1.7045
2000-06-07,2.3121
2000-06-08,-0.2825
2000-06-09,-6.5156
2000-06-12,0.303
2000-06-13,3.9275
2000-06-14,-3.0523
2000-06-15,3.1484
2000-06-16,2.3256
2000-06-19,1.4205
2000-06-20,-4.7619
2000-06-21,-2.9412000000000003
2000-06-22,0.0
2000-06-23,3.0303
2000-06-26,1.4706000000000001
2000-06-27,-2.029
2000-06-28,0.0
2000-06-29,2.3669000000000002
2000-06-30,2.3121
2000-07-03,-1.4123999999999999
2000-07-05,-8.3095
2000-07-06,9.375
2000-07-07,0.0
2000-07-10,0.5714
2000-07-11,0.8523
2000-07-12,1.4085
2000-07-13,2.5
2000-07-14,-0.813
2000-07-17,1.3660999999999999
2000-07-18,-1.3477000000000001
2000-07-19,0.2732
2000-07-20,1.3624
2000-07-21,-3.7634
2000-07-24,0.0
2000-07-25,4.1899
2000-07-26,-8.311
2000-07-27,0.8772
2000-07-28,-4.3478
2000-07-31,0.6061
2000-08-01,6.6265
2000-08-02,-1.2711999999999999
2000-08-03,-3.7196
2000-08-04,0.4458
2000-08-07,-2.3669000000000002
2000-08-08,2.1212
2000-08-09,0.2967
2000-08-10,-2.071
2000-08-11,4.8338
2000-08-14,1.1527
2000-08-15,2.5641
2000-08-16,-1.9444
2000-08-17,-1.983
2000-08-18,0.0
2000-08-21,-2.3121
2000-08-22,-1.7751000000000001
2000-08-23,3.9157
2000-08-24,-0.5797
2000-08-25,-2.3324
2000-08-28,1.4925
2000-08-29,-0.2941
2000-08-30,1.8437000000000001
2000-08-31,-1.231
2000-09-01,-0.2933
2000-09-05,-2.3529
2000-09-06,0.9036
2000-09-07,5.9701
2000-09-08,-1.4085
2000-09-11,-1.4285999999999999
2000-09-12,-0.2899
2000-09-13,-1.1628
2000-09-14,1.7647
2000-09-15,-4.0462
2000-09-18,0.0753
2000-09-19,0.2257
2000-09-20,-0.3003
2000-09-21,0.9036
2000-09-22,3.1343
2000-09-25,0.1447
2000-09-26,0.289
2000-09-27,-2.0173
2000-09-28,1.7647
2000-09-29,-2.8902
2000-10-02,2.0833
2000-10-03,0.5831
2000-10-04,0.5797
2000-10-05,8.3573
2000-10-06,4.2553
2000-10-09,-1.2755
2000-10-10,-0.7752
2000-10-11,0.7813
2000-10-12,-0.7752
2000-10-13,3.6458
2000-10-16,-1.005
2000-10-17,0.3807
2000-10-18,-2.402
2000-10-19,-0.2591
2000-10-20,-1.039
2000-10-23,-2.6247
2000-10-24,3.504
2000-10-25,-0.2604
2000-10-26,0.0
2000-10-27,0.7833
2000-10-30,2.8497
2000-10-31,1.0076
2000-11-01,1.7456
2000-11-02,1.4706000000000001
2000-11-03,-1.9324
2000-11-06,2.4631
2000-11-07,0.2404
2000-11-08,1.199
2000-11-09,-0.7109
2000-11-10,-1.1933
2000-11-13,0.7246
2000-11-14,0.2398
2000-11-15,0.0
2000-11-16,4.3062000000000005
2000-11-17,-0.2294
2000-11-20,-2.2989
2000-11-21,1.6471
2000-11-22,-0.8102
2000-11-24,0.1167
2000-11-27,1.3986
2000-11-28,-0.6897
2000-11-29,-1.8519
2000-11-30,-11.7925
2000-12-01,9.6257
2000-12-04,-4.1463
2000-12-05,5.0891
2000-12-06,-1.2107
2000-12-07,-0.4902
2000-12-08,6.4039
2000-12-11,-1.3889
2000-12-12,-7.9812
2000-12-13,1.2755
2000-12-14,4.0302
2000-12-15,-3.3898
2000-12-18,4.2607
2000-12-19,-0.2404
2000-12-20,-0.7229
2000-12-21,3.6408
2000-12-22,0.8197
2000-12-26,-3.8327999999999998
2000-12-27,5.7971
2000-12-28,4.1096
2000-12-29,1.7544
2001-01-02,-5.6034
2001-01-03,-4.1096
2001-01-04,9.2857
2001-01-05,1.0893
2001-01-08,-0.6466
2001-01-09,0.6508
2001-01-10,-1.5086
2001-01-11,1.0941
2001-01-12,0.8658
2001-01-16,-0.2146
2001-01-17,5.8065
2001-01-18,-1.7785
2001-01-19,-5.8458
2001-01-22,1.3187
2001-01-23,-1.5184
2001-01-24,-2.4229
2001-01-25,-0.9029
2001-01-26,5.6948
2001-01-29,-3.2328
2001-01-30,-5.5679
2001-01-31,11.7925
2001-02-01,-0.8439
2001-02-02,3.1915
2001-02-05,-1.2371
2001-02-06,-0.6263
2001-02-07,1.6806999999999999
2001-02-08,-10.124
2001-02-09,0.4598
2001-02-12,2.5172
2001-02-13,-3.5714
2001-02-14,-6.9444
2001-02-15,14.9254
2001-02-16,-6.2771
2001-02-20,-4.6189
2001-02-21,-7.7482
2001-02-22,2.8871
2001-02-23,0.7653
2001-02-26,5.0633
2001-02-27,-7.9518
2001-02-28,-2.0942
2001-03-01,2.1390000000000002
2001-03-02,-2.0942
2001-03-05,2.4064
2001-03-06,-2.6109999999999998
2001-03-07,1.3405
2001-03-08,-1.3228
2001-03-09,2.4129
2001-03-12,-2.6178
2001-03-13,-2.1505
2001-03-14,-4.3956
2001-03-15,0.8621
2001-03-16,-1.7094
2001-03-19,2.029
2001-03-20,6.8182
2001-03-21,-4.7872
2001-03-22,-2.2346
2001-03-23,0.0
2001-03-26,2.2857
2001-03-27,-0.5587
2001-03-28,1.9663
2001-03-29,-0.551
2001-03-30,3.8781
2001-04-02,1.8667
2001-04-03,-2.6178
2001-04-04,4.8387
2001-04-05,2.3077
2001-04-06,-3.7594
2001-04-09,0.0
2001-04-10,-2.0833
2001-04-11,-0.8511
2001-04-12,-3.6481
2001-04-16,1.1136
2001-04-17,0.9251
2001-04-18,1.2222
2001-04-19,-1.4661
2001-04-20,-1.5316999999999998
2001-04-23,1.1111
2001-04-24,-3.2967
2001-04-25,0.2273
2001-04-26,6.8481
2001-04-27,3.4805
2001-04-30,-0.7383
2001-05-01,1.9008
2001-05-02,-0.2433
2001-05-03,-0.2033
2001-05-04,1.9552
2001-05-07,-1.7179
2001-05-08,1.9512
2001-05-09,0.0
2001-05-10,-2.9107
2001-05-11,1.0267
2001-05-14,3.5772
2001-05-15,-1.3344
2001-05-16,14.7574
2001-05-17,-12.7903
2001-05-18,-0.2782
2001-05-21,-1.3551
2001-05-22,-0.1212
2001-05-23,1.5777
2001-05-24,0.2389
2001-05-25,-0.1986
2001-05-29,-0.0796
2001-05-30,0.5179
2001-05-31,-0.436
2001-06-01,0.5175
2001-06-04,-0.396
2001-06-05,0.159
2001-06-06,-0.1588
2001-06-07,1.3917
2001-06-08,-1.3725
2001-06-11,1.1928
2001-06-12,-0.7073
2001-06-13,0.2374
2001-06-14,-2.6056
2001-06-15,-0.3648
2001-06-18,-0.7323
2001-06-19,-1.9262000000000001
2001-06-20,-1.5462
2001-06-21,4.1596
2001-06-22,-4.4417
2001-06-25,-4.2644
2001-06-26,1.0245
2001-06-27,2.3810000000000002
2001-06-28,-2.0241
2001-06-29,0.0
2001-07-02,-0.2198
2001-07-03,1.3216
2001-07-05,1.2609
2001-07-06,-6.3976
2001-07-09,0.5505
2001-07-10,-0.958
2001-07-11,1.3357999999999999
2001-07-12,4.5455
2001-07-13,-0.6522
2001-07-16,-1.5316999999999998
2001-07-17,-1.2889
2001-07-18,0.4953
2001-07-19,0.3136
2001-07-20,1.7865
2001-07-23,-1.0531
2001-07-24,-1.7738
2001-07-25,0.9029
2001-07-26,2.2819
2001-07-27,-1.7934999999999999
2001-07-30,2.7617000000000003
2001-07-31,-0.5202
2001-08-01,0.0436
2001-08-02,0.4355
2001-08-03,0.6938
2001-08-06,-0.2153
2001-08-07,1.4243000000000001
2001-08-08,-1.3617
2001-08-09,1.5962
2001-08-10,-1.6985000000000001
2001-08-13,0.432
2001-08-14,-0.4301
2001-08-15,0.9503
2001-08-16,2.0539
2001-08-17,-1.2579
2001-08-20,0.0
2001-08-21,-1.6985000000000001
2001-08-22,0.6479
2001-08-23,-1.2446
2001-08-24,3.0856
2001-08-27,-0.9275
2001-08-28,0.1277
2001-08-29,-2.2524
2001-08-30,0.2174
2001-08-31,0.6074
2001-09-04,2.113
2001-09-05,0.3378
2001-09-06,-2.6094
2001-09-07,-1.4693
2001-09-10,-6.1842
2001-09-17,-4.1141
2001-09-18,3.3642
2001-09-19,-1.7452999999999999
2001-09-20,-6.8171
2001-09-21,3.8125
2001-09-24,6.6998
2001-09-25,-5.3488
2001-09-26,-0.2948
2001-09-27,5.865
2001-09-28,3.8175
2001-10-01,-2.2422
2001-10-02,-1.422
2001-10-03,5.2117
2001-10-04,-5.7054
2001-10-05,2.2514
2001-10-08,-2.7523
2001-10-09,-2.9717000000000002
2001-10-10,7.8755
2001-10-11,-1.5773000000000001
2001-10-12,-1.7399
2001-10-15,-1.4445000000000001
2001-10-16,2.4112999999999998
2001-10-17,0.0
2001-10-18,-2.5392
2001-10-19,0.6632
2001-10-22,3.0588
2001-10-23,-4.7945
2001-10-24,1.6787
2001-10-25,3.7736
2001-10-26,0.5455
2001-10-29,-0.7685
2001-10-30,0.0
2001-10-31,3.1435
2001-11-01,-1.5018
2001-11-02,-0.1794
2001-11-05,1.9766
2001-11-06,0.9692
2001-11-07,-3.0977
2001-11-08,-2.4313000000000002
2001-11-09,4.707
2001-11-12,0.0441
2001-11-13,1.8559999999999999
2001-11-14,4.0598
2001-11-15,-5.4863
2001-11-16,0.7036
2001-11-19,0.2183
2001-11-20,2.8758
2001-11-21,-2.5837
2001-11-23,3.1739
2001-11-26,-4.3405000000000005
2001-11-27,0.0
2001-11-28,1.0132
2001-11-29,1.1775
2001-11-30,-1.1207
2001-12-03,-0.2616
2001-12-04,0.0874
2001-12-05,5.5895
2001-12-06,0.0827
2001-12-07,-2.5620000000000003
2001-12-10,2.5445
2001-12-11,-0.2481
2001-12-12,0.539
2001-12-13,-0.701
2001-12-14,1.7027
2001-12-17,1.1842
2001-12-18,0.8878
2001-12-19,-0.88
2001-12-20,-1.0492
2001-12-21,3.7927999999999997
2001-12-24,-0.0786
2001-12-26,0.8651
2001-12-27,1.4035
2001-12-28,-4.2676
2001-12-31,0.4418
2002-01-02,0.5598
2002-01-03,7.3559
2002-01-04,-0.8889
2002-01-07,0.2616
2002-01-08,-3.2799
2002-01-09,0.5395
2002-01-10,0.8432
2002-01-11,-0.2281
2002-01-14,-0.5333
2002-01-15,4.5576
2002-01-16,0.4762
2002-01-17,0.401
2002-01-18,-2.5418
2002-01-22,0.6706
2002-01-23,2.3316
2002-01-24,-0.2532
2002-01-25,1.0877
2002-01-28,0.2152
2002-01-29,-0.8948
2002-01-30,-0.4334
2002-01-31,-2.8292
2002-02-01,-2.2023
2002-02-04,-1.0305
2002-02-05,0.4242
2002-02-06,-1.5745
2002-02-07,1.6387
2002-02-08,3.762
2002-02-11,-2.7377000000000002
2002-02-12,0.989
2002-02-13,3.3145
2002-02-14,-2.8071
2002-02-15,1.2003
2002-02-19,-1.6679
2002-02-20,3.3547000000000002
2002-02-21,0.1094
2002-02-22,4.2987
2002-02-25,-2.934
2002-02-26,3.6704
2002-02-27,0.8335
2002-02-28,-1.756
2002-03-01,-2.2425
2002-03-04,0.0717
2002-03-05,-1.5758999999999999
2002-03-06,1.0917
2002-03-07,0.8279
2002-03-08,1.1782
2002-03-11,-0.7057
2002-03-12,-0.4797
2002-03-13,-0.0179
2002-03-14,1.1071
2002-03-15,2.0841
2002-03-18,3.1488
2002-03-19,-0.8722
2002-03-20,-0.6768
2002-03-21,0.3407
2002-03-22,0.6791
2002-03-25,0.5401
2002-03-26,1.811
2002-03-27,0.8896
2002-03-28,-3.2984999999999998
2002-04-01,-0.6079
2002-04-02,-0.1019
2002-04-03,-0.4422
2002-04-04,0.7858
2002-04-05,-1.4915
2002-04-08,0.8947
2002-04-09,-0.2046
2002-04-10,6.4935
2002-04-11,-6.2259
2002-04-12,2.3272
2002-04-15,0.0
2002-04-16,2.0067
2002-04-17,-3.1443
2002-04-18,0.9445
2002-04-19,0.607
2002-04-22,2.3299
2002-04-23,-4.6906
2002-04-24,2.529
2002-04-25,-0.3033
2002-04-26,0.3043
2002-04-29,0.1
2002-04-30,-0.0999
2002-05-01,3.3333
2002-05-02,2.8387000000000002
2002-05-03,5.5521
2002-05-06,-1.3967
2002-05-07,-0.0301
2002-05-08,-0.5427
2002-05-09,-3.6951
2002-05-10,-3.7487
2002-05-13,1.9621
2002-05-14,2.6299
2002-05-15,0.6875
2002-05-16,-0.7759
2002-05-17,0.1533
2002-05-20,-0.9963
2002-05-21,-4.9527
2002-05-22,-0.2655
2002-05-23,0.3328
2002-05-24,2.4876
2002-05-28,0.1294
2002-05-29,-0.1293
2002-05-30,3.5599
2002-05-31,-1.0937999999999999
2002-06-03,-3.3175
2002-06-04,4.5098
2002-06-05,-0.6879
2002-06-06,-2.7708
2002-06-07,3.1736
2002-06-10,0.3139
2002-06-11,-0.8135
2002-06-12,2.2082
2002-06-13,-1.8519
2002-06-14,2.2013
2002-06-17,2.4
2002-06-18,-2.3438
2002-06-19,-0.8615
2002-06-20,-3.7244
2002-06-21,2.45
2002-06-24,-2.3914
2002-06-25,-1.6763
2002-06-26,3.9344
2002-06-27,3.3438
2002-06-28,-5.5556
2002-07-01,5.5591
2002-07-02,-5.0827
2002-07-03,0.0
2002-07-05,6.3225999999999996
2002-07-08,-5.7646
2002-07-09,0.1932
2002-07-10,-1.928
2002-07-11,-1.2451
2002-07-12,-4.1141
2002-07-15,-0.8997
2002-07-16,-1.9553
2002-07-17,0.5698
2002-07-18,-4.3909
2002-07-19,-3.4074
2002-07-22,-1.0735999999999999
2002-07-23,-4.2636
2002-07-24,5.2632
2002-07-25,0.0
2002-07-26,4.0
2002-07-29,10.8728
2002-07-30,0.2668
2002-07-31,-6.853
2002-08-01,-3.5714
2002-08-02,-6.963
2002-08-05,0.414
2002-08-06,5.0587
2002-08-07,4.3019
2002-08-08,-1.8090000000000002
2002-08-09,-2.2845
2002-08-12,-1.5083
2002-08-13,-0.4594
2002-08-14,5.0769
2002-08-15,-0.8053
2002-08-16,3.9114
2002-08-19,-3.3949
2002-08-20,1.5292
2002-08-21,9.1238
2002-08-22,-2.9196999999999997
2002-08-23,-9.7744
2002-08-26,15.5303
2002-08-27,-13.1148
2002-08-28,-3.7736
2002-08-29,-7.3725
2002-08-30,3.7257
2002-09-03,-2.0408
2002-09-04,6.0833
2002-09-05,-8.4839
2002-09-06,0.7725
2002-09-09,-3.7479
2002-09-10,0.7965
2002-09-11,-0.2634
2002-09-12,-1.8486
2002-09-13,2.0628
2002-09-16,0.1757
2002-09-17,-1.3158
2002-09-18,0.3556
2002-09-19,35.0753
2002-09-20,1.1803
2002-09-23,-0.0648
2002-09-24,0.3243
2002-09-25,0.8403
2002-09-26,1.2821
2002-09-27,-0.9494
2002-09-30,-0.5751
2002-10-01,0.0643
2002-10-02,-0.1927
2002-10-03,-0.8366
2002-10-04,-0.0649
2002-10-07,-2.7273
2002-10-08,0.0668
2002-10-09,-1.6011
2002-10-10,1.0169
2002-10-11,0.8725
2002-10-14,-0.1331
2002-10-15,1.9987
2002-10-16,-0.0653
2002-10-17,1.634
2002-10-18,0.4502
2002-10-21,-5.5698
2002-10-22,2.1017
2002-10-23,1.3944
2002-10-24,1.8336999999999999
2002-10-25,1.2862
2002-10-28,0.381
2002-10-29,1.2650000000000001
2002-10-30,-0.3123
2002-10-31,-1.6291
2002-11-01,2.0955
2002-11-04,-4.0489
2002-11-05,1.4304000000000001
2002-11-06,-3.7821
2002-11-07,0.7995
2002-11-08,-0.2644
2002-11-11,-3.1146
2002-11-12,2.2572
2002-11-13,-0.3344
2002-11-14,0.3356
2002-11-15,0.0669
2002-11-18,-3.7298999999999998
2002-11-19,2.0692
2002-11-20,0.8163
2002-11-21,0.1282
2002-11-22,-4.2456
2002-11-25,-0.7671
2002-11-26,-0.9929
2002-11-27,2.0774
2002-11-29,-2.8772
2002-12-02,-1.4451
2002-12-03,0.0733
2002-12-04,-0.8059
2002-12-05,0.4431
2002-12-06,2.125
2002-12-09,-2.4408
2002-12-10,1.7711999999999999
2002-12-11,-1.1602999999999999
2002-12-12,0.1467
2002-12-13,-1.011
2002-12-16,2.5755
2002-12-17,-0.0722
2002-12-18,-0.6498
2002-12-19,-1.1628
2002-12-20,0.9559
2002-12-23,-1.6752
2002-12-24,-1.4815
2002-12-26,1.4285999999999999
2002-12-27,-1.4085
2002-12-30,-1.5038
2002-12-31,1.5267
2003-01-02,0.4511
2003-01-03,-1.0479
2003-01-06,3.2526
2003-01-07,-1.7582
2003-01-08,-1.9388999999999998
2003-01-09,2.8897
2003-01-10,-0.5913
2003-01-13,2.1561
2003-01-14,-1.4556
2003-01-15,-0.2954
2003-01-16,0.0074
2003-01-17,0.6592
2003-01-21,-0.8094
2003-01-22,-0.3709
2003-01-23,1.869
2003-01-24,-2.4194
2003-01-27,-0.3745
2003-01-28,1.6541000000000001
2003-01-29,-1.8491
2003-01-30,0.2261
2003-01-31,-0.3759
2003-02-03,0.2868
2003-02-04,0.5418
2003-02-05,-0.8234
2003-02-06,-1.8113000000000001
2003-02-07,-0.0769
2003-02-10,0.5385
2003-02-11,-0.9181
2003-02-12,0.0
2003-02-13,1.9304999999999999
2003-02-14,-1.8939
2003-02-18,0.6178
2003-02-19,-1.3814
2003-02-20,1.0117
2003-02-21,1.6949
2003-02-24,-1.8182
2003-02-25,2.392
2003-02-26,-3.7679
2003-02-27,2.1926
2003-02-28,-0.9962
2003-03-03,-1.7802
2003-03-04,-0.3152
2003-03-05,2.1344
2003-03-06,-2.3994
2003-03-07,0.9516
2003-03-10,-1.5711
2003-03-11,1.2769
2003-03-12,-1.576
2003-03-13,5.2842
2003-03-14,-0.6844
2003-03-17,4.441
2003-03-18,2.9252000000000002
2003-03-19,-2.1298
2003-03-20,1.2373
2003-03-21,2.6528
2003-03-24,-5.3155
2003-03-25,3.2544
2003-03-26,-0.6447
2003-03-27,-0.2884
2003-03-28,-1.3014999999999999
2003-03-31,-1.4652
2003-04-01,3.197
2003-04-02,3.6671
2003-04-03,0.9104
2003-04-04,1.1019
2003-04-07,0.8174
2003-04-08,-2.4392
2003-04-09,-3.1096
2003-04-10,4.4389
2003-04-11,-2.4023
2003-04-14,3.0154
2003-04-15,0.953
2003-04-16,-6.0013
2003-04-17,3.2281
2003-04-21,1.3204
2003-04-22,2.2634
2003-04-23,0.6036
2003-04-24,-2.9333
2003-04-25,-3.228
2003-04-28,6.4585
2003-04-29,-1.0667
2003-04-30,1.2129
2003-05-01,-2.1971
2003-05-02,1.1572
2003-05-05,-2.961
2003-05-06,2.7046
2003-05-07,0.2026
2003-05-08,-1.3477000000000001
2003-05-09,0.7514
2003-05-12,1.6949
2003-05-13,0.0
2003-05-14,-1.6
2003-05-15,-0.542
2003-05-16,-8.8556
2003-05-19,-3.5127
2003-05-20,1.007
2003-05-21,2.684
2003-05-22,-2.9126
2003-05-23,0.6923
2003-05-27,-0.6875
2003-05-28,2.3846
2003-05-29,2.1037
2003-05-30,1.6924000000000001
2003-06-02,-1.6643
2003-06-03,-0.6623
2003-06-04,0.2222
2003-06-05,-0.5174
2003-06-06,-0.4458
2003-06-09,-0.6716
2003-06-10,-0.0751
2003-06-11,-0.8271
2003-06-12,0.3791
2003-06-13,0.0
2003-06-16,0.4532
2003-06-17,-0.9023
2003-06-18,0.0759
2003-06-19,-0.4549
2003-06-20,-3.3511
2003-06-23,-0.4728
2003-06-24,-1.0293
2003-06-25,-1.8399999999999999
2003-06-26,1.7930000000000001
2003-06-27,-0.2402
2003-06-30,0.4815
2003-07-01,-0.7188
2003-07-02,2.1722
2003-07-03,-0.7087
2003-07-07,1.4274
2003-07-08,3.0493
2003-07-09,-1.4416
2003-07-10,-1.8476
2003-07-11,1.8039
2003-07-14,-0.2311
2003-07-15,1.0811
2003-07-16,-0.8403
2003-07-17,-0.9168
2003-07-18,1.003
2003-07-21,-1.4627
2003-07-22,-0.3125
2003-07-23,-0.4702
2003-07-24,1.9685000000000001
2003-07-25,-0.0772
2003-07-28,0.541
2003-07-29,0.0
2003-07-30,-0.6918
2003-07-31,1.2384
2003-08-01,-0.9174
2003-08-04,-1.466
2003-08-05,-0.4699
2003-08-06,-1.1015
2003-08-07,0.2387
2003-08-08,-0.6349
2003-08-11,-0.3195
2003-08-12,3.4455
2003-08-13,-0.6197
2003-08-14,0.4677
2003-08-15,0.0
2003-08-18,0.931
2003-08-19,1.8447
2003-08-20,1.0566
2003-08-21,0.4481
2003-08-22,-4.0892
2003-08-25,1.6279
2003-08-26,-2.3646
2003-08-27,-0.3906
2003-08-28,1.2549000000000001
2003-08-29,-0.7746
2003-09-02,1.8735
2003-09-03,-0.2299
2003-09-04,-0.6912
2003-09-05,-0.3094
2003-09-08,0.6982
2003-09-09,-1.1556
2003-09-10,0.9353
2003-09-11,0.0
2003-09-12,0.3861
2003-09-15,-0.5385
2003-09-16,-0.1547
2003-09-17,1.3168
2003-09-18,0.1529
2003-09-19,0.7634
2003-09-22,0.4545
2003-09-23,1.7345000000000002
2003-09-24,1.5567
2003-09-25,0.438
2003-09-26,0.2907
2003-09-29,0.0
2003-09-30,-0.7246
2003-10-01,3.6496
2003-10-02,-1.4788999999999999
2003-10-03,2.7877
2003-10-06,-0.6954
2003-10-07,0.8403
2003-10-08,-1.8056
2003-10-09,1.9095
2003-10-10,-1.4573
2003-10-13,0.7042
2003-10-14,-0.3497
2003-10-15,0.0
2003-10-16,1.1228
2003-10-17,-1.2490999999999999
2003-10-20,-1.3352
2003-10-21,1.7806
2003-10-22,-2.3793
2003-10-23,0.3584
2003-10-24,-1.0714
2003-10-27,1.5884
2003-10-28,0.0
2003-10-29,-0.4975
2003-10-30,0.0
2003-10-31,1.0714
2003-11-03,-0.7774
2003-11-04,2.5641
2003-11-05,0.6944
2003-11-06,0.8966
2003-11-07,-0.0684
2003-11-10,-2.8728
2003-11-11,0.0
2003-11-12,2.7465
2003-11-13,-1.4393
2003-11-14,-1.8081
2003-11-17,0.2125
2003-11-18,0.0
2003-11-19,1.4134
2003-11-20,0.2787
2003-11-21,-0.6254
2003-11-24,1.5385
2003-11-25,0.9642
2003-11-26,0.6139
2003-11-28,-2.0339
2003-12-01,0.9689
2003-12-02,-0.9596
2003-12-03,0.4152
2003-12-04,0.7581
2003-12-05,0.0684
2003-12-08,2.324
2003-12-09,-2.5384
2003-12-10,0.3427
2003-12-11,2.1175
2003-12-12,0.2007
2003-12-15,-3.4045
2003-12-16,2.4188
2003-12-17,0.0675
2003-12-18,-0.2023
2003-12-19,0.2703
2003-12-22,0.3369
2003-12-23,3.0893
2003-12-24,-0.7166
2003-12-26,-0.0656
2003-12-29,1.9698
2003-12-30,1.159
2003-12-31,-4.5831
2004-01-02,1.3342
2004-01-05,0.395
2004-01-06,-2.0328
2004-01-07,0.5355
2004-01-08,-0.2663
2004-01-09,-3.2043
2004-01-12,4.0
2004-01-13,1.7905
2004-01-14,1.3681
2004-01-15,0.1285
2004-01-16,-5.5841
2004-01-20,3.739
2004-01-21,0.9174
2004-01-22,-3.8961
2004-01-23,6.7568
2004-01-26,-0.1899
2004-01-27,-2.4731
2004-01-28,-2.7308
2004-01-29,2.0722
2004-01-30,-0.5894
2004-02-02,1.1858
2004-02-03,-0.0651
2004-02-04,-3.7785
2004-02-05,0.8802
2004-02-06,1.2752
2004-02-09,0.0663
2004-02-10,6.2914
2004-02-11,-2.3738
2004-02-12,-1.2062
2004-02-13,-0.1938
2004-02-17,0.9709
2004-02-18,0.0
2004-02-19,-0.5128
2004-02-20,0.5155
2004-02-23,3.7821
2004-02-24,4.4472
2004-02-25,1.8923999999999999
2004-02-26,-1.0447
2004-02-27,-1.0557
2004-03-01,1.0077
2004-03-02,-0.2942
2004-03-03,-0.4113
2004-03-04,5.0236
2004-03-05,-3.7704
2004-03-08,0.8772
2004-03-09,-1.1594
2004-03-10,-0.2933
2004-03-11,-2.7058999999999997
2004-03-12,6.5901
2004-03-15,-8.1112
2004-03-16,1.2346
2004-03-17,-0.3659
2004-03-18,-1.1628
2004-03-19,-1.8576000000000001
2004-03-22,-0.8833
2004-03-23,1.2094
2004-03-24,0.566
2004-03-25,1.6886
2004-03-26,1.7835
2004-03-29,3.4441
2004-03-30,1.9276
2004-03-31,0.5158
2004-04-01,4.0479
2004-04-02,-0.6027
2004-04-05,0.3308
2004-04-06,-2.3077
2004-04-07,-0.8999
2004-04-08,-1.1351
2004-04-12,-0.1148
2004-04-13,-2.1839
2004-04-14,-0.4113
2004-04-15,-0.885
2004-04-16,1.6071
2004-04-19,-0.8787
2004-04-20,1.1229
2004-04-21,0.6429
2004-04-22,3.4843
2004-04-23,-0.5051
2004-04-26,-1.7484
2004-04-27,0.6889
2004-04-28,-2.5086
2004-04-29,-3.0409
2004-04-30,1.4475
2004-05-03,-2.1998
2004-05-04,1.9453
2004-05-05,-1.9678
2004-05-06,-2.2506
2004-05-07,-0.0622
2004-05-10,1.0585
2004-05-11,-0.9858
2004-05-12,0.7467
2004-05-13,-1.2353
2004-05-14,0.1876
2004-05-17,-1.3109
2004-05-18,4.0481
2004-05-19,0.1216
