ticker,QUIK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.5455
2000-01-04,2.8986
2000-01-05,-5.2817
2000-01-06,-5.5762
2000-01-07,-4.7244
2000-01-10,-0.8264
2000-01-11,0.0
2000-01-12,1.6667
2000-01-13,0.8197
2000-01-14,3.252
2000-01-18,8.6614
2000-01-19,-4.3478
2000-01-20,6.0606
2000-01-21,2.1429
2000-01-24,-4.1958
2000-01-25,-4.3796
2000-01-26,6.8702
2000-01-27,-7.1429
2000-01-28,-2.3077
2000-01-31,-5.5118
2000-02-01,-6.25
2000-02-02,-2.2222
2000-02-03,3.6364
2000-02-04,4.386
2000-02-07,0.8403
2000-02-08,0.4167
2000-02-09,-0.8299
2000-02-10,3.3473
2000-02-11,2.0243
2000-02-14,1.1905000000000001
2000-02-15,-2.7451
2000-02-16,-0.8065
2000-02-17,0.4065
2000-02-18,0.4049
2000-02-22,8.0645
2000-02-23,16.791
2000-02-24,-4.1534
2000-02-25,3.3333
2000-02-28,7.4193999999999996
2000-02-29,50.1502
2000-03-01,19.6
2000-03-02,-7.0234
2000-03-03,-7.1942
2000-03-06,8.5271
2000-03-07,-3.5714
2000-03-08,-6.4815
2000-03-09,8.7624
2000-03-10,7.2371
2000-03-13,-1.528
2000-03-14,-4.6552
2000-03-15,-12.4774
2000-03-16,5.3719
2000-03-17,17.647100000000002
2000-03-20,3.1667
2000-03-21,-11.4701
2000-03-22,-1.4599
2000-03-23,12.592600000000001
2000-03-24,3.9474
2000-03-27,-4.5886
2000-03-28,0.6633
2000-03-29,-7.743
2000-03-30,-22.1429
2000-03-31,24.3119
2000-04-03,-2.7675
2000-04-04,-13.4725
2000-04-05,-5.2632
2000-04-06,15.0463
2000-04-07,4.2254
2000-04-10,-8.1081
2000-04-11,-2.521
2000-04-12,-10.3448
2000-04-13,-3.8462
2000-04-14,-19.0
2000-04-17,12.3457
2000-04-18,18.1319
2000-04-19,-8.8372
2000-04-20,3.5714
2000-04-24,-7.8818
2000-04-25,0.0
2000-04-26,9.6257
2000-04-27,0.2439
2000-04-28,14.3552
2000-05-01,-2.1277
2000-05-02,-3.0435
2000-05-03,13.4529
2000-05-04,-5.5336
2000-05-05,0.4184
2000-05-08,-2.0833
2000-05-09,3.8298
2000-05-10,-11.4754
2000-05-11,3.7037
2000-05-12,1.7856999999999998
2000-05-15,-4.386
2000-05-16,-0.4587
2000-05-17,5.53
2000-05-18,-9.607
2000-05-19,8.2126
2000-05-22,3.5714
2000-05-23,-13.7931
