ticker,EZCL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-28,350.0
2016-03-10,13.3333
2016-03-30,37.2549
2016-05-27,400.0
2016-05-31,28.5714
2016-06-01,11.1111
2016-06-02,28.0
2016-06-03,40.625
2016-06-06,11.1111
2016-06-07,39.0
2016-06-08,-35.2518
2016-06-09,-22.2569
2016-06-10,14.3368
2016-06-13,18.75
2016-06-29,0.0
2016-07-01,-5.2632
2016-07-05,0.0
2016-07-06,-11.1111
2016-07-26,-58.75
2016-08-09,11.8561
2016-09-06,5.6553
2016-09-08,0.0
2016-09-14,10.2564
2016-10-25,0.0
2016-11-04,0.0
2016-11-08,0.0
2016-12-21,-20.9302
2016-12-27,0.0
2017-02-09,120.5882
2017-02-21,-6.6667
2017-04-21,14.2857
2017-04-24,12.5
2017-04-25,44.4444
2017-04-26,11.538499999999999
2017-04-27,3.4483
2017-04-28,4.0
2017-05-01,-16.6667
2017-05-02,3.8462
2017-05-03,7.4074
2017-05-04,0.0
2017-05-05,0.0
2017-05-08,3.4483
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,6.6667
2017-05-12,-9.375
2017-05-15,3.4483
2017-05-17,0.0
2017-05-18,-6.6667
2017-05-19,-3.5714
2017-05-22,0.0
2017-05-23,3.7037
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,3.5714
2017-05-30,-3.4483
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,-3.5714
2017-06-06,0.0
2017-06-07,-3.7037
2017-06-09,0.0
2017-06-12,-7.6923
2017-06-14,8.3333
2017-06-16,7.6923
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-27,25.0
2017-06-28,0.0
2017-06-29,14.2857
2017-06-30,10.0
2017-07-03,-0.4545
2017-07-05,5.0228
2017-07-06,-13.0435
2017-07-07,25.0
2017-07-10,0.0
2017-07-11,-20.0
2017-07-18,24.05
2017-07-19,-3.2648
2017-07-24,-16.6667
2017-08-02,-20.0
2017-08-03,12.5
2017-08-18,-16.6667
2017-09-19,-10.0
2017-10-03,0.0
2017-10-27,-19.2593
2017-10-31,0.0
2017-11-08,-8.2569
2017-11-30,-99.2
2017-12-05,275.0
2018-01-31,3233.3333
2018-02-01,20.0
2018-02-02,-8.3333
2018-02-05,-13.6364
2018-02-07,-13.6842
2018-02-08,-4.878
2018-04-17,2.5641
2018-04-19,25.0
2018-04-30,0.0
2018-05-02,-55.0
2018-05-04,0.0
2018-05-15,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-07-23,0.0
2018-08-30,0.0
2018-09-11,122.2222
2018-10-01,-55.0
2019-01-24,-33.3333
2019-03-11,33.3333
2019-04-04,-25.0
2019-04-15,33.3333
2019-04-29,0.0
2019-07-19,-25.0
2019-07-25,0.0
2019-08-22,-16.6667
2019-10-07,-20.0
2019-10-08,-50.0
2019-11-07,0.0
2019-11-08,100.0
2019-11-11,0.0
2019-11-14,0.0
2019-11-15,90.0
2019-11-22,-60.5263
2019-11-27,-59.9333
2019-12-05,0.2496
2019-12-20,32.7801
2020-01-29,-24.875
2020-03-25,-0.1664
2020-04-14,366.6667
2020-04-21,-78.5714
2020-05-27,650.0
2020-06-01,-5.6667
2020-06-10,-76.2073
2020-06-18,0.0
2020-07-13,98.0198
2020-07-16,0.0
2020-07-23,155.0
