ticker,CERX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-13,120.8
2010-09-17,44.9275
2010-09-20,-28.75
2010-09-22,10.8772
2010-10-01,-20.8861
2010-10-27,4.0
2010-11-09,33.3077
2010-11-10,-13.4449
2010-11-17,0.0
2010-11-23,10.0
2010-11-24,6.0606
2010-11-29,2.8571
2010-12-02,2.7778
2010-12-03,-2.7027
2010-12-07,2.7778
2010-12-08,-8.1081
2010-12-09,11.7647
2010-12-14,5.2632
2010-12-15,-2.5
2010-12-22,2.5641
2010-12-28,0.0
2010-12-29,-2.5
2011-01-03,5.1282
2011-01-04,0.0
2011-01-13,-2.439
2011-01-25,-10.0
2011-02-02,19.4444
2011-02-03,0.0
2011-02-04,2.3256
2011-02-08,-2.2727
2011-02-17,4.6512
2011-02-18,2.2222
2011-02-22,-4.3478
2011-02-23,-11.3636
2011-03-09,10.2564
2011-03-10,6.9767
2011-03-15,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-28,2.1739
2011-03-29,0.0
2011-03-30,0.0
2011-04-01,-8.5106
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,9.3023
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,4.2553
2011-04-18,0.0
2011-04-19,2.0408
2011-04-20,0.0
2011-04-21,2.0
2011-04-25,0.0
2011-04-26,1.9607999999999999
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,-5.0
2011-05-02,9.3117
2011-05-03,3.7037
2011-05-04,0.0
2011-05-05,1.7856999999999998
2011-05-06,0.0
2011-05-09,-3.5088
2011-05-10,3.6364
2011-05-11,-3.5088
2011-05-12,1.8182
2011-05-13,-1.7856999999999998
2011-05-16,1.8182
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,-5.3571
2011-05-20,0.0
2011-05-23,5.6604
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,-3.5714
2011-05-27,0.0
2011-05-31,-25.5556
2011-06-01,34.3284
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,1.8519
2011-06-08,-0.3636
2011-06-09,-5.1095
2011-06-10,-7.6923
2011-06-13,-14.1667
2011-06-14,-26.699
2011-06-15,24.5033
2011-06-16,-1.5957
2011-06-17,-8.1081
2011-06-20,-5.8824
2011-06-21,-9.375
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,-0.6897
2011-06-27,-14.5833
2011-06-28,9.7561
2011-06-29,0.0
2011-06-30,-5.9259
2011-07-01,-2.3622
2011-07-05,0.8065
