ticker,CERX US Equity
2011-07-06,15.2
2011-07-07,0.6944
2011-07-08,-13.7931
2011-07-11,19.2
2011-07-12,-6.0403
2011-07-13,0.0
2011-07-14,-3.5714
2011-07-15,0.0
2011-07-18,10.3704
2011-07-19,0.0
2011-07-21,-18.7919
2011-07-22,0.8264
2011-07-25,0.0
2011-07-26,-1.6393
2011-07-27,16.6667
2011-07-28,-3.5714
2011-07-29,-11.8519
2011-08-01,16.8067
2011-08-02,0.0
2011-08-03,-6.4748
2011-08-04,-19.2308
2011-08-05,19.0476
2011-08-08,-4.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,4.1667
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,0.0
2011-08-26,-12.0
2011-08-29,13.6364
2011-08-30,-6.4
2011-08-31,6.8376
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,-5.6
2011-09-12,-6.7797
2011-09-13,0.0
2011-09-14,-1.8182
2011-09-15,-6.4815
2011-09-16,0.0
2011-09-19,8.9109
2011-09-20,0.0
2011-09-21,-5.4545
2011-09-22,-1.9231
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,-0.9804
2011-09-28,0.0
2011-09-29,2.9703
2011-09-30,-8.5577
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,8.307
2011-10-06,0.0
2011-10-07,0.9709
2011-10-10,0.0
2011-10-11,5.7692
2011-10-12,0.0
2011-10-13,4.5455
2011-10-14,4.3478
2011-10-17,-8.3333
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,9.0909
2011-10-21,0.0
2011-10-24,-4.1667
2011-10-25,8.6957
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-10,4.0
2011-11-11,3.8462
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,-3.7037
2011-11-21,0.0
2011-11-22,-3.8462
2011-11-23,0.0
2011-11-25,4.0
2011-11-28,-3.8462
2011-11-29,0.0
2011-11-30,20.0
2011-12-01,10.0
2011-12-02,0.0
2011-12-05,-0.6061
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,-1.8293
2011-12-09,1.8634
2011-12-12,-0.6098
2011-12-13,-8.589
2011-12-14,-3.3557
2011-12-15,4.1667
2011-12-16,-1.3333
2011-12-19,1.3514
2011-12-20,0.0
2011-12-21,-1.3333
2011-12-22,1.3514
2011-12-23,6.6667
2011-12-27,-12.5
2011-12-28,-3.5714
2011-12-29,3.7037
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,-6.4286
2012-01-09,3.0534
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,0.0
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,2.963
2012-01-20,0.7194
2012-01-23,3.5714
2012-01-24,0.0
2012-01-25,3.4483
2012-01-26,3.3333
2012-01-27,0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,3.2258
2012-02-09,-3.125
2012-02-10,9.6774
2012-02-13,0.0
2012-02-14,-2.9412000000000003
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,-3.0303
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,-3.125
2012-02-28,6.4516
2012-02-29,0.0
2012-03-01,1.2121
2012-03-02,-4.1916
2012-03-05,-3.125
2012-03-06,3.2258
2012-03-07,0.0
2012-03-08,-6.25
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,-3.3333
2012-03-14,0.0
2012-03-15,-10.3448
2012-03-16,0.0
2012-03-19,-3.8462
2012-03-20,-10.4
2012-03-21,7.1429
2012-03-22,0.0
2012-03-23,-4.1667
2012-03-26,8.6957
2012-03-27,-11.2
2012-03-28,12.6126
2012-03-29,4.0
2012-03-30,-15.3846
2012-04-02,9.0909
2012-04-03,4.1667
2012-04-04,8.0
2012-04-05,0.0
2012-04-09,-7.4074
2012-04-12,4.0
2012-04-13,3.8462
2012-04-16,3.7037
2012-04-17,0.0
2012-04-18,-0.7143
2012-04-19,-6.4748
2012-04-20,-11.538499999999999
2012-04-26,8.6957
2012-05-01,-4.0
2012-05-02,0.0
2012-05-03,0.0
2012-05-07,0.0
2012-05-14,-12.5
2012-05-15,-3.8095
2012-05-17,13.8614
2012-05-18,-9.5652
2012-05-21,-8.6538
2012-05-22,12.6316
2012-05-23,-1.8692
2012-05-30,-9.5238
2012-05-31,6.3158
2012-06-05,-25.7426
2012-06-06,0.0
2012-06-11,-20.0
2012-06-12,17.9167
2012-06-15,-22.2615
2012-06-18,0.0
2012-06-19,-7.2727
2012-06-20,-11.7647
2012-06-21,-2.2222
2012-06-22,0.0
2012-06-26,-9.0909
2012-06-27,0.0
2012-06-28,-2.5
2012-06-29,53.8462
2012-07-02,0.0
2012-07-03,-15.0
2012-07-05,7.8431
2012-07-11,9.0909
2012-07-12,-33.3333
2012-07-13,-5.0
2012-07-16,2.6316
2012-07-17,-23.0769
2012-07-19,0.0
2012-07-30,73.3333
2012-08-23,-28.8462
2012-08-30,-13.5135
2012-09-11,0.0
2012-09-12,-18.75
2012-09-13,15.3846
2012-09-14,33.3333
2012-09-19,0.0
2012-09-20,0.0
2012-09-24,-16.625
2012-10-10,-34.033
2012-10-12,0.0
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-24,18.1818
2012-10-26,-15.3846
2012-11-07,4.5455
2012-11-12,0.0
2012-11-13,8.6957
2012-11-20,-32.0
2012-11-27,-17.647100000000002
2012-11-29,0.0
2012-12-03,0.0
2012-12-07,0.0
2012-12-10,-21.4286
2012-12-11,-27.2727
2012-12-24,-12.5
2012-12-28,0.0
2013-02-05,0.0
2013-02-11,0.0
2013-02-20,-28.5714
2013-03-01,-60.0
2013-03-04,0.0
2013-03-05,45.0
2013-03-08,72.4138
2013-03-11,60.0
2013-03-12,25.0
2013-03-13,-20.0
2013-03-14,0.0
2013-03-15,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,-12.5
2013-03-22,-14.2857
2013-03-26,0.0
2013-03-27,-16.6667
2013-04-01,40.0
2013-04-03,-1.7856999999999998
2013-04-04,-90.9091
2013-04-05,4.0
2013-04-11,842.3077
2013-04-15,-48.9796
2013-05-08,-83.2
2013-06-18,7.1429
2013-06-21,-6.6667
2013-07-10,19.0476
2013-07-15,900.0
2013-08-20,-86.0
2013-09-12,-25.7143
2013-09-16,-3.8462
2013-09-18,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-10-16,-60.0
2013-11-12,0.0
2013-12-02,0.0
2013-12-04,0.0
2013-12-12,0.0
2013-12-20,0.0
2013-12-23,0.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-11,0.0
2014-03-24,0.0
2014-04-14,0.0
2014-04-30,0.625
2014-06-16,4.3478
2014-09-11,42.8571
2014-09-23,0.4167
2014-10-07,-0.4149
2014-10-17,0.0
2014-11-13,-16.6667
2014-12-31,0.0
2015-01-22,0.0
2015-01-27,0.0
2015-02-23,0.5
2015-03-27,19.403
2015-04-01,0.0
2015-05-29,-16.6667
2015-07-08,0.0
2015-07-29,-20.0
2015-09-04,0.0
2015-11-06,5.0
2015-11-16,-4.7619
2015-12-02,0.0
2015-12-15,0.0
2016-01-12,0.0
2016-02-05,-12.5
2016-03-07,-42.8571
2016-03-14,0.0
2016-03-18,0.0
2016-07-11,135.0
2016-07-25,-56.9149
2016-08-19,9.8765
2016-11-14,124.7191
2016-11-22,-4.5
2016-12-06,-16.2304
2017-02-21,0.0
2017-03-14,11.5625
2017-03-20,-10.3641
2017-07-13,5.0
2017-07-26,-4.7619
2017-08-31,0.0
2017-10-23,-42.0
2017-11-22,0.0
2018-07-10,0.0
2018-10-30,29.3103
2018-11-27,-22.6667
2018-12-17,7.7586
2019-01-17,60.0
2019-02-06,-25.0
2019-02-20,166.6667
2019-02-21,0.0
2019-03-04,0.0
2019-03-12,0.0
2019-04-15,-62.5
2019-05-14,0.0
2019-07-19,0.0
2019-09-13,33.3333
2019-11-08,300.0
2019-11-12,-37.5
2019-11-19,-6.0
2019-12-19,6.383
2019-12-24,0.0
2020-01-03,-20.0
2020-02-05,50.0
2020-02-11,-41.6667
2020-02-13,0.0
2020-02-20,0.0
2020-03-16,-14.2857
2020-04-01,0.0
2020-04-13,33.3333
2020-04-16,0.0
2020-04-20,0.0
2020-04-30,0.0
2020-05-26,-37.5
2020-06-01,0.0
2020-06-04,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-12,136.0
2020-06-18,-57.6271
2020-06-22,0.0
2020-06-26,140.0
2020-06-30,-16.6667
2020-07-22,60.0
