ticker,PUBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-25,4800.0
2014-11-26,12.2449
2014-12-01,36.3636
2014-12-02,133.3333
2014-12-03,-14.2857
2014-12-04,16.6667
2014-12-05,-7.1429
2014-12-09,-16.9231
2014-12-11,-1.8519
2014-12-12,7.5472
2014-12-15,-7.3684
2014-12-16,14.0152
2014-12-18,9.6346
2014-12-19,-3.0303
2014-12-22,9.375
2014-12-23,-2.8571
2014-12-24,27.9412
2014-12-26,12.6437
2014-12-29,-3.0612
2014-12-30,2.1053
2014-12-31,1.0309
2015-01-05,0.0
2015-01-06,-12.2449
2015-01-07,19.7674
2015-01-08,16.5049
2015-01-09,-8.3333
2015-01-12,9.0909
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,1.6667
2015-01-20,-1.6393
2015-01-21,-1.6667
2015-01-22,-2.5423999999999998
2015-01-26,-1.7391
2015-01-28,2.6549
2015-02-05,-1.7241
2015-02-06,2.6316
2015-02-12,-7.6923
2015-02-19,0.0
2015-02-20,-7.4074
2015-02-25,-3.0
2015-03-09,3.0928
2015-03-10,-1.0
2015-03-11,-2.0202
2015-03-12,-6.1856
2015-03-16,5.9341
2015-03-18,0.4149
2015-03-23,-0.8264
2015-03-27,-1.0417
2015-04-22,-12.6316
2015-04-27,8.4337
2015-04-28,-2.2222
2015-05-12,-14.7727
2015-05-14,12.0
2015-05-15,0.0
2015-05-18,-4.7619
2015-05-26,0.0
2015-06-02,-2.5
2015-06-05,2.5641
2015-06-16,1.25
2015-06-19,-1.2346
2015-06-24,0.0
2015-07-09,0.0
2015-07-17,0.0
2015-08-07,-52.5
2015-08-12,16.8421
2015-08-13,3.6036
2015-08-14,26.087
2015-08-17,37.931
2015-08-18,9.0
2015-08-19,-1.3761
2015-08-20,6.9767
2015-08-21,2.1739
2015-08-24,-14.8936
2015-08-25,10.0
2015-08-26,2.2727
2015-08-27,6.6667
2015-08-28,-6.25
2015-08-31,11.1111
2015-09-03,-4.4
2015-09-09,21.3389
2015-09-10,12.7586
2015-09-11,5.1988
2015-09-14,-2.6163
2015-09-15,6.2687
2015-09-16,9.5506
2015-09-17,-3.3333
2015-09-18,-7.1618
2015-09-21,-1.4285999999999999
2015-09-24,10.1449
2015-09-25,5.2632
2015-09-28,-2.5
2015-09-29,-2.5641
2015-10-01,5.2632
2015-10-02,-1.25
2015-10-05,-3.7975
2015-10-09,5.2632
2015-10-16,0.75
2015-10-28,0.2481
2015-10-29,-2.2277
2015-10-30,2.5316
