ticker,AMLZF US Equity
2006-01-20,9.0909
2006-01-23,16.6667
2006-01-24,-14.2857
2006-01-25,0.0
2006-01-26,0.0
2006-01-27,0.0
2006-01-31,-14.1667
2006-02-01,6.7961
2006-02-02,0.0
2006-02-03,-15.4545
2006-02-06,7.5269
2006-02-10,5.0
2006-02-13,7.619
2006-02-15,1.7699
2006-02-16,0.0
2006-02-17,-13.0435
2006-02-22,30.0
2006-02-23,7.6923
2006-02-27,-5.7143
2006-03-15,0.7576
2006-03-20,1.5038
2006-03-24,3.7037
2006-03-27,3.5714
2006-04-05,3.4483
2006-04-10,0.0
2006-04-17,3.3333
2006-04-18,1.2903
2006-04-19,1.9108
2006-04-25,12.5
2006-04-28,0.0
2006-05-01,0.0
2006-05-02,33.3333
2006-05-03,4.1667
2006-05-04,-3.6
2006-05-05,2.4896
2006-05-09,-2.0243
2006-05-10,4.1322
2006-05-12,-0.7937
2006-05-17,-12.0
2006-05-18,-2.2727
2006-05-19,2.3256
2006-05-30,0.0
2006-06-02,15.4545
2006-06-06,-3.5433
2006-06-09,0.0
2006-06-13,-2.0408
2006-06-14,0.0
2006-06-15,2.0833
2006-06-22,6.1224
2006-06-23,0.0
2006-06-29,13.461500000000001
2006-07-12,-3.3898
2006-07-13,3.5088
2006-07-24,-15.2542
2006-07-27,6.8
2006-07-28,-6.367
2006-08-15,0.0
2006-09-01,12.0
2006-09-08,3.5714
2006-09-21,-20.6897
2006-09-22,8.6957
2006-09-25,8.0
2006-09-26,-3.7037
2006-10-03,0.0
2006-10-12,-6.5385
2006-10-25,-7.4074
2006-11-07,6.6667
2006-12-01,-4.1667
2006-12-07,4.3478
2006-12-15,-5.4167
2006-12-20,-3.0837
2007-01-04,2.2727
2007-01-12,2.2222
2007-01-16,-2.1739
2007-01-17,2.2222
2007-01-25,-8.6957
2007-01-29,2.3810000000000002
2007-02-02,0.9302
2007-02-20,3.6866
2007-03-19,-15.5556
2007-03-28,23.6842
2007-04-03,4.2553
2007-04-10,-2.0408
2007-04-12,6.25
2007-04-16,6.6667
2007-04-24,-8.0882
2007-06-11,-8.0
2007-06-13,4.3478
2007-06-19,2.0833
2007-06-26,4.0816
2007-06-27,0.0
2007-06-29,0.0
2007-07-10,4.7647
2007-07-12,-2.6764
2007-07-25,10.3221
2007-08-09,16.7909
2007-08-10,-1.4925
2007-08-13,1.5152
2007-11-08,-7.4627
2007-11-09,-3.2258
2007-11-13,3.3333
2008-01-04,-16.129
2008-01-16,-1.1538
2008-01-23,-12.4514
2008-01-24,2.2222
2008-02-07,-2.1739
2008-02-29,37.7778
2008-03-03,-1.6129
2008-03-13,-6.5574
2008-03-18,-5.2632
2008-03-26,-5.5556
2008-03-27,5.8824
2008-04-07,0.0
2008-04-14,11.1111
2008-04-21,1.0
2008-04-23,4.2904
2008-05-09,13.9241
2008-06-10,-2.7778
2008-06-17,-10.0
2008-06-18,0.0
2008-06-26,3.1746
2008-06-30,0.0
2008-07-16,-26.1538
2008-07-18,0.0
2008-07-21,-8.3333
2008-07-24,6.8182
2008-07-28,2.1277
2008-08-13,-4.9635
2008-10-23,-60.5415
2008-10-31,-22.2222
2008-11-03,-1.4285999999999999
2008-11-04,8.6957
2008-11-05,-20.0
2008-11-12,-16.6667
2008-11-13,-40.0
2008-11-24,0.3333
2008-12-01,-33.5548
2008-12-02,0.0
2008-12-15,0.0
2008-12-24,40.0
2008-12-30,-10.7143
2009-01-08,20.0
2009-01-09,16.6667
2009-01-12,-8.5714
2009-01-20,-12.5
2009-02-26,35.7143
2009-03-16,-10.526299999999999
2009-03-17,-2.9412000000000003
2009-04-06,51.5152
2009-04-15,42.0
2009-04-24,12.6761
2009-04-29,12.5
2009-05-01,66.6667
2009-05-06,4.6667
2009-05-08,27.3885
2009-05-11,22.5
2009-05-12,-4.0816
2009-05-13,6.383
2009-05-18,-7.2
2009-05-20,18.9655
2009-05-21,-9.4203
2009-05-22,12.0
2009-05-26,3.5714
2009-05-27,0.0
2009-06-01,6.8966
2009-06-02,0.0
2009-06-04,4.8387
2009-06-09,15.3846
2009-06-10,-4.0
2009-06-15,4.1667
2009-06-18,-6.6667
2009-06-19,2.8571
2009-06-24,-0.2778
2009-06-25,7.2423
2009-06-26,0.0
2009-07-02,2.5974
2009-07-06,-1.2658
2009-07-14,19.2308
2009-07-15,-1.0753
2009-07-17,8.6957
2009-07-23,-0.4
2009-07-27,-1.8072
2009-07-28,2.2495
2009-07-30,1.8
2009-08-04,4.5972
2009-08-07,3.8693
2009-08-12,-0.5425
2009-08-13,0.9091
2009-08-18,-9.9099
2009-08-20,8.0
2009-08-21,-0.9259
2009-08-25,-0.9346
2009-08-31,0.0
2009-09-01,-5.6604
2009-09-08,7.0
2009-09-09,-0.1869
2009-09-11,-1.6854
2009-09-16,5.7143
2009-09-21,9.9099
2009-09-22,0.8197
2009-09-23,-0.4878
2009-09-24,-1.9607999999999999
2009-10-01,3.3333
2009-10-05,0.8065
2009-10-06,-2.4
2009-10-09,-3.6066000000000003
2009-10-12,-0.5102
2009-10-13,0.0
2009-10-14,2.5641
2009-10-15,0.8333
2009-10-16,2.1488
2009-10-19,-1.9417
2009-10-20,2.3102
2009-10-21,4.0323
2009-10-22,-4.9612
2009-10-26,-2.1207
2009-10-27,2.5
2009-10-29,-7.3171
2009-10-30,2.6316
2009-11-02,0.8547
2009-11-03,3.3898
2009-11-05,-0.4918
2009-11-09,1.318
2009-11-16,3.7398
2009-11-17,-1.2539
2009-11-30,0.0
2009-12-01,-0.7937
2009-12-16,-8.8
2009-12-23,-3.5088
2009-12-24,-0.9091
2010-01-05,21.2844
2010-01-06,3.6309
2010-01-07,2.9196999999999997
2010-01-11,-4.2553
2010-01-13,-0.7407
2010-01-15,-0.7892
2010-01-19,0.0433
2010-01-21,-3.0075
2010-01-29,-0.7752
2010-02-02,-4.6875
2010-02-03,0.0
2010-02-08,-3.2428
2010-02-09,-4.6116
2010-02-10,3.0195
2010-02-17,5.1724
2010-02-22,-6.5574
2010-03-01,-5.2632
2010-03-03,6.4815
2010-03-05,0.8696
2010-03-10,4.3103
2010-03-12,-2.4793
2010-03-16,-1.6949
2010-03-24,-1.7241
2010-03-25,-1.7544
2010-03-30,0.0
2010-04-01,7.1429
2010-04-06,6.6667
2010-04-07,-6.25
2010-04-12,3.3333
2010-04-13,-1.6129
2010-04-14,-0.8197
2010-04-15,-0.8264
2010-04-16,1.6667
2010-04-19,0.0
2010-04-20,-3.3299
2010-04-21,-5.0344
2010-04-22,1.4285999999999999
2010-04-23,-3.169
2010-04-27,1.8182
2010-04-28,0.8929
2010-05-03,-2.6549
2010-05-05,-5.4545
2010-05-11,-3.8462
2010-05-13,0.0
2010-05-14,-8.0
2010-05-18,-0.4348
2010-05-20,0.4367
2010-05-21,10.8696
2010-05-24,1.288
2010-05-25,-0.3037
2010-05-27,2.9126
2010-05-28,0.9434
2010-06-01,4.6729
2010-06-03,7.1429
2010-06-17,-2.5
2010-06-29,-10.1368
2010-07-09,9.378
2010-07-13,16.5217
2010-07-14,-4.9254
2010-07-15,-0.314
2010-07-19,1.5748
2010-07-21,8.5271
2010-07-22,-7.8571
2010-07-28,0.9302
2010-08-10,0.3072
2010-08-11,-6.585
2010-08-12,-1.6393
2010-08-26,0.0
2010-09-07,-2.5
2010-09-24,3.4188
2010-10-04,1.6529
2010-10-06,5.6911000000000005
2010-10-13,7.5385
2010-10-15,3.9055999999999997
2010-10-18,0.3717
2010-10-21,-1.9203999999999999
2010-10-22,-3.2168
2010-10-26,-1.0116
2010-11-02,1.6058
2010-11-09,0.5747
2010-11-17,-9.2857
2010-11-19,5.1969
2010-11-26,-5.2395
2010-12-21,-3.6334999999999997
2010-12-22,5.4098
2011-01-03,4.1991
2011-01-11,3.4328
2011-01-13,15.4401
2011-01-18,-6.25
2011-01-19,0.6667
2011-01-21,4.6358
2011-01-24,-0.6329
2011-01-26,1.9108
2011-02-02,1.625
2011-02-03,0.246
2011-02-07,4.2945
2011-02-08,0.0
2011-02-10,4.1176
2011-02-11,-3.0494
2011-02-16,14.8002
2011-02-22,-4.1624
2011-02-24,-7.4153
2011-02-25,-2.1739
2011-03-01,2.807
2011-03-03,-0.4551
2011-03-07,-5.7143
2011-03-09,-5.5758
2011-03-11,-6.2901
2011-03-21,10.137
2011-04-06,2.7363
2011-04-07,0.4843
2011-04-19,-3.8554
2011-04-20,3.2580999999999998
2011-04-21,0.9709
2011-04-26,-0.9615
2011-04-28,2.5484999999999998
2011-05-05,0.5917
2011-05-06,-0.5882
2011-05-18,-8.284
2011-05-24,-4.3871
2011-05-26,6.6127
2011-06-10,1.2658
2011-06-27,-3.125
2011-07-05,14.1935
2011-07-12,1.6949
2011-07-14,9.6667
2011-07-18,-2.1277
2011-07-20,6.5217
2011-07-27,1.1662
2011-07-29,-2.4976
2011-08-01,3.4483
2011-08-05,-16.8571
2011-08-17,2.52
2011-08-19,-8.3799
2011-08-22,-3.6585
2011-08-30,1.1772
2011-09-01,4.4664
2011-09-15,-1.1976
2011-09-22,-11.2485
2011-10-14,-12.4556
2011-10-21,-1.2139
2011-11-03,8.1775
2011-11-16,13.8686
2011-11-18,-7.6923
2011-11-30,-3.4722
2011-12-16,-12.687899999999999
2011-12-19,-0.6293
2012-01-03,17.7446
2012-01-10,0.1408
2012-01-12,2.1097
2012-01-17,0.551
2012-01-18,3.8356
2012-01-19,2.9024
2012-01-23,1.9231
2012-01-24,0.0
2012-01-26,10.0629
2012-01-27,-0.5714
2012-02-03,-1.1494
2012-02-06,0.0
2012-02-07,-1.7442
2012-02-08,0.0
2012-02-10,-3.9053
2012-02-13,7.8818
2012-02-17,1.5981999999999998
2012-02-27,0.0
2012-03-05,-1.1236
2012-03-06,-11.931799999999999
2012-03-12,8.129
2012-03-16,1.9308999999999998
2012-03-19,1.8519
2012-03-22,-7.5344999999999995
2012-04-11,8.6457
2012-04-12,1.8307
2012-04-17,0.4494
2012-04-19,0.783
2012-04-25,-3.5516
2012-04-27,0.0
2012-05-02,-9.0909
2012-05-07,-6.4557
2012-05-08,-4.3302
2012-05-11,-5.9406
2012-05-17,-2.2556
2012-05-18,-4.6154
2012-05-23,1.2903
2012-05-24,-3.6624
2012-05-25,-0.8264
2012-05-29,0.725
2012-05-30,1.9277
2012-06-07,-5.1948
2012-06-25,-16.9521
2012-07-16,11.4059
2012-07-23,-12.274000000000001
2012-07-25,-4.7706
2012-08-06,1.908
2012-08-09,15.4348
2012-08-17,-12.4294
2012-08-27,-17.8495
2012-08-29,3.4031000000000002
2012-09-06,2.5316
2012-09-07,15.7994
2012-09-18,4.4804
2012-09-19,-1.0204
2012-09-20,2.0619
2012-10-05,2.0202
2012-10-10,-2.5743
2012-10-15,-3.8618
2012-10-16,5.7082
2012-11-02,-7.7
2012-11-09,-4.442
2012-11-14,-8.1633
2012-11-16,-3.2099
2012-11-19,8.1633
2012-11-20,-2.1226
2012-11-21,-12.0482
2012-11-26,2.4657999999999998
2012-12-03,5.0802
2012-12-07,1.7812000000000001
2012-12-12,6.25
2012-12-14,2.3529
2012-12-20,12.6437
2013-01-10,19.7959
2013-01-11,-4.2589
2013-01-23,-11.21
2013-01-24,-0.8016
2013-01-25,1.0101
2013-01-28,0.6
2013-01-29,-4.5725999999999996
2013-01-30,-3.75
2013-01-31,2.8139
2013-02-01,1.2631999999999999
2013-02-06,2.7027
2013-02-07,0.2024
2013-02-08,3.0303
2013-02-14,1.8824
2013-02-19,-0.6928
2013-02-27,-18.6047
2013-03-01,-5.9524
2013-03-04,-3.038
2013-03-05,0.5222
2013-03-07,-1.2987
2013-03-08,2.6316
2013-03-19,-11.0
2013-03-25,-5.5027
2013-04-02,0.6098
2013-04-03,1.5152
2013-04-09,0.597
2013-04-11,19.2878
2013-04-17,-16.6667
2013-04-23,-0.597
2013-04-25,5.1051
2013-05-01,-4.2857
2013-05-03,1.4925
2013-05-08,5.2941
2013-05-14,11.7318
2013-05-20,0.75
2013-05-28,-7.4442
2013-05-30,1.0724
2013-06-12,-5.8355
2013-06-18,2.8169
2013-06-19,0.0
2013-06-21,-7.9452
2013-06-24,-6.25
2013-06-26,-6.6667
2013-07-03,0.0
2013-07-09,0.0
2013-07-10,-4.7619
2013-07-12,1.7856999999999998
2013-07-15,5.2632
2013-07-22,25.0
2013-07-23,-2.4
2013-08-13,3.3504
2013-08-16,-16.8302
2013-08-19,0.6039
2013-08-20,-2.0537
2013-08-21,-3.5484
2013-08-28,-2.3411
2013-08-30,-2.3973
2013-09-03,5.2632
2013-09-09,0.0
2013-09-11,-13.0
2013-09-12,5.364
2013-09-13,-7.2727
2013-09-16,-5.8824
2013-09-18,6.25
2013-09-26,29.0196
2013-10-04,0.0
2013-10-14,-5.7751
2013-10-24,1.6129
2013-10-28,3.1746
2013-10-29,-7.6923
2013-10-31,1.6667
2013-11-01,-1.9672
2013-11-29,11.3712
2013-12-06,-5.4054
2013-12-12,-2.2222
2013-12-18,-3.2468
2013-12-20,-4.698
2013-12-30,10.9155
2014-01-02,3.4920999999999998
2014-01-07,1.2615
2014-01-09,2.0864
2014-01-13,-2.0772
2014-01-16,3.0303
2014-01-27,-16.7004
2014-02-03,-5.016
2014-02-04,-1.4916
2014-02-10,3.3962
2014-02-12,-3.2847
2014-02-25,-1.1320999999999999
2014-02-28,-1.5267
2014-03-13,-12.7907
2014-03-18,6.2222
2014-03-21,2.9289
2014-03-28,6.0976
2014-04-04,-11.8774
2014-04-07,-0.8696
2014-04-09,0.0
2014-04-15,-6.1404
2014-04-16,1.4019
2014-04-21,-0.9217
2014-05-02,-4.6512
2014-05-09,-0.9756
2014-05-15,3.4483
2014-05-19,-3.8095
2014-05-20,-8.4158
2014-05-28,-2.1622
2014-05-29,-1.105
2014-05-30,-0.5587
2014-06-02,-2.802
2014-06-03,-3.4752
2014-06-04,-5.9955
2014-06-06,1.2819
2014-06-09,-2.5157
2014-06-11,-8.3871
2014-06-12,0.0
2014-06-16,-15.493
2014-06-17,0.8333
2014-06-20,4.9587
2014-06-23,-3.1496
2014-06-24,-4.065
2014-06-27,4.2373
2014-07-03,17.0732
2014-07-07,-3.4722
2014-07-08,3.5971
2014-07-09,-9.0278
2014-07-10,0.0
2014-07-11,-5.3435
2014-07-14,2.4194
2014-07-15,0.7874
2014-07-16,3.9063
2014-07-17,-5.2632
2014-07-18,-1.5873
2014-07-21,-3.2258
2014-07-25,0.0
2014-07-29,5.8333
2014-07-30,0.7874
2014-07-31,-5.4688
2014-08-01,-8.2645
2014-08-04,-9.9099
2014-08-05,-16.0
2014-08-06,0.7738
2014-08-07,-5.4932
2014-08-08,1.25
2014-08-12,-19.7531
2014-08-13,-11.9231
2014-08-15,13.5371
2014-08-18,4.6154
2014-08-19,-13.9706
2014-08-22,4.2735
2014-08-26,-6.5574
2014-08-27,-7.0175
2014-08-28,0.0
2014-09-03,-3.5849
2014-09-05,-11.9374
2014-09-08,0.0
2014-09-09,-13.3333
2014-09-11,-2.3077
2014-09-12,-23.8845
2014-09-15,6.8966
2014-09-16,25.8065
2014-09-18,5.1282
2014-09-22,0.0
2014-09-25,-9.7561
2014-09-30,-13.5135
2014-10-01,-3.125
2014-10-03,-12.9032
2014-10-15,3.7037
2014-10-21,14.2857
2014-10-22,0.0
2014-10-24,-15.0
2014-10-27,2.9412000000000003
2014-10-28,0.0
2014-10-29,-10.7143
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,-4.0
2014-11-04,-8.3333
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,-27.2727
2014-11-12,43.75
2014-11-13,-4.3478
2014-11-14,-4.5455
2014-11-18,-23.8095
2014-11-20,18.75
2014-11-21,-15.7895
2014-11-24,-6.25
2014-11-25,0.0
2014-11-26,-33.3333
2014-11-28,-50.0
2014-12-01,200.0
2014-12-02,0.0
2014-12-03,-35.0
2014-12-22,-48.7179
2014-12-24,0.0
2015-01-06,220.0
2015-01-07,0.0
2015-01-22,-78.75
2015-01-26,-41.1765
2015-01-30,-50.0
2015-02-02,-80.0
2015-02-03,1900.0
2015-02-06,-25.0
2015-02-17,-50.0
2015-02-18,-26.6667
2015-02-20,9.0909
2015-02-25,-16.6667
2015-02-26,0.0
2015-03-02,50.0
2015-03-03,0.0
2015-03-12,-32.5
2015-03-13,-30.8642
2015-03-16,42.8571
2015-03-17,-25.0
2015-03-18,100.0
2015-03-19,0.0
2015-03-30,0.0
2015-04-06,-92.5
2015-04-16,77.7778
2015-04-17,0.0
2015-04-21,0.0
2015-04-22,6.25
2015-04-24,0.0
2015-04-28,8.8235
2015-04-30,29.7297
2015-05-01,33.3333
2015-05-06,25.0
2015-05-12,1660.0
2015-05-14,-87.5
2015-05-15,-45.4545
2015-05-21,100.0
2015-05-26,100.0
2015-06-04,-91.6667
2015-06-08,6.25
2015-06-09,32.3529
2015-06-10,6.6667
2015-06-11,0.0
2015-06-15,16.6667
2015-06-16,-17.8571
2015-06-17,15.2174
2015-07-16,-58.4906
2015-07-27,45.4545
2015-07-30,-25.0
2015-08-03,33.3333
2015-08-12,0.0
2015-08-18,25.0
2015-08-20,0.0
2015-08-21,-40.0
2015-08-27,0.0
2015-09-02,66.6667
2015-09-03,-40.0
2015-09-09,66.6667
2015-09-11,-40.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-24,0.0
2015-09-25,66.6667
2015-09-30,0.0
2015-10-09,-40.0
2015-10-14,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-26,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-09,0.0
2015-11-13,0.0
2015-11-18,0.0
2015-11-27,33.3333
2015-12-03,25.0
2015-12-08,-40.0
2015-12-09,-20.8333
2015-12-21,0.0
2015-12-22,0.0
2015-12-30,0.0
2016-01-15,0.0
2016-01-25,0.0
2016-03-21,0.0
2016-03-23,0.0
2016-05-19,0.0
2016-05-24,0.0
2016-06-20,0.0
2016-08-01,0.0
2016-08-05,0.0
2016-08-19,0.0
2016-08-23,0.0
2016-08-31,57.8947
2016-09-13,-23.3333
2016-09-16,0.0
2016-09-30,-17.3913
2016-10-11,0.0
2016-10-19,0.0
2016-10-24,0.0
2016-10-27,0.0
2016-11-03,0.0
2016-11-08,0.0
2016-11-10,0.0
2016-11-25,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-13,0.0
2016-12-21,152.6316
2016-12-30,-6.25
2017-02-09,2.2222
2017-02-10,4.3478
2017-02-17,0.0
2017-02-21,-4.1667
2017-02-27,0.0
2017-03-03,-6.5217
2017-03-07,0.0
2017-03-16,-2.3256
2017-03-24,14.2857
2017-03-30,-10.4167
2017-03-31,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-12,0.0
2017-04-17,86.0465
2017-04-18,-35.0
2017-04-20,53.8462
2017-04-24,-2.5
2017-05-04,0.0
2017-05-05,0.0
2017-05-24,2.5641
2017-05-30,0.0
2017-05-31,-46.25
2017-06-26,0.4651
2017-07-24,0.0
2017-08-09,48.1481
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-17,-32.5
2017-08-22,48.1481
2017-08-30,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-12,0.0
2017-10-09,0.0
2017-10-16,0.0
2017-10-27,-12.5
2017-11-02,14.2857
2017-11-07,-12.5
2017-11-10,0.0
2017-11-13,0.0
2017-11-20,0.0
2017-11-21,-42.8571
2017-11-22,0.0
2017-12-04,75.0
2017-12-07,-42.8571
2017-12-15,50.0
2017-12-22,-33.3333
2017-12-27,-30.0
2018-01-02,-64.2857
2018-01-03,0.0
2018-01-25,100.0
2018-04-12,200.0
2018-04-18,-83.3333
2018-05-02,20.0
2018-06-04,0.0
2018-06-14,0.0
2018-06-28,0.0
2018-07-12,0.0
2018-07-24,0.0
2018-08-09,0.0
2018-09-24,400.0
2018-10-10,-40.0
2018-10-15,-66.6667
2018-10-16,983.3333
2018-10-24,-92.3077
2018-11-09,1200.0
2018-11-12,-93.8462
2018-11-23,1525.0
2018-12-28,-30.7692
2018-12-31,0.0
2019-01-02,-2.2222
2019-01-04,0.0
2019-01-15,0.0
2019-01-16,0.0
2019-01-18,-20.4545
2019-01-23,0.0
2019-01-24,0.0
2019-01-28,-82.8571
2019-01-30,483.3333
2019-01-31,-4.1429
2019-02-04,4.3219
2019-02-05,0.0
2019-02-06,-82.8571
2019-02-08,483.3333
2019-02-15,0.0
2019-02-21,-85.7143
2019-02-22,600.0
2019-03-21,0.0
2019-04-01,-47.1429
2019-04-02,89.1892
2019-04-08,0.0
2019-04-15,0.0
2019-05-03,0.0
2019-05-09,0.0
2019-06-17,-14.2857
2019-08-19,0.0
2019-08-30,0.0
2019-10-21,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-11-08,-93.3333
2019-11-12,0.0
2019-11-13,1400.0
2019-11-20,-93.3333
2019-11-22,-50.0
2019-11-25,2900.0
2019-11-26,-93.3333
2019-12-04,1400.0
2019-12-16,0.0
2019-12-20,0.0
2020-01-10,0.0
2020-01-14,-90.0
2020-01-17,900.0
2020-01-28,0.0
2020-02-14,-90.0
2020-02-24,900.0
2020-03-04,0.0
2020-03-10,-90.0
2020-03-20,900.0
2020-03-23,50.0
2020-03-24,-11.1111
2020-03-25,25.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,10.0
2020-04-02,-9.0909
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-15,0.0
2020-04-16,10.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-23,-9.0909
2020-04-29,10.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-14,0.0
2020-05-15,-5.4545
2020-05-19,0.0
2020-06-02,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-17,0.0
2020-06-23,-5.7692
2020-06-25,0.0
2020-07-07,-69.3878
2020-07-08,226.6667
2020-07-09,-83.6735
2020-07-15,350.0
2020-07-16,-33.3333
2020-07-21,-66.6667
2020-07-22,200.0
2020-07-31,0.0
