ticker,FUV US Equity
2018-02-12,-4.4444
2018-02-13,0.9967
2018-02-14,0.0
2018-02-15,-5.5921
2018-02-16,0.6969
2018-02-20,-1.0381
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.6993
2018-02-26,0.0
2018-02-27,-1.0382
2018-02-28,-1.7578
2018-03-01,5.7143
2018-03-02,0.0
2018-03-05,1.3514
2018-03-06,-3.3333
2018-03-07,3.4483
2018-03-08,1.3333
2018-03-09,1.6447
2018-03-12,0.0
2018-03-13,4.5306999999999995
2018-03-14,-6.8111
2018-03-15,2.6578
2018-03-16,9.3851
2018-03-19,-7.9882
2018-03-20,-0.5177
2018-03-21,1.9489999999999998
2018-03-22,-1.0843
2018-03-23,2.5641
2018-03-26,6.25
2018-03-27,-9.4118
2018-03-28,2.5974
2018-03-29,2.8481
2018-04-02,1.6338
2018-04-03,0.8144
2018-04-04,3.003
2018-04-05,-1.2012
2018-04-06,-7.3418
2018-04-09,1.5924
2018-04-10,-0.9404
2018-04-11,-5.0633
2018-04-12,0.0
2018-04-13,-1.0
2018-04-16,-2.3232
2018-04-17,-0.0345
2018-04-18,-3.4483
2018-04-19,0.0
2018-04-20,0.3571
2018-04-23,1.7793999999999999
2018-04-24,1.4126
2018-04-25,3.765
2018-04-26,-5.9676
2018-04-27,0.7067
2018-04-30,-1.4035
2018-05-01,6.0498
2018-05-02,-3.5235
2018-05-03,-1.913
2018-05-04,-3.9007
2018-05-07,0.0
2018-05-08,-0.738
2018-05-09,5.948
2018-05-10,-4.5614
2018-05-11,8.8235
2018-05-14,-5.4054
2018-05-15,1.375
2018-05-16,-3.4701
2018-05-17,4.0146
2018-05-18,3.5088
2018-05-21,6.7797
2018-05-22,3.8095
2018-05-23,-0.9174
2018-05-24,-5.5556
2018-05-25,2.2876
2018-05-29,-6.7093
2018-05-30,3.0822
2018-05-31,1.9933999999999998
2018-06-01,2.2801
2018-06-04,-1.2739
2018-06-05,-1.2903
2018-06-06,-1.3072
2018-06-07,-0.6623
2018-06-08,0.3333
2018-06-11,-11.2957
2018-06-12,4.1199
2018-06-13,-1.7986
2018-06-14,0.3663
2018-06-15,17.8832
2018-06-18,21.3622
2018-06-19,-9.4388
2018-06-20,26.1972
2018-06-21,-10.7143
2018-06-22,2.75
2018-06-25,4.1363
2018-06-26,1.4019
2018-06-27,-0.2304
2018-06-28,1.6166
2018-06-29,-3.1818
2018-07-02,0.4695
2018-07-03,1.986
2018-07-05,1.0309
2018-07-06,6.1224
2018-07-09,-8.547
2018-07-10,-3.0374
2018-07-11,-0.9639
2018-07-12,-1.2165
2018-07-13,0.9852
2018-07-16,-0.2439
2018-07-17,-0.2445
2018-07-18,-2.1176
2018-07-19,-6.0998
2018-07-20,8.8
2018-07-23,-2.6985
2018-07-24,-5.5392
2018-07-25,4.0
2018-07-26,-5.641
2018-07-27,-2.4457
2018-07-30,3.6212
2018-07-31,-2.1505
2018-08-01,-2.4725
2018-08-02,3.9436999999999998
2018-08-03,0.271
2018-08-06,1.8919000000000001
2018-08-07,-0.5305
2018-08-08,5.3333
2018-08-09,-4.557
2018-08-10,3.4483
2018-08-13,-2.5641
2018-08-14,1.6632
2018-08-15,-2.6714
2018-08-16,2.9255
2018-08-17,3.3592
2018-08-20,-3.25
2018-08-21,6.7183
2018-08-22,6.7797
2018-08-23,0.2268
2018-08-24,-0.4525
2018-08-27,-1.1364
2018-08-28,1.1494
2018-08-29,-1.3636
2018-08-30,1.3825
2018-08-31,-1.5909
2018-09-04,-1.1547
2018-09-05,-5.3738
2018-09-06,-2.963
2018-09-07,5.0076
2018-09-10,-1.1341
2018-09-11,7.8431
2018-09-12,-6.5908999999999995
2018-09-13,-1.2165
2018-09-14,2.2167
2018-09-17,-2.1687
2018-09-18,8.3744
2018-09-19,-3.4091
2018-09-20,3.0588
2018-09-21,-10.5023
2018-09-24,4.5918
2018-09-25,-0.4878
2018-09-26,-1.7157
2018-09-27,4.7382
2018-09-28,-11.9048
2018-10-01,1.3514
2018-10-02,-0.5333
2018-10-03,-3.4853
2018-10-04,0.5556
2018-10-05,1.9337
2018-10-08,0.813
2018-10-09,5.914
2018-10-10,-9.8985
2018-10-11,9.5775
2018-10-12,-1.3548
2018-10-15,-6.184
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,1.3889
2018-10-19,-1.6438000000000001
2018-10-22,1.6713
2018-10-23,-4.1096
2018-10-24,3.1429
2018-10-25,-7.2022
2018-10-26,-3.5821
2018-10-29,5.2632
2018-10-30,-6.7647
2018-10-31,-5.3628
2018-11-01,0.6667
2018-11-02,1.3245
2018-11-05,4.5752
2018-11-06,-0.9375
2018-11-07,-0.9464
2018-11-08,-1.2739
2018-11-09,-5.9355
2018-11-12,-0.8916
2018-11-13,0.346
2018-11-14,0.0
2018-11-15,2.7586
2018-11-16,-1.3423
2018-11-19,-21.7687
2018-11-20,-5.6522
2018-11-21,2.765
2018-11-23,-5.3812
2018-11-26,4.2654
2018-11-27,1.8182
2018-11-28,-9.8214
2018-11-29,3.9604
2018-11-30,2.3810000000000002
2018-12-03,2.3256
2018-12-04,0.4545
2018-12-06,4.9774
2018-12-07,-6.0345
2018-12-10,-4.5872
2018-12-11,-2.4038
2018-12-12,-1.4778
2018-12-13,-4.5
2018-12-14,12.5654
2018-12-17,-6.5116
2018-12-18,0.0
2018-12-19,1.99
2018-12-20,0.0
2018-12-21,-5.8537
2018-12-24,7.2539
2018-12-26,-2.4154999999999998
2018-12-27,-0.495
2018-12-28,18.9055
2018-12-31,12.1339
2019-01-02,17.9104
2019-01-03,-1.8987
2019-01-04,-3.5484
2019-01-07,1.0033
2019-01-08,15.894
2019-01-09,-8.857099999999999
2019-01-10,0.9404
2019-01-11,4.8137
2019-01-14,-0.7407
2019-01-15,4.4776
2019-01-16,-0.1971
2019-01-17,-0.0887
2019-01-18,1.4327
2019-01-22,-5.3672
2019-01-23,-3.5821
2019-01-24,-0.3127
2019-01-25,0.0031
2019-01-28,1.8634
2019-01-29,-7.3171
2019-01-30,0.7039
2019-01-31,-1.3523
2019-02-01,2.649
2019-02-04,10.9677
2019-02-05,-0.5814
2019-02-06,-2.6316
2019-02-07,-1.5015
2019-02-08,-0.9146
2019-02-11,1.2308
2019-02-12,-2.7356
2019-02-13,6.25
2019-02-14,108.8235
2019-02-15,-31.2676
2019-02-19,2.0492
2019-02-20,-7.6305
2019-02-21,-2.1739
2019-02-22,-5.3333
2019-02-25,-0.939
2019-02-26,1.1848
2019-02-27,5.1522
2019-02-28,-7.1269
2019-03-01,6.4748
2019-03-04,0.4505
2019-03-05,2.0179
2019-03-06,-4.1758
2019-03-07,2.7523
2019-03-08,-3.3482
2019-03-11,2.5404
2019-03-12,-1.1261
2019-03-13,-0.4556
2019-03-14,-1.1442
2019-03-15,-3.7037
2019-03-18,0.0
2019-03-19,-6.4904
2019-03-20,10.5398
2019-03-21,9.5349
2019-03-22,6.1571
2019-03-25,-4.4
2019-03-26,-2.0921
2019-03-27,-3.4188
2019-03-28,5.531
2019-03-29,0.6289
2019-04-01,-3.3333
2019-04-02,7.7586
2019-04-03,3.4
2019-04-04,-12.5725
2019-04-05,-1.5487
2019-04-08,-3.1461
2019-04-09,0.6961
2019-04-10,4.8387
2019-04-11,-1.3187
2019-04-12,-2.2272
2019-04-15,-1.139
2019-04-16,-8.9862
2019-04-17,-2.0253
2019-04-18,-1.8088
2019-04-22,1.8420999999999998
2019-04-23,2.584
2019-04-24,0.2519
2019-04-25,-5.7789
2019-04-26,2.9333
2019-04-29,-2.3316
2019-04-30,-1.8568
2019-05-01,-1.0811
2019-05-02,-2.459
2019-05-03,3.0812
2019-05-06,-4.0761
2019-05-07,2.6912000000000003
2019-05-08,0.4138
2019-05-09,-3.5714
2019-05-10,2.5641
2019-05-13,-7.2222
2019-05-14,-4.1916
2019-05-15,3.125
2019-05-16,-0.9091
2019-05-17,-2.1407
2019-05-20,0.3125
2019-05-21,-4.3614
2019-05-22,-1.9544000000000001
2019-05-23,-1.9933999999999998
2019-05-24,0.0
2019-05-28,1.3559
2019-05-29,0.3344
2019-05-30,1.3333
2019-05-31,-3.2895
2019-06-03,-3.7415000000000003
2019-06-04,-1.4134
2019-06-05,-1.4337
2019-06-06,3.6364
2019-06-07,0.0
2019-06-10,0.3509
2019-06-11,-1.3986
2019-06-12,0.0
2019-06-13,1.7730000000000001
2019-06-14,-4.1812
2019-06-17,0.3636
2019-06-18,0.3623
2019-06-19,2.8881
2019-06-20,11.0526
2019-06-21,-1.7378
2019-06-24,-1.2862
2019-06-25,0.0
2019-06-26,0.9772
2019-06-27,0.9677
2019-06-28,3.5144
2019-07-01,-3.7037
2019-07-02,2.5641
2019-07-03,-2.5
2019-07-05,1.9231
2019-07-08,-0.6289
2019-07-09,7.9114
2019-07-10,-5.2786
2019-07-11,3.5728
2019-07-12,-4.0473
2019-07-15,-3.4268
2019-07-16,-0.9677
2019-07-17,0.3257
2019-07-18,-1.2987
2019-07-19,-1.9737
2019-07-22,1.3423
2019-07-23,2.3179
2019-07-24,0.3236
2019-07-25,1.129
2019-07-26,1.4354
2019-07-29,-3.1447
2019-07-30,-3.2468
2019-07-31,1.6779
2019-08-01,-0.9901
2019-08-02,-2.6667
2019-08-05,3.0822
2019-08-06,-3.6545
2019-08-07,3.4483
2019-08-08,-4.0
2019-08-09,3.4722
2019-08-12,-2.6846
2019-08-13,-0.3448
2019-08-14,-4.8443000000000005
2019-08-15,5.0909
2019-08-16,1.7301
2019-08-19,1.3605
2019-08-20,2.0134
2019-08-21,0.3289
2019-08-22,-0.6557
2019-08-23,0.33
2019-08-26,-2.9605
2019-08-27,1.0169
2019-08-28,-2.6846
2019-08-29,1.7241
2019-08-30,9.1525
2019-09-03,1.5528
2019-09-04,0.9174
2019-09-05,6.9697
2019-09-06,0.5666
2019-09-09,2.2535
2019-09-10,0.551
2019-09-11,-3.5616
2019-09-12,-2.8409
2019-09-13,-0.8772
2019-09-16,4.1298
2019-09-17,-2.8329
2019-09-18,-2.0408
2019-09-19,-0.4464
2019-09-20,-1.6442
2019-09-23,6.9909
2019-09-24,-4.8295
2019-09-25,0.0
2019-09-26,2.3881
2019-09-27,-6.414
2019-09-30,-2.8037
2019-10-01,-1.7628
2019-10-02,-3.752
2019-10-03,-4.4068
2019-10-04,-16.6667
2019-10-07,-3.4043
2019-10-08,0.0
2019-10-09,-3.9648
2019-10-10,-0.4587
2019-10-11,1.8433000000000002
2019-10-14,2.7149
2019-10-15,-1.1322
2019-10-16,-0.1916
2019-10-17,-2.2321
2019-10-18,-5.4795
2019-10-21,-1.4493
2019-10-22,0.4902
2019-10-23,-0.9756
2019-10-24,0.4926
2019-10-25,1.9607999999999999
2019-10-28,-1.4423
2019-10-29,1.9512
2019-10-30,-2.3923
2019-10-31,-9.3137
2019-11-01,1.0811
2019-11-04,0.5348
2019-11-05,2.1277
2019-11-06,11.9792
2019-11-07,-6.9767
2019-11-08,3.5
2019-11-11,-3.3816
2019-11-12,-1.0
2019-11-13,2.0202
2019-11-14,-2.9703
2019-11-15,-3.5714
2019-11-18,-4.7619
2019-11-19,17.7778
2019-11-20,2.3585
2019-11-21,3.6866
2019-11-22,-26.6667
2019-11-25,1.2121
2019-11-26,0.5988
2019-11-27,2.3810000000000002
2019-11-29,0.0
2019-12-02,-1.1628
2019-12-03,0.5882
2019-12-04,-2.924
2019-12-05,-0.6024
2019-12-06,2.4242
2019-12-09,-3.5503
2019-12-10,-3.0675
2019-12-11,-2.5316
2019-12-12,7.7922
2019-12-13,2.4096
2019-12-16,1.7647
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,-0.8671
2019-12-20,-3.7901
2019-12-23,3.6364
2019-12-24,-3.5088
2019-12-26,-0.6061
2019-12-27,1.2195
2019-12-30,-4.2169
2019-12-31,1.2579
2020-01-02,1.2422
2020-01-03,2.454
2020-01-06,-1.1976
2020-01-07,1.2061
2020-01-08,-1.7905
2020-01-09,-1.8293
2020-01-10,-1.2422
2020-01-13,3.7736
2020-01-14,-1.2121
2020-01-15,-1.8405
2020-01-16,1.875
2020-01-17,-0.6135
2020-01-21,0.0
2020-01-22,-0.6296
2020-01-23,0.6336
2020-01-24,1.8519
2020-01-27,-3.0303
2020-01-28,0.3125
2020-01-29,0.3115
2020-01-30,0.0
2020-01-31,0.6211
2020-02-03,1.8519
2020-02-04,9.0909
2020-02-05,-2.7778
2020-02-06,-3.4286
2020-02-07,3.5503
2020-02-10,-0.5714
2020-02-11,-1.7241
2020-02-12,0.5848
2020-02-13,-1.1628
2020-02-14,0.5882
2020-02-18,2.3392
2020-02-19,2.2857
2020-02-20,1.1173
2020-02-21,0.0
2020-02-24,-3.8674
2020-02-25,-6.8966
2020-02-26,1.2346
2020-02-27,-7.3171
2020-02-28,-1.9737
2020-03-02,2.6846
2020-03-03,7.8431
2020-03-04,1.8182
2020-03-05,-4.7619
2020-03-06,-3.125
2020-03-09,-5.1613
2020-03-10,2.0408
2020-03-11,-2.88
2020-03-12,-10.7633
2020-03-13,-11.538499999999999
2020-03-16,-3.4783
2020-03-17,0.9009
2020-03-18,-13.7411
2020-03-19,19.0353
2020-03-20,6.9565
2020-03-23,-11.3821
2020-03-24,12.844
2020-03-25,-2.439
2020-03-26,4.1583
2020-03-27,-5.6885
2020-03-30,-3.2915
2020-03-31,0.8772
2020-04-01,-0.8696
2020-04-02,1.7544
2020-04-03,1.7241
2020-04-06,5.9322
2020-04-07,1.6
2020-04-08,-1.2598
2020-04-09,1.2759
2020-04-13,11.811
2020-04-14,2.8169
2020-04-15,6.1644
2020-04-16,-3.871
2020-04-17,1.3423
2020-04-20,17.2185
2020-04-21,-11.2994
2020-04-22,2.4459
2020-04-23,-0.5223
2020-04-24,9.375
2020-04-27,45.1429
2020-04-28,-8.0709
2020-04-29,1.0707
2020-04-30,-10.5932
2020-05-01,-6.6350999999999996
2020-05-04,11.1675
2020-05-05,-0.9132
2020-05-06,11.0599
2020-05-07,-4.5643
2020-05-08,3.4783
2020-05-11,3.7815
2020-05-12,-4.8583
2020-05-13,-4.2553
2020-05-14,-2.2222
2020-05-15,0.4545
2020-05-18,5.4299
2020-05-19,-1.2876
2020-05-20,-0.4348
2020-05-21,-1.7467000000000001
2020-05-22,0.8889
2020-05-26,0.8811
2020-05-27,0.4367
2020-05-28,-1.3043
2020-05-29,0.0
2020-06-01,6.1674
2020-06-02,0.4149
2020-06-03,0.8264
2020-06-04,8.6066
2020-06-05,2.6414999999999997
2020-06-08,-3.6765
2020-06-09,26.3359
2020-06-10,4.8338
2020-06-11,-14.6974
2020-06-12,5.0676
2020-06-15,8.3601
2020-06-16,2.3739
2020-06-17,0.0
2020-06-18,3.4783
2020-06-19,0.0
2020-06-22,10.6443
2020-06-23,7.8481
2020-06-24,4.4601
2020-06-25,-0.4494
2020-06-26,-1.3544
2020-06-29,26.5446
2020-06-30,-3.7975
2020-07-01,2.4436
2020-07-02,25.1376
2020-07-06,5.5718
2020-07-07,6.6667
2020-07-08,3.9063
2020-07-09,-6.5163
2020-07-10,-4.8257
2020-07-13,-24.2254
2020-07-14,17.2862
2020-07-15,-0.9509
2020-07-16,-1.6
2020-07-17,-6.5041
2020-07-20,3.4783
2020-07-21,1.1764999999999999
2020-07-22,1.1628
2020-07-23,-3.4483
2020-07-24,0.1701
2020-07-27,-5.6027000000000005
2020-07-28,1.259
2020-07-29,1.5986
2020-07-30,5.5944
2020-07-31,-7.6159
