ticker,ESTA US Equity
2018-12-06,0.5289
2018-12-07,-0.7892
2018-12-10,-4.1288
2018-12-11,-1.7384
2018-12-12,-6.1118
2018-12-13,0.4711
2018-12-14,0.682
2018-12-17,-3.8103
2018-12-18,-2.1127
2018-12-19,3.3723
2018-12-20,-0.8264
2018-12-21,-2.9386
2018-12-24,-0.8825
2018-12-26,9.6892
2018-12-27,11.6791
2018-12-28,-3.7961
2018-12-31,6.0735
2019-01-02,2.1152
2019-01-03,-7.1429
2019-01-04,0.0385
2019-01-07,3.7293
2019-01-08,-4.1883
2019-01-09,0.6576
2019-01-10,5.6111
2019-01-11,-0.2911
2019-01-14,-3.9051
2019-01-15,1.3293
2019-01-16,1.8366
2019-01-17,-1.5826
2019-01-18,-0.1496
2019-01-22,2.2846
2019-01-23,-1.1351
2019-01-24,-1.3704
2019-01-25,3.4548
2019-01-28,-1.9964
2019-01-29,1.1111
2019-01-30,-0.6227
2019-01-31,-2.2853
2019-02-01,0.6035
2019-02-04,-1.3498
2019-02-05,2.5086
2019-02-06,-4.2269
2019-02-07,2.0132
2019-02-08,-1.6319
2019-02-11,0.3858
2019-02-12,-2.3444
2019-02-13,0.1574
2019-02-14,-1.3752
2019-02-15,2.2311
2019-02-19,0.0
2019-02-20,2.2993
2019-02-21,-0.1905
2019-02-22,-0.7252
2019-02-25,1.1534
2019-02-26,1.1403
2019-02-27,-2.6306000000000003
2019-02-28,-1.3508
2019-03-01,4.8513
2019-03-04,-0.2985
2019-03-05,1.4222000000000001
2019-03-06,-3.69
2019-03-07,2.4521
2019-03-08,0.4114
2019-03-11,1.1173
2019-03-12,0.0368
2019-03-13,3.0191
2019-03-14,-0.4289
2019-03-15,0.1795
2019-03-18,-1.6122999999999998
2019-03-19,0.1821
2019-03-20,2.7626
2019-03-21,-4.4924
2019-03-22,-1.1481
2019-03-25,-2.0232
2019-03-26,-5.8945
2019-03-27,2.1188
2019-03-28,1.4723
2019-03-29,-5.7255
2019-04-01,5.1997
2019-04-02,-4.5077
2019-04-03,-0.3313
2019-04-04,-0.7478
2019-04-05,4.3114
2019-04-08,0.3612
2019-04-09,-2.2391
2019-04-10,-3.8446
2019-04-11,-9.9532
2019-04-12,3.9679
2019-04-15,0.318
2019-04-16,0.9964
2019-04-17,-0.4484
2019-04-18,5.0901
2019-04-22,-1.0287
2019-04-23,0.9095
2019-04-24,-0.6009
2019-04-25,9.0242
2019-04-26,4.7129
2019-04-29,-0.6051
2019-04-30,-4.376
2019-05-01,-0.5173
2019-05-02,1.92
2019-05-03,2.0016
2019-05-06,2.8087999999999997
2019-05-07,-0.6737
2019-05-08,-0.7536
2019-05-09,0.3797
2019-05-10,-0.1513
2019-05-13,0.1515
2019-05-14,-0.3782
2019-05-15,0.7593
2019-05-16,0.7159
2019-05-17,-2.3943
2019-05-20,0.6133
2019-05-21,-1.9428999999999998
2019-05-22,-5.0505
2019-05-23,-5.7692
2019-05-24,5.6882
2019-05-28,-1.0271
2019-05-29,-2.5737
2019-05-30,-0.6391
2019-05-31,-2.0154
2019-06-03,0.8753
2019-06-04,1.0412
2019-06-05,-2.3186
2019-06-06,-2.3297
2019-06-07,3.4203
2019-06-10,-2.5239000000000003
2019-06-11,1.1161
2019-06-12,-1.5011
2019-06-13,-1.1654
2019-06-14,0.4082
2019-06-17,-0.6323
2019-06-18,2.0455
2019-06-19,0.0445
2019-06-20,0.4452
2019-06-21,-1.3740999999999999
2019-06-24,-1.7528000000000001
2019-06-25,-1.0979
2019-06-26,-2.8677
2019-06-27,0.0476
2019-06-28,4.6644
2019-07-01,-2.3192
2019-07-02,-2.5140000000000002
2019-07-03,0.7163
2019-07-05,-0.9009
2019-07-08,3.8756
2019-07-09,-1.1976
2019-07-10,-2.5641
2019-07-11,7.3684
2019-07-12,2.5401
2019-07-15,-0.0435
2019-07-16,1.1304
2019-07-17,-0.4729
2019-07-18,-0.5616
2019-07-19,0.2606
2019-07-22,0.3466
2019-07-23,1.0363
2019-07-24,1.1111
2019-07-25,-1.1834
2019-07-26,5.3464
2019-07-29,3.9789
2019-07-30,-1.4057
2019-07-31,-1.1485
2019-08-01,1.6425999999999998
2019-08-02,-3.0351
2019-08-05,-0.813
2019-08-06,-3.9754
2019-08-07,-0.8109
2019-08-08,0.7745
2019-08-09,-1.5798
2019-08-12,0.4338
2019-08-13,-2.635
2019-08-14,-2.6619
2019-08-15,-0.866
2019-08-16,-4.8736
2019-08-19,-3.3349
2019-08-20,0.65
2019-08-21,4.1232
2019-08-22,0.0954
2019-08-23,-2.3832
2019-08-26,-0.4395
2019-08-27,-1.9127
2019-08-28,0.85
2019-08-29,-0.8428
2019-08-30,-0.6
2019-09-03,-3.0181
2019-09-04,-6.6909
2019-09-05,1.5564
2019-09-06,0.6021
2019-09-09,4.1349
2019-09-10,0.1567
2019-09-11,8.3464
2019-09-12,0.1444
2019-09-13,0.6731
2019-09-16,-1.0267
2019-09-17,0.0241
2019-09-18,-1.8331
2019-09-19,-0.8845
2019-09-20,-0.942
2019-09-23,0.1001
2019-09-24,-1.25
2019-09-25,-0.6582
2019-09-26,-3.3639
2019-09-27,-2.1097
2019-09-30,1.8858000000000001
2019-10-01,1.0576
2019-10-02,-3.5060000000000002
2019-10-03,-0.2169
2019-10-04,0.4348
2019-10-07,8.2251
2019-10-08,-8.35
2019-10-09,-2.8914
2019-10-10,-2.6966
2019-10-11,4.5035
2019-10-14,-3.7016999999999998
2019-10-15,1.2622
2019-10-16,3.3994
2019-10-17,3.2329
2019-10-18,-1.38
2019-10-21,0.4306
2019-10-22,-2.2508
2019-10-23,0.8224
2019-10-24,0.0
2019-10-25,-0.435
2019-10-28,0.7646
2019-10-29,0.271
2019-10-30,-0.5405
2019-10-31,0.8152
2019-11-01,4.9056999999999995
2019-11-04,3.8026999999999997
2019-11-05,3.6634
2019-11-06,-0.9551
2019-11-07,3.4233000000000002
2019-11-08,6.993
2019-11-11,3.3551
2019-11-12,-0.253
2019-11-13,-0.0423
2019-11-14,0.4228
2019-11-15,0.3368
2019-11-18,-0.6714
2019-11-19,-0.5492
2019-11-20,-2.124
2019-11-21,-2.474
2019-11-22,0.534
2019-11-25,-0.7968
2019-11-26,5.1316
2019-11-27,2.0374
2019-11-29,0.416
2019-12-02,-2.4027
2019-12-03,1.7827
2019-12-04,-0.2919
2019-12-05,2.0494
2019-12-06,2.8279
2019-12-09,3.9059
2019-12-10,-1.5343
2019-12-11,-0.3506
2019-12-12,-0.0782
2019-12-13,-0.4304
2019-12-16,-0.5501
2019-12-17,0.158
2019-12-18,2.0513
2019-12-19,0.3865
2019-12-20,-0.0385
2019-12-23,5.0462
2019-12-24,-0.44
2019-12-26,0.8103
2019-12-27,-1.023
2019-12-30,0.2215
2019-12-31,1.8784999999999998
2020-01-02,0.2892
2020-01-03,2.6316
2020-01-06,-0.3161
2020-01-07,0.3524
2020-01-08,0.2107
2020-01-09,1.5417
2020-01-10,-0.8972
2020-01-13,-0.8008
2020-01-14,-1.6146
2020-01-15,-2.1406
2020-01-16,1.2395
2020-01-17,-1.2964
2020-01-21,-1.7147000000000001
2020-01-22,0.7424
2020-01-23,0.2211
2020-01-24,-3.2353
2020-01-27,-0.3799
2020-01-28,0.5721
2020-01-29,0.7584
2020-01-30,1.2044
2020-01-31,1.4504000000000001
2020-02-03,2.6393
2020-02-04,-0.75
2020-02-05,-2.0151
2020-02-06,-2.1667
2020-02-07,-3.1156
2020-02-10,-0.3874
2020-02-11,-0.5445
2020-02-12,-0.6648
2020-02-13,-1.4567
2020-02-14,-0.7591
2020-02-18,-0.3623
2020-02-19,0.5657
2020-02-20,-1.0044
2020-02-21,-2.9627
2020-02-24,-5.5625
2020-02-25,-10.0089
2020-02-26,1.7717
2020-02-27,-3.1915
2020-02-28,1.049
2020-03-02,-1.4828999999999999
2020-03-03,-3.3116
2020-03-04,6.9538
2020-03-05,-3.3964
2020-03-06,-4.1688
2020-03-09,-11.8973
2020-03-10,-4.4021
2020-03-11,-5.725
2020-03-12,-10.363
2020-03-13,2.7246
2020-03-16,-8.3154
2020-03-17,13.9953
2020-03-18,-48.1481
2020-03-19,54.7619
2020-03-20,-0.3419
2020-03-23,-0.7719
2020-03-24,8.8159
2020-03-25,1.5886
2020-03-26,3.9875
2020-03-27,3.7594
2020-03-30,-0.7246
2020-03-31,5.4745
2020-04-01,-9.2042
2020-04-02,-4.7256
2020-04-03,-6.16
2020-04-06,7.1611
2020-04-07,8.3532
2020-04-08,2.1292
2020-04-09,3.0913
2020-04-13,-3.2078
2020-04-14,3.0259
2020-04-15,-2.0979
2020-04-16,1.7856999999999998
2020-04-17,11.0175
2020-04-20,-9.7977
2020-04-21,4.7652
2020-04-22,3.0769
2020-04-23,0.7787
2020-04-24,7.2762
2020-04-27,6.7827
2020-04-28,5.0028
2020-04-29,-3.2655
2020-04-30,-3.2651
2020-05-01,-9.3822
2020-05-04,0.5682
2020-05-05,12.5549
2020-05-06,-0.1673
2020-05-07,0.0559
2020-05-08,2.8476
2020-05-11,-2.2258
2020-05-12,-0.111
2020-05-13,-4.2802
2020-05-14,1.3357
2020-05-15,-5.788
2020-05-18,3.7713
2020-05-19,-6.272
2020-05-20,7.0669
2020-05-21,6.6589
2020-05-22,-2.793
2020-05-26,2.1972
2020-05-27,3.1422
2020-05-28,5.6654
2020-05-29,-0.4552
2020-06-01,1.4736
2020-06-02,1.6524999999999999
2020-06-03,2.266
2020-06-04,-6.5992
2020-06-05,6.4466
2020-06-08,-1.5019
2020-06-09,-4.8697
2020-06-10,-5.3775
2020-06-11,-7.1585
2020-06-12,6.2978
2020-06-15,-6.0908
2020-06-16,4.658
2020-06-17,1.6338
2020-06-18,-2.9379
2020-06-19,0.2284
2020-06-22,0.4558
2020-06-23,1.8151000000000002
2020-06-24,-4.0669
2020-06-25,-0.2904
2020-06-26,-0.8154
2020-06-29,1.3506
2020-06-30,8.2271
2020-07-01,0.9101
2020-07-02,-1.8568
2020-07-06,-4.973
2020-07-07,1.8203
2020-07-08,-9.7765
2020-07-09,1.3003
2020-07-10,-5.2567
2020-07-13,1.0323
2020-07-14,-3.129
2020-07-15,10.2835
2020-07-16,-2.8691
2020-07-17,-0.5538
2020-07-20,4.0842
2020-07-21,-1.6052
2020-07-22,-0.423
2020-07-23,1.0316
2020-07-24,0.961
2020-07-27,-2.1416
2020-07-28,-0.7903
2020-07-29,6.8627
2020-07-30,1.4335
2020-07-31,1.7524
