ticker,AVGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-24,400.0
2006-11-27,40.0
2006-11-28,-42.2857
2006-12-05,-5.9406
2006-12-06,31.5789
2006-12-07,-20.0
2006-12-13,5.0
2007-01-08,0.0
2007-01-10,-28.5714
2007-01-11,-46.6667
2007-01-17,80.0
2007-01-18,4.1667
2007-01-23,0.0
2007-02-01,-13.3333
2007-02-02,-7.6923
2007-02-06,-8.3333
2007-02-08,9.0909
2007-02-14,-41.6667
2007-02-23,71.4286
2007-02-26,-16.6667
2007-02-27,20.0
2007-03-05,0.0
2007-03-07,66.6667
2007-03-08,-35.0
2007-03-13,0.0
2007-03-29,-7.6923
2007-04-03,-33.3333
2007-04-23,47.5
2007-04-24,-49.1525
2007-04-30,0.0
2007-05-02,166.6667
2007-05-03,-56.25
2007-05-09,0.0
2007-05-10,85.7143
2007-05-11,-53.8462
2007-05-18,0.0
2007-05-23,-16.6667
2007-05-25,8.0
2007-05-30,-7.4074
2007-06-01,0.0
2007-06-05,20.0
2007-06-07,-16.6667
2007-06-13,-16.0
2007-06-29,138.0952
2007-07-23,-58.0
2007-08-17,-4.7619
2007-08-21,-15.0
2007-08-28,5.8824
2007-09-06,44.4444
2007-09-10,-38.4615
2007-09-11,62.5
2007-09-25,0.0
2007-10-09,0.0
2007-11-27,-42.3077
2007-11-29,-23.3333
2007-11-30,-11.1413
2007-12-12,-21.7125
2007-12-13,-25.0
2008-01-03,50.0
2008-01-07,33.3333
2008-01-08,0.0
2008-01-14,-33.3333
2008-01-15,0.0
2008-01-16,12.5
2008-01-17,-11.1111
2008-01-18,0.0
2008-01-22,0.0
2008-02-22,0.0
2008-03-20,50.0
2008-04-01,0.0
2008-05-22,-25.0
2008-05-27,44.4444
2008-05-28,-23.0769
2008-05-29,0.0
2008-05-30,0.0
2008-06-03,0.0
2008-06-11,30.0
2008-06-18,-23.0769
2008-06-20,30.0
2008-07-14,-23.0769
2008-07-28,30.0
2008-07-31,-23.0769
2008-09-23,0.0
2008-10-08,-10.0
2008-10-23,-44.4444
2008-10-31,-80.0
2008-11-17,300.0
2008-11-18,-25.0
2008-12-22,-33.3333
2008-12-30,0.0
2009-01-08,0.0
2009-01-30,50.0
2009-02-10,-33.3333
2009-03-18,50.0
2009-03-25,0.0
2009-04-03,0.0
2009-04-07,0.0
2009-05-18,66.6667
2009-05-19,300.0
2009-05-20,20.0
2009-05-21,-37.5
2009-05-22,0.0
2009-06-15,6.6667
2009-06-16,-25.0
