ticker,AVGG US Equity
2009-06-26,108.3333
2009-07-01,-50.875
2009-07-14,-30.7888
2009-07-15,-2.5735
2009-07-16,20.7547
2009-07-27,10.0
2009-07-28,63.6364
2009-08-06,10.4514
2009-08-07,-38.227
2009-08-19,22.1374
2009-09-08,-6.6667
2009-09-09,-76.5625
2009-09-17,384.0
2009-09-25,-37.0327
2009-10-01,48.8125
2009-10-05,6.7199
2009-10-21,-37.0327
2009-10-22,58.8125
2009-10-26,-6.2967
2009-11-02,-30.9114
2009-11-03,44.7416
2009-11-20,0.798
2009-11-24,0.0
2009-11-30,0.0
2009-12-09,-3.3333
2009-12-14,-10.3448
2009-12-15,16.1538
2009-12-16,1.2003
2009-12-17,0.0
2009-12-28,0.0
2009-12-31,0.0
2010-01-13,30.1022
2010-01-15,0.5973
2010-01-19,0.0
2010-01-29,0.0
2010-02-01,6.4062
2010-02-03,0.0
2010-02-04,-1.3216
2010-02-10,-22.4702
2010-03-09,4.4146
2010-03-10,47.0588
2010-03-18,-16.0
2010-04-12,-4.7619
2010-04-16,0.0
2010-04-30,25.0
2010-05-04,-12.0
2010-05-19,-18.1818
2010-06-16,1.5625
2010-06-24,-45.2991
2010-06-25,-50.0
2010-06-28,-14.375
2010-07-08,-6.5693
2010-08-02,12.5
2010-08-04,0.0
2010-08-11,-11.1111
2010-08-17,-12.5
2010-08-19,-14.2857
2010-09-15,0.0
2010-10-01,66.6667
2010-10-28,-10.0
2010-11-02,11.1111
2010-12-31,0.0
2011-01-13,-20.0
2011-01-26,-2.5
2011-02-02,0.0
2011-04-20,2.5641
2011-05-02,-52.9688
2011-06-16,-41.5282
2011-09-07,-9.0909
2011-09-27,10.0
2011-10-04,-9.0909
2011-12-29,-20.0
2012-01-11,212.5
2012-02-23,20.0
2012-02-28,-90.0
2012-04-05,133.3333
2012-04-09,328.5714
2012-04-10,0.0
2012-04-16,-76.6667
2012-04-17,0.0
2012-04-24,42.8571
2012-04-25,0.0
2012-05-17,18.125
2012-06-07,118.5185
2012-06-29,0.0
2012-07-10,-22.5182
2012-08-15,-69.0625
2012-08-17,223.2323
2012-09-10,-25.0
2012-09-14,-58.75
2012-11-20,-3.0303
2012-11-26,0.0
2012-12-03,0.0
2012-12-27,5.2083
2012-12-31,0.0
2013-02-11,-20.7921
2013-02-25,36.25
2013-03-25,193.578
2013-04-26,-64.375
2013-05-31,12.2807
2013-06-10,0.0
2013-06-13,12.5
2013-06-27,0.0
2013-07-02,-16.6667
2013-07-16,700.0
2013-07-17,41.6667
2013-07-25,-12.9412
2013-07-29,-27.027
2013-08-06,37.037
2013-08-20,-59.4595
2013-08-26,-25.0
2013-09-03,6.6667
2013-09-04,25.0
2013-09-10,-41.6667
2013-09-11,71.4286
2013-09-23,33.3333
2013-09-25,0.0
2013-09-27,-37.5
2013-09-30,60.0
2013-10-07,12.5
2013-10-16,-44.1667
2013-10-18,0.2488
2013-10-28,-40.4467
2013-10-30,166.6667
2013-11-08,-62.1875
2013-11-18,0.0
2013-12-20,19.0083
2013-12-23,177.7778
2013-12-24,0.0
2014-01-03,-48.0
2014-03-03,0.4808
2014-09-05,56.9378
2014-09-08,-2.439
2014-10-20,22.0313
2014-12-19,-96.927
2015-02-25,112.5
2015-08-05,219.6078
2015-10-16,0.0
2016-04-11,94.4785
2016-04-12,12.6183
2016-05-27,25.4902
2016-06-08,-25.8929
2016-08-25,-3.6145
2016-10-21,-50.0
2017-07-03,350.0
2017-07-05,-33.3333
2017-07-06,0.0
2017-07-07,6.6667
2017-07-10,-36.875
2017-07-12,-25.7426
2017-07-31,-33.3333
2017-08-08,-25.0
2017-09-13,0.0
2017-10-04,0.0
2017-12-20,0.0
2017-12-22,0.0
2018-02-06,33.3333
2018-04-03,-17.0
2018-08-28,-3.6145
2018-10-08,0.0
2018-10-11,0.0
2019-06-03,0.0
2019-08-05,25.0
2020-03-26,-65.0
2020-04-09,100.0
2020-05-01,-17.5
2020-05-15,-39.3939
2020-05-28,71.4286
2020-06-09,-31.25
2020-07-09,45.4545
2020-07-15,0.0
2020-07-16,-41.6667
