ticker,ORSX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-13,300.0
2005-01-14,-41.6667
2005-01-31,114.2857
2005-02-01,33.3333
2005-02-08,-25.0
2005-02-10,33.3333
2005-02-11,25.0
2005-02-17,40.0
2005-02-23,-28.5714
2005-02-28,120.0
2005-03-02,18.1818
2005-03-07,207.6923
2005-03-08,-22.5
2005-03-09,0.0
2005-03-10,16.129
2005-03-18,-8.3333
2005-03-21,48.4848
2005-03-22,22.449
2005-03-23,33.3333
2005-03-24,-12.5
2005-03-28,-14.2857
2005-03-29,33.3333
2005-04-01,26.0
2005-04-04,19.0476
2005-04-05,18.6667
2005-04-06,26.4045
2005-04-07,8.8889
2005-04-08,0.0
2005-04-11,-15.5102
2005-04-12,6.2802
2005-04-13,15.9091
2005-04-14,3.9215999999999998
2005-04-15,1.8868
2005-04-18,-3.7037
2005-04-19,1.9231
2005-04-20,1.8868
2005-04-21,1.1111
2005-04-22,2.5641
2005-04-25,-3.5714
2005-04-26,3.7037
2005-04-27,-1.7856999999999998
2005-04-28,5.4545
2005-04-29,3.4483
2005-05-02,0.0
2005-05-04,0.0
2005-05-05,0.0
2005-05-06,0.0
2005-05-09,-1.6667
2005-05-10,-10.1695
2005-05-11,-5.6604
2005-05-12,-6.0
2005-05-13,12.766
2005-05-16,0.0
2005-05-17,-1.1320999999999999
2005-05-18,-0.7634
2005-05-19,-7.6923
2005-05-20,-5.8333
2005-05-23,10.6195
2005-05-24,0.0
2005-05-25,4.0
2005-05-26,3.8462
2005-05-27,0.0
2005-05-31,-2.963
2005-06-01,-4.5802
2005-06-02,0.0
2005-06-03,-10.0
2005-06-06,8.8889
2005-06-07,-6.1224
2005-06-08,3.4783
2005-06-09,-7.1429
2005-06-10,13.1222
2005-06-13,-10.0
2005-06-14,2.6667
2005-06-15,-0.4329
2005-06-16,-1.7391
2005-06-17,-2.6549
2005-06-20,2.2727
2005-06-21,-2.2222
2005-06-22,2.7273
2005-06-23,-1.7699
2005-06-27,-0.9009
2005-06-28,-9.0909
2005-06-29,0.0
2005-06-30,-2.5
2005-07-01,-3.0769
2005-07-05,3.1746
2005-07-06,-0.5128
2005-07-07,-1.5464
2005-07-08,-6.2827
2005-07-11,-16.2011
2005-07-12,0.0
2005-07-13,-3.3333
2005-07-18,1.3793
2005-07-19,14.2857
2005-07-20,-4.7619
2005-07-22,0.0
2005-07-25,-3.125
2005-07-26,1.9355
2005-07-27,1.2658
2005-07-28,4.375
2005-07-29,1.7964
