ticker,EUSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-25,13.6364
2012-08-28,220.0
2012-10-23,-25.0
2012-10-26,133.3333
2012-11-12,-28.5714
2013-01-16,100.2
2013-01-30,-85.015
2013-02-06,0.0
2013-02-07,0.0
2013-02-26,0.0
2013-03-04,-32.6667
2013-03-19,-10.8911
2013-05-08,0.0
2013-06-04,-38.8889
2013-06-05,-7.2727
2013-06-10,0.0
2013-06-17,17.647100000000002
2013-06-19,16.6667
2013-07-02,28.5714
2013-07-03,0.0
2013-07-24,-1.1111
2013-07-25,1.1236
2013-07-29,5.5556
2013-07-30,4.2105
2013-07-31,-34.3434
2013-08-05,53.8462
2013-08-16,-2.0
2013-08-19,-33.5714
2013-08-20,0.0
2013-08-21,-0.1536
2013-08-23,0.0
2013-08-26,7.6923
2013-08-27,14.2857
2013-08-28,0.0
2013-08-29,-18.75
2013-09-04,-6.1538
2013-09-05,-18.0328
2013-09-06,18.0
2013-09-09,-15.2542
2013-09-10,0.0
2013-09-11,0.0
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-19,-10.0
2013-09-20,0.0
2013-09-24,22.2222
2013-09-26,-18.1818
2013-09-27,-8.8889
2013-09-30,9.7561
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-07,-6.6667
2013-10-09,-2.3810000000000002
2013-10-10,7.3171
2013-10-14,-6.8182
2013-10-16,0.0
2013-10-18,9.7561
2013-10-21,-6.6667
2013-10-23,-4.7619
2013-10-24,0.0
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,12.5
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,33.3333
2013-11-06,0.0
2013-11-07,-30.0
2013-11-08,0.0
2013-11-11,-16.6667
2013-11-12,71.4286
2013-11-13,-41.6667
2013-11-14,71.4286
2013-11-15,-15.0
2013-11-19,7.8431
2013-11-20,-7.2727
2013-11-22,17.647100000000002
2013-11-26,-0.1667
2013-11-27,8.5142
2013-12-02,-21.5385
2013-12-03,0.0
2013-12-04,0.0
2013-12-06,1.9607999999999999
2013-12-09,-1.9231
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,0.0
2013-12-16,1.9607999999999999
2013-12-18,15.3846
2013-12-23,0.0
2013-12-26,1.6667
2013-12-27,22.9508
2013-12-30,-33.3333
2013-12-31,50.0
2014-01-06,-13.3333
2014-01-07,0.0
2014-01-08,-21.5385
2014-01-10,17.647100000000002
