ticker,PKPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-16,40.0
2011-02-03,71.4286
2011-03-31,16.6667
2013-11-11,8709.5238
2013-11-12,-1.3514
2013-11-14,-4.1096
2013-11-20,-7.1429
2013-11-25,4.6154
2013-11-29,2.9412000000000003
2013-12-02,-2.8571
2013-12-03,0.0
2013-12-05,0.0
2013-12-06,0.0
2013-12-20,0.0
2013-12-26,0.0
2014-01-07,0.0
2014-01-08,0.0
2014-01-24,0.0
2014-03-17,488.2353
2014-03-18,-45.0
2014-03-19,-9.0909
2014-03-20,-5.0
2014-03-21,-7.8947
2014-03-24,-14.2857
2014-03-25,16.6667
2014-03-26,4.0
2014-03-27,0.5495
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,27.0492
2014-04-02,0.0
2014-04-03,-3.2258
2014-04-04,0.0
2014-04-07,-26.6667
2014-04-08,9.0909
2014-04-09,-11.6667
2014-04-10,7.5472
2014-04-11,-21.0526
2014-04-14,-16.6528
2014-04-15,1.3164
2014-04-16,-1.3158
2014-04-17,0.0
2014-04-21,-2.6667
2014-04-22,2.7397
2014-04-23,26.6667
2014-04-24,0.0
2014-04-25,5.2632
2014-04-28,0.0
2014-04-29,0.0
2014-05-01,0.0
2014-05-06,0.0
2014-05-07,-0.1
2014-05-09,-9.9099
2014-05-12,6.6667
2014-05-13,-6.25
2014-05-15,-7.7778
2014-05-16,6.0241
2014-05-19,0.0
2014-05-20,7.9545
2014-05-21,5.2632
2014-05-22,0.0
2014-05-23,-2.0188
2014-05-27,-1.0015
2014-05-28,-1.0309
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,-11.4583
2014-06-03,7.0588
2014-06-04,5.4945
2014-06-05,-6.25
2014-06-06,5.5556
2014-06-09,1.0526
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,-2.0833
2014-06-13,8.5106
2014-06-16,0.0
2014-06-17,-1.9607999999999999
2014-06-18,7.0
2014-06-19,0.0
2014-06-20,-3.7382999999999997
2014-06-23,-7.767
2014-06-24,5.2632
2014-06-25,2.0
2014-06-26,-2.9412000000000003
2014-06-27,-1.0101
2014-06-30,-4.0816
2014-07-01,-5.3191
2014-07-02,10.1124
2014-07-03,-1.0204
2014-07-07,3.0928
2014-07-08,-1.0
2014-07-09,0.0
2014-07-10,-4.0404
2014-07-11,-19.9868
2014-07-14,22.3483
2014-07-15,9.6774
2014-07-16,-16.636
2014-07-17,9.3716
2014-07-18,3.2258
2014-07-21,1.0417
