ticker,KNSA US Equity
2018-10-11,-1.201
2018-10-12,-0.1586
2018-10-15,4.6585
2018-10-16,8.2448
2018-10-17,1.2617
2018-10-18,-3.6456
2018-10-19,6.7529
2018-10-22,2.4226
2018-10-23,-8.629
2018-10-24,-8.3893
2018-10-25,4.9712
2018-10-26,1.8445
2018-10-29,-6.7058
2018-10-30,-0.8919
2018-10-31,0.7941
2018-11-01,5.7248
2018-11-02,5.8122
2018-11-05,-3.3803
2018-11-06,-2.7211
2018-11-07,6.5934
2018-11-08,-0.9841
2018-11-09,-5.6318
2018-11-12,-8.1745
2018-11-13,-11.2507
2018-11-14,5.1692
2018-11-15,6.2025
2018-11-16,-3.7466
2018-11-19,-6.8689
2018-11-20,0.4302
2018-11-21,24.1738
2018-11-23,4.14
2018-11-26,2.319
2018-11-27,-10.592
2018-11-28,5.7941
2018-11-29,0.6357
2018-11-30,-1.7492999999999999
2018-12-03,3.8576
2018-12-04,-0.9524
2018-12-06,-6.9231
2018-12-07,11.5702
2018-12-10,15.6481
2018-12-11,-2.4019
2018-12-12,0.3692
2018-12-13,-6.4978
2018-12-14,-3.8462
2018-12-17,-7.4091000000000005
2018-12-18,-0.54
2018-12-19,2.8134
2018-12-20,0.192
2018-12-21,3.7374
2018-12-24,0.9238
2018-12-26,15.1487
2018-12-27,-4.1335
2018-12-28,3.1095
2018-12-31,12.9473
2019-01-02,-5.34
2019-01-03,-0.1128
2019-01-04,-2.2967
2019-01-07,0.1541
2019-01-08,-1.1543
2019-01-09,-7.7073
2019-01-10,-0.3796
2019-01-11,-6.1812
2019-01-14,-6.4531
2019-01-15,9.5514
2019-01-16,0.4403
2019-01-17,2.5866
2019-01-18,2.4359
2019-01-22,2.7952
2019-01-23,-5.5195
2019-01-24,-5.799
2019-01-25,2.0064
2019-01-28,-3.6656
2019-01-29,-13.7819
2019-01-30,-1.7223000000000002
2019-01-31,-4.1621
2019-02-01,-1.0857
2019-02-04,-1.2709
2019-02-05,-2.282
2019-02-06,0.7784
2019-02-07,5.1099
2019-02-08,-3.0526
2019-02-11,3.5568999999999997
2019-02-12,-0.2815
2019-02-13,-0.847
2019-02-14,1.4237
2019-02-15,-0.6738
2019-02-19,-0.2826
2019-02-20,0.3401
2019-02-21,-0.1695
2019-02-22,-0.283
2019-02-25,0.1135
2019-02-26,3.288
2019-02-27,1.1526
2019-02-28,-2.6044
2019-03-01,1.5598999999999998
2019-03-04,-1.7005
2019-03-05,-1.9531
2019-03-06,-3.4718
2019-03-07,-4.5991
2019-03-08,-1.5451000000000001
2019-03-11,3.9548
2019-03-12,2.2343
2019-03-13,3.7803
2019-03-14,0.2846
2019-03-15,-0.681
2019-03-18,1.9428999999999998
2019-03-19,1.1211
2019-03-20,0.7206
2019-03-21,-4.4579
2019-03-22,-8.0645
2019-03-25,3.0075
2019-03-26,3.5888
2019-03-27,-2.525
2019-03-28,6.6867
2019-03-29,1.9763
2019-04-01,-0.9413
2019-04-02,-2.2359
2019-04-03,2.3442
2019-04-04,-0.6704
2019-04-05,14.6794
2019-04-08,-10.5934
2019-04-09,2.0845
2019-04-10,0.2149
2019-04-11,-3.4853
2019-04-12,0.2778
2019-04-15,-5.7064
2019-04-16,-2.3502
2019-04-17,-2.5271
2019-04-18,1.6049
2019-04-22,-0.8505
2019-04-23,-1.5319
2019-04-24,-4.8538
2019-04-25,4.1857
2019-04-26,1.4438
2019-04-29,-3.1559
2019-04-30,-4.6006
2019-05-01,-4.0857
2019-05-02,1.8855
2019-05-03,6.2371
2019-05-06,-0.129
2019-05-07,-5.1034
2019-05-08,1.9741
2019-05-09,-3.6715999999999998
2019-05-10,4.5738
2019-05-13,2.1206
2019-05-14,-1.9468
2019-05-15,0.0
2019-05-16,1.3235999999999999
2019-05-17,-2.0248
2019-05-20,3.2667
2019-05-21,6.5203
2019-05-22,-0.4242
2019-05-23,-8.2167
2019-05-24,3.9125
2019-05-28,1.7229999999999999
2019-05-29,-2.9486
2019-05-30,0.7111
2019-05-31,-2.1181
2019-06-03,2.623
2019-06-04,1.5974
2019-06-05,-1.2579
2019-06-06,-7.3885
2019-06-07,-5.4333
2019-06-10,4.4364
2019-06-11,-8.078
2019-06-12,0.9848
2019-06-13,8.3271
2019-06-14,-5.2632
2019-06-17,-2.3392
2019-06-18,2.021
2019-06-19,1.3940000000000001
2019-06-20,0.8683
2019-06-21,-0.5739
2019-06-24,-0.8658
2019-06-25,3.1295
2019-06-26,-5.928
2019-06-27,1.1253
2019-06-28,0.4451
2019-07-01,-1.4032
2019-07-02,3.9699999999999998
2019-07-03,5.2594
2019-07-05,2.7379
2019-07-08,-6.8621
2019-07-09,13.5908
2019-07-10,-4.9118
2019-07-11,-3.8411
2019-07-12,-5.1653
2019-07-15,-0.4357
2019-07-16,0.2188
2019-07-17,1.8923
2019-07-18,3.1429
2019-07-19,-5.8864
2019-07-22,-1.9132
2019-07-23,-0.3751
2019-07-24,-1.8072
2019-07-25,-5.3681
2019-07-26,1.4586999999999999
2019-07-29,-4.3131
2019-07-30,1.7529
2019-07-31,-3.1993
2019-08-01,0.0
2019-08-02,-3.7288
2019-08-05,-1.9365999999999999
2019-08-06,0.8977
2019-08-07,-0.2669
2019-08-08,1.1597
2019-08-09,0.2646
2019-08-12,-3.3421
2019-08-13,1.0009
2019-08-14,-3.6936999999999998
2019-08-15,-11.9738
2019-08-16,6.1637
2019-08-19,4.004
2019-08-20,1.0587
2019-08-21,-1.3333
2019-08-22,-4.8263
2019-08-23,-10.0406
2019-08-26,4.7351
2019-08-27,-2.0452
2019-08-28,0.7692
2019-08-29,0.9815
2019-08-30,-4.6436
2019-09-03,-6.0023
2019-09-04,-1.3253
2019-09-05,9.1575
2019-09-06,4.4743
2019-09-09,3.7473
2019-09-10,2.1672
2019-09-11,4.0404
2019-09-12,-7.767
2019-09-13,-2.9474
2019-09-16,0.2169
2019-09-17,-4.4372
2019-09-18,3.8505000000000003
2019-09-19,0.5453
2019-09-20,0.0
2019-09-23,-4.5553
2019-09-24,-7.3864
2019-09-25,3.3129
2019-09-26,-2.7316000000000003
2019-09-27,6.4713
2019-09-30,-2.4083
2019-10-01,-3.9953
2019-10-02,-8.2007
2019-10-03,0.0
2019-10-04,-2.4
2019-10-07,-3.4153000000000002
2019-10-08,-4.5262
2019-10-09,-3.4074
2019-10-10,1.8405
2019-10-11,-4.0663
2019-10-14,-6.5934
2019-10-15,-1.1764999999999999
2019-10-16,-4.932
2019-10-17,-5.3667
2019-10-18,-0.9452
2019-10-21,12.9771
2019-10-22,-2.5338000000000003
2019-10-23,5.5459
2019-10-24,-2.6273
2019-10-25,1.0118
2019-10-28,3.5058
2019-10-29,11.7742
2019-10-30,2.3088
2019-10-31,-0.5642
2019-11-01,5.8156
2019-11-04,-2.5469
2019-11-05,0.4127
2019-11-06,-7.1233
2019-11-07,3.2448
2019-11-08,4.5714
2019-11-11,0.1366
2019-11-12,-7.9127
2019-11-13,-1.7778
2019-11-14,-2.7149
2019-11-15,1.3953
2019-11-18,-0.7645
2019-11-19,6.9337
2019-11-20,28.6744
2019-11-21,0.112
2019-11-22,7.6063
2019-11-25,10.2911
2019-11-26,-1.885
2019-11-27,4.0346
2019-11-29,-1.662
2019-12-02,-4.7887
2019-12-03,9.1716
2019-12-04,-9.2141
2019-12-05,-0.796
2019-12-06,6.4193
2019-12-09,7.1631
2019-12-10,13.6324
2019-12-11,-1.0062
2019-12-12,1.3292
2019-12-13,-3.0093
2019-12-16,-2.0684
2019-12-17,1.1373
2019-12-18,-1.5261
2019-12-19,2.447
2019-12-20,-0.7166
2019-12-23,-1.5237
2019-12-24,1.4658
2019-12-26,-2.809
2019-12-27,-3.3856
2019-12-30,-5.9829
2019-12-31,0.5455
2020-01-02,1.1754
2020-01-03,9.4727
2020-01-06,8.4898
2020-01-07,5.1919
2020-01-08,8.3691
2020-01-09,-5.7426
2020-01-10,-1.8908
2020-01-13,-1.5703
2020-01-14,8.4119
2020-01-15,-1.6722000000000001
2020-01-16,6.2585
2020-01-17,-1.0883
2020-01-21,0.5825
2020-01-22,-1.6088
2020-01-23,-2.3545
2020-01-24,-2.0764
2020-01-27,-0.8892
2020-01-28,3.5887000000000002
2020-01-29,-0.1999
2020-01-30,-1.2016
2020-01-31,-0.6081
2020-02-03,3.739
2020-02-04,5.1114
2020-02-05,1.1844999999999999
2020-02-06,1.7868
2020-02-07,0.7264
2020-02-10,1.6827
2020-02-11,2.3641
2020-02-12,4.0416
2020-02-13,1.3319
2020-02-14,-5.0931
2020-02-18,3.5776
2020-02-19,1.7269999999999999
2020-02-20,2.793
2020-02-21,2.1311
2020-02-24,-2.9212
2020-02-25,-4.2988
2020-02-26,2.3582
2020-02-27,-2.9622
2020-02-28,4.3527000000000005
2020-03-02,2.3294
2020-03-03,2.6469
2020-03-04,1.5988
2020-03-05,-0.2538
2020-03-06,0.5598
2020-03-09,-12.0951
2020-03-10,3.3967
2020-03-11,-10.3563
2020-03-12,-6.7702
2020-03-13,3.3977
2020-03-16,-24.4201
2020-03-17,5.7118
2020-03-18,-11.2903
2020-03-19,14.2727
2020-03-20,4.2164
2020-03-23,-6.1068999999999996
2020-03-24,10.3252
2020-03-25,1.916
2020-03-26,-3.3984
2020-03-27,-5.9879999999999995
2020-03-30,-2.707
2020-03-31,26.677599999999998
2020-04-01,-2.584
2020-04-02,11.6711
2020-04-03,6.3539
2020-04-06,-0.67
2020-04-07,-3.991
2020-04-08,-0.8782
2020-04-09,0.3544
2020-04-13,0.7063
2020-04-14,0.2338
2020-04-15,2.6822
2020-04-16,0.3975
2020-04-17,3.9593
2020-04-20,3.3731999999999998
2020-04-21,7.6316
2020-04-22,-2.2983000000000002
2020-04-23,-7.0571
2020-04-24,6.9467
2020-04-27,5.7402
2020-04-28,-0.8095
2020-04-29,-6.193
2020-04-30,2.0983
2020-05-01,-4.4612
2020-05-04,4.6695
2020-05-05,1.7544
2020-05-06,3.2512
2020-05-07,-2.7195
2020-05-08,0.1962
2020-05-11,9.3
2020-05-12,-5.3739
2020-05-13,-10.1278
2020-05-14,10.5845
2020-05-15,2.1905
2020-05-18,0.0932
2020-05-19,-7.3557
2020-05-20,8.8442
2020-05-21,-0.1847
2020-05-22,-0.8326
2020-05-26,1.4925
2020-05-27,-4.3199
2020-05-28,0.2402
2020-05-29,0.0
2020-06-01,3.3541
2020-06-02,-3.1525
2020-06-03,1.2446
2020-06-04,-0.0473
2020-06-05,1.9395
2020-06-08,11.3225
2020-06-09,-3.9183
2020-06-10,5.1627
2020-06-11,-14.8515
2020-06-12,4.2636
2020-06-15,9.0149
2020-06-16,0.7246
2020-06-17,2.4545
2020-06-18,1.3218
2020-06-19,-0.3261
2020-06-22,2.2904
2020-06-23,-2.439
2020-06-24,1.1475
2020-06-25,2.0665
2020-06-26,-8.5748
2020-06-29,12.8962
2020-06-30,-2.0
2020-07-01,0.1962
2020-07-02,-7.0505
2020-07-06,-2.8656
2020-07-07,-0.8677
2020-07-08,1.8380999999999998
2020-07-09,-0.9884
2020-07-10,-3.4288
2020-07-13,-4.4045
2020-07-14,3.385
2020-07-15,2.1373
2020-07-16,-1.5138
2020-07-17,5.9222
2020-07-20,1.9205999999999999
2020-07-21,-9.3384
2020-07-22,-1.3857
2020-07-23,-2.904
2020-07-24,-3.3767
2020-07-27,0.2996
2020-07-28,0.0
2020-07-29,-3.6336
2020-07-30,1.343
2020-07-31,-0.5097
