ticker,XXII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-27,-3.8462
2011-01-28,4.0
2011-01-31,-3.8462
2011-02-01,4.0
2011-02-02,-1.5385
2011-02-03,3.125
2011-02-04,-3.0303
2011-02-08,3.125
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,1.5152
2011-02-15,0.0
2011-02-18,0.0
2011-02-22,1.4925
2011-02-24,0.0
2011-02-25,1.4706000000000001
2011-02-28,1.4493
2011-03-01,0.0
2011-03-02,0.0
2011-03-04,0.7143
2011-03-07,0.0
2011-03-10,0.0
2011-03-11,-0.7092
2011-03-15,-0.7143
2011-03-22,-10.0719
2011-03-23,0.0
2011-03-24,-10.4
2011-03-25,7.1429
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,4.1667
2011-04-11,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,-4.0
2011-05-03,4.1667
2011-05-13,-8.0
2011-05-16,8.6957
2011-05-17,0.0
2011-05-18,-4.0
2011-05-19,4.1667
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,-3.2
2011-05-25,-4.1322
2011-05-26,-0.8621
2011-05-27,-3.4783
2011-05-31,9.9099
2011-06-01,0.0
2011-06-02,2.459
2011-06-03,0.0
2011-06-06,0.0
2011-06-08,-3.2
2011-06-09,7.438
2011-06-10,0.0
2011-06-13,-0.7692
2011-06-15,-3.1008
2011-06-16,-4.0
2011-06-17,4.1667
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,-8.0
2011-07-01,4.3478
2011-07-06,4.1667
2011-07-07,0.0
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-18,0.0
2011-07-20,-4.0
2011-07-21,4.1667
2011-07-22,0.8
2011-07-26,-20.634900000000002
2011-07-27,10.0
2011-07-28,4.5455
2011-07-29,0.0
2011-08-01,4.3478
2011-08-02,-4.1667
2011-08-04,-21.7391
2011-08-05,32.2222
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-16,-7.563
2011-08-18,-0.9091
2011-08-22,0.0
2011-08-26,0.9174
2011-08-29,9.0909
2011-08-30,0.0
2011-09-08,-15.8333
2011-09-09,0.0
2011-09-12,-35.6436
2011-09-13,3.0769
2011-09-14,-5.9701
2011-09-15,26.9841
2011-09-16,0.0
2011-09-20,0.0
