ticker,ANSU US Equity
2010-10-06,-20.0
2010-10-08,25.0
2010-10-11,-10.0
2010-11-04,255.5556
2010-11-05,0.0
2010-11-08,-21.875
2010-11-09,-40.0
2010-11-10,0.0
2010-11-12,33.3333
2010-12-03,-25.0
2010-12-06,0.0
2010-12-17,0.0
2010-12-20,-20.0
2011-01-04,0.0
2011-06-06,0.0
2011-08-23,0.0
2012-03-21,0.0
2012-04-03,0.0
2012-06-27,0.0
2012-09-26,-41.6667
2012-12-28,0.0
2013-06-18,-85.7143
2013-08-02,30500.0
2013-08-05,315.0327
2013-08-06,-47.6378
2013-08-07,149.6241
2013-08-08,-25.3012
2013-08-09,-4.0323
2013-08-12,-32.7731
2013-08-13,-62.5
2013-08-14,76.6667
2013-08-15,-16.0377
2013-08-16,-10.1124
2013-08-19,-12.5
2013-08-20,-14.2857
2013-08-21,13.3333
2013-08-22,17.647100000000002
2013-08-23,0.0
2013-08-26,-7.25
2013-08-27,-14.9596
2013-08-28,7.7655
2013-08-29,-8.8235
2013-08-30,0.0
2013-09-03,-2.9032
2013-09-04,-0.3322
2013-09-05,-41.6667
2013-09-06,-11.4286
2013-09-09,-3.2258
2013-09-10,33.3333
2013-09-11,-22.5
2013-09-12,5.8065
2013-09-13,20.7317
2013-09-16,-18.1818
2013-09-17,29.6296
2013-09-18,-4.7619
2013-09-19,0.0
2013-09-20,-22.5
2013-09-23,0.6452
2013-09-25,3.8462
2013-09-26,-13.5802
2013-09-27,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-11,47.0089
2013-10-14,0.0
2013-10-16,-31.9769
2013-10-17,0.0
2013-10-21,35.7143
2013-10-23,-10.526299999999999
2013-10-24,-17.647100000000002
2013-10-29,0.0
2013-10-30,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,7.1429
2013-11-06,-6.6667
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,-7.1429
2013-11-12,-46.1538
2013-11-13,11.4286
2013-11-18,-10.2564
2013-11-21,-25.7143
2013-11-29,92.3077
2013-12-06,0.0
2013-12-09,-50.0
2013-12-10,0.0
2013-12-16,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-23,0.0
2013-12-31,0.0
2014-01-03,-20.0
2014-01-06,100.0
2014-01-07,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-15,-50.0
2014-01-16,0.0
2014-01-17,100.0
2014-01-22,-6.25
2014-01-23,0.0
2014-01-24,2.6667
2014-01-28,0.0
2014-01-29,-35.0649
2014-01-30,0.0
2014-02-03,0.0
2014-02-10,0.0
2014-02-12,40.0
2014-02-14,-28.5714
2014-02-18,0.25
2014-02-19,-0.2494
2014-02-20,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-28,0.0
2014-03-04,720.0
2014-03-05,-35.122
2014-03-06,7.1429
2014-03-07,-44.7368
2014-03-10,33.3333
2014-03-11,23.8095
2014-03-12,-23.0048
2014-03-13,14.8923
2014-03-14,-4.3478
2014-03-17,-25.9943
2014-03-18,53.5509
2014-03-19,-36.0
2014-03-20,0.0781
2014-03-21,-6.3232
2014-03-24,13.3333
2014-03-25,-11.7647
2014-03-26,0.0833
2014-03-27,-0.0833
2014-03-28,0.0
2014-04-02,-13.3333
2014-04-04,-7.6923
2014-04-08,16.6667
2014-04-09,-14.2857
2014-04-10,8.3333
2014-04-14,42.5962
2014-04-15,-13.6885
2014-04-16,-6.25
2014-04-17,-19.3333
2014-04-21,48.7603
2014-04-22,-22.2222
2014-04-23,42.8571
2014-04-24,-27.5
2014-04-25,0.0862
2014-04-28,3.3592
2014-04-29,-3.25
2014-04-30,0.0431
2014-05-01,6.7585
2014-05-02,-6.4516
2014-05-05,0.0
2014-05-06,2.7586
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,7.3826
2014-05-13,-21.875
2014-05-14,44.0
2014-05-15,4.4444
2014-05-16,-4.2553
2014-05-19,-5.5556
2014-05-20,0.0
2014-05-21,-5.8824
2014-05-22,13.6719
2014-05-23,7.2165
2014-05-27,-7.6923
2014-05-29,2.7778
2014-05-30,0.0
2014-06-02,-29.6622
2014-06-03,7.5889
2014-06-04,20.0
2014-06-05,-22.0238
2014-06-06,29.6756
2014-06-09,0.0736
2014-06-10,-17.647100000000002
2014-06-11,-6.4286
2014-06-13,0.0
2014-06-16,22.1374
2014-06-18,-25.0
2014-06-19,25.0
2014-06-25,-16.6667
2014-06-26,0.8
2014-06-27,19.0476
2014-07-02,-13.3333
2014-07-03,15.3846
2014-07-07,-13.3333
2014-07-08,11.538499999999999
2014-07-09,-4.8276
2014-07-10,0.0
2014-07-11,0.0
2014-07-16,-5.7971
2014-07-21,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-08-04,-38.3654
2014-08-06,62.2465
2014-08-12,0.0
2014-08-18,-7.6923
2014-08-22,8.3333
2014-08-25,0.0
2014-08-28,0.0
2014-09-02,-61.5385
2014-09-03,159.75
2014-09-09,0.0962
2014-09-12,-61.5385
2014-09-15,26.0
2014-09-16,26.9841
2014-09-17,61.25
2014-09-25,0.0
2014-10-03,-7.0736
2014-10-06,0.0
2014-10-07,0.0
2014-10-13,0.0
2014-10-17,0.0
2014-10-22,-0.8342
2014-10-23,0.8412
2014-10-30,0.0
2014-11-05,-8.2377
2014-11-10,-54.5455
2014-11-11,28.0
2014-11-12,71.875
2014-11-13,0.0
2014-11-14,0.0
2014-11-19,-40.9091
2014-11-21,69.2308
2014-11-25,0.0
2014-11-28,-36.3636
2014-12-01,0.0
2014-12-03,11.4286
2014-12-09,-10.0962
2014-12-15,-0.1783
2014-12-18,0.0
2014-12-22,-7.1429
2014-12-23,0.0
2014-12-31,0.1923
2015-01-12,0.0
2015-01-20,0.5758
2015-01-28,-0.5725
2015-02-17,22.8407
2015-02-19,-3.75
2015-02-23,3.8961
2015-02-26,0.0
2015-03-11,0.0
2015-03-20,-18.75
2015-03-30,22.8846
2015-04-07,0.1565
2015-04-17,87.3438
2015-04-29,-3.2527
2015-05-05,-55.1724
2015-05-06,0.1923
2015-05-13,-0.1919
2015-05-21,0.1923
2015-05-27,-7.8695
2015-05-28,33.125
2015-05-29,0.1565
2015-06-04,62.3437
2015-06-05,-0.0481
2015-06-16,-0.2407
2015-07-07,-53.668
2015-07-10,79.7917
2015-07-24,-25.8401
2015-07-31,-25.0
2015-08-13,0.0
2015-08-14,116.4583
2015-09-01,-40.7122
2015-09-04,0.0
2015-09-10,16.7208
2015-09-21,0.0
2015-10-09,-10.9875
2015-10-19,37.3438
2015-10-20,-8.9875
2015-10-23,9.875
2015-11-04,-9.1013
2015-11-20,108.2603
2015-11-23,-51.9231
2015-11-25,20.0
2015-12-02,0.0
2015-12-11,50.0
2015-12-15,-69.4444
2015-12-23,29.0909
2016-01-11,118.3099
2016-01-20,-64.5161
2016-01-21,0.0
2016-01-26,-36.3636
2016-03-09,50.0
2016-03-10,0.0
2016-03-17,0.0
2016-03-22,-28.5714
2016-04-28,0.0
2016-05-05,0.0
2016-05-19,30.6667
2016-06-02,2.0408
2016-06-07,16.0
2016-07-18,-18.9655
2016-07-19,0.0
2016-07-28,0.0
2016-08-05,0.0
2016-08-09,0.0
2016-08-15,0.0
2016-08-19,0.0
2016-09-19,-4.2553
2016-09-22,0.0
2016-09-26,0.0
2016-10-17,-33.3333
2016-10-26,525.0
2016-10-27,-57.3333
2016-10-28,25.0
2016-10-31,-50.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,-9.75
2016-11-04,-0.277
2016-11-08,0.0
2016-11-09,0.0
2016-11-11,0.0
2016-11-15,0.0
2016-11-17,0.0
2016-11-21,0.0
2016-11-28,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-12,0.0
2016-12-20,0.0
2016-12-22,-11.1111
2016-12-28,0.0
2016-12-29,0.0
2017-01-05,-37.5
2017-01-06,0.0
2017-01-09,60.0
2017-01-27,0.0
2017-02-07,-17.5
2017-03-13,-9.0909
2017-03-16,10.0
2017-03-24,-9.0909
2017-03-28,0.0
2017-03-30,0.4167
2017-04-20,99.1701
2017-04-24,0.0
2017-04-28,-48.3333
2017-05-01,0.0
2017-05-04,0.4032
2017-05-08,-35.743
2017-05-10,20.0
2017-05-23,-16.6667
2017-06-12,0.0
2017-06-19,-24.5
2017-06-28,230.4636
2017-06-30,-68.9379
2017-07-12,0.0
2017-07-24,0.0
2017-07-31,0.0
2017-08-18,3.2258
2017-08-21,0.0
2017-08-29,0.0
2017-09-08,25.0
2017-10-02,-20.0
2017-10-13,-6.25
2017-10-25,-20.0
2017-11-07,-16.6667
2017-11-08,0.0
2017-11-09,0.0
2017-11-29,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-26,0.0
2018-01-03,3.9
2018-01-23,-3.7536
2018-01-24,160.0
2018-01-25,-46.1538
2018-01-26,7.1429
2018-02-15,0.0
2018-02-27,-33.3333
2018-02-28,0.0
2018-03-12,0.0
2018-04-09,0.0
2018-04-30,0.0
2018-05-23,0.0
2018-06-01,0.0
2018-06-22,0.0
2018-07-16,0.0
2018-08-08,0.0
2018-09-28,5.0
2018-10-04,-4.7619
2018-11-06,-50.0
2018-11-14,140.0
2019-02-05,-29.1667
2019-03-01,-47.0588
2019-04-11,72.2222
2019-04-12,138.7097
2019-04-17,8.1081
2019-04-18,-25.0
2019-04-22,0.0
2019-04-26,-33.3333
2019-04-29,0.0
2019-05-02,0.0
2019-05-06,0.0
2019-05-09,60.0
2019-05-14,-94.375
2019-05-21,1011.1111
2019-07-01,0.0
2019-07-18,0.0
2019-09-03,-30.0
2019-09-13,-27.1429
2019-09-18,194.1176
2019-10-10,-66.0
2019-10-14,0.0
2019-10-30,0.0
2019-11-05,45.098
2019-11-07,1.3514
2019-11-18,166.6667
2019-11-19,-35.5
2019-12-11,-36.4341
2019-12-13,82.9268
2020-01-14,-33.3333
2020-01-21,-18.0
2020-01-27,265.8537
2020-02-07,-74.3333
2020-02-24,0.0
2020-02-25,23.3766
2020-03-06,5.2632
2020-03-09,200.0
2020-03-10,-73.3333
2020-03-26,0.0
2020-03-27,25.0
2020-04-06,100.0
2020-04-24,400.0
2020-04-27,-10.0
2020-04-29,-87.7778
2020-05-01,0.0
2020-05-11,0.0
2020-05-14,400.0
2020-05-19,-64.0
2020-05-21,25.7576
2020-05-29,-55.8233
2020-06-02,81.8182
2020-06-03,-25.0
2020-06-08,100.6667
2020-06-09,-0.3322
2020-06-10,-6.6667
2020-06-15,7.1429
2020-06-19,-33.3333
2020-06-29,0.0
2020-07-06,-25.0
2020-07-16,0.0
2020-07-23,0.0
