ticker,UNIV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-09,0.0
2009-04-16,-20.0
2009-04-23,-50.0
2009-04-29,0.0
2009-05-01,0.0
2009-05-04,5.0
2009-05-05,-4.7619
2009-05-08,0.0
2009-05-14,5.0
2009-05-20,-4.7619
2009-05-26,100.0
2009-06-04,-20.0
2009-06-05,343.75
2009-06-09,0.0
2009-06-10,-74.6479
2009-06-15,38.8889
2009-06-16,100.0
2009-06-25,0.0
2009-06-30,-10.0
2009-07-08,-44.4444
2009-07-09,0.0
2009-07-13,-20.0
2009-07-28,-10.0
2009-08-03,11.1111
2009-08-20,-40.0
2009-08-31,0.0
2009-11-10,108.3333
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-27,-72.0
2009-11-30,-14.2857
2010-01-05,50.0
2010-01-22,177.7778
2010-01-26,-20.0
2010-02-26,-25.0
2010-04-20,-13.3333
2010-04-22,-38.4615
2010-04-29,0.0
2010-05-07,-87.5
2010-06-10,50.0
2010-06-17,0.0
2010-09-13,100.0
2010-10-12,0.0
2010-11-10,-83.3333
2011-06-22,-60.0
2011-06-24,0.0
2011-11-15,150.0
2012-03-27,0.0
2012-07-20,900.0
2012-07-23,40.0
2012-07-25,0.0
2012-07-26,0.0
2012-08-02,-25.0
2012-08-29,-4.7619
2012-08-30,0.0
2012-09-26,-40.0
2012-11-05,-33.3333
2012-11-29,-40.0
2013-01-14,-90.625
2013-01-15,0.0
2013-01-31,1677.7778
2013-02-27,-75.0
2013-07-15,500.0
2013-07-17,0.0
2013-09-05,0.0
2013-10-21,0.0
2013-10-24,0.0
2014-02-07,0.0
2014-09-19,0.0
2014-10-27,0.0
2015-04-30,0.0
2015-05-01,-90.0
2015-08-12,16566.6667
2015-08-13,-98.0
2015-10-07,0.0
2015-10-08,0.0
2016-03-28,100.0
2016-03-30,17.1875
2016-03-31,412.0
2016-04-22,25.0
2016-06-03,0.0
2016-06-30,0.0
2016-08-01,-78.0
2016-09-09,354.5455
2016-10-06,-6.6667
2017-02-14,-71.9196
2017-02-17,-16.0572
2017-03-02,0.0
2017-06-26,203.0303
2017-08-07,-45.0
2017-09-05,-9.0909
2017-10-06,23.0
2017-12-14,-2.439
2017-12-26,-16.6667
2018-02-08,0.0
2018-03-19,20.0
2018-03-27,66.6667
2018-04-04,-20.0
2018-06-06,87.5
2018-06-07,-10.0667
2018-06-08,-18.4581
2018-06-11,22.7273
2018-06-15,-3.7037
2018-06-18,15.3846
2018-06-20,-13.3333
2018-06-26,-14.538499999999999
2018-06-27,0.8101
2018-06-29,-0.8036
2018-07-02,-18.0018
2018-07-03,-10.9769
2018-07-05,31.9605
2018-07-10,2.6911
2018-07-12,-26.2056
2018-07-25,3.5512
2018-07-31,-15.337
2018-08-01,-11.2518
2018-08-07,26.7829
2018-09-17,-23.625
2018-10-08,-16.3666
2018-10-11,17.4168
2018-10-25,33.3333
2018-11-02,0.0
2018-11-06,-25.0
2018-11-12,0.0
2018-11-14,-16.6667
2018-12-17,-20.0
2019-01-08,0.0
2019-02-13,0.0
2019-03-12,0.0
2019-04-08,25.0
2019-04-30,-75.0
2019-06-10,8.8
2019-06-24,201.4706
2019-06-25,-2.439
2019-06-26,17.5
2019-08-19,-40.4255
2019-10-15,7.1429
2019-10-25,-6.6667
2019-11-07,7.1429
2019-11-26,33.3333
2019-12-31,0.0
2020-02-05,0.0
2020-02-07,-12.5
2020-02-14,100.0
2020-02-19,-14.2857
2020-02-27,16.6667
2020-03-02,0.0
2020-03-16,0.0
2020-03-19,-7.1429
2020-03-20,-68.3077
2020-03-31,69.9029
2020-04-01,0.0
2020-04-07,-42.8571
2020-04-17,-12.0
2020-05-11,297.7273
2020-05-12,-17.8571
2020-05-20,4.3478
2020-06-01,16.6667
2020-06-04,-74.8571
2020-06-15,240.3409
2020-06-16,-69.783
2020-06-18,218.7845
2020-06-23,21.3172
2020-06-25,-14.2857
2020-06-26,16.5833
2020-07-08,-0.0715
2020-07-09,-59.0844
2020-07-27,144.7552
2020-07-31,0.0
