ticker,CBTX US Equity
2018-04-04,1.1344
2018-04-05,-0.6118
2018-04-06,-1.8468
2018-04-09,1.5331000000000001
2018-04-10,0.2745
2018-04-11,-0.3765
2018-04-12,0.3435
2018-04-13,-1.4721
2018-04-16,1.3551
2018-04-17,-0.0686
2018-04-18,0.3774
2018-04-19,0.3076
2018-04-20,0.9199
2018-04-23,-1.3504
2018-04-24,0.1369
2018-04-25,0.0
2018-04-26,-0.6494
2018-04-27,-1.1352
2018-04-30,0.9047
2018-05-01,-0.0345
2018-05-02,0.3794
2018-05-03,-0.0344
2018-05-04,-0.3438
2018-05-07,-1.4143
2018-05-08,1.8195000000000001
2018-05-09,-0.4124
2018-05-10,0.069
2018-05-11,1.2069
2018-05-14,0.3066
2018-05-15,-0.4755
2018-05-16,1.4334
2018-05-17,0.9421
2018-05-18,-0.3
2018-05-21,0.5349
2018-05-22,-0.3991
2018-05-23,0.1336
2018-05-24,0.2668
2018-05-25,-0.7981
2018-05-29,-2.3131
2018-05-30,2.2306
2018-05-31,-0.6042
2018-06-01,1.4522
2018-06-04,2.1638
2018-06-05,-0.2281
2018-06-06,1.241
2018-06-07,2.9032
2018-06-08,0.6583
2018-06-11,1.6505999999999998
2018-06-12,0.9804
2018-06-13,-0.6371
2018-06-14,-1.0992
2018-06-15,1.6054
2018-06-18,1.4889000000000001
2018-06-19,2.6946
2018-06-20,0.4373
2018-06-21,-1.3353
2018-06-22,0.1471
2018-06-25,0.3525
2018-06-26,-0.9953
2018-06-27,-2.5724
2018-06-28,1.8209
2018-06-29,-1.3413
2018-07-02,1.3313
2018-07-03,1.7617
2018-07-05,1.4965
2018-07-06,-0.4047
2018-07-09,1.1611
2018-07-10,-1.4634
2018-07-11,-0.1747
2018-07-12,-0.9918
2018-07-13,-1.7973
2018-07-16,1.0801
2018-07-17,-0.9498
2018-07-18,-0.5694
2018-07-19,0.5726
2018-07-20,0.2397
2018-07-23,1.0164
2018-07-24,0.2368
2018-07-25,-0.8267
2018-07-26,1.3397000000000001
2018-07-27,6.2867
2018-07-30,1.7137
2018-07-31,1.5760999999999998
2018-08-01,0.7223
2018-08-02,0.6109
2018-08-03,-0.792
2018-08-06,1.0644
2018-08-07,-0.4739
2018-08-08,1.2169
2018-08-09,-0.5489
2018-08-10,-0.0263
2018-08-13,-0.2366
2018-08-14,-0.4216
2018-08-15,-1.4289
2018-08-16,1.2081
2018-08-17,-0.9814
2018-08-20,-1.0179
2018-08-21,1.3801999999999999
2018-08-22,-0.4538
2018-08-23,0.2145
2018-08-24,-0.2141
2018-08-27,-0.885
2018-08-28,-0.1353
2018-08-29,-1.1921
2018-08-30,-0.8226
2018-08-31,1.1059
2018-09-04,-0.9024
2018-09-05,0.3311
2018-09-06,-0.055
2018-09-07,-0.5779
2018-09-10,2.8231
2018-09-11,0.0
2018-09-12,-0.4038
2018-09-13,-0.027
2018-09-14,1.8383
2018-09-17,-1.7255
2018-09-18,1.5396999999999998
2018-09-19,0.5055
2018-09-20,0.5029
2018-09-21,-2.0279
2018-09-24,-1.8817
2018-09-25,-0.137
2018-09-26,-3.4294000000000002
2018-09-27,1.1932
2018-09-28,-0.0842
2018-10-01,-0.816
2018-10-02,-1.7589000000000001
2018-10-03,2.339
2018-10-04,-0.1411
2018-10-05,0.0848
2018-10-08,1.0446
2018-10-09,0.1676
2018-10-10,-2.3431
2018-10-11,-3.1705
2018-10-12,0.7375
2018-10-15,0.8199
2018-10-16,0.1743
2018-10-17,-0.058
2018-10-18,-0.9283
2018-10-19,-2.6353999999999997
2018-10-22,-2.5263
2018-10-23,-0.2468
2018-10-24,-2.4436
2018-10-25,3.6462
2018-10-26,-1.4377
2018-10-29,1.6139000000000001
2018-10-30,0.5803
2018-10-31,0.911
2018-11-01,-0.6019
2018-11-02,-0.6055
2018-11-05,0.0305
2018-11-06,1.8575
2018-11-07,0.3886
2018-11-08,2.025
2018-11-09,-3.2983000000000002
2018-11-12,0.0906
2018-11-13,0.2413
2018-11-14,0.4513
2018-11-15,3.0848
2018-11-16,0.9297
2018-11-19,-1.209
2018-11-20,0.8159
2018-11-21,-0.7225
2018-11-23,1.4556
2018-11-26,0.2296
2018-11-27,-0.229
2018-11-28,0.4304
2018-11-29,-1.1429
2018-11-30,-0.3179
2018-12-03,-0.2609
2018-12-04,-5.9593
2018-12-06,-1.1437
2018-12-07,-0.7817
2018-12-10,1.4182000000000001
2018-12-11,-0.2486
2018-12-12,1.3396
2018-12-13,-1.1989
2018-12-14,-1.1201
2018-12-17,0.0315
2018-12-18,-0.2517
2018-12-19,-4.6042
2018-12-20,-1.5868
2018-12-21,1.1421000000000001
2018-12-24,-2.1255
2018-12-26,1.5270000000000001
2018-12-27,-2.5401
2018-12-28,1.6461000000000001
2018-12-31,-0.641
2019-01-02,1.7347000000000001
2019-01-03,-0.4346
2019-01-04,2.7199
2019-01-07,0.3269
2019-01-08,0.7168
2019-01-09,0.6147
2019-01-10,-1.2219
2019-01-11,0.1302
2019-01-14,-0.5852
2019-01-15,1.7986
2019-01-16,1.6383
2019-01-17,0.3793
2019-01-18,1.6688
2019-01-22,-0.8362
2019-01-23,1.0931
2019-01-24,-0.0618
2019-01-25,-0.1546
2019-01-28,-0.5263
2019-01-29,-1.0582
2019-01-30,-0.1887
2019-01-31,1.6388
2019-02-01,0.4651
2019-02-04,0.6173
2019-02-05,-0.5215
2019-02-06,0.2158
2019-02-07,-0.4615
2019-02-08,-0.6182
2019-02-11,1.3064
2019-02-12,0.829
2019-02-13,0.3654
2019-02-14,-0.7282
2019-02-15,1.7726
2019-02-19,1.0511
2019-02-20,0.3863
2019-02-21,0.0
2019-02-22,0.444
2019-02-25,-0.9726
2019-02-26,-1.2798
2019-02-27,1.5977999999999999
2019-02-28,-1.1573
2019-03-01,1.2909
2019-03-04,-0.7706
2019-03-05,0.448
2019-03-06,-3.3601
2019-03-07,-1.6
2019-03-08,1.4697
2019-03-11,0.9245
2019-03-12,0.0305
2019-03-13,0.5495
2019-03-14,-0.1214
2019-03-15,0.5167
2019-03-18,0.9374
2019-03-19,-2.2169
2019-03-20,-1.6238000000000001
2019-03-21,-1.0277
2019-03-22,-4.3738
2019-03-25,2.9943999999999997
2019-03-26,4.8562
2019-03-27,-2.3766
2019-03-28,1.2797
2019-03-29,0.3698
2019-04-01,0.4004
2019-04-02,-0.1534
2019-04-03,0.2151
2019-04-04,-0.1533
2019-04-05,1.3202
2019-04-08,0.3333
2019-04-09,-1.933
2019-04-10,1.8479
2019-04-11,-1.1793
2019-04-12,0.7038
2019-04-15,-1.2154
2019-04-16,1.2919
2019-04-17,-0.4859
2019-04-18,-1.892
2019-04-22,-0.6843
2019-04-23,1.3154
2019-04-24,-0.1546
2019-04-25,0.0929
2019-04-26,-0.1856
2019-04-29,0.7747
2019-04-30,-2.5215
2019-05-01,-4.7003
2019-05-02,1.5558
2019-05-03,-2.3468
2019-05-06,-2.7036
2019-05-07,-2.3327999999999998
2019-05-08,-1.6509
2019-05-09,-0.1071
2019-05-10,0.4648
2019-05-13,-2.4911
2019-05-14,2.9196999999999997
2019-05-15,-0.6738
2019-05-16,0.2856
2019-05-17,0.0356
2019-05-20,-0.5338
2019-05-21,1.8605
2019-05-22,-0.3864
2019-05-23,-3.5261
2019-05-24,0.6213
2019-05-28,1.4166
2019-05-29,0.8596
2019-05-30,0.9943
2019-05-31,-4.1842
2019-06-03,0.5505
2019-06-04,1.3869
2019-06-05,-1.2959
2019-06-06,-1.7141
2019-06-07,0.9276
2019-06-10,1.4706000000000001
2019-06-11,0.8333
2019-06-12,1.1858
2019-06-13,0.4261
2019-06-14,0.1414
2019-06-17,-0.2472
2019-06-18,0.7788
2019-06-19,-0.281
2019-06-20,-1.0919
2019-06-21,-1.4601
2019-06-24,-0.6505
2019-06-25,1.7825
2019-06-26,-0.2502
2019-06-27,1.3973
2019-06-28,-0.212
2019-07-01,-0.0355
2019-07-02,0.3199
2019-07-03,1.3466
2019-07-05,1.0839
2019-07-08,-1.0031
2019-07-09,-1.5723
2019-07-10,0.1775
2019-07-11,1.2048
2019-07-12,1.8207
2019-07-15,-0.4814
2019-07-16,0.2419
2019-07-17,-0.7239
2019-07-18,0.4861
2019-07-19,0.7256
2019-07-22,-2.5728999999999997
2019-07-23,-0.2113
2019-07-24,5.928
2019-07-25,-2.3318
2019-07-26,5.0136
2019-07-29,-1.7863
2019-07-30,3.373
2019-07-31,-3.5829
2019-08-01,-0.564
2019-08-02,-1.8018
2019-08-05,-3.4319
2019-08-06,1.6186
2019-08-07,-1.2465
2019-08-08,1.2623
2019-08-09,-1.1773
2019-08-12,-0.3153
2019-08-13,0.3866
2019-08-14,-2.3109
2019-08-15,-0.3584
2019-08-16,1.9064999999999999
2019-08-19,0.9884
2019-08-20,-0.9437
2019-08-21,0.247
2019-08-22,-0.704
2019-08-23,-3.7221
2019-08-26,2.8350999999999997
2019-08-27,-4.0458
2019-08-28,1.7164000000000001
2019-08-29,-0.5869
2019-08-30,-0.6273
2019-09-03,-3.0821
2019-09-04,0.5747
2019-09-05,2.2095
2019-09-06,-1.23
2019-09-09,2.6792
2019-09-10,0.9188
2019-09-11,2.5856
2019-09-12,1.6329
2019-09-13,1.3622
2019-09-16,-0.3101
2019-09-17,-1.2789
2019-09-18,1.2605
2019-09-19,-1.6252
2019-09-20,2.8822
2019-09-23,-2.0499
2019-09-24,-1.7090999999999998
2019-09-25,1.9872
2019-09-26,-1.9137
2019-09-27,0.0
2019-09-30,-0.7449
2019-10-01,-2.0086
2019-10-02,0.6589
2019-10-03,-0.2182
2019-10-04,1.2755
2019-10-07,0.036
2019-10-08,-0.3237
2019-10-09,0.0
2019-10-10,0.83
2019-10-11,3.1138
2019-10-14,-0.3818
2019-10-15,-0.7317
2019-10-16,-0.4563
2019-10-17,1.763
2019-10-18,0.4851
2019-10-21,0.7241
2019-10-22,-0.3766
2019-10-23,-0.5498
2019-10-24,-3.0408
2019-10-25,0.6771
2019-10-28,0.708
2019-10-29,0.4569
2019-10-30,0.4549
2019-10-31,-0.209
2019-11-01,0.7679
2019-11-04,1.7319
2019-11-05,0.9534
2019-11-06,-1.2479
2019-11-07,0.8197
2019-11-08,0.0
2019-11-11,-0.4065
2019-11-12,1.0544
2019-11-13,-0.5722
2019-11-14,0.2708
2019-11-15,-0.4389
2019-11-18,0.373
2019-11-19,1.4527
2019-11-20,-1.0989
2019-11-21,-0.7744
2019-11-22,-0.6108
2019-11-25,1.9461
2019-11-26,-1.0382
2019-11-27,0.5415
2019-11-29,-0.6395
2019-12-02,-0.5081
2019-12-03,0.0681
2019-12-04,0.6465
2019-12-05,-0.2028
2019-12-06,1.5583
2019-12-09,-0.2668
2019-12-10,-0.2341
2019-12-11,0.1006
2019-12-12,1.708
2019-12-13,-1.0866
2019-12-16,1.4647000000000001
2019-12-17,0.8202
2019-12-18,-0.781
2019-12-19,-0.0328
2019-12-20,0.5577
2019-12-23,0.0
2019-12-24,0.2284
2019-12-26,0.6836
2019-12-27,-0.097
2019-12-30,0.7767
2019-12-31,0.2569
2020-01-02,0.482
2020-01-03,-0.2558
2020-01-06,0.0641
2020-01-07,-0.4165
2020-01-08,1.0296
2020-01-09,-0.3025
2020-01-10,-0.3035
2020-01-13,0.5767
2020-01-14,-0.9876
2020-01-15,0.1931
2020-01-16,1.2203
2020-01-17,-0.9201
2020-01-21,-0.3202
2020-01-22,-0.2891
2020-01-23,0.9021
2020-01-24,-1.0217
2020-01-27,-0.129
2020-01-28,0.2907
2020-01-29,-0.8052
2020-01-30,-2.8247
2020-01-31,-1.2696
2020-02-03,0.7107
2020-02-04,-0.1008
2020-02-05,1.0764
2020-02-06,-0.0666
2020-02-07,-0.7992
2020-02-10,-0.7049
2020-02-11,0.1014
2020-02-12,-0.3377
2020-02-13,0.9827
2020-02-14,-1.1074
2020-02-18,-1.2216
2020-02-19,-0.8588
2020-02-20,-0.0347
2020-02-21,-2.0797
2020-02-24,-0.8496
2020-02-25,-2.2492
2020-02-26,-2.4105
2020-02-27,-1.2349999999999999
2020-02-28,-5.4566
2020-03-02,2.6854
2020-03-03,-2.5761
2020-03-04,0.2404
2020-03-05,-5.4756
2020-03-06,-3.8478
2020-03-09,-11.4776
2020-03-10,-3.4277
2020-03-11,-0.6687
2020-03-12,-10.0984
2020-03-13,11.2903
2020-03-16,5.0725
2020-03-17,10.4433
2020-03-18,-40.1427
2020-03-19,23.2489
2020-03-20,-9.0085
2020-03-23,1.3289
2020-03-24,11.1475
2020-03-25,-2.8319
2020-03-26,6.2538
2020-03-27,0.1143
2020-03-30,0.5137
2020-03-31,1.4764
2020-04-01,-9.229
2020-04-02,1.8599
2020-04-03,-1.3999
2020-04-06,5.6173
2020-04-07,0.3507
2020-04-08,0.7571
2020-04-09,4.0462
2020-04-13,-3.3889
2020-04-14,0.575
2020-04-15,-8.1761
2020-04-16,-3.9851
2020-04-17,8.3009
2020-04-20,0.5988
2020-04-21,-0.7738
2020-04-22,-1.1398
2020-04-23,0.9102
2020-04-24,1.2628
2020-04-27,2.3753
2020-04-28,3.6543
2020-04-29,8.5618
2020-04-30,-6.9072
2020-05-01,-2.4917
2020-05-04,-0.0568
2020-05-05,-1.0227
2020-05-06,-0.5166
2020-05-07,2.2504
2020-05-08,2.3702
2020-05-11,-2.8666
2020-05-12,-3.1782
2020-05-13,-2.5205
2020-05-14,0.4811
2020-05-15,-0.6583
2020-05-18,9.9398
2020-05-19,-5.589
2020-05-20,7.3709
2020-05-21,-0.5946
2020-05-22,-1.5226
2020-05-26,5.4666
2020-05-27,7.1728
2020-05-28,-2.7846
2020-05-29,2.6131
2020-06-01,-0.6366
2020-06-02,-2.3164
2020-06-03,4.5409
2020-06-04,0.917
2020-06-05,5.7867
2020-06-08,1.9891999999999999
2020-06-09,-0.266
2020-06-10,-7.4222
2020-06-11,-9.3615
2020-06-12,1.2182
2020-06-15,1.9885000000000002
2020-06-16,5.1821
2020-06-17,-5.4634
2020-06-18,0.774
2020-06-19,4.1475
2020-06-22,-0.59
2020-06-23,-2.4728
2020-06-24,-1.8256000000000001
2020-06-25,3.0475
2020-06-26,0.6516
2020-06-29,1.8426
2020-06-30,3.1785
2020-07-01,-6.381
2020-07-02,-1.3225
2020-07-06,-0.2577
2020-07-07,-3.2041
2020-07-08,-3.8441
2020-07-09,-6.08
2020-07-10,3.8132
2020-07-13,-0.9681
2020-07-14,0.5175
2020-07-15,2.8032
2020-07-16,-0.8347
2020-07-17,-2.1886
2020-07-20,-3.0407
2020-07-21,5.858
2020-07-22,-1.7328000000000001
2020-07-23,1.1377
2020-07-24,-0.9561
2020-07-27,-3.975
2020-07-28,0.2957
2020-07-29,2.4175
2020-07-30,-4.6056
2020-07-31,-4.7073
