ticker,TUSK US Equity
2017-03-08,-7.2626
2017-03-09,-8.3333
2017-03-10,3.2859
2017-03-13,-0.6893
2017-03-14,-2.8830999999999998
2017-03-15,5.1677
2017-03-16,-2.2478
2017-03-17,3.1551
2017-03-20,-1.1923
2017-03-21,3.2004
2017-03-22,-0.2034
2017-03-23,2.3434
2017-03-24,-3.0861
2017-03-27,-1.0786
2017-03-28,1.7134
2017-03-29,2.7055
2017-03-30,2.5348
2017-03-31,4.2656
2017-04-03,0.2325
2017-04-04,-1.8089
2017-04-05,-1.3226
2017-04-06,3.9732
2017-04-07,-2.3481
2017-04-10,0.4715
2017-04-11,-3.9417999999999997
2017-04-12,-0.4885
2017-04-13,-3.5346
2017-04-17,-1.5776
2017-04-18,-3.6711
2017-04-19,0.2147
2017-04-20,4.2849
2017-04-21,-0.565
2017-04-24,-1.343
2017-04-25,0.3141
2017-04-26,2.1399
2017-04-27,-1.022
2017-04-28,-0.3614
2017-05-01,-2.5389
2017-05-02,-0.4253
2017-05-03,-0.6407
2017-05-04,-6.0183
2017-05-05,0.2287
2017-05-08,5.7616
2017-05-09,1.9417
2017-05-10,3.3333
2017-05-11,-4.9155
2017-05-12,0.2693
2017-05-15,3.3298
2017-05-16,1.6112
2017-05-17,-3.1714
2017-05-18,-0.1057
2017-05-19,1.6922000000000001
2017-05-22,-1.196
2017-05-23,0.3158
2017-05-24,0.0525
2017-05-25,-1.9402
2017-05-26,0.1604
2017-05-30,-1.9221
2017-05-31,-1.0887
2017-06-01,-0.055
2017-06-02,2.3678
2017-06-05,-0.4841
2017-06-06,-0.7568
2017-06-07,-5.1743
2017-06-08,-2.2975
2017-06-09,1.3521
2017-06-12,0.406
2017-06-13,1.8486
2017-06-14,-0.7941
2017-06-15,-5.0886
2017-06-16,1.6265
2017-06-19,-2.7267
2017-06-20,-0.4266
2017-06-21,-0.5508
2017-06-22,0.9846
2017-06-23,6.2767
2017-06-26,-0.1147
2017-06-27,0.5166
2017-06-28,1.2564
2017-06-29,3.8917
2017-06-30,0.9772
2017-07-03,4.3011
2017-07-05,-2.8350999999999997
2017-07-06,-4.7745
2017-07-07,-2.2841
2017-07-10,-0.6271
2017-07-11,1.8933
2017-07-12,-4.955
2017-07-13,-1.1256
2017-07-14,-1.9173
2017-07-17,0.2443
2017-07-18,-2.1938
2017-07-19,-1.1838
2017-07-20,-2.1438
2017-07-21,1.0954
2017-07-24,-1.6571
2017-07-25,-0.8425
2017-07-26,-0.0654
2017-07-27,-3.5317
2017-07-28,0.1356
2017-07-31,-0.677
2017-08-01,0.818
2017-08-02,-1.6227
2017-08-03,-4.5361
2017-08-04,-5.6156
2017-08-07,-3.6612999999999998
2017-08-08,-3.2462
2017-08-09,-2.1277
2017-08-10,-3.3445
2017-08-11,-1.0381
2017-08-14,2.7098
2017-08-15,-5.0213
2017-08-16,-0.448
2017-08-17,-0.5401
2017-08-18,5.7014
2017-08-21,-1.4555
2017-08-22,5.2129
2017-08-23,4.294
2017-08-24,1.8211
2017-08-25,-0.3888
2017-08-28,-0.1561
2017-08-29,4.9257
2017-08-30,0.6706
2017-08-31,1.9985
2017-09-01,-0.5806
2017-09-05,-0.8029
2017-09-06,4.1943
2017-09-07,-0.9887
2017-09-08,-3.2096999999999998
2017-09-11,2.4318
2017-09-12,3.741
2017-09-13,1.595
2017-09-14,2.7304
2017-09-15,-0.7973
2017-09-18,1.6745
2017-09-19,-0.2635
2017-09-20,1.9155
2017-09-21,0.7777
2017-09-22,2.3151
2017-09-25,1.5085
2017-09-26,3.9628
2017-09-27,-0.1787
2017-09-28,1.074
2017-09-29,-0.4723
2017-10-02,-1.5421
2017-10-03,-1.4458
2017-10-04,-4.7677
2017-10-05,2.1181
2017-10-06,-1.5713
2017-10-09,1.2771
2017-10-10,3.8462
2017-10-11,-0.7286
2017-10-12,-4.0367
2017-10-13,0.7011
2017-10-16,-1.7722
2017-10-17,-2.3196
2017-10-18,-1.4512
2017-10-19,-3.012
2017-10-20,19.1166
2017-10-23,3.0127
2017-10-24,-1.5186
2017-10-25,-0.1713
2017-10-26,3.8902
2017-10-27,1.7621
2017-10-30,-0.2165
2017-10-31,6.9957
2017-11-01,0.5575
2017-11-02,-9.2238
2017-11-03,6.4409
2017-11-06,4.747
2017-11-07,-0.3486
2017-11-08,-0.5997
2017-11-09,1.458
2017-11-10,3.5183
2017-11-13,-3.9253
2017-11-14,-7.5237
2017-11-15,-4.5259
2017-11-16,4.9661
2017-11-17,2.3118
2017-11-20,-0.5255
2017-11-21,-0.898
2017-11-22,0.7463
2017-11-24,-0.2646
2017-11-27,-0.7427
2017-11-28,7.0551
2017-11-29,-5.1922
2017-11-30,-0.7372
2017-12-01,3.6605
2017-12-04,-0.9724
2017-12-05,-4.0827
2017-12-06,-6.7349
2017-12-07,1.2709
2017-12-08,0.1711
2017-12-11,2.1071
2017-12-12,2.9281
2017-12-13,1.0024
2017-12-14,0.1609
2017-12-15,0.1071
2017-12-18,1.0701
2017-12-19,0.0
2017-12-20,1.3764
2017-12-21,4.3342
2017-12-22,-0.9009
2017-12-26,0.7071
2017-12-27,-0.4514
2017-12-28,-0.2519
2017-12-29,-0.8586
2018-01-02,3.8207
2018-01-03,3.0913
2018-01-04,4.8548
2018-01-05,0.9079
2018-01-08,3.0139
2018-01-09,1.2664
2018-01-10,-2.9323
2018-01-11,3.7317
2018-01-12,0.4711
2018-01-16,-3.8363
2018-01-17,2.6596
2018-01-18,-0.0864
2018-01-19,3.4572
2018-01-22,0.4595
2018-01-23,1.9543
2018-01-24,-3.752
2018-01-25,-1.3559
2018-01-26,-4.5103
2018-01-29,-1.8444
2018-01-30,3.758
2018-01-31,1.4134
2018-02-01,3.4843
2018-02-02,-8.165
2018-02-05,-1.1916
2018-02-06,5.3803
2018-02-07,-5.2377
2018-02-08,-6.3632
2018-02-09,-1.6865
2018-02-12,1.665
2018-02-13,-0.9926
2018-02-14,4.6115
2018-02-15,-1.725
2018-02-16,0.7314
2018-02-20,-2.4685
2018-02-21,-0.5459
2018-02-22,5.5389
2018-02-23,15.3664
2018-02-26,1.8852
2018-02-27,3.0571
2018-02-28,2.1858
2018-03-01,1.0313
2018-03-02,7.448
2018-03-05,3.4483
2018-03-06,6.2925
2018-03-07,-1.248
2018-03-08,-0.6481
2018-03-09,5.349
2018-03-12,1.8885
2018-03-13,-10.0273
2018-03-14,-2.3303
2018-03-15,-0.7953
2018-03-16,1.1502
2018-03-19,-0.9649
2018-03-20,2.2965
2018-03-21,7.1088
2018-03-22,-4.1283
2018-03-23,0.7287
2018-03-26,-0.6906
2018-03-27,-5.0
2018-03-28,3.7644
2018-03-29,7.6923
2018-04-02,-3.8366
2018-04-03,3.049
2018-04-04,8.6874
2018-04-05,-3.4173
2018-04-06,0.5397
2018-04-09,-0.3579
2018-04-10,1.5864
2018-04-11,-0.2357
2018-04-12,-1.4176
2018-04-13,1.0485
2018-04-16,-1.0673
2018-04-17,-1.1987
2018-04-18,5.4292
2018-04-19,-9.8677
2018-04-20,2.7131
2018-04-23,2.4859999999999998
2018-04-24,-1.8799000000000001
2018-04-25,1.0816
2018-04-26,3.5769
2018-04-27,-0.6198
2018-04-30,-3.5343
2018-05-01,-0.7697
2018-05-02,1.3652
2018-05-03,-6.0912
2018-05-04,7.5945
2018-05-07,-0.8179
2018-05-08,2.4435000000000002
2018-05-09,3.071
2018-05-10,-0.6075
2018-05-11,-2.0081
2018-05-14,0.1782
2018-05-15,0.0889
2018-05-16,1.3626
2018-05-17,4.1204
2018-05-18,-1.0104
2018-05-21,1.7295
2018-05-22,-3.5674
2018-05-23,1.5607
2018-05-24,-3.6426
2018-05-25,-8.0035
2018-05-29,22.2472
2018-05-30,-1.3393
2018-05-31,0.5057
2018-06-01,-1.7744
2018-06-04,-1.4559
2018-06-05,4.1587
2018-06-06,5.3848
2018-06-07,-6.1067
2018-06-08,-2.2298999999999998
2018-06-11,-0.2987
2018-06-12,0.5174
2018-06-13,3.4137
2018-06-14,-0.4978
2018-06-15,1.8957000000000002
2018-06-18,0.7235
2018-06-19,-0.1026
2018-06-20,2.9019
2018-06-21,1.0482
2018-06-22,0.9632
2018-06-25,-2.862
2018-06-26,0.1763
2018-06-27,-10.181
2018-06-28,0.3079
2018-06-29,-5.2455
2018-07-02,0.7656
2018-07-03,0.6137
2018-07-05,-0.0581
2018-07-06,7.091
2018-07-09,3.0665
2018-07-10,-0.3949
2018-07-11,-4.9696
2018-07-12,0.9458
2018-07-13,-0.0827
2018-07-16,0.3034
2018-07-17,2.2546
2018-07-18,0.6722
2018-07-19,-1.5758999999999999
2018-07-20,1.2753999999999999
2018-07-23,-0.0536
2018-07-24,-2.5737
2018-07-25,-1.541
2018-07-26,-0.1956
2018-07-27,1.7082000000000002
2018-07-30,-0.1652
2018-07-31,2.6475
2018-08-01,0.8866
2018-08-02,1.7577
2018-08-03,-4.3968
2018-08-06,1.1908
2018-08-07,2.7959
2018-08-08,5.1492
2018-08-09,-4.6961
2018-08-10,0.7378
2018-08-13,-4.7345
2018-08-14,-3.1576
2018-08-15,-8.5342
2018-08-16,0.775
2018-08-17,-0.123
2018-08-20,0.308
2018-08-21,1.1667
2018-08-22,3.7329
2018-08-23,-0.1755
2018-08-24,-15.0059
2018-08-27,1.5171999999999999
2018-08-28,0.8152
2018-08-29,-2.6616999999999997
2018-08-30,-3.9114
2018-08-31,-1.0086
2018-09-04,-1.31
2018-09-05,-2.5442
2018-09-06,-2.0053
2018-09-07,2.2394
2018-09-10,2.3036
2018-09-11,3.1008
2018-09-12,0.8951
2018-09-13,0.2484
2018-09-14,1.0265
2018-09-17,-2.698
2018-09-18,2.0166
2018-09-19,0.5295
2018-09-20,1.0534
2018-09-21,1.3899
2018-09-24,0.2742
2018-09-25,0.4101
2018-09-26,-3.4377
2018-09-27,1.0927
2018-09-28,1.4644
2018-10-01,3.1959
2018-10-02,-0.3663
2018-10-03,-1.4706000000000001
2018-10-04,-0.8141
2018-10-05,0.5472
2018-10-08,0.7483
2018-10-09,-2.0932
2018-10-10,-2.5862
2018-10-11,-2.9027
2018-10-12,1.3489
2018-10-15,0.0
2018-10-16,4.7122
2018-10-17,-1.3740999999999999
2018-10-18,-8.1853
2018-10-19,2.8452
2018-10-22,-1.2541
2018-10-23,-3.2499000000000002
2018-10-24,-6.6795
2018-10-25,3.3513
2018-10-26,3.2826
2018-10-29,-4.1472999999999995
2018-10-30,5.0546
2018-10-31,-3.9261
2018-11-01,3.9663
2018-11-02,3.8921
2018-11-05,-2.3739
2018-11-06,3.1915
2018-11-07,3.4426
2018-11-08,-4.6121
2018-11-09,-1.8366
2018-11-12,-1.4128
2018-11-13,-3.9116999999999997
2018-11-14,-1.2495
2018-11-15,2.9796
2018-11-16,0.9909
2018-11-19,-0.314
2018-11-20,-6.1417
2018-11-21,3.9849
2018-11-23,-1.3715
2018-11-26,0.4908
2018-11-27,2.3606
2018-11-28,0.835
2018-11-29,-1.1041
2018-11-30,0.319
2018-12-03,1.7090999999999998
2018-12-04,-6.6823
2018-12-06,-10.0084
2018-12-07,-0.7911
2018-12-10,-0.2345
2018-12-11,0.047
2018-12-12,1.7856999999999998
2018-12-13,-6.4635
2018-12-14,-4.4916
2018-12-17,0.2584
2018-12-18,-0.3093
2018-12-19,-2.7921
2018-12-20,-4.5745000000000005
2018-12-21,-1.5608
2018-12-24,-3.1144
2018-12-26,6.1368
2018-12-27,-0.6057
2018-12-28,0.6648
2018-12-31,-1.0457
2019-01-02,6.7853
2019-01-03,-0.1562
2019-01-04,6.6249
2019-01-07,3.0822
2019-01-08,1.9459
2019-01-09,5.2142
2019-01-10,0.0442
2019-01-11,-2.0787
2019-01-14,-0.4517
2019-01-15,0.1815
2019-01-16,3.0797
2019-01-17,1.0545
2019-01-18,-1.0
2019-01-22,-4.1722
2019-01-23,-1.2832
2019-01-24,2.8784
2019-01-25,6.1372
2019-01-28,-1.6156000000000001
2019-01-29,0.2161
2019-01-30,0.3019
2019-01-31,-4.8581
2019-02-01,3.0728
2019-02-04,0.7891
2019-02-05,0.1305
2019-02-06,-3.1494
2019-02-07,-5.5029
2019-02-08,0.9547
2019-02-11,2.1749
2019-02-12,1.2957
2019-02-13,2.741
2019-02-14,1.912
2019-02-15,0.7853
2019-02-19,0.7359
2019-02-20,3.4379
2019-02-21,-2.9082
2019-02-22,1.4121000000000001
2019-02-25,-0.5063
2019-02-26,-0.8906
2019-02-27,-0.1284
2019-02-28,-1.4996
2019-03-01,2.1314
2019-03-04,-1.1073
2019-03-05,-3.5314
2019-03-06,-4.2857
2019-03-07,-1.5857999999999999
2019-03-08,-1.6588
2019-03-11,0.1446
2019-03-12,3.0318
2019-03-13,-0.5138
2019-03-14,-3.9436999999999998
2019-03-15,-12.3167
2019-03-18,1.8395000000000001
2019-03-19,-2.7367
2019-03-20,0.6753
2019-03-21,1.8446
2019-03-22,-4.9396
2019-03-25,-4.2148
2019-03-26,1.9289
2019-03-27,-2.0698
2019-03-28,4.0459
2019-03-29,-3.3662
2019-04-01,1.7417
2019-04-02,0.4132
2019-04-03,-3.8801
2019-04-04,3.5474
2019-04-05,4.9616
2019-04-08,3.7704
2019-04-09,-2.7115
2019-04-10,1.1706
2019-04-11,-0.7163
2019-04-12,-1.0544
2019-04-15,0.4487
2019-04-16,0.335
2019-04-17,0.3895
2019-04-18,-1.8293
2019-04-22,2.428
2019-04-23,0.0
2019-04-24,-7.2767
2019-04-25,-4.5779
2019-04-26,0.1869
2019-04-29,-0.7463
2019-04-30,-2.3183
2019-05-01,-5.3239
2019-05-02,-0.1355
2019-05-03,-0.5427
2019-05-06,0.2046
2019-05-07,-1.9061
2019-05-08,-0.694
2019-05-09,3.0398
2019-05-10,0.6156
2019-05-13,-2.9232
2019-05-14,2.3109
2019-05-15,0.5476
2019-05-16,-1.2934
2019-05-17,-2.8966
2019-05-20,-0.4972
2019-05-21,0.1428
2019-05-22,-5.1319
2019-05-23,-8.0391
2019-05-24,-4.085
2019-05-28,-4.0886
2019-05-29,-2.3979
2019-05-30,-3.0937
2019-05-31,-1.4085
2019-06-03,3.1429
2019-06-04,3.4164
2019-06-05,-14.9107
2019-06-06,-35.8867
2019-06-07,2.1277
2019-06-10,-5.609
2019-06-11,5.4329
2019-06-12,-4.3478
2019-06-13,4.2088
2019-06-14,-5.0081
2019-06-17,4.2517
2019-06-18,1.4682
2019-06-19,-7.5563
2019-06-20,9.0435
2019-06-21,7.8149999999999995
2019-06-24,-2.9586
2019-06-25,0.7622
2019-06-26,1.8154
2019-06-27,5.052
2019-06-28,-2.6874000000000002
2019-07-01,7.8488
2019-07-02,-3.0997
2019-07-03,-1.9471
2019-07-05,6.383
2019-07-08,3.0667
2019-07-09,-8.4088
2019-07-10,3.1073
2019-07-11,3.8356
2019-07-12,2.7704
2019-07-15,-6.5469
2019-07-16,-3.9835000000000003
2019-07-17,-2.5751
2019-07-18,-4.8458
2019-07-19,-1.0802
2019-07-22,0.624
2019-07-23,-0.9302
2019-07-24,-1.4085
2019-07-25,-4.6032
2019-07-26,-0.6656
2019-07-29,-3.3501
2019-07-30,10.5719
2019-07-31,1.5674000000000001
2019-08-01,-6.9444
2019-08-02,-25.3731
2019-08-05,4.4444
2019-08-06,-5.5319
2019-08-07,2.4775
2019-08-08,-6.5934
2019-08-09,-0.9412
2019-08-12,4.038
2019-08-13,-0.9132
2019-08-14,-5.53
2019-08-15,-6.3415
2019-08-16,3.125
2019-08-19,9.596
2019-08-20,-6.682
2019-08-21,-5.9259
2019-08-22,-2.8871
2019-08-23,-7.5676
2019-08-26,-6.4327
2019-08-27,0.3125
2019-08-28,7.1651
2019-08-29,5.5233
2019-08-30,0.2755
2019-09-03,0.8242
2019-09-04,-1.9074
2019-09-05,3.8889
2019-09-06,-3.2086
2019-09-09,4.6961
2019-09-10,-2.9024
2019-09-11,-3.5326
2019-09-12,-8.169
2019-09-13,-2.1471999999999998
2019-09-16,9.4044
2019-09-17,-9.4556
2019-09-18,2.2152
2019-09-19,-8.9783
2019-09-20,0.3401
2019-09-23,0.678
2019-09-24,-8.2492
2019-09-25,-2.3853
2019-09-26,-6.391
2019-09-27,0.2008
2019-09-30,-0.6012
2019-10-01,-8.0645
2019-10-02,-3.9474
2019-10-03,2.2831
2019-10-04,-4.9107
2019-10-07,5.6338
2019-10-08,-8.4444
2019-10-09,-0.4854
2019-10-10,1.4634
2019-10-11,6.7308
2019-10-14,-5.8559
2019-10-15,0.9569
2019-10-16,-2.8436
2019-10-17,-0.9756
2019-10-18,-4.9261
2019-10-21,3.1088
2019-10-22,-1.5074999999999998
2019-10-23,1.5306
2019-10-24,-7.5377
2019-10-25,-3.8043
2019-10-28,7.9096
2019-10-29,-4.1885
2019-10-30,-6.5574
2019-10-31,-6.4327
2019-11-01,7.5
2019-11-04,27.3256
2019-11-05,-7.7626
2019-11-06,-17.3267
2019-11-07,5.3892
2019-11-08,-11.3636
2019-11-11,-7.6923
2019-11-12,-4.1667
2019-11-13,0.0
2019-11-14,-2.8986
2019-11-15,1.4925
2019-11-18,9.5588
2019-11-19,-8.0537
2019-11-20,9.4891
2019-11-21,-3.3333
2019-11-22,7.5862
2019-11-25,10.8974
2019-11-26,-4.6243
2019-11-27,0.0
2019-11-29,-4.8485
2019-12-02,-4.4586
2019-12-03,-2.0
2019-12-04,15.6463
2019-12-05,-4.1176
2019-12-06,1.8405
2019-12-09,-0.6024
2019-12-10,3.0303
2019-12-11,1.7647
2019-12-12,0.0
2019-12-13,-4.0462
2019-12-16,-3.012
2019-12-17,-1.2422
2019-12-18,-6.2893
2019-12-19,7.3826
2019-12-20,11.25
2019-12-23,-3.9326
2019-12-24,7.6023
2019-12-26,12.5
2019-12-27,6.2802
2019-12-30,-2.2727
2019-12-31,2.3256
2020-01-02,-0.4545
2020-01-03,-3.1963
2020-01-06,10.8491
2020-01-07,13.1915
2020-01-08,-19.1729
2020-01-09,-11.6279
2020-01-10,-5.2632
2020-01-13,-5.5556
2020-01-14,4.7059
2020-01-15,-6.1798
2020-01-16,6.5868
2020-01-17,-1.6854
2020-01-21,-9.1429
2020-01-22,0.6289
2020-01-23,-2.5
2020-01-24,-6.4103
2020-01-27,-4.1096
2020-01-28,0.0
2020-01-29,-0.7143
2020-01-30,5.036
2020-01-31,-2.7397
2020-02-03,-5.6338
2020-02-04,1.4925
2020-02-05,11.0294
2020-02-06,-3.9735
2020-02-07,-2.7586
2020-02-10,-4.9645
2020-02-11,2.2388
2020-02-12,7.2993
2020-02-13,-2.7211
2020-02-14,-3.4965
2020-02-18,-0.7246
2020-02-19,5.1095
2020-02-20,4.8611
2020-02-21,8.6093
2020-02-24,-11.5854
2020-02-25,-4.8276
2020-02-26,-5.0725
2020-02-27,-3.0534
2020-02-28,-14.1732
2020-03-02,-7.3394
2020-03-03,-7.8119
2020-03-04,-5.4774
2020-03-05,-4.5563
2020-03-06,-11.869
2020-03-09,-20.1135
2020-03-10,42.2388
2020-03-11,-0.1427
2020-03-12,-12.119
2020-03-13,-5.1747
2020-03-16,8.5714
2020-03-17,5.2632
2020-03-18,-9.9875
2020-03-19,-9.7348
2020-03-20,78.4615
2020-03-23,-24.9569
2020-03-24,3.8712999999999997
2020-03-25,-1.5704
2020-03-26,-5.2472
2020-03-27,-1.589
2020-03-30,-10.9652
2020-03-31,1.3397999999999999
2020-04-01,-10.4033
2020-04-02,2.8468999999999998
2020-04-03,-11.6377
2020-04-06,2.2962
2020-04-07,-7.0066
2020-04-08,3.4483
2020-04-09,10.0833
2020-04-13,4.4663
2020-04-14,-2.8986
2020-04-15,-7.0
2020-04-16,-3.7073
2020-04-17,4.7833
2020-04-20,-4.5649999999999995
2020-04-21,2.1333
2020-04-22,19.1253
2020-04-23,2.7397
2020-04-24,8.0
2020-04-27,-4.9012
2020-04-28,3.1027
2020-04-29,5.7668
2020-04-30,0.0
2020-05-01,-4.7619
2020-05-04,6.25
2020-05-05,0.6353
2020-05-06,-0.6313
2020-05-07,35.2941
2020-05-08,-4.3478
2020-05-11,17.2727
2020-05-12,-10.0775
2020-05-13,-5.1724
2020-05-14,0.0
2020-05-15,-7.2727
2020-05-18,17.647100000000002
2020-05-19,5.8333
2020-05-20,8.6614
2020-05-21,15.942
2020-05-22,-14.375
2020-05-26,-3.6496
2020-05-27,-1.5152
2020-05-28,1.5385
2020-05-29,-4.5455
2020-06-01,-3.1746
2020-06-02,-2.459
2020-06-03,4.2017
2020-06-04,-1.6129
2020-06-05,23.7705
2020-06-08,43.0464
2020-06-09,18.0556
2020-06-10,-8.8235
2020-06-11,-24.3011
2020-06-12,11.931799999999999
2020-06-15,-2.0305
2020-06-16,3.1088
2020-06-17,-9.5477
2020-06-18,-2.2222
2020-06-19,-10.7955
2020-06-22,-2.5478
2020-06-23,-5.8824
2020-06-24,-9.7222
2020-06-25,-2.3077
2020-06-26,-1.5748
2020-06-29,-1.6
2020-06-30,-4.065
2020-07-01,0.8475
2020-07-02,-3.3613
2020-07-06,8.6957
2020-07-07,-5.6
2020-07-08,-1.6949
2020-07-09,-0.8621
2020-07-10,6.9565
2020-07-13,-10.5691
2020-07-14,-1.8182
2020-07-15,1.8519
2020-07-16,-0.9091
2020-07-17,2.7523
2020-07-20,-2.6786
2020-07-21,3.6696999999999997
2020-07-22,-3.5398
2020-07-23,0.9174
2020-07-24,6.3636
2020-07-27,0.8547
2020-07-28,-0.8475
2020-07-29,2.5641
2020-07-30,15.8333
2020-07-31,0.0
