ticker,NXTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-09,32.6667
2019-05-10,-2.0101
2019-05-13,-0.5128
2019-05-14,0.4124
2019-05-15,2.7207
2019-05-16,0.8496
2019-05-17,-1.8831
2019-05-20,4.2424
2019-05-21,-3.0523
2019-05-22,-0.6497
2019-05-23,-1.5594000000000001
2019-05-24,1.6863000000000001
2019-05-28,-0.9045
2019-05-29,-6.998
2019-05-30,4.5802
2019-05-31,-2.9196999999999997
2019-06-03,-6.8206
2019-06-04,2.0749
2019-06-05,-8.2439
2019-06-06,2.4615
2019-06-07,-0.4805
2019-06-10,-5.6729
2019-06-11,-1.1516
2019-06-12,-6.2136
2019-06-13,7.4534
2019-06-14,-0.2569
2019-06-17,-2.6401
2019-06-18,2.6455
2019-06-19,-0.6443
2019-06-20,-1.6213
2019-06-21,-3.6256
2019-06-24,-0.4104
2019-06-25,-1.5110000000000001
2019-06-26,0.4184
2019-06-27,-1.6667
2019-06-28,5.791
2019-07-01,17.8238
2019-07-02,-3.1161
2019-07-03,-1.2281
2019-07-05,-1.5394
2019-07-08,-5.4119
2019-07-09,7.7559000000000005
2019-07-10,-1.7699
2019-07-11,2.1622
2019-07-12,-1.3521
2019-07-15,-1.2515
2019-07-16,-1.7502
2019-07-17,1.3514
2019-07-18,6.3636
2019-07-19,8.7749
2019-07-22,1.3096
2019-07-23,-3.6193999999999997
2019-07-24,3.1116
2019-07-25,2.7575
2019-07-26,0.1013
2019-07-29,3.9454000000000002
2019-07-30,1.7518
2019-07-31,5.0693
2019-08-01,1.2745
2019-08-02,-0.8989
2019-08-05,-2.2676
2019-08-06,7.2854
2019-08-07,5.5363
2019-08-08,-6.6803
2019-08-09,5.0066
2019-08-12,1.3801999999999999
2019-08-13,10.1898
2019-08-14,-6.7765
2019-08-15,3.4137
2019-08-16,3.1456
2019-08-19,0.9789
2019-08-20,-3.3557
2019-08-21,13.8889
2019-08-22,1.0501
2019-08-23,1.0057
2019-08-26,1.228
2019-08-27,2.1967
2019-08-28,0.385
2019-08-29,8.6929
2019-08-30,2.117
2019-09-03,6.0179
2019-09-04,7.0885
2019-09-05,5.5034
2019-09-06,-17.4519
2019-09-09,2.8538
2019-09-10,4.077
2019-09-11,0.1088
2019-09-12,2.3913
2019-09-13,-1.6720000000000002
2019-09-16,0.2159
2019-09-17,7.8373
2019-09-18,-1.2737
2019-09-19,0.2024
2019-09-20,-2.3479
2019-09-23,-2.3268
2019-09-24,1.1646
2019-09-25,1.596
