ticker,NXTC US Equity
2019-09-26,-8.0865
2019-09-27,-8.2376
2019-09-30,-5.8015
2019-10-01,1.1345
2019-10-02,-3.3013
2019-10-03,2.7842000000000002
2019-10-04,-0.0322
2019-10-07,-3.8064999999999998
2019-10-08,-4.4266
2019-10-09,-10.386
2019-10-10,1.7227999999999999
2019-10-11,4.6959
2019-10-14,-3.75
2019-10-15,3.6669
2019-10-16,-1.6212
2019-10-17,0.5618
2019-10-18,1.0056
2019-10-21,0.7006
2019-10-22,-0.2929
2019-10-23,-4.5905000000000005
2019-10-24,-0.7313
2019-10-25,3.8387000000000002
2019-10-28,-2.5019
2019-10-29,3.3321
2019-10-30,-4.1142
2019-10-31,-3.363
2019-11-01,9.4
2019-11-04,-3.3638
2019-11-05,248.9217
2019-11-06,-27.3368
2019-11-07,18.5047
2019-11-08,4.3823
2019-11-11,-52.9256
2019-11-12,-4.1261
2019-11-13,0.9088
2019-11-14,2.1192
2019-11-15,-6.4851
2019-11-18,0.8322
2019-11-19,-0.9629
2019-11-20,1.3889
2019-11-21,-0.4384
2019-11-22,1.2933
2019-11-25,8.2315
2019-11-26,0.251
2019-11-27,2.5038
2019-11-29,16.7807
2019-12-02,-8.8266
2019-12-03,8.2817
2019-12-04,8.072
2019-12-05,-2.1368
2019-12-06,0.7011
2019-12-09,3.8989000000000003
2019-12-10,1.704
2019-12-11,-2.9556
2019-12-12,-0.6014
2019-12-13,1.3271
2019-12-16,-0.443
2019-12-17,1.5476999999999999
2019-12-18,-4.5151
2019-12-19,9.7765
2019-12-20,6.4158
2019-12-23,12.7242
2019-12-24,-5.0
2019-12-26,-0.1276
2019-12-27,-6.244
2019-12-30,-9.3851
2019-12-31,5.8835
2020-01-02,-1.1539
2020-01-03,-1.8498999999999999
2020-01-06,3.5133
2020-01-07,0.3359
2020-01-08,1.938
2020-01-09,0.8814
2020-01-10,-2.8611
2020-01-13,-8.2892
2020-01-14,2.3654
2020-01-15,0.0939
2020-01-16,-0.7132
2020-01-17,-5.2552
2020-01-21,-0.4789
2020-01-22,-4.4507
2020-01-23,-1.175
2020-01-24,-5.4989
2020-01-27,0.2022
2020-01-28,-2.9596
2020-01-29,-0.0693
2020-01-30,0.578
2020-01-31,-1.7241
2020-02-03,1.8479999999999999
2020-02-04,5.1447
2020-02-05,-1.2669000000000001
2020-02-06,-1.0619
2020-02-07,1.1404
2020-02-10,-1.6803
2020-02-11,4.4749
2020-02-12,-2.8196
2020-02-13,6.1350999999999996
2020-02-14,-2.4416
2020-02-18,3.2513
2020-02-19,1.0151
2020-02-20,-0.3281
2020-02-21,1.2757
2020-02-24,-1.4628
2020-02-25,-7.2165
2020-02-26,-1.0667
2020-02-27,-7.8616
2020-02-28,1.804
2020-03-02,2.6341
2020-03-03,-4.1297
2020-03-04,5.6948
2020-03-05,-0.1612
2020-03-06,-2.0065
2020-03-09,-7.1076
2020-03-10,4.3324
2020-03-11,-7.188
2020-03-12,-14.338
2020-03-13,2.3519
2020-03-16,5.849
2020-03-17,12.0665
2020-03-18,-10.0126
2020-03-19,-3.8021000000000003
2020-03-20,-5.5217
2020-03-23,-0.5844
2020-03-24,2.9394
2020-03-25,2.0138
2020-03-26,10.2534
2020-03-27,-2.1646
2020-03-30,0.9014
2020-03-31,0.3519
2020-04-01,-5.611
2020-04-02,2.5436
2020-04-03,-2.4526
2020-04-06,7.1429
2020-04-07,-10.0
2020-04-08,7.2
2020-04-09,11.1111
2020-04-13,-10.4229
2020-04-14,6.0261
2020-04-15,-8.6433
2020-04-16,-0.5161
2020-04-17,7.0605
2020-04-20,-0.9152
2020-04-21,-1.7658
2020-04-22,0.5254
2020-04-23,-0.6878
2020-04-24,1.1357
2020-04-27,-4.7384
2020-04-28,1.6101
2020-04-29,3.8483
2020-04-30,-11.6621
2020-05-01,3.6706
2020-05-04,4.1952
2020-05-05,-1.5133999999999999
2020-05-06,-1.8846
2020-05-07,6.0579
2020-05-08,5.8233
2020-05-11,-0.5266
2020-05-12,-6.829
2020-05-13,-5.142
2020-05-14,4.103
2020-05-15,2.0713
2020-05-18,2.0575
2020-05-19,-9.5278
2020-05-20,4.5788
2020-05-21,-1.1675
2020-05-22,-2.2445
2020-05-26,5.3776
2020-05-27,-0.9748
2020-05-28,-3.8796
2020-05-29,-5.994
2020-06-01,-4.2615
2020-06-02,-3.9826
2020-06-03,-6.3088
2020-06-04,-2.6414
2020-06-05,-2.713
2020-06-08,19.3244
2020-06-09,-13.8249
2020-06-10,-2.9985
2020-06-11,-4.9813
2020-06-12,-1.6162
2020-06-15,2.8644
2020-06-16,-1.2695
2020-06-17,0.2489
2020-06-18,0.662
2020-06-19,1.0275
2020-06-22,1.8714
2020-06-23,3.3147
2020-06-24,-6.5713
2020-06-25,-2.9375
2020-06-26,-9.676
2020-06-29,4.7192
2020-06-30,-3.3799
2020-07-01,-3.1716
2020-07-02,1.975
2020-07-06,-3.2593
2020-07-07,-9.1797
2020-07-08,0.1075
2020-07-09,-2.3631
2020-07-10,-1.6502
2020-07-13,-54.4183
2020-07-14,11.411
2020-07-15,-0.7709
2020-07-16,3.3296
2020-07-17,-0.7519
2020-07-20,0.5411
2020-07-21,0.0
2020-07-22,4.0904
2020-07-23,2.3785
2020-07-24,-5.2525
2020-07-27,-1.3859
2020-07-28,-0.7568
2020-07-29,-2.9412000000000003
2020-07-30,-0.2245
2020-07-31,0.3375
