ticker,MBKL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,0.7143
2000-01-18,-2.1583
2000-01-19,2.2059
2000-01-20,-2.1583
2000-01-24,-2.9412000000000003
2000-01-26,3.0303
2000-02-01,-5.1471
2000-02-17,2.3256
2000-03-01,4.5455
2000-03-16,-4.3478
2000-04-03,0.0
2000-04-28,0.0
2000-05-08,4.5455
2000-05-16,0.0
2000-05-19,-10.1449
2000-05-23,11.2903
2000-06-06,-10.1449
2000-07-05,8.1967
2000-08-03,-6.0606
2000-08-09,9.6774
2000-08-15,-8.8235
2000-09-20,4.0323
2000-09-22,-2.3256
2000-09-26,4.7619
2000-09-28,-5.303
2000-10-20,0.0
2000-11-06,-0.8
2000-11-10,-6.4516
2000-11-13,-13.7931
2000-11-21,10.0
2000-11-29,-3.6364
2000-11-30,9.434
2000-12-29,-4.8246
2001-01-04,-0.4608
2001-01-10,-1.3889
2001-01-26,1.8779
2001-01-30,-0.4608
2001-02-01,3.7037
2001-02-02,2.6786
2001-02-05,-0.8696
2001-02-08,-6.5789
2001-02-09,8.9202
2001-03-01,-6.8966
2001-03-02,1.8519
2001-03-05,-1.8182
2001-03-07,0.0
2001-03-15,1.8519
2001-03-19,0.0
2001-03-23,-1.8182
2001-03-27,-1.3889
2001-03-28,1.4085
2001-04-17,-0.9259
2001-04-18,0.0
2001-04-19,-5.6075
2001-04-20,6.9307
2001-04-23,0.0
2001-05-07,-3.7037
2001-05-08,0.9615
2001-05-16,0.0
2001-05-17,4.7619
2001-05-18,0.0
2001-07-11,-1.8519
2001-07-13,7.5472
2001-07-25,-10.526299999999999
2001-07-31,9.8039
2001-08-16,0.0
2001-08-29,-10.7143
2001-08-30,6.0
2001-09-06,4.717
2001-09-26,-2.7027
2001-10-03,-3.2593
2001-10-04,3.3691
2001-10-11,-5.5556
2001-10-16,3.9215999999999998
2001-10-22,-5.6604
2001-10-31,-4.0
2001-11-05,5.2083
2001-11-14,-4.9505
2001-11-19,4.1667
2001-11-21,1.0
2001-11-26,-0.9901
2001-12-05,0.0
2001-12-18,-6.0
2001-12-26,8.6957
2001-12-27,0.0
2002-01-02,2.0
2002-01-09,-1.9607999999999999
2002-01-10,3.5
2002-01-14,2.4154999999999998
2002-02-14,-5.6604
2002-02-22,5.0
2002-02-26,1.9048
2002-02-28,0.0
2002-04-03,-2.8037
2002-04-05,2.8846
2002-04-10,-6.5421
2002-04-11,6.0
2002-04-12,3.7736
2002-04-23,-7.2727
