ticker,ADFT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-22,10.1064
2010-03-24,-0.9662
2010-03-26,3.4146
2010-03-30,12.7358
2010-03-31,-7.9498
2010-04-05,9.0909
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,10.4167
2010-04-15,-1.8868
2010-04-16,34.6154
2010-04-19,0.0
2010-04-20,-17.1429
2010-04-21,0.0
2010-04-22,6.8966
2010-04-23,0.0
2010-04-26,3.2258
2010-04-27,0.0
2010-04-28,0.0
2010-04-30,0.0
2010-05-04,0.0
2010-05-06,-3.125
2010-05-07,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,-4.8387
2010-05-17,1.6949
2010-05-24,20.0
2010-05-25,-16.6667
2010-05-26,3.3333
2010-05-27,-6.4516
2010-05-28,0.0
2010-06-01,-1.7241
2010-06-03,-0.3509
2010-06-08,-4.9296
2010-06-09,-1.8519
2010-06-11,5.6604
2010-06-14,-3.5714
2010-06-15,0.0
2010-06-17,-5.5556
2010-06-22,-1.9607999999999999
2010-06-23,0.0
2010-06-24,0.0
2010-06-30,-2.0
2010-07-01,2.0408
2010-07-02,0.0
2010-07-06,-1.6
2010-07-07,1.626
2010-07-08,-2.0
2010-07-13,-6.1224
2010-07-14,0.4348
2010-07-21,1.7316
2010-07-26,-2.1277
2010-07-28,2.1739
2010-07-29,17.0213
2010-08-03,-14.5455
2010-08-04,0.0
2010-08-06,2.1277
2010-08-09,-6.25
2010-08-16,0.0
2010-08-18,7.1111
2010-08-27,-0.4149
2010-08-30,0.0
2010-08-31,2.0833
2010-09-01,12.2449
2010-09-03,-9.0909
2010-09-07,-4.0
2010-09-08,4.1667
2010-09-13,0.0
2010-09-14,0.0
2010-09-16,0.0
2010-09-21,0.0
2010-09-22,2.0
2010-09-28,-1.9607999999999999
2010-09-29,-2.0
2010-09-30,6.1224
2010-10-01,-5.7692
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-13,2.0408
2010-10-14,0.0
2010-10-15,-2.0
2010-10-18,0.0
2010-10-19,2.0408
2010-10-20,-2.0
2010-10-21,1.2245
2010-10-25,-1.2097
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-04,0.0
2010-11-05,2.0408
2010-11-08,-2.0
2010-11-09,0.0
2010-11-10,0.0
