ticker,KE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-04,21.1911
2014-11-05,14.9714
2014-11-06,3.9760999999999997
2014-11-07,-4.7801
2014-11-10,1.8072
2014-11-11,0.1972
2014-11-12,-1.2795
2014-11-13,-0.2991
2014-11-14,0.4
2014-11-17,2.7888
2014-11-18,3.1008
2014-11-19,1.5038
2014-11-20,-0.9259
2014-11-21,0.3738
2014-11-24,1.7691
2014-11-25,-1.5554000000000001
2014-11-26,2.2305
2014-11-28,0.0
2014-12-01,-3.7273
2014-12-02,-3.5883000000000003
2014-12-03,-5.4848
2014-12-04,1.4508
2014-12-05,1.3279
2014-12-08,11.895199999999999
2014-12-09,-0.3604
2014-12-10,-0.5425
2014-12-11,0.3636
2014-12-12,-0.0906
2014-12-15,0.0
2014-12-16,-0.0907
2014-12-17,5.9891
2014-12-18,1.7123
2014-12-19,-0.5051
2014-12-22,-3.3841
2014-12-23,-0.1751
2014-12-24,0.5263
2014-12-26,4.712
2014-12-29,0.0833
2014-12-30,2.4147
2014-12-31,-2.2763999999999998
2015-01-02,-5.4077
2015-01-05,-1.9348999999999998
2015-01-06,-0.6278
2015-01-07,0.0
2015-01-08,1.1733
2015-01-09,-0.7136
2015-01-12,-2.2462
2015-01-13,1.2868
2015-01-14,-1.9056
2015-01-15,1.2026
2015-01-16,5.1188
2015-01-20,-4.4348
2015-01-21,-1.0919
2015-01-22,2.1159
2015-01-23,-1.1712
2015-01-26,1.0027
2015-01-27,-0.6318
2015-01-28,-0.2725
2015-01-29,-0.9107
2015-01-30,-6.4338
2015-02-02,4.5187
2015-02-03,4.6992
2015-02-04,-0.8079
2015-02-05,1.5385
2015-02-06,-1.5152
2015-02-09,-0.905
2015-02-10,1.7351999999999999
2015-02-11,-0.9874
2015-02-12,7.0716
2015-02-13,-0.0847
2015-02-17,0.0847
2015-02-18,4.6571
2015-02-19,-2.8317
2015-02-20,0.3331
2015-02-23,-2.7386
2015-02-24,3.8396
2015-02-25,1.3147
2015-02-26,-0.0811
2015-02-27,1.6234
2015-03-02,1.9169
2015-03-03,0.1567
2015-03-04,-1.0172
2015-03-05,0.2372
2015-03-06,-3.7066
2015-03-09,3.1941
2015-03-10,3.254
2015-03-11,0.1537
2015-03-12,0.3837
2015-03-13,2.6757999999999997
2015-03-16,-0.8191
2015-03-17,-0.6006
2015-03-18,0.1511
2015-03-19,-0.9804
2015-03-20,2.0564
2015-03-23,3.209
2015-03-24,-0.94
2015-03-25,-1.8248
