ticker,QBIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-18,33.3333
2015-06-19,35.4
2015-06-22,1.9202
2015-06-23,2.1739
2015-06-24,13.4752
2015-06-25,-3.0
2015-06-26,-3.3505
2015-06-30,6.8
2015-07-01,0.0
2015-07-02,-1.3733
2015-07-07,0.0
2015-07-09,0.0
2015-07-13,-36.962
2015-07-17,70.6827
2015-07-20,5.8824
2015-07-23,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-31,0.0
2015-08-05,-8.8889
2015-08-07,-37.8049
2015-08-10,-0.9804
2015-08-12,-0.495
2015-08-13,0.995
2015-08-14,0.0
2015-08-17,-0.9852
2015-08-18,-0.4975
2015-08-20,0.5
2015-08-21,36.8159
2015-08-24,-27.2727
2015-08-25,0.5
2015-08-26,1.99
2015-08-27,-1.4634
2015-08-28,-0.495
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.4975
2015-09-04,-3.4653
2015-09-08,4.1026
2015-09-09,0.4926
2015-09-10,0.4902
2015-09-11,4.878
2015-09-15,1.3953
2015-09-17,3.211
2015-09-18,0.0
2015-09-21,-4.0
2015-09-22,0.0
2015-09-23,1.8519
2015-09-25,-7.2727
2015-09-30,0.0
2015-10-01,0.0
2015-10-06,0.9804
2015-10-07,4.3689
2015-10-08,2.7907
2015-10-09,6.3347999999999995
2015-10-12,0.0
2015-10-13,2.9787
2015-10-14,1.6529
2015-10-15,0.813
2015-10-16,1.2097
2015-10-19,0.0
2015-10-20,0.3984
2015-10-21,-1.5873
2015-10-22,2.8226
2015-10-23,0.3922
2015-10-26,0.7813
2015-10-27,0.7752
2015-10-28,0.0
2015-10-29,1.1538
2015-10-30,8.365
2015-11-02,0.0
2015-11-03,2.4561
2015-11-04,-4.1096
2015-11-05,-5.0
2015-11-06,6.015
2015-11-09,4.6099
2015-11-10,-1.6949
2015-11-11,-5.5172
2015-11-12,5.8394
2015-11-13,3.4483
2015-11-16,1.3333
2015-11-17,-0.9868
2015-11-18,-1.6611
2015-11-19,3.7161999999999997
2015-11-20,-0.6515
2015-11-23,1.6393
2015-11-24,6.4516
2015-11-25,3.0303
2015-11-27,3.3824
2015-11-30,0.9957
2015-12-01,1.6901000000000002
2015-12-02,1.108
2015-12-03,2.7397
2015-12-04,0.8
2015-12-07,3.1746
2015-12-08,1.5385
2015-12-09,-2.7778
2015-12-10,0.5195
2015-12-11,1.0336
2015-12-14,0.7673
2015-12-15,1.5228000000000002
2015-12-16,4.0
2015-12-17,4.0865
