ticker,SGLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-17,-56.0
2004-02-26,9.0909
2004-12-16,0.0
2005-09-23,0.0
2005-12-07,0.0
2006-01-18,-99.8958
2007-03-08,95900.0
2007-11-19,-16.6667
2008-02-14,0.0
2010-03-17,1400.0
2010-03-18,0.0
2010-04-07,66.6667
2010-04-09,180.0
2010-05-19,0.0
2010-09-20,128.5714
2010-09-23,-31.25
2010-09-24,0.0
2010-09-27,-31.8182
2010-10-04,3.3333
2010-10-05,-3.2258
2010-10-13,6.8
2010-10-14,87.2659
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,-20.0
2010-10-20,-12.5
2010-10-21,-28.5714
2010-10-22,0.0
2010-10-27,30.0
2010-10-28,15.3846
2010-11-01,0.0
2010-11-03,0.0
2010-11-08,0.0
2010-11-09,26.6667
2010-11-10,5.2632
2010-11-11,5.0
2010-11-12,23.8095
2010-11-15,0.0
2010-11-16,7.6923
2010-11-17,-14.2857
2010-11-18,-25.0
2010-11-19,11.1111
2010-11-22,-0.5
2010-11-23,-4.5226
2010-11-29,-5.2632
2010-12-02,-5.5556
2010-12-03,11.7647
2010-12-06,-5.2632
2010-12-07,-6.1111
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,-5.3254
2010-12-21,0.0
2010-12-22,25.0
2010-12-27,-25.0
2010-12-29,0.0
2011-01-03,-6.6667
2011-01-10,21.4286
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,-5.8824
2011-01-18,-12.5
2011-01-19,14.2857
2011-01-20,-12.5
2011-01-21,7.1429
2011-01-25,-6.6667
2011-01-26,14.2857
2011-01-27,-12.5
2011-01-28,0.0
2011-02-04,0.0
2011-02-08,42.8571
2011-02-09,15.0
2011-02-10,-13.0435
2011-02-11,5.0
2011-02-14,4.7619
2011-02-15,0.0
2011-02-16,-9.0909
2011-02-17,20.0
2011-02-22,-16.6667
2011-02-23,5.0
2011-02-24,4.7619
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,0.0
2011-03-02,-4.5455
2011-03-04,0.0
2011-03-07,-14.2857
2011-03-08,0.0
2011-03-09,-5.5556
2011-03-10,0.0
2011-03-14,0.0
2011-03-15,-5.8824
2011-03-16,37.5
2011-03-17,18.1818
2011-03-21,3.8462
2011-03-22,-18.5185
2011-03-23,54.5455
2011-03-24,8.8235
2011-03-25,35.1351
2011-03-28,-20.0
2011-03-29,14.0
2011-03-30,-8.9912
2011-03-31,-33.012
2011-04-01,0.0
