ticker,OBMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-30,450.0
2010-08-04,0.0
2010-08-05,4.5455
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,1.7391
2010-08-11,0.0
2010-08-13,0.0
2010-08-31,0.0
2010-09-02,0.8547
2010-09-03,0.0
2010-09-14,0.0
2010-09-20,-4.2373
2010-09-22,2.6549
2010-09-28,-0.8621
2010-09-29,0.0
2010-09-30,2.6087
2010-10-06,0.0
2010-10-26,-3.3898
2010-10-27,0.0
2010-10-29,2.6316
2010-11-09,-5.9829
2010-12-22,10.9091
2010-12-23,-1.6393
2010-12-27,0.8333
2010-12-28,-0.8264
2010-12-29,-4.1667
2010-12-31,-4.3478
2011-01-03,-8.1818
2011-01-06,8.9109
2011-01-10,4.5455
2011-01-13,4.3478
2011-01-14,-3.3333
2011-01-18,0.8621
2011-01-20,-2.5641
2011-01-21,-3.5088
2011-01-24,6.3636
2011-01-27,2.5641
2011-01-28,5.8333
2011-01-31,-3.1496
2011-02-01,1.626
2011-02-02,1.6
2011-02-03,0.0
2011-02-07,1.5748
2011-02-08,-0.7752
2011-02-10,-2.3437
2011-02-14,-1.6
2011-02-15,0.0
2011-02-16,-4.065
2011-02-17,0.0
2011-02-18,0.0
2011-02-23,-3.3898
2011-02-25,0.0
2011-02-28,3.5088
2011-03-01,-3.3898
2011-03-07,5.2632
2011-03-09,-5.0
2011-03-11,-3.5088
2011-03-14,0.0
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-25,0.0
2011-04-08,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-4.5455
2011-04-19,0.0
2011-04-26,0.0
2011-04-27,-3.8095
2011-05-03,-0.9901
2011-05-04,0.0
2011-05-17,1.0
2011-05-19,-0.9901
2011-06-08,0.0
2011-06-10,-10.0
2011-06-16,0.0
2011-06-20,0.0
2011-06-21,0.0
2011-07-15,0.0
2011-07-20,-43.3333
2011-07-26,66.6667
2011-08-05,29.4118
2011-08-08,-22.7273
2011-08-12,-29.4118
2011-10-06,-8.3333
2011-10-12,0.0
2011-10-18,100.0
2011-10-19,0.0
2011-10-27,1.8182
2011-11-11,0.8929
2011-11-28,-11.5044
2011-11-29,0.0
2011-12-12,-10.0
2011-12-13,0.0
2011-12-20,0.0
2011-12-30,0.0
2012-01-04,0.0
2012-01-06,-2.2222
2012-01-09,0.0
2012-01-10,25.0
2012-01-19,-18.1818
2012-01-27,-40.0
