ticker,CCLP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-06-15,-5.0
2011-06-16,0.0
2011-06-17,-2.3684
2011-06-20,-2.8571
2011-06-21,-0.222
2011-06-22,0.6118
2011-06-23,-1.1609
2011-06-24,-0.783
2011-06-27,1.1838
2011-06-28,1.3928
2011-06-29,2.7473
2011-06-30,-0.107
2011-07-01,1.7666
2011-07-05,0.3156
2011-07-06,0.3933
2011-07-07,0.1577
2011-07-08,0.1294
2011-07-11,-0.9896
2011-07-12,-0.5786
2011-07-13,-0.8995
2011-07-14,-1.0144
2011-07-15,-0.4854
2011-07-18,-1.5175999999999998
2011-07-19,5.8338
2011-07-20,0.52
2011-07-21,-0.4863
2011-07-22,-0.707
2011-07-25,0.6806
2011-07-26,-0.208
2011-07-27,-0.9901
2011-07-28,0.9053
2011-07-29,-1.1242
2011-08-01,0.6346
2011-08-02,-3.2055
2011-08-03,1.2486
2011-08-04,-3.3951000000000002
2011-08-05,-8.7519
2011-08-08,-5.2311
2011-08-09,17.7792
2011-08-10,-8.7193
2011-08-11,2.6269
2011-08-12,-1.1053
2011-08-15,-4.1176
2011-08-16,-6.2577
2011-08-17,2.0942
2011-08-18,1.3678
2011-08-19,-3.5625999999999998
2011-08-22,-2.8197
2011-08-23,1.1471
2011-08-24,7.2715
2011-08-25,-3.0473
2011-08-26,-2.8223000000000003
2011-08-29,2.2442
2011-08-30,-0.6456
2011-08-31,0.7797
2011-09-01,-2.2566
2011-09-02,-0.8575
2011-09-06,-5.2695
2011-09-07,0.9973
2011-09-08,6.0501
2011-09-09,1.7048999999999999
2011-09-12,-1.2894999999999999
2011-09-13,0.2613
2011-09-14,-2.6710000000000003
2011-09-15,0.4016
2011-09-16,2.0
2011-09-19,-1.9607999999999999
2011-09-20,0.3333
2011-09-21,1.0631
2011-09-22,-1.1177
2011-09-23,-3.5904
2011-09-26,-0.1379
2011-09-27,2.7624
2011-09-28,1.5671
2011-09-29,-1.8287
2011-09-30,3.8632999999999997
2011-10-03,-2.8552999999999997
2011-10-04,-0.4676
2011-10-05,-1.2081
2011-10-06,0.5435
2011-10-07,-1.3514
2011-10-10,5.0685
2011-10-11,-2.6076
2011-10-12,0.7363
2011-10-13,0.0
2011-10-14,-0.598
2011-10-17,0.4011
2011-10-18,3.7737
2011-10-19,-2.1609
2011-10-20,0.0
2011-10-21,0.3934
2011-10-24,11.2345
2011-10-25,-3.9342
2011-10-26,0.6112
2011-10-27,-0.6683
2011-10-28,-0.9939
