ticker,RVCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-25,0.0
2007-05-17,1.3216
2007-08-21,8.6957
2007-08-31,0.0
2007-09-13,-12.0
2007-09-26,6.8182
2007-10-19,-2.9787
2007-10-22,0.0
2007-11-01,-0.1754
2007-11-02,-3.3392
2007-11-06,0.0
2007-11-28,-0.0091
2008-01-15,-15.9014
2008-01-22,8.1081
2008-02-01,-4.0
2008-02-05,-0.5208
2008-02-20,2.0942
2008-02-22,0.0
2008-03-17,-4.6154
2008-03-18,-3.2258
2008-03-25,0.5556
2008-03-27,4.9724
2008-03-28,0.0
2008-04-11,5.2632
2008-04-15,3.0
2008-04-18,0.0
2008-05-06,0.9709
2008-08-12,-3.3654
2008-09-19,49.2537
2008-10-22,-32.3333
2008-11-17,-1.4778
2008-11-21,5.0
2008-12-16,4.7619
2009-01-02,0.0
2009-01-15,-4.5455
2009-02-02,0.0
2009-02-19,0.0
2009-03-30,-4.7619
2009-03-31,5.0
2009-04-22,-4.7619
2009-06-11,0.0
2009-07-08,0.0
2009-07-13,1.0
2009-07-17,-0.9901
2009-07-21,0.0
2009-07-31,5.0
2009-08-03,0.0
2009-08-19,-4.2857
2009-08-28,9.4527
2009-08-31,-8.6364
2009-09-11,6.9652
2009-10-13,6.9767
2009-10-15,0.4348
2009-12-30,-0.4329
2010-01-05,-6.5217
2010-01-07,0.0
2010-02-26,39.5349
2010-04-21,0.3333
2010-05-20,6.3123000000000005
2010-05-21,0.0
2010-06-10,3.0625
2010-09-23,25.0
2010-10-14,-22.6804
2010-11-10,6.6667
2010-12-21,2.9412000000000003
2010-12-22,0.0
2010-12-27,-1.7856999999999998
2011-01-06,-5.4545
2011-01-10,0.0
2011-01-18,0.0
2011-01-19,1.9231
2011-01-20,0.0
2011-01-26,-1.8868
2011-01-28,0.7692
2011-02-02,-2.6718
2011-02-09,0.0
2011-02-11,-4.3137
2011-02-18,0.0
2011-02-22,-9.8361
2011-02-23,0.0
2011-02-25,-9.0
2011-03-03,-10.0899
2011-03-04,5.5556
2011-03-10,3.1579
2011-03-11,2.0408
2011-03-21,0.0
2011-03-23,-7.0
2011-03-24,8.6022
2011-03-30,-0.9901
2011-03-31,0.0
2011-04-04,0.0
2011-04-06,0.0
2011-04-11,0.0
2011-04-14,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,-0.5
2011-04-27,0.5025
2011-05-02,0.0
2011-05-06,-0.5
2011-05-09,0.5025
2011-05-10,0.0
2011-05-12,0.0
