ticker,BROG US Equity
2019-04-16,0.3976
2019-04-17,-0.0495
2019-04-18,-0.2476
2019-04-22,0.0993
2019-04-23,0.0992
2019-04-25,-0.0991
2019-04-29,0.0
2019-04-30,0.0992
2019-05-01,-0.0991
2019-05-02,0.0
2019-05-06,0.0992
2019-05-08,0.0991
2019-05-10,-0.495
2019-05-14,0.2488
2019-05-15,0.2442
2019-05-16,-0.1931
2019-05-17,0.1974
2019-05-20,0.0
2019-05-21,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.198
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-04,0.0988
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-14,0.0
2019-06-18,0.0987
2019-06-19,0.0986
2019-06-20,-0.0985
2019-06-21,0.1972
2019-06-24,-0.0984
2019-06-25,0.0
2019-06-26,0.0985
2019-06-27,-0.0984
2019-07-02,0.0
2019-07-05,0.0985
2019-07-08,0.0
2019-07-09,0.0079
2019-07-10,-0.1063
2019-07-11,0.197
2019-07-12,0.1967
2019-07-18,0.0
2019-07-19,0.001
2019-07-24,-0.001
2019-07-25,0.1963
2019-07-30,-0.0979
2019-07-31,-0.098
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-07,0.0
2019-08-08,-0.3925
2019-08-09,0.197
2019-08-12,0.4916
2019-08-14,-0.2935
2019-08-15,0.0
2019-08-16,0.0
2019-08-20,0.0
2019-08-22,0.1963
2019-08-23,-0.0979
2019-08-26,0.098
2019-08-28,-0.0979
2019-08-29,0.0
2019-08-30,0.1961
2019-09-03,0.0
2019-09-05,-0.0978
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0979
2019-09-12,0.0
2019-09-13,0.0
2019-09-18,-0.1957
2019-09-19,0.1961
2019-09-20,-0.0978
2019-09-23,0.1959
2019-09-24,0.0
2019-09-25,0.0978
2019-09-27,-0.1953
2019-09-30,0.1957
2019-10-01,-0.0977
2019-10-02,0.0
2019-10-04,-0.2933
2019-10-07,0.2941
2019-10-08,0.0
2019-10-10,0.0
2019-10-11,-0.1075
2019-10-15,0.1076
2019-10-16,-0.0978
2019-10-18,0.1957
2019-10-21,-0.1953
2019-10-22,0.6849
2019-10-23,-0.3887
2019-10-24,0.2927
2019-10-25,-0.2918
2019-10-28,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-05,0.0
2019-11-06,0.1951
2019-11-07,-0.0974
2019-11-08,0.0
2019-11-13,0.0156
2019-11-14,0.2768
2019-11-15,0.0
2019-11-18,-0.0972
2019-11-19,0.0973
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,-0.0486
2019-11-25,-0.0486
2019-11-26,0.0
2019-11-27,-0.0973
2019-11-29,0.0974
2019-12-02,-0.1946
2019-12-03,-0.0975
2019-12-04,0.878
2019-12-06,-0.4836
2019-12-09,-0.0505
2019-12-10,-0.3121
2019-12-11,0.1687
2019-12-12,-7.9902999999999995
2019-12-13,3.6045
2019-12-16,3.6772
2019-12-17,3.9409
2019-12-18,-0.9479
2019-12-19,7.8469
2019-12-20,-6.9201
2019-12-23,-8.0085
2019-12-24,-1.4508
2019-12-26,-1.5773000000000001
2019-12-27,-2.6709
2019-12-30,-1.427
2019-12-31,-1.6703999999999999
2020-01-02,-5.889
2020-01-03,-2.6474
2020-01-06,-3.8319
2020-01-07,2.5707
2020-01-08,-0.5013
2020-01-09,0.3778
2020-01-10,0.8783
2020-01-13,-0.995
2020-01-14,0.5025
2020-01-15,2.25
2020-01-16,4.2176
2020-01-17,3.1085
2020-01-21,1.2514
2020-01-22,5.618
2020-01-23,-0.2128
2020-01-24,-0.6397
2020-01-27,3.1116
2020-01-28,7.2841000000000005
2020-01-29,-0.8729
2020-01-30,-0.5871
2020-01-31,1.3780000000000001
2020-02-03,3.835
2020-02-04,-3.8803
2020-02-05,6.7120999999999995
2020-02-06,0.0912
2020-02-07,0.8197
2020-02-10,3.794
2020-02-11,0.087
2020-02-12,-1.4783
2020-02-13,4.6777999999999995
2020-02-14,2.403
2020-02-18,-2.2643
2020-02-19,1.6007
2020-02-20,-0.7877
2020-02-21,-1.7969
2020-02-24,1.1064
2020-02-25,0.6734
2020-02-26,0.2508
2020-02-27,-0.3336
2020-02-28,-1.2134
2020-03-02,5.8873
2020-03-03,3.2
2020-03-04,-1.0078
2020-03-05,-0.3132
2020-03-06,0.5499
2020-03-09,-2.9688
2020-03-10,4.5894
2020-03-11,-1.0008
2020-03-12,-3.3437
2020-03-13,0.8045
2020-03-16,-11.1732
2020-03-17,-12.3989
2020-03-18,-16.9231
2020-03-19,8.8889
2020-03-20,-0.6803
2020-03-23,10.1598
2020-03-24,-10.8808
2020-03-25,31.6279
2020-03-26,1.5901
2020-03-27,1.7391
2020-03-30,2.0513
2020-03-31,2.5963000000000003
2020-04-01,0.4082
2020-04-02,0.0
2020-04-03,-2.439
2020-04-06,2.4992
2020-04-07,-1.6252
2020-04-08,-2.8926
2020-04-09,-2.1277
2020-04-13,-2.6522
2020-04-14,4.5109
2020-04-15,-0.0855
2020-04-16,0.0855
2020-04-17,-1.7094
2020-04-20,-5.2174
2020-04-21,0.0
2020-04-22,-3.3945
2020-04-23,4.3685
2020-04-24,-0.273
2020-04-27,-0.406
2020-04-28,-0.142
2020-04-29,0.0
2020-05-01,0.9174
2020-05-04,4.5455
2020-05-06,-3.0435
2020-05-07,0.0
2020-05-08,-1.3453
2020-05-12,-0.1364
2020-05-13,1.2288999999999999
2020-05-14,-5.5755
2020-05-15,-0.4762
2020-05-18,4.9761
2020-05-19,-1.9143
2020-05-20,1.6729
2020-05-21,0.0914
2020-05-22,-0.3653
2020-05-26,0.7333
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,-0.7279
2020-06-02,0.3666
2020-06-03,0.1826
2020-06-04,0.0
2020-06-05,-0.1823
2020-06-08,-2.4657999999999998
2020-06-09,2.809
2020-06-10,-0.0911
2020-06-11,-1.0939
2020-06-12,-3.5484
2020-06-15,1.9588999999999999
2020-06-16,-5.1546
2020-06-17,-8.8933
2020-06-18,4.4469
2020-06-19,-1.3498999999999999
2020-06-22,-3.1579
2020-06-23,4.3478
2020-06-24,-4.5833
2020-06-26,-2.2926
2020-06-29,1.8994
2020-06-30,-6.7982
2020-07-01,-8.4118
2020-07-02,14.7065
2020-07-06,-3.9183
2020-07-07,-0.1166
2020-07-08,2.5671
2020-07-09,3.2423
2020-07-10,1.9284
2020-07-13,2.7027
2020-07-14,-2.3158
2020-07-15,-1.9386
2020-07-16,14.8339
2020-07-17,-4.4411
2020-07-20,3.0954
2020-07-21,-2.8655
2020-07-22,0.0
2020-07-23,-2.0
2020-07-24,0.6122
2020-07-27,-1.217
2020-07-28,-2.9774000000000003
2020-07-29,1.5873
2020-07-30,-1.0417
2020-07-31,0.0526
