ticker,BROG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-16,0.3148
2018-07-17,-0.2092
2018-07-18,0.1048
2018-07-19,-0.1047
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,0.3145
2018-07-25,-0.1045
2018-07-26,-0.1046
2018-07-30,0.1832
2018-07-31,0.1307
2018-08-01,-0.1044
2018-08-02,0.0
2018-08-03,0.6792
2018-08-06,1.0898
2018-08-08,-1.4374
2018-08-09,0.1042
2018-08-13,0.2601
2018-08-14,-0.467
2018-08-15,-0.4171
2018-08-16,0.0
2018-08-20,-0.3141
2018-08-21,0.4202
2018-08-22,0.0795
2018-08-28,0.1819
2018-08-29,-0.1565
2018-08-30,0.0
2018-09-06,0.0
2018-09-07,0.209
2018-09-10,0.1043
2018-09-11,-0.2083
2018-09-13,0.0
2018-09-17,0.0
2018-09-18,-0.1044
2018-09-21,0.1045
2018-09-27,0.2088
2018-10-04,0.0
2018-10-08,0.2083
2018-10-09,0.104
2018-10-19,0.0
2018-10-31,1.1423
2018-11-08,0.1027
2018-11-15,0.3077
2018-11-26,0.2045
2018-11-29,-0.3061
2018-11-30,0.1024
2018-12-03,0.0
2018-12-06,0.0
2018-12-12,0.2045
2018-12-18,1.0204
2018-12-20,-0.202
2018-12-26,0.2024
2018-12-28,-1.0101
2018-12-31,0.2041
2019-01-08,0.0
2019-01-09,0.3055
2019-01-10,0.203
2019-01-11,-0.1013
2019-01-14,0.0
2019-01-15,0.0
2019-01-17,0.2028
2019-01-18,0.1012
2019-01-28,0.5056
2019-01-30,0.4024
2019-01-31,-0.1002
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,-0.3962
2019-02-08,0.0957
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,-0.1006
2019-02-14,0.2014
2019-02-15,-0.1005
2019-02-20,0.0
2019-02-21,0.1006
2019-02-22,-0.1005
2019-02-25,0.2012
2019-02-26,-0.1004
2019-02-27,0.1005
2019-02-28,0.0
2019-03-01,0.2008
2019-03-04,0.1002
2019-03-05,-0.2002
2019-03-06,0.4012
2019-03-07,0.0
2019-03-08,-0.0999
2019-03-11,0.0
2019-03-12,-0.3
2019-03-13,0.0
2019-03-14,0.3009
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.1
2019-03-20,-0.0999
2019-03-21,0.1
2019-03-22,0.0999
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-04-08,-0.2994
2019-04-09,-0.1001
2019-04-12,0.8016
2019-04-15,0.0
