ticker,ACMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-12,-15.0066
2001-03-20,-5.9259
2001-07-24,8.7776
2001-07-30,38.6139
2001-11-20,-22.7941
2001-11-28,52.381
2001-12-12,0.0
2002-02-25,12.7302
2002-02-28,2.2727
2002-03-15,-44.4444
2002-03-21,60.0
2002-07-10,-0.5613
2002-07-19,-0.6452
2002-11-14,6.8036
2003-01-08,28.2051
2003-03-14,-8.4843
2003-09-03,3.7838000000000003
2003-09-25,-5.0
2003-09-29,6.4327
2003-10-08,-6.044
2003-10-24,3.0145
2003-10-27,-1.1561
2003-11-05,0.0
2003-11-10,0.0
2003-11-14,5.2632
2003-12-04,1.1111
2004-01-13,-6.044
2004-01-22,5.2632
2004-02-05,-5.1097
2004-02-13,7.3986
2004-03-19,5.5556
2004-05-14,-12.7175
2004-05-24,10.4294
2004-06-03,0.0
2004-06-09,-8.3333
2004-07-22,15.1515
2004-09-08,2.7081
2004-09-17,-6.25
2004-09-20,-2.7778
2004-10-21,-2.8571
2004-11-11,2.1072
2004-11-30,4.5828
2004-12-16,1.1236
2004-12-20,0.0
2005-01-03,-5.5556
2005-01-10,0.0
2005-01-12,4.7059
2005-01-21,0.0
2005-01-31,-2.439
2005-02-10,2.9412000000000003
2005-02-15,0.0
2005-02-23,0.0
2005-03-01,0.0
2005-03-24,-2.8571
2005-03-30,5.8824
2005-03-31,0.0
2005-04-01,-5.5556
2005-04-05,2.9412000000000003
2005-04-12,-2.8571
2005-04-13,2.9412000000000003
2005-04-19,0.0
2005-05-06,-3.7901
2005-05-09,4.8485
2005-06-14,4.0462
2005-06-27,-5.5556
2005-06-28,5.8824
2005-06-30,-5.0
2005-07-29,2.3392
2005-08-19,4.8035
2005-09-02,-2.7778
2005-10-06,-2.8571
2005-10-10,0.0
2005-10-19,2.9412000000000003
2005-11-23,-0.029
2006-01-05,-3.9489
2006-01-30,3.3687
2006-01-31,3.5714
2006-04-04,-4.5977
2006-04-05,-8.4337
2006-04-10,11.8421
2006-04-20,-5.8824
2006-04-21,0.0
2006-05-10,4.9285
2006-05-23,-6.0606
2006-05-24,7.7419
2006-05-25,-6.5868
2006-05-31,4.4872
2006-06-07,11.7791
2006-06-09,-14.3798
2006-06-15,5.7692
2006-06-30,-0.6061
2006-08-28,-9.4574
2006-08-31,12.3288
2006-09-06,0.0
2006-09-13,18.9024
2006-09-18,-23.0769
2006-12-08,2.0842
2006-12-14,0.6667
2006-12-19,9.2715
2007-01-05,0.0
