ticker,ACAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-07,-0.7179
2019-06-14,1.2397
2019-06-21,-0.5102
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,-0.3077
2019-07-02,0.3086
2019-07-09,0.1026
2019-07-16,0.4098
2019-07-19,-0.5102
2019-07-25,0.2051
2019-07-26,0.0
2019-08-08,0.4094
2019-08-12,0.0
2019-08-13,0.9174
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,-0.9091
2019-08-20,0.9174
2019-08-21,-0.6061
2019-08-23,-0.4065
2019-08-26,0.7449
2019-08-29,-0.3342
2019-09-03,0.4065
2019-09-04,-0.3036
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,-0.203
2019-09-11,0.0
2019-09-12,0.5086
2019-09-13,0.0
2019-09-16,0.0
2019-09-18,0.2024
2019-09-20,0.5051
2019-09-23,-0.5025
2019-10-08,0.5051
2019-10-15,-1.206
2019-10-16,0.2035
2019-10-17,0.0
2019-10-18,0.203
2019-10-21,0.0
2019-10-23,-0.4053
2019-10-29,0.5961
2019-10-31,-0.3903
2019-11-05,0.1015
2019-11-06,-0.1014
2019-11-07,0.203
2019-11-08,0.304
2019-11-11,0.101
2019-11-12,-0.1009
2019-11-13,0.303
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,-0.3021
2019-11-22,0.101
2019-11-25,-0.1009
2019-11-26,0.404
2019-11-29,-0.2012
2019-12-03,0.1643
2019-12-05,0.0574
2019-12-06,1.0863
2019-12-09,-1.2934999999999999
2019-12-12,-0.1008
2019-12-13,0.3027
2019-12-16,0.2274
2019-12-17,0.0743
2019-12-18,0.0
2019-12-19,0.2006
2019-12-20,0.0
2020-01-02,0.0
2020-01-06,0.0
2020-01-07,0.4004
2020-01-08,0.0
2020-01-09,0.0997
2020-01-10,-0.0996
2020-01-13,0.0997
2020-01-15,0.0
2020-01-16,0.0996
2020-01-17,-0.0995
2020-01-21,0.1992
2020-01-22,-0.1988
2020-01-23,0.0996
2020-01-24,0.398
2020-01-27,-0.1982
2020-01-28,-0.0993
2020-01-30,0.3976
2020-01-31,0.495
2020-02-04,-0.3941
2020-02-07,0.1978
2020-02-10,-0.0987
2020-02-12,-0.0988
2020-02-13,-0.0989
2020-02-14,0.0
2020-02-18,0.198
2020-02-19,-0.1976
2020-02-20,0.099
2020-02-21,0.2967
2020-02-24,0.0
2020-02-27,-0.3945
2020-02-28,0.297
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,-0.1974
2020-03-06,-0.0989
2020-03-10,-0.495
2020-03-11,-0.1493
2020-03-12,-0.3488
2020-03-13,-0.4
2020-03-16,-3.1124
2020-03-17,0.6218
2020-03-18,-1.1329
2020-03-19,-0.8333
2020-03-20,0.9454
2020-03-23,-0.2081
2020-03-25,3.024
2020-03-26,-0.3036
2020-03-27,0.9137
2020-03-31,-0.9054
2020-04-01,1.5228000000000002
2020-04-02,0.0
2020-04-03,0.0
2020-04-08,-0.7
2020-04-09,-0.7049
2020-04-13,0.3043
2020-04-16,0.1011
2020-04-17,0.404
2020-04-27,1.006
2020-04-28,-0.6972
2020-04-30,0.3009
2020-05-01,-0.4
2020-05-04,0.1506
2020-05-05,-0.0501
2020-05-06,0.0
2020-05-08,0.9529
2020-05-11,-0.149
2020-05-12,-0.4975
2020-05-13,0.3
2020-05-14,0.0997
2020-05-15,0.0996
2020-05-19,-0.4975
2020-05-20,-0.3
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.1003
2020-06-02,0.1002
2020-06-03,0.0
2020-06-04,0.1001
2020-06-05,0.1
2020-06-08,0.4496
2020-06-09,-0.2486
2020-06-10,-0.2991
2020-06-11,0.4
2020-06-12,0.0996
2020-06-15,0.2985
2020-06-16,0.0
2020-06-17,0.0992
2020-06-18,-0.4955
2020-06-19,0.996
2020-06-22,1.2821
2020-06-23,0.6816
2020-06-24,-0.4836
2020-06-26,-0.3887
2020-06-29,-0.1951
2020-06-30,0.1955
2020-07-01,0.439
2020-07-02,-0.1457
2020-07-06,0.0973
2020-07-07,-0.2915
2020-07-08,0.1296
2020-07-09,1.72
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-0.8612
2020-07-15,-0.0965
2020-07-16,0.0
2020-07-17,0.4831
2020-07-20,-0.2885
2020-07-21,-1.4465
2020-07-22,1.272
2020-07-23,-0.2899
2020-07-24,1.1628
2020-07-27,0.3831
2020-07-28,-0.7634
2020-07-29,-0.7692
2020-07-30,-0.8721
2020-07-31,-0.2933
