ticker,IMGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-12,0.0
2010-03-15,17.6923
2010-03-16,11.1111
2010-03-17,-0.5882
2010-03-18,6.5089
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,-5.5556
2010-03-26,0.0
2010-03-29,0.0
2010-04-05,-5.8824
2010-04-06,6.25
2010-04-07,0.0
2010-04-15,0.0
2010-04-19,-2.9412000000000003
2010-04-20,0.0
2010-04-23,0.0
2010-04-30,0.0
2010-05-04,0.0
2010-05-14,-0.6061
2010-06-14,0.6098
2010-06-23,0.0
2010-07-19,-38.7879
2010-07-20,8.9109
2010-07-29,-45.4545
2010-07-30,83.3333
2010-08-03,-1.8182
2010-08-09,1.8519
2010-08-11,4.5455
2010-08-13,41.7391
2010-08-16,1.227
2010-08-17,-21.2121
2010-08-25,-11.538499999999999
2010-08-30,13.0435
2010-09-01,26.1538
2010-09-24,-26.8293
2010-09-28,0.0
2010-11-10,-16.6667
2010-11-12,5.0
2010-11-17,1.9048
2010-12-30,12.1495
2011-01-03,8.3333
2011-01-06,0.0
2011-01-07,-53.8462
2011-01-12,116.6667
2011-02-04,-63.0769
2011-02-07,2.0833
2011-02-10,0.0
2011-02-14,22.449
2011-02-17,33.3333
2011-02-22,12.5
2011-02-24,-5.5556
2011-02-25,-40.0
2011-02-28,-21.5686
2011-03-01,-30.0
2011-03-02,39.2857
2011-03-04,-35.8974
2011-03-07,-64.0
2011-03-08,844.4444
2011-03-09,-23.5294
2011-03-11,-46.1538
2011-03-14,54.2857
2011-03-15,0.0
2011-03-17,-3.7037
2011-03-21,-3.8462
2011-03-22,0.0
2011-04-13,0.0
2011-04-14,6.0
2011-04-15,32.0755
2011-04-19,-21.4286
2011-04-28,-50.9091
2011-05-02,100.0
2011-05-03,-16.6667
2011-05-13,-55.5556
2011-05-20,70.0
2011-05-23,11.7647
2011-06-01,0.0
2011-06-02,-46.0526
2011-06-06,134.1463
2011-06-07,14.5833
2011-06-09,7.2727
2011-06-10,0.0
2011-06-13,1.6949
2011-06-16,-1.6667
2011-06-17,1.6949
2011-06-21,-8.3333
2011-06-22,0.0
2011-06-23,0.0
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,-1.8182
2011-07-07,1.8519
2011-07-12,-1.8182
2011-07-18,-3.7037
2011-07-21,-9.6154
2011-07-27,-21.2766
2011-07-29,45.9459
2011-08-01,1.8519
2011-08-04,0.0
