ticker,CAPD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-35.7143
2000-01-04,0.0
2000-01-05,-11.1111
2000-01-06,12.5
2000-01-07,11.1111
2000-01-10,30.0
2000-01-18,-23.0769
2000-01-19,30.0
2000-02-01,-15.3846
2000-02-08,18.1818
2000-02-09,-23.0769
2000-02-10,20.0
2000-02-15,-20.8333
2000-02-16,26.3158
2000-02-17,0.0
2000-02-18,12.5
2000-02-22,-11.1111
2000-03-08,0.0333
2000-03-23,-0.0333
2000-03-28,16.6667
2000-03-29,-7.1429
2000-03-30,30.7692
2000-03-31,-5.8824
2000-04-04,-15.625
2000-04-07,14.8148
2000-04-13,0.0
2000-04-20,3.2258
2000-04-24,-18.75
2000-04-26,0.0
2000-04-27,3.8462
2000-05-05,-7.4074
2000-05-08,-4.0
2000-05-09,-4.1667
2000-05-12,4.3478
2000-05-16,-12.5
2000-05-17,14.2857
2000-05-22,-25.0
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,-11.1111
2000-06-27,37.5
2000-06-30,0.0
2000-07-13,-31.8182
2000-07-31,-13.3333
2000-08-16,0.0
2000-08-21,0.0
2000-08-29,-23.0769
2000-09-05,40.0
2000-09-07,-7.1429
2000-09-25,-23.0769
2000-09-26,20.0
2000-09-27,-16.6667
2000-09-28,0.0
2000-10-04,10.0
2000-10-13,0.0
2000-10-17,-18.1818
2000-11-01,-11.1111
2000-11-30,12.5
2000-12-12,0.0
2000-12-15,22.2222
2000-12-19,-18.1818
2000-12-20,-27.7778
2000-12-29,84.6154
2001-01-04,0.0
2001-01-05,-29.1667
2001-01-11,0.0
2001-01-25,17.647100000000002
2001-01-26,-15.0
2001-02-27,0.0
2001-02-28,-23.5294
2001-03-01,24.3077
2001-04-09,-0.9901
2001-05-03,15.0
2001-05-24,0.0
2001-06-07,0.0
2001-06-26,-17.3913
2001-09-21,-5.2632
2001-10-10,0.0
2001-10-26,11.1111
2001-10-30,-10.0
2001-11-15,38.8889
2001-11-19,-15.2
2001-11-21,17.9245
2001-12-04,0.0
2001-12-06,-15.2
2001-12-07,0.0
2001-12-19,0.0
2002-01-02,-15.0943
2002-01-08,33.3333
2002-01-18,4.1667
2002-01-31,-19.2
2002-02-28,18.8119
2002-03-01,-12.5
2002-03-05,14.2857
2002-03-12,-15.8333
2002-03-13,0.0
2002-03-19,27.7228
2002-03-20,-21.7054
2002-03-21,27.7228
2002-03-22,-3.1008
2002-04-01,4.0
2002-04-05,-22.3077
2002-04-08,8.9109
