ticker,JBSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.5625
2000-01-04,1.5385
2000-01-05,-9.0909
2000-01-07,-3.3333
2000-01-10,13.7931
2000-01-11,-9.0909
2000-01-12,0.8333
2000-01-13,-7.438
2000-01-14,3.5714
2000-01-18,10.3448
2000-01-19,0.7813
2000-01-20,1.5504
2000-01-21,-5.3435
2000-01-24,4.4355
2000-01-25,-0.3861
2000-01-26,20.9302
2000-01-27,-7.6923
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,9.7222
2000-02-02,-3.7975
2000-02-03,-7.8947
2000-02-04,-5.7143
2000-02-07,0.0
2000-02-08,6.0606
2000-02-09,2.8571
2000-02-10,8.3333
2000-02-11,-5.1282
2000-02-14,4.0541
2000-02-15,0.0
2000-02-16,-14.2857
2000-02-17,15.1515
2000-02-18,-7.8947
2000-02-22,8.5714
2000-02-23,-0.6579
2000-02-24,-4.6358
2000-02-25,0.0
2000-02-28,-1.3889
2000-02-29,0.0
2000-03-01,-11.2676
2000-03-02,4.7619
2000-03-06,6.8182
2000-03-07,0.0
2000-03-08,-20.5674
2000-03-09,11.607099999999999
2000-03-10,1.6
2000-03-13,-0.7874
2000-03-14,0.0
2000-03-15,-6.3492
2000-03-16,18.6441
2000-03-17,-5.7143
2000-03-20,3.0303
2000-03-21,-2.9412000000000003
2000-03-22,0.0
2000-03-23,-4.1667
2000-03-24,-0.3953
2000-03-27,1.5873
2000-03-28,0.0
2000-03-29,3.125
2000-03-30,3.0303
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-5.8824
2000-04-05,3.125
2000-04-06,0.0
2000-04-07,0.7576
2000-04-10,0.7519
2000-04-11,-0.7463
2000-04-12,-2.2556
2000-04-13,0.0
2000-04-14,-15.3846
2000-04-17,1.8182
2000-04-18,1.7856999999999998
2000-04-19,12.2807
2000-04-20,-5.0781
2000-04-24,5.3498
2000-04-25,0.0
2000-04-26,6.25
2000-04-27,0.0
2000-04-28,-5.8824
2000-05-01,3.125
2000-05-02,-3.0303
2000-05-04,0.0
2000-05-05,-1.5625
2000-05-08,1.5873
2000-05-09,-6.25
2000-05-10,0.0
2000-05-11,-6.6667
2000-05-12,-3.5714
2000-05-15,0.0
2000-05-16,3.7037
2000-05-17,0.0
2000-05-18,-7.1429
2000-05-19,-5.7692
2000-05-22,10.2041
2000-05-23,-3.7037
2000-05-24,-3.8462
2000-05-25,-2.0
2000-05-26,14.2857
2000-05-30,-5.3571
2000-05-31,1.8868
