ticker,CFPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-04,-4.1667
2005-01-06,-12.6087
2005-01-10,-5.4726
2005-01-11,10.526299999999999
2005-01-12,0.0
2005-01-14,4.7619
2005-01-24,2.2727
2005-01-25,1.7778
2005-01-26,-3.0568
2005-01-28,-5.4054
2005-01-31,9.5238
2005-02-01,0.0
2005-02-02,2.1739
2005-02-03,0.0
2005-02-14,12.766
2005-02-15,0.0
2005-02-18,-13.2075
2005-02-22,0.0
2005-02-23,-34.7826
2005-02-25,56.6667
2005-02-28,-8.5106
2005-03-01,-6.9767
2005-03-04,-23.0
2005-03-07,49.3506
2005-03-22,-11.7391
2005-03-23,-1.4778
2005-03-31,0.0
2005-04-05,-10.0
2005-04-06,13.8889
2005-04-11,-12.1951
2005-04-14,-5.5556
2005-04-15,0.0
2005-04-18,0.0
2005-04-19,0.0
2005-04-25,0.0
2005-04-26,2.9412000000000003
2005-05-02,8.5714
2005-05-03,-1.0526
2005-05-04,32.9787
2005-05-05,-20.0
2005-05-06,-7.5
2005-05-09,8.1081
2005-05-10,-2.5
2005-05-12,-5.1282
2005-05-13,0.0
2005-05-17,8.1081
2005-05-18,0.0
2005-05-19,-2.5
2005-05-24,-5.1282
2005-05-25,2.7027
2005-05-26,-2.6316
2005-05-27,2.7027
2005-06-03,-5.2632
2005-06-06,7.2222
2005-06-08,-4.1451
2005-06-09,5.4054
2005-06-10,-5.1282
2005-06-13,-2.7027
2005-06-14,2.7778
2005-06-15,-5.4054
2005-06-16,-16.0
2005-06-17,-11.5646
2005-06-20,-0.7692
2005-06-21,12.4031
2005-06-23,-13.7931
2005-06-24,8.8
2005-06-27,2.9412000000000003
2005-06-28,-10.7143
2005-06-29,18.4
2005-06-30,18.2432
2005-07-01,-2.8571
2005-07-11,-11.7647
2005-07-15,30.0
2005-07-19,0.0
2005-07-20,-29.2308
2005-07-21,-2.1739
2005-07-27,40.7407
2005-07-29,-21.0526
2005-08-08,3.3333
2005-08-09,0.0
2005-08-17,0.0
2005-08-22,3.2258
2005-08-24,-5.0
2005-08-25,0.0
2005-08-31,0.6579
2005-09-02,1.3072
2005-09-06,-1.2903
2005-09-07,0.0
2005-09-08,1.9607999999999999
2005-09-09,-1.2821
2005-09-12,0.0
2005-09-13,-2.5974
2005-09-14,0.0
2005-09-15,-0.6667
2005-09-20,0.6711
2005-09-21,0.0
2005-09-22,-4.0
2005-09-26,0.6944
2005-09-27,3.4483
2005-09-28,-6.6667
2005-09-29,7.1429
