ticker,BRPA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-05,-0.001
2017-12-06,0.001
2017-12-07,0.4167
2017-12-08,0.2075
2017-12-11,0.207
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.2066
2017-12-15,0.5155
2017-12-18,-0.5128
2017-12-20,0.0
2017-12-21,-0.3505
2017-12-22,0.1448
2017-12-27,0.6198
2017-12-28,-0.616
2018-01-02,0.1033
2018-01-03,0.4118
2018-01-05,-0.3073
2018-01-08,0.0
2018-01-09,-0.2062
2018-01-25,0.2066
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.2062
2018-02-05,0.2058
2018-02-06,0.0
2018-02-07,0.0
2018-02-09,0.1027
2018-02-12,0.5118
2018-02-20,-0.3582
2018-02-21,-0.0492
2018-02-26,0.1025
2018-02-27,0.6141
2018-02-28,-0.4069
2018-03-01,0.715
2018-03-16,-1.1156
2018-03-20,0.0
2018-03-21,0.2051
2018-03-22,-0.1024
2018-03-23,0.6148
2018-04-02,-0.4073
2018-04-03,0.5112
2018-04-10,0.1017
2018-04-11,-0.1016
2018-04-13,-0.2035
2018-04-19,0.1019
2018-04-20,0.3055
2018-05-15,0.0
2018-05-21,0.5076
2018-05-24,0.0
2018-05-30,-0.404
2018-05-31,0.1014
2018-06-01,0.0
2018-06-05,0.304
2018-06-08,0.303
2018-06-13,-0.4028
2018-06-18,0.3033
2018-06-21,-0.1008
2018-06-28,0.0
2018-06-29,0.001
2018-07-03,-0.001
2018-07-18,0.4541
2018-07-20,-0.1507
2018-07-26,0.2012
2018-08-01,-0.1004
2018-08-06,-0.3015
2018-08-09,-0.0998
2018-08-13,-0.001
2018-09-10,0.4036
2018-09-11,0.1005
2018-09-14,0.4006
2018-09-21,-0.199
2018-09-25,0.3006
2018-10-05,0.2997
2018-10-08,0.0
2018-10-09,-0.1992
2018-10-12,0.2994
2018-10-15,-0.2985
2018-10-16,0.0
2018-10-31,0.7984
2018-11-12,-0.198
2018-11-13,0.1984
2018-11-15,0.4941
2018-11-26,-0.3438
2018-11-28,-0.1483
2018-11-30,0.198
2018-12-11,0.1976
2018-12-18,-0.1972
2018-12-20,0.1976
2018-12-21,0.3945
2018-12-24,0.1965
2018-12-26,0.0
2018-12-31,0.0
2019-01-02,-0.3922
2019-01-03,0.2953
2019-01-07,0.0981
2019-01-08,-0.2941
2019-01-14,0.4916
2019-01-15,0.0
2019-01-16,0.2935
2019-01-22,-0.0049
2019-01-28,0.0049
2019-01-29,0.0
