ticker,FNGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-22,300.0
2015-04-23,350.0
2015-04-24,11.1111
2015-04-27,-40.0
2015-04-29,66.6667
2015-05-04,-45.0
2015-05-05,0.0
2015-05-07,-36.3636
2015-05-15,114.2857
2015-05-18,-6.6667
2015-05-21,-64.2857
2015-05-27,8.0
2015-06-02,-25.9259
2015-06-04,245.0
2015-06-05,-20.2899
2015-06-16,-54.5455
2015-09-21,60.0
2015-09-22,5.0
2015-10-21,19.0476
2015-10-26,0.0
2015-10-27,4.0
2015-10-29,0.0
2016-01-15,-3.8462
2016-01-21,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-21,0.0
2016-04-04,4.0
2016-04-05,-3.8462
2016-04-06,0.0
2016-04-07,4.0
2016-04-12,0.0
2016-04-21,-22.6923
2016-04-25,24.3781
2016-05-12,0.0
2016-05-18,0.0
2016-06-03,-4.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-29,-6.25
2016-07-11,-9.3333
2016-08-05,-1.9607999999999999
2016-08-11,0.0
2016-12-06,-15.0
2017-02-16,-41.1765
2017-03-02,-2.0
2017-03-03,2.0408
2017-03-13,25.0
2017-04-24,20.0
2017-04-25,43.3333
2017-05-01,-30.436
2017-05-23,19.9749
2017-05-26,11.4594
2017-06-02,37.5
2017-06-07,-18.1818
2017-06-15,13.3333
2017-06-22,17.647100000000002
2017-08-01,-4.1667
2017-08-02,95.6522
2017-08-03,5.5556
2017-08-04,21.0526
2017-08-07,13.0435
2017-08-08,3.8462
2017-08-09,-7.4074
2017-08-14,-0.48
2017-08-15,-3.537
2017-08-16,0.0
2017-08-18,-10.0
2017-08-23,-11.1111
2017-08-24,-11.4583
2017-08-28,-46.1176
2017-08-29,85.5895
2017-08-30,16.2353
2017-08-31,0.0
2017-09-01,-3.8462
2017-09-14,6.3158
2017-09-20,-10.8911
2017-09-21,2.2222
2017-10-09,0.0
2017-10-13,-2.1739
2017-10-17,1.1111
2017-10-18,3.1209
2017-10-20,-9.4203
2017-10-23,23.5294
2017-10-26,0.0
2017-10-27,14.2857
2017-11-01,-20.8333
2017-11-03,22.1053
2017-11-10,-20.6897
2017-11-15,43.4783
2017-11-20,-24.2424
2017-11-22,20.0
2017-12-01,0.0
2017-12-08,-3.2083
2017-12-12,-13.9044
2017-12-14,-2.0
2017-12-28,-37.7551
2017-12-29,39.3443
2018-01-03,-5.8824
2018-01-05,6.25
2018-01-09,15.2941
