ticker,FNGR US Equity
2018-01-18,-38.7755
2018-01-19,66.6667
2018-01-22,14.0
2018-04-17,-47.3684
2018-04-19,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-10,-25.0
2018-05-11,2.2222
2018-05-16,8.6957
2018-05-21,2.8
2018-05-24,4.6693
2018-05-25,4.8327
2018-05-29,2.8369
2018-06-04,3.4483
2018-06-07,5.0
2018-06-11,3.1746
2018-06-12,7.0769
2018-06-14,0.0
2018-09-05,-5.1724
2018-10-10,0.0
2018-10-19,-40.0
2018-10-22,68.1818
2018-10-26,-0.9009
2018-10-29,-9.0909
2018-10-30,0.0
2018-10-31,9.6667
2018-11-09,0.304
2018-11-12,-9.0909
2018-11-20,-23.3333
2018-11-21,30.0
2018-12-12,0.0
2018-12-14,-29.7659
2018-12-18,30.9524
2018-12-27,-1.3636
2018-12-31,6.9124
2019-01-02,1.7241
2019-01-03,1.6949
2019-01-04,5.0
2019-01-07,4.7619
2019-01-08,6.0606
2019-01-09,-14.0
2019-01-10,16.2791
2019-01-11,-8.5714
2019-01-14,21.875
2019-01-15,2.5641
2019-01-16,11.25
2019-01-17,-2.2472
2019-01-18,-3.4483
2019-01-22,27.381
2019-01-23,-24.8598
2019-01-24,-0.4975
2019-01-25,2.5
2019-01-28,-14.6341
2019-01-29,-4.2857
2019-01-30,-8.9552
2019-01-31,-6.5574
2019-02-01,7.0175
2019-02-04,3.2787
2019-02-05,4.7619
2019-02-06,-3.3333
2019-02-07,3.4483
2019-02-08,1.5152
2019-02-11,-7.4627
2019-02-12,0.0
2019-02-13,3.2258
2019-02-14,0.0
2019-02-15,-1.5625
2019-02-19,28.5714
2019-02-20,9.6296
2019-02-21,-6.5315
2019-02-22,2.4096
2019-02-25,37.4118
2019-02-26,-1.5411000000000001
2019-02-27,4.3478
2019-02-28,16.6667
2019-03-01,7.1857
2019-03-04,-4.0384
2019-03-05,-8.1944
2019-03-06,-2.2693
2019-03-07,-8.6687
2019-03-08,-1.6949
2019-03-11,3.2759
2019-03-12,5.1753
2019-03-13,3.1746
2019-03-14,7.6923
2019-03-15,3.5714
2019-03-18,-2.069
2019-03-19,-2.8169
2019-03-20,0.0
2019-03-21,-1.4493
2019-03-22,-1.3382
2019-03-25,0.6111
2019-03-26,2.2222
2019-03-27,-0.1449
2019-03-28,-0.1451
2019-03-29,-8.2849
2019-04-01,0.317
2019-04-02,0.4739
2019-04-03,5.3459
2019-04-04,-5.9701
2019-04-05,3.1746
2019-04-08,6.0
2019-04-09,-3.3962
2019-04-10,0.6611
2019-04-11,-8.806000000000001
2019-04-12,2.455
2019-04-15,9.4249
2019-04-16,-0.7299
2019-04-17,-11.7647
2019-04-18,5.0
2019-04-22,-4.7619
2019-04-23,15.0
2019-04-24,0.0
2019-04-25,-7.2464
2019-04-26,7.0312
2019-04-29,-11.9708
2019-04-30,-0.4975
2019-05-01,6.6667
2019-05-02,-2.9688
2019-05-03,3.0596
2019-05-06,-6.25
2019-05-07,0.0
2019-05-08,-7.5
2019-05-09,4.5045
2019-05-10,3.4483
2019-05-13,5.0
2019-05-14,-6.3492
2019-05-15,1.6949
2019-05-16,5.6667
2019-05-17,-1.4196
2019-05-20,-4.5600000000000005
2019-05-21,-2.7661
2019-05-22,0.8621
2019-05-23,-9.4017
2019-05-24,10.3774
2019-05-28,-11.7949
2019-05-29,-6.7829
2019-05-30,1.8711
2019-05-31,-4.0816
2019-06-03,-5.3191
2019-06-04,12.1348
2019-06-05,-9.8196
2019-06-06,-4.4444
2019-06-07,4.6512
2019-06-10,-5.7778
2019-06-11,-2.1226
2019-06-12,-1.2048
2019-06-13,0.7317
2019-06-14,1.6949
2019-06-17,1.1905000000000001
2019-06-18,1.1764999999999999
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,2.093
2019-06-24,-4.328
2019-06-25,2.1429
2019-06-26,6.993
2019-06-27,9.8039
2019-06-28,36.5079
2019-07-01,1.7442
2019-07-02,-2.8571
2019-07-03,-4.4118
2019-07-05,7.6923
2019-07-08,14.2857
2019-07-09,0.0
2019-07-10,-12.5
2019-07-11,20.0
2019-07-12,-19.0476
2019-07-15,1.6912
2019-07-16,-6.0014
2019-07-17,-7.6923
2019-07-18,-14.1667
2019-07-19,-6.2136
2019-07-22,-14.0787
2019-07-23,-3.6145
2019-07-24,0.0
2019-07-25,-0.25
2019-07-26,4.2607
2019-07-29,-5.0481
2019-07-30,-5.0633
2019-07-31,-10.6667
2019-08-01,7.4627
2019-08-02,-4.1693999999999996
2019-08-05,7.2495
2019-08-06,-5.9459
2019-08-07,0.5747
2019-08-08,11.4286
2019-08-12,-0.2564
2019-08-13,-2.3136
2019-08-14,-10.2368
2019-08-15,-0.6157
2019-08-16,2.9499
2019-08-19,6.5903
2019-08-20,-0.8065
2019-08-21,-11.9241
2019-08-22,-5.8462
2019-08-23,-9.8039
2019-08-26,17.3913
2019-08-27,-24.6914
2019-08-29,5.7377
2019-08-30,0.0
2019-09-03,20.5426
2019-09-05,6.1093
2019-09-06,-0.6061
2019-09-09,-0.9146
2019-09-10,0.0
2019-09-11,-3.6769
2019-09-12,3.4978
2019-09-16,4.6296
2019-09-17,3.2448
2019-09-18,-12.857099999999999
2019-09-19,-9.8361
2019-09-20,26.9091
2019-09-23,-8.3095
2019-09-24,-6.25
2019-09-26,10.0
2019-09-27,-3.0303
2019-09-30,-6.25
2019-10-01,20.0
2019-10-02,-2.7778
2019-10-07,-13.7143
2019-10-08,2.649
2019-10-09,-0.4839
2019-10-10,3.4036
2019-10-11,2.5078
2019-10-16,-6.7278
2019-10-17,-0.3279
2019-10-18,-7.8947
2019-10-21,-12.5
2019-10-22,13.8776
2019-10-23,-13.9785
2019-10-24,1.25
2019-10-25,3.2922000000000002
2019-10-28,-6.3745
2019-10-30,5.1064
2019-10-31,-8.9069
2019-11-04,-10.2222
2019-11-05,4.9505
2019-11-06,-4.717
2019-11-07,-1.9802
2019-11-08,-4.0404
2019-11-11,-22.1053
2019-11-12,14.8649
2019-11-13,-2.9412000000000003
2019-11-14,3.0303
2019-11-15,-11.7647
2019-11-18,0.0
2019-11-19,-6.6667
2019-11-20,-10.7143
2019-11-21,-13.6
2019-11-22,8.3333
2019-11-25,2.5641
2019-11-26,-2.5
2019-11-27,8.547
2019-11-29,-8.6614
2019-12-02,16.3793
2019-12-03,-21.4815
2019-12-04,-14.1321
2019-12-06,3.274
2019-12-09,2.1277
2019-12-10,-2.0833
2019-12-11,2.1277
2019-12-12,-7.2917
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,1.1236
2019-12-18,-2.2222
2019-12-19,-3.4091
2019-12-20,-2.3529
2019-12-23,6.0241
2019-12-24,0.0
2019-12-27,-3.4091
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,8.2353
2020-01-06,-27.1739
2020-01-07,19.403
2020-01-08,13.75
2020-01-09,2.1978
2020-01-10,2.1505
2020-01-13,0.0
2020-01-14,-5.2632
2020-01-15,-1.1111
2020-01-16,1.1124
2020-01-17,-23.3248
2020-01-21,30.4348
2020-01-22,0.0
2020-01-23,-1.1111
2020-01-24,-0.0112
2020-01-27,-26.9581
2020-01-28,7.6923
2020-01-29,-14.2571
2020-01-30,24.9583
2020-01-31,6.6667
2020-02-03,-12.5
2020-02-04,5.7143
2020-02-05,-11.1216
2020-02-06,14.0338
2020-02-07,-6.6667
2020-02-10,14.2857
2020-02-11,-10.0
2020-02-12,31.9444
2020-02-13,31.5789
2020-02-14,0.0
2020-02-18,-0.8
2020-02-19,-15.3226
2020-02-20,-19.0476
2020-02-21,11.7647
2020-02-24,0.0
2020-02-25,-2.1158
2020-02-26,-30.0893
2020-02-27,3.0764
2020-02-28,11.9236
2020-03-02,-1.3333
2020-03-03,27.027
2020-03-04,-7.4468
2020-03-05,-13.7931
2020-03-06,-0.0133
2020-03-09,-33.3244
2020-03-10,59.98
2020-03-11,-6.2383
2020-03-16,-20.0
2020-03-17,-16.6667
2020-03-18,-25.4
2020-03-19,58.1769
2020-03-20,-52.5424
2020-03-23,60.7143
2020-03-24,13.3333
2020-03-25,-41.1765
2020-03-26,70.0
2020-03-31,-41.1765
2020-04-01,54.25
2020-04-02,10.2107
2020-04-03,-41.1765
2020-04-07,0.0
2020-04-08,63.3333
2020-04-09,-28.2143
2020-04-13,10.8742
2020-04-14,0.0
2020-04-15,-44.7436
2020-04-16,53.1323
2020-04-17,13.6364
2020-04-20,-21.3067
2020-04-21,11.8265
2020-04-22,0.0
2020-04-23,-30.303
2020-04-24,43.4783
2020-04-27,-34.7879
2020-04-28,39.4052
2020-04-29,-28.3
2020-04-30,0.0
2020-05-01,-7.02
2020-05-04,-10.0
2020-05-05,52.7222
2020-05-06,0.0364
2020-05-07,30.9091
2020-05-08,11.1111
2020-05-11,-49.5
2020-05-12,63.3663
2020-05-13,2.2727
2020-05-14,-22.963
2020-05-15,-3.8462
2020-05-18,24.0
2020-05-19,-16.129
2020-05-20,21.1538
2020-05-21,-17.4603
2020-05-22,7.6923
2020-05-26,25.3571
2020-05-27,-8.8319
2020-05-28,25.0
2020-05-29,12.5
2020-06-02,13.3333
2020-06-03,-11.7647
2020-06-04,-24.4444
2020-06-05,32.3529
2020-06-08,-11.1111
2020-06-09,17.5
2020-06-10,59.5745
2020-06-11,-2.6667
2020-06-12,61.6438
2020-06-15,-15.2542
2020-06-16,6.0
2020-06-17,14.1509
2020-06-18,6.6116
2020-06-19,20.155
2020-06-22,11.6129
2020-06-23,1.1561
2020-06-24,48.5714
2020-06-25,11.538499999999999
2020-06-26,-12.069
2020-06-29,3.1373
2020-06-30,15.9696
2020-07-01,34.4262
2020-07-02,-19.3902
2020-07-06,-15.2799
2020-07-07,4.2857
2020-07-08,2.7397
2020-07-09,-11.9
2020-07-10,28.6417
2020-07-13,19.1176
2020-07-14,-1.7284000000000002
2020-07-15,3.5176
2020-07-16,-4.1262
2020-07-17,1.2658
2020-07-20,0.25
2020-07-21,-0.4988
2020-07-22,-2.5063
2020-07-23,-3.856
2020-07-24,-6.4171
2020-07-27,-4.2857
2020-07-28,4.4776
2020-07-29,13.7143
2020-07-30,-4.5226
2020-07-31,5.2632
