ticker,FGCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-29,0.0
2016-08-11,8.3333
2016-09-20,10.7692
2017-02-01,108.3333
2017-02-02,253.3333
2017-02-07,22.6415
2017-02-09,-2.6154
2017-02-17,-8.3728
2017-02-21,-12.069
2017-02-22,-15.6863
2017-02-23,4.6512
2017-02-24,-22.2222
2017-02-27,-37.1429
2017-02-28,12.2727
2017-03-27,0.0
2017-03-28,25.5061
2017-03-29,25.0
2017-03-30,0.9032
2017-03-31,15.0895
2017-04-03,-13.1111
2017-04-04,9.9744
2017-04-05,15.1163
2017-04-06,1.0101
2017-04-07,6.0
2017-04-10,8.4906
2017-04-11,0.0
2017-04-12,-7.8261
2017-04-13,3.7736
2017-04-17,3.6364
2017-04-18,0.0
2017-04-19,3.5088
2017-04-20,5.0847
2017-04-21,6.4516
2017-04-24,-4.5455
2017-04-25,7.9365
2017-04-26,-2.9412000000000003
2017-04-27,4.5455
2017-04-28,1.4493
2017-05-01,1.4285999999999999
2017-05-02,-1.4085
2017-05-03,1.4285999999999999
2017-05-04,1.4085
2017-05-05,4.1667
2017-05-08,-1.3333
2017-05-09,-1.3514
2017-05-10,1.3699
2017-05-11,0.0
2017-05-12,4.0541
2017-05-15,-1.2987
2017-05-16,-1.3158
2017-05-17,-1.3333
2017-05-18,0.0
2017-05-22,2.7027
2017-05-23,-6.5789
2017-05-24,7.0423
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,2.6316
2017-05-31,0.0
2017-06-01,-2.5641
2017-06-02,2.6316
2017-06-05,2.5641
2017-06-06,-1.25
2017-06-07,0.0
2017-06-09,1.2658
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,-2.5
2017-06-16,2.5641
2017-06-19,0.0
2017-06-20,-2.5
2017-06-21,0.0
2017-06-26,2.5641
2017-06-27,0.0
2017-06-28,0.0
2017-07-05,1.25
2017-07-10,0.0
2017-07-11,1.2346
2017-07-12,0.0
2017-07-14,3.6585
2017-07-19,-2.3529
2017-07-24,-1.2048
2017-07-25,0.0
2017-07-26,0.0
2017-07-28,1.2195
2017-08-01,-1.2048
2017-08-10,0.0
2017-08-16,-1.2195
2017-08-24,0.0
2017-08-25,0.0
2017-09-11,0.0
2017-09-12,1.2346
2017-09-20,3.6585
2017-10-13,0.0
2017-11-06,0.0
2017-11-10,1.1764999999999999
2017-11-17,2.3256
2018-01-03,-42.0455
2018-04-20,7.8431
2018-05-08,60.0
2018-05-09,0.0
2018-05-11,0.0
2018-05-15,-3.4091
2018-05-17,5.8824
2018-05-18,5.5556
2018-05-21,0.0
2018-05-22,6.3158
2018-05-23,3.9604
2018-05-24,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-06-01,-0.9524
2018-06-05,2.8846
2018-06-06,1.8692
2018-06-08,0.0
2018-06-13,0.9174
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-20,0.0
2018-06-22,-2.7273
2018-07-05,2.8037
2018-07-11,-9.0909
2018-07-25,-10.0
2018-08-01,-24.4444
2018-09-10,0.0
2018-10-26,-18.3824
2019-01-23,96.3964
2020-01-03,-8.2569
2020-06-23,0.0
2020-06-24,-99.99
2020-07-06,999900.0
2020-07-13,0.0
2020-07-20,0.0
2020-07-22,-99.94
2020-07-23,0.0
