ticker,PLAB US Equity
2000-05-24,-2.5281000000000002
2000-05-25,-8.3573
2000-05-26,1.8868
2000-05-30,9.2593
2000-05-31,8.4746
2000-06-01,1.8229
2000-06-02,11.509
2000-06-05,-2.2936
2000-06-06,1.6432
2000-06-07,-3.0023
2000-06-08,4.5238
2000-06-09,4.1002
2000-06-12,-5.9081
2000-06-13,-1.8605
2000-06-14,0.7109
2000-06-15,-0.2353
2000-06-16,2.1226
2000-06-19,-1.8476
2000-06-20,5.8824
2000-06-21,0.7778
2000-06-22,-2.9768
2000-06-23,-2.7273
2000-06-26,5.6075
2000-06-27,-4.646
2000-06-28,4.4084
2000-06-29,-0.2222
2000-06-30,1.1136
2000-07-03,3.7445
2000-07-05,-6.3694
2000-07-06,-0.2268
2000-07-07,4.5455
2000-07-10,-1.087
2000-07-11,-1.0989
2000-07-12,-0.4444
2000-07-13,7.3661
2000-07-14,4.3659
2000-07-17,-1.5936
2000-07-18,-9.3117
2000-07-19,-6.9196
2000-07-20,2.1583
2000-07-21,-0.939
2000-07-24,-3.3175
2000-07-25,7.8431
2000-07-26,-6.1364
2000-07-27,-8.4746
2000-07-28,1.5873
2000-07-31,3.3854
2000-08-01,-5.2897
2000-08-02,1.5957
2000-08-03,-4.712
2000-08-04,-3.2967
2000-08-07,-1.9886
2000-08-08,-6.6667
2000-08-09,2.795
2000-08-10,-2.1903
2000-08-11,5.3282
2000-08-14,4.9853
2000-08-15,1.9553
2000-08-16,3.0137
2000-08-17,12.766
2000-08-18,1.1792
2000-08-21,-2.0979
2000-08-22,-0.9524
2000-08-23,2.4038
2000-08-24,1.1737
2000-08-25,-0.232
2000-08-28,1.8605
2000-08-29,1.8265
2000-08-30,4.0359
2000-08-31,1.0776
2000-09-01,-2.1322
2000-09-05,-3.4858000000000002
2000-09-06,-3.6117
2000-09-07,0.0
2000-09-08,-6.3232
2000-09-11,1.25
2000-09-12,-3.2099
2000-09-13,1.2755
2000-09-14,2.7708
2000-09-15,-5.8824
2000-09-18,-2.0833
2000-09-19,10.3723
2000-09-20,0.241
2000-09-21,-4.0865
2000-09-22,-2.7569
2000-09-25,-2.0619
2000-09-26,-7.3684
2000-09-27,-3.9773
2000-09-28,7.1006
2000-09-29,-3.5911999999999997
2000-10-02,-0.5731
2000-10-03,-8.9337
2000-10-04,10.443
2000-10-05,-11.1748
2000-10-06,-3.871
2000-10-09,-0.3356
2000-10-10,-3.7037
2000-10-11,5.2448
2000-10-12,-9.3023
2000-10-13,11.9963
2000-10-16,-7.686
2000-10-17,-6.4658999999999995
2000-10-18,12.1212
2000-10-19,14.8649
2000-10-20,2.9412000000000003
2000-10-23,1.1429
2000-10-24,-11.0169
2000-10-25,-4.127
2000-10-26,8.6093
2000-10-27,-3.0488
2000-10-30,3.1447
2000-10-31,10.061
2000-11-01,-3.0471
2000-11-02,1.7143000000000002
2000-11-03,-0.2809
2000-11-06,0.2817
2000-11-07,-3.3708
2000-11-08,-1.7442
2000-11-09,-0.2959
2000-11-10,-6.2315
2000-11-13,8.8608
2000-11-14,2.3256
2000-11-15,2.8409
2000-11-16,-7.1823
2000-11-17,0.5952
2000-11-20,-2.9586
2000-11-21,-6.7073
2000-11-22,-3.5948
2000-11-24,5.7627
2000-11-27,-1.9231
2000-11-28,-8.415
2000-11-29,0.9813
2000-11-30,-8.1272
2000-12-01,1.1538
2000-12-04,-1.9011
2000-12-05,15.1163
2000-12-06,-4.0404
2000-12-07,0.3509
2000-12-08,13.986
2000-12-11,17.4847
2000-12-12,-1.8277
2000-12-13,-9.3085
2000-12-14,-2.4927
2000-12-15,-2.5564
2000-12-18,-2.4691
2000-12-19,0.3165
2000-12-20,-2.8391
2000-12-21,-1.2987
2000-12-22,12.5
2000-12-26,0.2924
2000-12-27,6.1953
2000-12-28,6.5202
2000-12-29,-3.3505
2001-01-02,-4.0
2001-01-03,11.1111
2001-01-04,8.5
2001-01-05,0.0
2001-01-08,-1.1521
2001-01-09,7.6923
2001-01-10,-0.4329
2001-01-11,6.087
2001-01-12,11.4754
2001-01-16,-8.6397
2001-01-17,4.829
2001-01-18,3.6468
2001-01-19,-0.3704
2001-01-22,0.3717
2001-01-23,1.2963
2001-01-24,3.2907
2001-01-25,-3.8938
2001-01-26,-3.4991
2001-01-29,5.916
2001-01-30,-0.9009
2001-01-31,2.1818
2001-02-01,-0.7117
2001-02-02,-7.5269
2001-02-05,-7.5581
2001-02-06,-1.0482
2001-02-07,-2.5423999999999998
2001-02-08,4.3478
2001-02-09,0.4167
2001-02-12,5.1867
2001-02-13,-1.5779
2001-02-14,10.4208
2001-02-15,5.0817
2001-02-16,-1.8998
2001-02-20,-1.5845
2001-02-21,1.6099999999999999
2001-02-22,-1.4085
2001-02-23,0.7143
2001-02-26,0.5319
2001-02-27,-6.7019
2001-02-28,-4.7259
2001-03-01,6.1508
2001-03-02,-2.243
2001-03-05,5.5449
2001-03-06,9.058
2001-03-07,0.6645
2001-03-08,0.33
2001-03-09,-6.5789
2001-03-12,-5.8099
2001-03-13,2.4299
2001-03-14,-0.7299
2001-03-15,-6.8015
2001-03-16,-7.8895
2001-03-19,-16.2741
2001-03-20,-3.8363
2001-03-21,5.0532
2001-03-22,11.6456
2001-03-23,-2.2109
2001-03-26,-2.3768000000000002
2001-03-27,2.1378
2001-03-28,-4.8837
2001-03-29,-5.6235
2001-03-30,2.3316
2001-04-02,-7.5949
2001-04-03,-4.6575
2001-04-04,-2.5862
2001-04-05,15.3392
2001-04-06,-5.6266
2001-04-09,-2.2656
2001-04-10,8.6957
2001-04-11,3.7551
2001-04-12,8.7726
2001-04-16,-5.425
2001-04-17,-3.0975
2001-04-18,11.9968
2001-04-19,5.1092
2001-04-20,-2.6818999999999997
2001-04-23,-5.0982
2001-04-24,-2.7949
2001-04-25,4.8544
2001-04-26,-0.1425
2001-04-27,-0.0357
2001-04-30,2.426
2001-05-01,-0.0348
2001-05-02,2.1254
2001-05-03,-3.5141999999999998
2001-05-04,0.3182
2001-05-07,0.2467
2001-05-08,4.4655000000000005
2001-05-09,0.9761
2001-05-10,-7.3667
2001-05-11,-0.6837
2001-05-14,-3.6231999999999998
2001-05-15,-1.6917
2001-05-16,4.5507
2001-05-17,0.5121
2001-05-18,-2.8384
2001-05-21,4.5318000000000005
2001-05-22,1.0391
2001-05-23,-5.8511
2001-05-24,-4.1431000000000004
2001-05-25,0.4322
2001-05-29,-7.5117
2001-05-30,-2.242
2001-05-31,0.6491
2001-06-01,2.9665
2001-06-04,0.8351
2001-06-05,5.0104
2001-06-06,-2.2476
2001-06-07,4.6793
2001-06-08,-2.9287
2001-06-11,-7.3045
2001-06-12,3.8544
2001-06-13,0.866
2001-06-14,-4.7016
2001-06-15,-1.5444
2001-06-18,-2.6144
2001-06-19,-0.5817
2001-06-20,2.1602
2001-06-21,-2.467
2001-06-22,4.7877
2001-06-25,-0.5603
2001-06-26,4.6381
2001-06-27,1.4913
2001-06-28,1.8367
2001-06-29,2.8457
2001-07-02,-3.7023
2001-07-03,-2.4686
2001-07-05,-6.7219999999999995
2001-07-06,-6.4502
2001-07-09,1.0461
2001-07-10,-3.4353
2001-07-11,-1.5594999999999999
2001-07-12,9.3069
2001-07-13,-1.5399
2001-07-16,-2.9439
2001-07-17,2.1327
2001-07-18,-5.8004999999999995
2001-07-19,3.5961
2001-07-20,-0.951
2001-07-23,-4.2247
2001-07-24,-4.0602
2001-07-25,-3.605
2001-07-26,6.9919
2001-07-27,4.2047
2001-07-30,0.4861
2001-07-31,1.1127
2001-08-01,4.4976
2001-08-02,1.4194
2001-08-03,-1.3093
2001-08-06,-4.4373000000000005
2001-08-07,0.0479
2001-08-08,-4.2584
2001-08-09,1.3993
2001-08-10,0.7146
2001-08-13,1.884
2001-08-14,0.1921
2001-08-15,0.6711
2001-08-16,6.7619
2001-08-17,-0.0892
2001-08-20,0.8929
2001-08-21,1.1062
2001-08-22,4.9453
2001-08-23,-1.1676
2001-08-24,3.3755
2001-08-27,0.4082
2001-08-28,-4.4715
2001-08-29,-3.1915
2001-08-30,-3.0769
2001-08-31,8.2086
2001-09-04,0.7125
2001-09-05,-1.1652
2001-09-06,-7.1579
2001-09-07,3.5374
2001-09-10,-1.6207
2001-09-17,-9.2164
2001-09-18,2.3051
2001-09-19,-7.2387
2001-09-20,0.7752
2001-09-21,-2.3077
2001-09-24,3.9370000000000003
2001-09-25,0.9596
2001-09-26,-3.4516999999999998
2001-09-27,-4.715
2001-09-28,0.3263
2001-10-01,-6.5041
2001-10-02,4.5797
2001-10-03,9.8115
2001-10-04,0.4038
2001-10-05,0.3519
2001-10-08,0.6513
2001-10-09,-0.6969
2001-10-10,5.8647
2001-10-11,10.5587
2001-10-12,2.9979
2001-10-15,-4.3659
2001-10-16,1.087
2001-10-17,-4.6882
2001-10-18,-4.1516
2001-10-19,0.2825
2001-10-22,7.8404
2001-10-23,1.7849
2001-10-24,2.438
2001-10-25,5.929
2001-10-26,-1.4978
2001-10-29,-5.6423
2001-10-30,-0.1272
2001-10-31,5.3928
2001-11-01,1.7325
2001-11-02,2.9703
2001-11-05,2.0
2001-11-06,3.6576
2001-11-07,-1.8552
2001-11-08,-5.3002
2001-11-09,3.5225
2001-11-12,-1.3233
2001-11-13,6.4751
2001-11-14,0.2159
2001-11-15,-3.0521
2001-11-16,-1.8148
2001-11-19,-1.5843
2001-11-20,-5.3277
2001-11-21,1.6599
2001-11-23,1.6726
2001-11-26,3.2902
2001-11-27,2.3891
2001-11-28,-1.8519
2001-11-29,3.4717000000000002
2001-11-30,-3.1364
2001-12-03,1.4684
2001-12-04,5.603
2001-12-05,5.7976
2001-12-06,-7.1737
2001-12-07,2.6475999999999997
2001-12-10,3.2067
2001-12-11,0.9456
2001-12-12,0.4684
2001-12-13,-1.2654
2001-12-14,2.3035
2001-12-17,4.3088
2001-12-18,3.1922
2001-12-19,-3.2466
2001-12-20,-3.9253
2001-12-21,-0.0659
2001-12-24,1.6156000000000001
2001-12-26,3.9909
2001-12-27,0.2808
2001-12-28,-0.2178
2001-12-31,-2.2451
2002-01-02,3.5726
2002-01-03,3.9421
2002-01-04,2.5481
2002-01-07,-2.4848
2002-01-08,-0.3556
2002-01-09,3.9845
2002-01-10,-1.0009
2002-01-11,-1.3576
2002-01-14,-0.9956
2002-01-15,1.0056
2002-01-16,-5.2416
2002-01-17,-0.2781
2002-01-18,-0.1859
2002-01-22,-2.0801
2002-01-23,2.9486
2002-01-24,1.2319
2002-01-25,1.004
2002-01-28,1.1747
2002-01-29,-2.0542
2002-01-30,3.2827
2002-01-31,2.3838
2002-02-01,-1.8971
2002-02-04,-3.3988
2002-02-05,1.7591999999999999
2002-02-06,1.6692
2002-02-07,-6.3911
2002-02-08,-0.094
2002-02-11,6.2696
2002-02-12,-2.6844
2002-02-13,4.7893
2002-02-14,-2.5166
2002-02-15,-2.3145
2002-02-19,-4.4654
2002-02-20,0.5087
2002-02-21,-7.2445
2002-02-22,-0.7503
2002-02-25,2.8179
2002-02-26,-0.635
2002-02-27,0.6054
2002-02-28,-3.4102
2002-03-01,9.9688
2002-03-04,5.7287
2002-03-05,-0.7145
2002-03-06,-0.2399
2002-03-07,0.8717
2002-03-08,2.3242
2002-03-11,-3.6109
2002-03-12,1.8429
2002-03-13,-6.1703
2002-03-14,-3.0667
2002-03-15,1.5329000000000002
2002-03-18,2.3771
2002-03-19,0.5334
2002-03-20,-2.2472
2002-03-21,6.7369
2002-03-22,0.6282
2002-03-25,-5.8264
2002-03-26,2.4621
2002-03-27,2.1257
2002-03-28,1.7496
2002-04-01,0.7412
2002-04-02,-3.6198
2002-04-03,-2.3205999999999998
2002-04-04,3.7512
2002-04-05,-3.4649
2002-04-08,0.4057
2002-04-09,1.1501000000000001
2002-04-10,0.5224
2002-04-11,-1.6509
2002-04-12,1.088
2002-04-15,0.984
2002-04-16,5.4202
2002-04-17,1.6753
2002-04-18,-3.5227
2002-04-19,-0.4122
2002-04-22,0.6505
2002-04-23,-2.9377
2002-04-24,-1.3317
2002-04-25,2.7607
2002-04-26,-2.9851
2002-04-29,-0.7692
2002-04-30,2.1705
2002-05-01,5.2807
2002-05-02,-3.4304
2002-05-03,-1.9701
2002-05-06,-3.9586
2002-05-07,-3.0438
2002-05-08,8.0772
2002-05-09,-3.177
2002-05-10,-3.125
2002-05-13,2.2903000000000002
2002-05-14,4.825
2002-05-15,-14.2599
2002-05-16,-5.2982
2002-05-17,1.5191
2002-05-20,-1.6423
2002-05-21,-4.2301
2002-05-22,-0.8136
2002-05-23,-3.7109
2002-05-24,-2.7992
2002-05-28,-1.0434
2002-05-29,-3.1632
2002-05-30,-1.0453
2002-05-31,0.6602
2002-06-03,-5.6406
2002-06-04,4.0315
2002-06-05,-2.0045
2002-06-06,-1.1818
2002-06-07,-0.322
2002-06-10,-0.5999
2002-06-11,-2.4605
2002-06-12,1.1423
2002-06-13,-1.6471
2002-06-14,0.3828
2002-06-17,0.3337
2002-06-18,-4.038
2002-06-19,-5.8911
2002-06-20,-7.2593
2002-06-21,-3.46
2002-06-24,4.3478
2002-06-25,-3.6599
2002-06-26,2.5132
2002-06-27,8.5519
2002-06-28,-0.5252
2002-07-01,-8.1309
2002-07-02,-2.0115
2002-07-03,0.0587
2002-07-05,10.7855
2002-07-08,-7.4074
2002-07-09,-6.7429
2002-07-10,-2.5735
2002-07-11,2.5157
2002-07-12,-0.7975
2002-07-15,5.504
2002-07-16,-2.5791
2002-07-17,-0.6619
2002-07-18,-3.3919
2002-07-19,-17.8056
2002-07-22,3.8215
2002-07-23,-1.9176
2002-07-24,-0.2996
2002-07-25,-11.8708
2002-07-26,3.1458
2002-07-29,1.6613
2002-07-30,6.0976
2002-07-31,-6.8199
2002-08-01,-8.3882
2002-08-02,-1.526
2002-08-05,-7.8396
2002-08-06,8.5064
2002-08-07,1.6408
2002-08-08,0.0
2002-08-09,-1.704
2002-08-12,-3.8321
2002-08-13,-3.2258
2002-08-14,1.4706000000000001
2002-08-15,8.9855
2002-08-16,7.2695
2002-08-19,8.3471
2002-08-20,-7.3989
2002-08-21,5.4366
2002-08-22,4.0625
2002-08-23,-7.4324
2002-08-26,3.7956
2002-08-27,-4.9852
2002-08-28,2.8783
2002-08-29,-1.8385
2002-08-30,0.3257
2002-09-03,-2.1916
2002-09-04,3.4689
2002-09-05,-6.1598
2002-09-06,7.094
2002-09-09,1.1971
2002-09-10,4.4164
2002-09-11,0.9063
2002-09-12,-5.6138
2002-09-13,1.2688
2002-09-16,-2.5842
2002-09-17,-1.045
2002-09-18,-8.6109
2002-09-19,-4.8889
2002-09-20,-2.0561
2002-09-23,-5.6298
2002-09-24,1.2133
2002-09-25,7.0929
2002-09-26,-1.306
2002-09-27,-3.5917
2002-09-30,-1.3725
2002-10-01,1.6899
2002-10-02,-0.782
2002-10-03,-5.9113
2002-10-04,-9.6335
2002-10-07,-8.343
2002-10-08,0.6321
2002-10-09,-0.7538
2002-10-10,5.6962
2002-10-11,1.9162
2002-10-14,6.933
2002-10-15,11.538499999999999
2002-10-16,-7.4877
2002-10-17,8.2002
2002-10-18,5.1181
2002-10-21,5.0562
2002-10-22,-7.6381
2002-10-23,10.5857
2002-10-24,-0.0873
2002-10-25,-0.1747
2002-10-28,-0.4287
2002-10-29,-2.8205
2002-10-30,9.8553
2002-10-31,-0.0823
2002-11-01,4.6129
2002-11-04,5.8268
2002-11-05,-5.4315
2002-11-06,3.3832
2002-11-07,-8.6758
2002-11-08,-2.3333
2002-11-11,-8.7031
2002-11-12,14.1121
2002-11-13,1.3923
2002-11-14,4.0307
2002-11-15,3.727
2002-11-18,4.424
2002-11-19,-2.8746
2002-11-20,8.937899999999999
2002-11-21,9.6206
2002-11-22,4.1409
2002-11-25,-1.4837
2002-11-26,-7.4699
2002-11-27,4.5573
2002-11-29,-1.4944
2002-12-02,-0.0695
2002-12-03,-5.0541
2002-12-04,-7.3951
2002-12-05,0.4317
2002-12-06,0.2865
2002-12-09,-7.6429
2002-12-10,3.5576
2002-12-11,0.5975
2002-12-12,-0.297
2002-12-13,-1.7126000000000001
2002-12-16,6.6667
2002-12-17,-0.4972
2002-12-18,-5.2819
2002-12-19,-0.5953
2002-12-20,-1.6072
2002-12-23,0.0077
2002-12-24,1.0015
2002-12-26,-0.4577
2002-12-27,-0.5364
2002-12-30,3.4669
2002-12-31,2.0104
2003-01-02,5.8394
2003-01-03,-1.3793
2003-01-06,4.4056
2003-01-07,-3.148
2003-01-08,-6.5698
2003-01-09,3.849
2003-01-10,0.0713
2003-01-13,1.7806
2003-01-14,0.0
2003-01-15,-3.9888
2003-01-16,-1.9679
2003-01-17,-3.197
2003-01-21,-3.6098
2003-01-22,-3.9044
2003-01-23,0.7463
2003-01-24,-5.7613
2003-01-27,2.7948
2003-01-28,1.1045
2003-01-29,3.9496
2003-01-30,-6.9523
2003-01-31,-4.2137
2003-02-03,-3.4013999999999998
2003-02-04,0.0939
2003-02-05,1.2195
2003-02-06,-1.5755
2003-02-07,-2.2599
2003-02-10,1.2524
2003-02-11,0.2854
2003-02-12,-1.6129
2003-02-13,2.4108
2003-02-14,12.7119
2003-02-18,-3.4252000000000002
2003-02-19,3.8927
2003-02-20,-0.4163
2003-02-21,-1.7559
2003-02-24,-2.7149
2003-02-25,2.9656000000000002
2003-02-26,-3.3135
2003-02-27,2.2847
2003-02-28,1.9759
2003-03-03,-4.3808
2003-03-04,-0.4405
2003-03-05,-1.5929
2003-03-06,0.2698
2003-03-07,-3.0493
2003-03-10,-2.2294
2003-03-11,-0.9367
2003-03-12,3.1519
2003-03-13,4.6204
2003-03-14,-2.6463
2003-03-17,11.0
2003-03-18,3.1122
2003-03-19,2.0651
2003-03-20,1.323
2003-03-21,1.6897
2003-03-24,-5.7326
2003-03-25,2.1553
2003-03-26,2.902
2003-03-27,-3.4299
2003-03-28,-1.6575
2003-03-31,-4.5746
2003-04-01,0.4205
2003-04-02,2.0101
2003-04-03,-1.4778
2003-04-04,-3.0833
2003-04-07,5.8469
2003-04-08,-2.8432
2003-04-09,-6.7726
2003-04-10,0.4484
2003-04-11,1.3393
2003-04-14,2.9074999999999998
2003-04-15,0.6849
2003-04-16,-1.0204
2003-04-17,2.2337
2003-04-21,1.8487
2003-04-22,5.6106
2003-04-23,1.1719
2003-04-24,-0.3861
2003-04-25,-3.6433999999999997
2003-04-28,0.0805
2003-04-29,0.7235
2003-04-30,0.3192
2003-05-01,0.7955
2003-05-02,2.6046
2003-05-05,6.9231
2003-05-06,-1.4388
2003-05-07,-1.6787999999999998
2003-05-08,-2.4499
2003-05-09,3.8052
2003-05-12,-0.5132
2003-05-13,-4.5689
2003-05-14,2.7027
2003-05-15,1.0451
2003-05-16,-2.0016
2003-05-19,-2.4298
2003-05-20,2.1012
2003-05-21,13.0335
2003-05-22,6.2036
2003-05-23,1.5873
2003-05-27,1.125
2003-05-28,1.1743000000000001
2003-05-29,-0.2443
2003-05-30,3.1904
2003-06-02,-3.3885
2003-06-03,2.2727
2003-06-04,1.5015
2003-06-05,3.9645
2003-06-06,-0.9676
2003-06-09,-5.8103
2003-06-10,-1.7633999999999999
2003-06-11,0.0
2003-06-12,3.2298
2003-06-13,-2.8279
2003-06-16,3.6532999999999998
2003-06-17,0.2389
2003-06-18,5.3635
2003-06-19,-1.4706000000000001
2003-06-20,0.1148
2003-06-23,-4.9312000000000005
2003-06-24,-1.6888
2003-06-25,1.0429
2003-06-26,2.2465
2003-06-27,3.3848
2003-06-30,-2.1827
2003-07-01,1.5267
2003-07-02,0.2892
2003-07-03,-1.3264
2003-07-07,5.2016
2003-07-08,-0.1111
2003-07-09,4.2825
2003-07-10,-1.3333
2003-07-11,0.1568
2003-07-14,5.0246
2003-07-15,-0.4111
2003-07-16,-2.2704
2003-07-17,-4.1711
2003-07-18,-0.2204
2003-07-21,-2.3192
2003-07-22,2.4873
2003-07-23,-0.3861
2003-07-24,-1.2735
2003-07-25,1.346
2003-07-28,4.4826
2003-07-29,0.9004
2003-07-30,-2.8871
2003-07-31,-0.2162
2003-08-01,1.6251
2003-08-04,0.0
2003-08-05,-4.1578
2003-08-06,-2.2803
2003-08-07,-3.358
2003-08-08,-3.5336
2003-08-11,3.6630000000000003
2003-08-12,3.0035
2003-08-13,1.7724
2003-08-14,-1.4045
2003-08-15,1.7094
2003-08-18,4.0896
2003-08-19,2.1529
2003-08-20,17.1233
2003-08-21,7.3774
2003-08-22,-2.1366
2003-08-25,-1.113
2003-08-26,-0.6494
2003-08-27,0.2179
2003-08-28,4.913
2003-08-29,0.6216
2003-09-02,1.1532
2003-09-03,1.2215
2003-09-04,2.856
2003-09-05,0.3911
2003-09-08,1.0129
2003-09-09,-0.8099
2003-09-10,-8.6703
2003-09-11,2.3414
2003-09-12,-0.9151
2003-09-15,-1.7631999999999999
2003-09-16,1.1538
2003-09-17,3.2953
2003-09-18,0.8998
2003-09-19,-0.4054
2003-09-22,-3.9478999999999997
2003-09-23,-0.6356
2003-09-24,-6.3966
2003-09-25,-0.82
2003-09-26,-1.0106
2003-09-29,2.7378
2003-09-30,-3.4779
2003-10-01,0.3744
2003-10-02,0.9324
2003-10-03,6.2356
2003-10-06,-3.0435
2003-10-07,3.0045
2003-10-08,-2.6992000000000003
2003-10-09,2.9083
2003-10-10,0.1304
2003-10-13,1.1724
2003-10-14,-1.2876
2003-10-15,-0.6957
2003-10-16,0.6567
2003-10-17,-1.9574
2003-10-20,-4.4809
2003-10-21,2.183
2003-10-22,-7.3182
2003-10-23,-2.3541
2003-10-24,0.1507
2003-10-27,1.1033
2003-10-28,6.6468
2003-10-29,0.8372
2003-10-30,-0.4613
2003-10-31,-0.1854
2003-11-03,2.4605
2003-11-04,-0.3172
2003-11-05,-0.5455
2003-11-06,2.8336
2003-11-07,-1.5556
2003-11-10,-2.9345
2003-11-11,-2.3256
2003-11-12,-6.9524
2003-11-13,1.0747
2003-11-14,-2.6329000000000002
2003-11-17,-2.9121
2003-11-18,-1.3926
2003-11-19,1.032
2003-11-20,-1.2366
2003-11-21,0.1633
2003-11-24,1.087
2003-11-25,-0.1075
2003-11-26,-1.5608
2003-11-28,0.6561
2003-12-01,-1.9555
2003-12-02,-0.9972
2003-12-03,-3.3016
2003-12-04,-2.1991
2003-12-05,-0.7101
2003-12-08,-0.7747
2003-12-09,0.7808
2003-12-10,9.0584
2003-12-11,1.8578999999999999
2003-12-12,-0.2146
2003-12-15,-2.957
2003-12-16,2.3823
2003-12-17,-2.0563
2003-12-18,6.3536
2003-12-19,-0.5195
2003-12-22,-0.5744
2003-12-23,3.2563
2003-12-24,-2.0346
2003-12-26,0.7269
2003-12-29,0.7216
2003-12-30,1.5865
2003-12-31,0.3526
2004-01-02,0.0502
2004-01-05,1.8063
2004-01-06,-1.4293
2004-01-07,3.95
2004-01-08,3.9923
2004-01-09,-3.5615
2004-01-12,0.6715
2004-01-13,-3.0014
2004-01-14,0.0
2004-01-15,1.3261
2004-01-16,1.1634
2004-01-20,2.8749000000000002
2004-01-21,1.1644
2004-01-22,-2.3941
2004-01-23,0.283
2004-01-26,1.4581
2004-01-27,-4.5433
2004-01-28,-3.8368
2004-01-29,-2.2727
2004-01-30,0.0
2004-02-02,-1.8088
2004-02-03,0.3684
2004-02-04,-3.6707
2004-02-05,2.123
2004-02-06,5.9168
2004-02-09,-3.4222
2004-02-10,3.0224
2004-02-11,2.1244
2004-02-12,-2.2288
2004-02-13,-0.5572
2004-02-17,-0.2547
2004-02-18,0.3575
2004-02-19,-1.4758
2004-02-20,-1.0331
2004-02-23,-2.2443
2004-02-24,-7.6348
2004-02-25,1.2717
2004-02-26,1.6553
2004-02-27,-2.4705
2004-03-01,3.2815
2004-03-02,1.1141
2004-03-03,-1.3224
2004-03-04,-0.4469
2004-03-05,-1.0101
2004-03-08,1.1338
2004-03-09,-1.0034
2004-03-10,-2.5536
2004-03-11,-1.2202
2004-03-12,5.0
2004-03-15,-5.4902
2004-03-16,1.3634
2004-03-17,2.807
2004-03-18,-2.1615
2004-03-19,-2.4419
2004-03-22,-4.3504
2004-03-23,-0.4361
2004-03-24,2.8786
2004-03-25,5.0487
2004-03-26,2.432
2004-03-29,1.9785
2004-03-30,-0.7206
2004-03-31,-1.1724999999999999
2004-04-01,1.4123999999999999
2004-04-02,2.507
2004-04-05,2.1739
2004-04-06,-3.5638
2004-04-07,0.2206
2004-04-08,2.0362999999999998
2004-04-12,2.1575
2004-04-13,-1.5312000000000001
2004-04-14,-1.7158
2004-04-15,-1.5821
2004-04-16,-3.4368
2004-04-19,-0.5741
2004-04-20,-4.0993
2004-04-21,2.4684
2004-04-22,0.6463
2004-04-23,0.0
2004-04-26,-3.2107
2004-04-27,-0.4825
2004-04-28,-2.4848
2004-04-29,-2.6725
2004-04-30,-4.917
2004-05-03,0.0672
2004-05-04,5.302
2004-05-05,-1.211
2004-05-06,-1.0968
2004-05-07,1.0437
2004-05-10,-2.776
2004-05-11,7.5697
2004-05-12,-2.9012000000000002
2004-05-13,0.8264
2004-05-14,-0.6936
2004-05-17,-4.0635
2004-05-18,10.5228
2004-05-19,-5.9281
2004-05-20,4.9013
2004-05-21,-0.0607
2004-05-24,5.0395
2004-05-25,4.3353
2004-05-26,0.0554
