ticker,MOMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-23,50.0
2009-03-31,1900.0
2009-05-05,-16.6667
2009-05-07,-96.0
2010-05-03,3800.0
2010-05-04,53.8462
2010-05-05,-35.0
2010-05-06,53.8462
2010-06-03,0.0
2010-06-08,33.3333
2010-06-25,0.0
2010-06-28,12.5
2010-07-01,0.0
2010-07-02,28.8889
2010-08-05,3.4483
2010-09-17,0.0
2010-12-16,-26.6667
2010-12-17,36.3636
2011-02-01,-16.6667
2011-02-02,20.0
2011-02-22,-16.6667
2011-04-26,16.0
2011-05-05,12.069
2011-05-06,-90.4615
2011-05-09,948.3871
2011-11-02,0.0
2011-12-08,0.0
2012-09-04,-36.9231
2012-09-05,21.9512
2012-09-06,2.0
2012-09-07,0.7843
2012-09-10,-2.7237
2012-09-11,10.0
2012-09-13,-1.0909
2012-09-17,-6.25
2012-09-19,3.9215999999999998
2012-09-25,0.0
2012-09-26,-5.6604
2012-09-27,-7.2
2012-09-28,7.3276
2012-10-01,-2.4096
2012-10-05,0.0
2012-10-18,6.1728
2012-10-19,0.0
2012-10-22,0.0
2012-10-25,-3.4884
2012-11-14,-5.6225000000000005
2012-11-19,-12.766
2012-11-20,7.3171
2012-11-21,-2.2727
2012-11-26,-2.3256
2012-11-27,2.3810000000000002
2012-11-28,0.9302
2012-11-29,-3.2258
2012-11-30,16.6667
2012-12-03,0.0
2012-12-04,1.2245
2012-12-05,0.0
2012-12-07,0.0
2012-12-11,0.8065
2012-12-26,-12.0
2012-12-28,13.6364
2013-01-02,-12.0
2013-01-07,13.6364
2013-01-08,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-15,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-23,3.2
2013-01-25,-20.9302
2013-01-28,12.7451
2013-01-29,-13.0435
2013-01-30,3.0
2013-02-01,-2.9126
2013-02-05,-0.5
2013-02-07,14.5729
2013-02-08,0.8772
2013-02-11,2.1739
2013-02-13,0.0
2013-02-14,-2.1277
2013-02-15,-2.1739
2013-02-19,0.0
2013-02-20,0.0
2013-02-25,-10.6667
2013-02-26,1.99
2013-02-27,-1.9512
2013-02-28,-0.4975
2013-03-01,0.5
2013-03-04,-5.4726
2013-03-05,-5.2632
2013-03-06,-4.4444
2013-03-07,18.6047
2013-03-08,-1.9607999999999999
2013-03-13,1.0
2013-03-14,0.9901
2013-03-19,-14.2157
2013-03-20,22.8571
2013-03-21,-4.6512
2013-03-22,2.439
2013-03-25,-3.8095
