ticker,GLUC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-09-22,22.2222
2008-09-24,-16.3636
2008-11-26,2.1739
2008-12-22,0.0
2008-12-23,-4.2553
2008-12-29,2.2222
2009-01-08,2.1739
2009-01-09,0.0
2009-01-28,0.0
2009-02-06,2.1277
2009-02-18,-6.25
2009-02-20,4.4444
2009-02-23,-25.5319
2009-02-27,31.4286
2009-03-02,-21.7391
2009-03-03,27.7778
2009-03-09,0.0
2009-03-10,2.1739
2009-03-11,0.0
2009-03-16,0.0
2009-04-20,-25.5319
2009-04-21,34.2857
2009-05-05,0.0
2009-05-06,0.0
2009-06-04,23.4043
2009-06-05,1.7241
2009-06-08,0.0
2009-06-09,3.3898
2009-06-10,16.3934
2009-06-11,-8.4507
2009-06-12,-1.5385
2009-06-22,1.5625
2009-06-26,0.0
2009-06-30,3.0769
2009-07-01,2.9851
2009-07-06,2.8986
2009-07-07,-5.6338
2009-07-08,4.4776
2009-07-09,14.2857
2009-07-10,8.75
2009-07-13,-8.046
2009-07-14,0.0
2009-07-15,10.0
2009-07-16,-6.8182
2009-07-17,23.1707
2009-07-20,-3.4653
2009-07-21,3.5897
2009-07-22,-4.9505
2009-07-23,-6.25
2009-07-24,12.2222
2009-07-27,0.0
2009-07-28,-20.7921
2009-07-29,25.0
2009-07-30,1.0
2009-07-31,0.0
2009-08-06,-15.8416
2009-08-07,-5.8824
2009-08-10,0.0
2009-08-13,6.25
2009-08-17,-5.8824
2009-08-18,-1.25
2009-08-19,0.0
2009-08-21,-5.0633
2009-08-24,0.0
2009-08-28,-6.6667
2009-09-04,7.1429
2009-09-09,-10.6667
2009-09-14,0.0
2009-09-23,-1.4925
2009-10-02,-31.8182
2009-10-05,-31.1111
2009-10-13,12.9032
2009-10-15,48.5714
2009-10-16,3.8462
2009-10-19,5.5556
2009-10-20,-1.7544
2009-10-21,-3.5714
2009-10-22,0.0
2009-10-23,5.5556
2009-10-26,0.0
2009-10-27,-1.7544
2009-10-28,5.3571
2009-10-29,13.5593
2009-10-30,4.4776
2009-11-02,2.8571
2009-11-03,1.3889
2009-11-04,-5.4795
2009-11-05,0.0
2009-11-06,-26.8116
2009-11-09,0.0
2009-11-10,16.8317
2009-11-11,18.6441
2009-11-12,0.0
2009-11-13,8.5714
2009-11-16,-1.3158
2009-11-17,7.3333
2009-11-18,-0.6211
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,-3.125
2009-11-25,-3.2258
2009-11-27,9.3333
